Speaker,Arabic (AR)
Shannon,"""ﻭﺍﻟﺒﺤﺮ ﻣﺤﺪﻭﺩ ﺃﻳﻀﺎ. ﺑﻞ ﺣﺘﻰ ﻟﻮ ﻛﺎﻥ ﺍﻟﺒﺤﺮ ﺑﻼ ﺣﺪ، ﻛﻢ ﺳﻨﺮﻯ ﻣﻨﻪ ﻓﻲ ﺣﻴﺎﺗﻨﺎ? ﻻ ﺷﻚ ﺃﻧّﻪ  ﺃﺻﻐﺮ ﺑﻜﺜﻴﺮ ﻣﻦ ﺑﺤﺮ ﺣﻘﻴﻘﻲ."""
Ushiromiya George,"""...ﺃﻧﺖ ﻣﺤﻘﺔ. ﺃﻟﻴﺲ ﻣﻦ ﺍﻟﻤﻔﺎﺭﻗﺎﺕ، ﺃﻥ ﻣﻌﻈﻢ ﺍﻟﻨﺎﺱ ﻓﻲ ﻫﺬﺍ ﺍﻟﻌﺎﻟﻢ ﺍﻟﻔﺴﻴﺢ ﻳﻌﻴﺸﻮﻥ ﺣﻴﺎﺗﻬﻢ ﻛﻠﻬﺎ ﻣﻦ ﻏﻴﺮ ﻣﻐﺎﺩﺭﺓ ﺑﻠﺪﺍﻧﻬﻢ؟"""
Shannon,"""ﺑﻤﺠﺮﺩ ﺍﻹﻳﻤﺎﻥ ﺑﺴﻜﻨﺎﻙ ﻋﺎﻟﻤﺎ ﻣﺘﻜﺎﻣﻼ...ﺣﺘﻰ ﻗﻌﺮ ﺍﻟﺒﺌﺮ ﺍﻟﻀﻴﻘﺔ ﺗﺼﺒﺢ ﺩﻧﻴﺎ ﺗﺎﻣﺔ، ﺑﺤﺮﺍ ...ﻓﻲ ﻧﻈﺮ ﺍﻟﻀﻔﺎﺩﻉ ﺳﺎﻛﻨﺘﻬﺎ."""
,ﺷﺎﻧﻮﻥ، ﺍﻟﺘﻲ ﺃﻣﻀﺖ ﻋﻤﺮﻫﺎ ﺧﺎﺩﻣﺔ ﻋﻠﻰ ﺟﺰﻳﺮﺓ ﺻﻐﻴﺮﺓ ﻣﺤﻴﻄﻬﺎ ﻋﺸﺮ ﻛﻴﻠﻮﻣﺘﺮﺍﺕ ﺗﺪﻋﻰ ﺭﻭﻛﻴﻨﺠﻴﻤﺎ ﻗﺎﻟﺖ ﺫﻟﻚ ﺑﺎﺑﺘﺴﺎﻡ.
,ﺑﻌﺪﻣﺎ ﺟُﺒﻨﺎ ﺣﻮﺽ ﺍﻟﺴﻤﻚ ﻛﻠَّﻪ، ﺗﻨﺎﻭﻟﻨﺎ ﻏﺪﺍﺀ ﻣﺘﺄﺧﺮﺍ ﻓﻲ ﻣﻄﻌﻢ ﺫﻱ ﺇﻃﻼﻟﺔ ﺑﻬﻴﺔ.
,ﻛﻞ ﺍﻟﻔﺘﻴﺎﻥ ﺗﺨﻔﻖ ﻗﻠﻮﺑﻬﻢ ﻋﻨﺪ ﺭﺅﻳﺔ ﻣﺎﺋﺪﺓ ﻣﻔﺘﻮﺣﺔ.
,ﺣﺘﻰ ﺃﻧﺎ ﻛﻨﺖ ﻛﺬﻟﻚ ﻓﻴﻤﺎ ﻣﻀﻰ.
,ﻭﺑﻮﺟﻮﺩ ﺷﺎﻧﻮﻥ ﻣﻌﻲ، ﻫﺬﻩ ﺍﻟﻤﺎﺋﺪﺓ ﻣﺨﺘﻠﻔﺔ{n}ﻻ ﻳﻨﺒﻐﻲ ﻟﻲ ﺃﻥ ﺃﺭﻛﻢ ﺃﻃﻌﻤﺘﻲ ﺍﻟﻤﻔﻀﻠﺔ ﻓﻮﻕ ﺑﻌﻀﻬﺎ ﺑﻼ ﺣﻴﺎﺀ.
,ﻛﻨﺖ -ﻛﻴﻒ ﺃﻗﻮﻟﻬﺎ- ﻣﻬﺘﻤﺎ ﺑﻤﻈﻬﺮﻱ، ﻓﺎﺧﺘﺮﺕ ﺃﻃﻌﻤﺔ ﺗﻠﻴﻖ ﺑﺎﻟﻨﺒﻼﺀ: ﺧﺒﺰ، ﺳﻠﻄﺔ ﻭﻗﻬﻮﺓ.
,ﻟﻮ ﻛﻨﺖ ﻭﺣﺪﻱ، ﻟﺴﻜﺒﺖ ﻃﻌﺎﻣﺎ ﺩﺳﻤﺎ ﻛﺎﻟﻴﺎﻛﻴﺴﻮﺑﺎ (ﺍﻟﻤﻌﻜﺮﻭﻧﺔ)، ﺍﻟﺒﻄﺎﻃﺎ ﺍﻟﻤﻬﺮﻭﺳﺔ، ﺍﻟﻐﺮﺍﺗﺎﻥ (ﺑﻄﺎﻃﺎ ﺑﺎﻟﺠﺒﻦ)، ﻭﺃﺷﻴﺎﺀ ﻛﻬﺬﻩ.
Ushiromiya George,"""ﺷﺎﻧﻮﻥ، ﺃﻳﻜﻔﻴﻚ ﻫﺬﺍ? ﻟﺌﻦ ﻛﻔﺎﻙ، ﻓﺈﻧﻨﺎ ﻣﻌﺸﺮ ﺍﻟﺮﺟﺎﻝ ﻭﺣﻮﺵ ﻫﺎﺩﺭﺓ ﻟﻠﻄﺎﻗﺔ."""
Shannon,"""...ﺍﻣﻢ، ﻟﻢ، ﻟﻢ ﺃﻗﺼﺪ ﺍﻹﺷﺎﺭﺓ ﻟﺬﻟﻚ......"""
,"ﻟﻢ ﻳﻜﻦ ﻋﻠﻰ ﺻﻴﻨﻴﺔ ﺷﺎﻧﻮﻥ ﺳﻮﻯ ﺍﻟﺸﺎﻱ ﻭﺍﻟﺴﻠﻄﺔ.{n}ﻟﻌﻞ ﻇﻨﻲ ﺃﻥَّ ﺻﻴﻨﻴﺘﻬﺎ ""ﺗﻌﻮﺯ ﻃﺒﻘﺎ ﻋﻠﻰ ﺍﻷﻗﻞ"" ﺩﻟﻴﻞ ﻋﻠﻰ ﺗﻔﻜﻴﺮﻱ ﺑﻤﻌﺪﺗﻲ ﺍﻟﺬﻛﻮﺭﻳﺔ."
Shannon,"""ﻣﺎﺫﺍ ﻋﻨﻚ، ﺟﻮﺭﺝ-ﺳﺎﻣﺎ، ﺃﻳﻜﻔﻴﻚ ﻫﺬﺍ؟ ﺃﻭﻣﻦ ﺑﺤﺎﺟﺔ ﺍﻟﺮﺟﺎﻝ ﻟﻸﻛﻞ ﺃﻛﺜﺮ ﻗﻠﻴﻼ. ...ﺃﻧﺖ ﺗﺄﻛﻞ ﻋﺎﺩﺓ ﺃﻛﺜﺮ ﻣﻦ ﻫﺬﺍ ﻋﻠﻰ ﺍﻟﻐﺪﺍﺀ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ?"""
Ushiromiya George,"""ﻭﻳﺤﻲ، ﺻﺪﻗﺖ. ﺃﻧﺖ ﺗﻌﺮﻓﻴﻦ ﺑﺎﻟﻔﻌﻞ ﻣﻘﺪﺍﺭ ﺃﻛﻠﻲ ﺣﻴﻦ ﺃﺗﻐﺪﻯ ﻓﻲ ﺍﻟﺠﺰﻳﺮﺓ."""
Shannon,"""ﻧﻌﻢ. ﻟﺬﺍ ﻛﻨﺖ ﺃﺗﺴﺎﺀﻝ ﺇﻥ ﻛﺎﻧﺖ ﻣﻌﺪﺗﻚ ﺑﺨﻴﺮ ﺍﻟﻴﻮﻡ..."""
,ﺃﻇﻬﺮﺕ ﺷﺎﻧﻮﻥ ﺣﺮﺻﻬﺎ ﻋﻠﻰ ﺻﺤﺘﻲ{n}ﻳﺒﺪﻭ ﺃﻧﻲ ﺃﻗﻠﻘﺘﻬﺎ ﺑﻤﺤﺎﻭﻟﺘﻲ ﺍﻟﻐﺒﻴﺔ ﻹﻋﺠﺎﺑﻬﺎ.
,ﻭﻋﻠﻰ ﻛﻞ ﺣﺎﻝ، ﻟﻢ ﺗﻜﻦ ﻣﻌﺪﺗﻲ ﻟﺘﺴﻤﺢ ﻟﻲ ﺑﻤﻮﺍﺻﻠﺔ ﺍﻟﺘﻈﺎﻫﺮ.
Ushiromiya George,"""...ﻫﺎﻩ، ﻫﺎﻫﺎﻫﺎ... ﺳﺄﻋﺘﺮﻑ، ﺳﺄﻋﺘﺮﻑ. ﻛﻨﺖ ﺃﺭﻳﺪ ﺍﻟﻈﻬﻮﺭ ﻇﺮﻳﻔﺎ... ﺇﻧﻤﺎ ﺗﻤﺎﻟﻜﺖ ﻧﻔﺴﻲ ﻷﻧﻲ ﻣﻊ ﻓﺘﺎﺓ..."""
Shannon,"""ﺗﻮﻗﻌﺖ ﻫﺬﺍ. ﺑﻨﺎﺀ ﻋﻠﻰ ﻣﺎ ﺗﺄﻛﻠﻪ ﻏﺪﺍﺀ ﻣﺆﺗﻤﺮﺍﺕ ﺍﻟﻌﺎﺋﻠﺔ، ﺭﺃﻳﺘﻪ ﻻ ﻳﻜﻔﻴﻚ ﺃﺑﺪﺍ. ﺑﻌﺪ ﺇﺫﻧﻚ، ﺧﺬ ﺭﺍﺣﺘﻚ ﻭﻻ ﺗﺘﺮﺩﺩ ﻓﻲ ﺍﻟﺤﺼﻮﻝ ﻋﻠﻰ ﻃﺒﻖ ﺁﺧﺮ."""
Ushiromiya George,"""ﻫﺬﺍ ﻟﻴﺲ ﺑﻌﺎﺩﻝ... ﺃﺻﺒﺖ ﺑﺎﻹﺣﺮﺍﺝ. ﺇﺫﻥ ﻣﺎﺫﺍ ﻋﻨﻚ ﻳﺎ ﺷﺎﻧﻮﻥ? ﻫﻞ ﺗﺘﺤﻤﻠﻴﻦ ﺍﻟﻌﻤﻞ ﻟﺪﻯ ﻋﺎﺋﻠﺔ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ ﺩﺍﺋﻤﺎ ﻋﻠﻰ ﻫﺬﺍ ﺍﻟﻘﺪﺭ ﻣﻦ ﺍﻟﻄﻌﺎﻡ?"""
Shannon,"""......ﻓﻲ ﺍﻟـ، ـﺤﻘﻴﻘﺔ، ............ﺃﻭﻩ."""
,ﻟﻢ ﺗﺠﺐ ﺷﺎﻧﻮﻥ ﻭﺍﺣﻤﺮﺕ ﻭﺟﻨﺘﺎﻫﺎ ﺣﻴﺎﺀ.
,ﻟﺴﺖ ﻭﺣﺪﻱ ﻣﻦ ﻳﺘﻈﺎﻫﺮ ﻛﻤﺎ ﻳﺒﺪﻭ.{n}ﺗﻼﺷﻰ ﺧﺠﻠﻲ ﺗﻤﺎﻣﺎ ﺣﻴﻦ ﺃﺩﺭﻛﺖ ﺫﻟﻚ.
Ushiromiya George,"""ﻃﻌﺎﻣﻚ ﻫﻮ ﺍﻵﺧﺮ ﻻ ﻳﻜﻔﻴﻚ، ﺃﻟﺴﺖ ﻣﺤﻘﺎ? ﺑﻠﻰ، ﻋﺎﺩﺓ، ﺗﺄﻛﻠﻴﻦ ﺃﻛﺜﺮ ﻣﻦ ﻫﺬﺍ ﻋﻠﻰ ﺍﻟﻐﺪﺍﺀ."""
Shannon,"""ﻻ، ﻣﻌﺪﺓ ﺍﻟﻨﺴﺎﺀ ﻣﺨﻠﻮﻗﺔ ﻣﻦ ﺍﻟﺴﺤﺮ، ﻓﻬﺬﺍ ﻛﺎﻑ... ﺃﻭﻩ."""
Ushiromiya George,"""ﺇﺫﻥ ﻻ ﺷﻚ ﺑﺈﺭﺍﺩﺓ ﻛﻠﻴﻨﺎ ﺇﺑﻬﺎﺭَ ﺍﻵﺧﺮ. ﺩﻋﻴﻨﺎ ﻻ ﻧﻤﺴﻚ ﺃﻧﻔﺴﻨﺎ ﻋﻦ ﺍﻟﻄﻌﺎﻡ، ﻣﺎ ﺭﺃﻳﻚ?"""
,ﺗﺒﺴﻤﺖ ﻟﺘﺮﻯ ﺻﻔﺎﺀ ﻧﻴﺘﻲ ﻣﻦ ﺍﻟﺴﺨﺮﻳﺔ ﻣﻨﻬﺎ، ﻭﻗﻤﺖ.
Ushiromiya George,"""ﺳﺎﻓﺮﻧﺎ ﺍﻟﻤﺴﺎﻓﺎﺕ ﺇﻟﻰ ﺃﻭﻛﻴﻨﺎﻭﺍ - ﺳﻴﻜﻮﻥ ﻣﺆﺳﻔﺎ ﺗﻔﻮﻳﺖ ﺍﻟﻘﺮﻉ ﺍﻟﻤﺮ. ﺳﺄﺟﻠﺐ ﺑﻌﺾ ﺍﻟﻘﺮﻉ ﺍﻟﻤﺮ ﺍﻟﻤﻘﻠﻲ ﻣﺜﻼ. ﻫﻴﺎ ﺗﻌﺎﻟﻲ ﻳﺎ ﺷﺎﻧﻮﻥ. ﻫﻴﺎ، ﻫﻴﺎ."""
Shannon,"""ﺁﻩ، ﺣﺴﻨﺎ...!"""
,ﺳﻴﺮﺍﻧﺎ ﺍﻟﻨﺎﺱ ﻋﺎﺷﻘﻴﻦ ﻓﻜﻬﻴﻦ ﺑﻞ ﻭﻣﺤﺮﺟﻴﻦ.
, ﻟﻦ ﺗﻔﻬﻢ ﻣﺎﻟﻢ ﺗﻜﻦ ﻋﺎﺷﻘﺎ...
,ﻫﺬﺍ ﺍﻟﺴﺠﺎﻝ ﻳﺰﻥ ﺍﻟﺪﻧﻴﺎ ﻋﻨﺪﻧﺎ، ﺑﻞ {i:ﻫﻮ} ﺩﻧﻴﺎﻧﺎ.{n}ﻓﻤﻬﻤﺎ ﻗﺴﺖ ﻧﻈﺮﺍﺕ ﺍﻟﻐﻴﺮ ،ﻟﻦ ﻧﻠﺤﻆ ﺃﺻﻼ.
,......ﻓﻬﻤﺖ ﺃﺧﻴﺮﺍ -ﺑﻌﺪ ﻋﻤﺮ ﻃﻮﻳﻞ- ﻣﺸﺎﻋﺮ ﺍﻟﻌﺸﺎﻕ ﺇﺫ ﻳﻬﻴﻤﻮﻥ ﻏﺎﻓﻠﻴﻦ ﻋﻤﺎ ﺣﻮﻟﻬﻢ.
,ﺣﻴﻦ ﻋﻮﺩﺗﻲ ﺑﻄﺒﻘﻲ ﻣﻤﻠﻮﺀ ﺍﻟﻄﻌﺎﻡ ﺍﻟﻤﻘﻠﻲ، ﺃﺣﻀﺮﺕ ﺷﺎﻧﻮﻥ ﻛﻌﻜﺔ ﻃﻴﺒﺔ.
,ﺑﻌﺪﻣﺎ ﺿﺤﻜﻨﺎ ﻋﻠﻰ ﺗﻌﻔﻔﻨﺎ ﺍﻟﺰﺍﺋﻒ، ﻭﺍﺻﻠﻨﺎ ﻏﺪﺍﺀﻧﺎ.
Ushiromiya George,"""ﻟﻸﺳﻒ، ﺃﻓﺴﺪﺕ ﺍﻟﻐﻴﻮﻡ ﺍﻹﻃﻼﻟﺔ ﺍﻟﺒﺤﺮﻳﺔ"""
,ﺣﻈﻴﻨﺎ ﺑﻄﺎﻭﻟﺔ ﻋﻨﺪ ﺇﻃﻼﻟﺔ ﺑﺤﺮﻳﺔ ﻋﻠﻰ ﻣﺪ ﺍﻟﺒﺼﺮ ﺗﺤﺒﺲ ﺍﻷﻧﻔﺎﺱ.
,ﻭﻟﻜﻦ ﺍﻟﻐﻴﻮﻡ ﻣﻨﻌﺘﻨﺎ ﺍﻻﺳﺘﻤﺘﺎﻉ ﺑﺠﻤﺎﻟﻬﺎ ﺍﻟﻤﻌﺘﺎﺩ.
Shannon,"""ﻣﺆﺳﻒ ﺑﺤﻖ. ﻟﻮﻻﻫﺎ، ﻟﻤﺘﻌﻨﺎ ﺃﻧﻈﺎﺭﻧﺎ ﺑﺰﺭﻗﺔ ﺍﻟﺒﺤﺮ ﺍﻟﺪﺍﻛﻨﺔ"""
Ushiromiya George,"""ﺻﺪﻗﺖ. ﺃﻇﻨﻚ ﺍﻋﺘﺪﺕ ﻋﻠﻰ ﺭﺅﻳﺔ ﺍﻟﺒﺤﺮ ﻣﻦ ﺭﻭﻛﻴﻨﺠﻴﻤﺎ، ﻟﻜﻦ ﻟﻠﺒﺤﺮ ﻫﻨﺎ ﺯﺭﻗﺔ ﺧﻼﺑﺔ. ...ﻳﺎ ﻟﻸﺳﻒ."""
Shannon,"""ﺁﻩ، ﻟﻜﻦ - ﻣﻬﻤﺎ ﺍﺯﺭﻕ ﻟﻮﻧﻪ، ﻓﻠﺴﺖ ﺃﺭﺍﻩ ﺇﻻّ ﺭﻣﺎﺩﻳﺎً ﺣﻴﻦ ﺍﻟﻌﻤﻞ. ﺃﻣﺎ ﺍﻟﻴﻮﻡ، ﻓﺄﻧﺎ ﻻ ﺃﻋﻤﻞ، ﻟﺬﺍ... ﺃﻋﻨﻲ..."""
,ﻳﺒﺪﻭ ﺃﻥ ﺷﺎﻧﻮﻥ ﻛﺎﻧﺖ ﺗﺒﺬﻝ ﺟﻬﺪﻫﺎ ﻟﺘﻘﻮﻝ ﺷﻴﺌﺎ ﻣﺤﺮﺟﺎ. ﻟﻜﻨﻲ ﺻﺎﺭﻡ.
Ushiromiya George,"""ﻛﺪﺕ ﺗﻨﺠﺤﻴﻦ. ﻟﻮ ﻗﻠﺖ ""ﻣﻌﻚ ﺃﺭﻯ ﺭﻣﺎﺩﻱ ﺍﻟﺒﺤﺎﺭ ﻣﺸﺒﻌﺔ ﺍﻟﺰﺭﻗﺔ""، ﻟﻤﻨﺤﺘﻚ ﺍﻟﺪﺭﺟﺔ ﺍﻟﻜﺎﻣﻠﺔ ﻭﻓﺰﺕ ﺑﺠﺎﺋﺰﺓ."""
Shannon,"""ﺇﻳﻪ، ﺁﻩ، ﺁﺳــــ، ﺁﺳﻔﺔ...... ........."""
Ushiromiya George,"""ﺃﻟﺴﺖ ﻓﻀﻮﻟﻴﺔ ﻋﻦ ﺍﻟﺠﺎﺋﺰﺓ...?"""
Shannon,"""ﻓﻲ ﺍﻟﺤﻘﻴﻘﺔ، ......ﻭﺩﺩﺕ ﻗﻮﻝ ﻣﺎﻟﻢ ﺗﻤﺎﻧﻊ......"""
Ushiromiya George,"""ﻛﻼ. ﻟﻦ ﺃﺧﺒﺮﻙ. ﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎ."""
Shannon,"""ﻫﺬﺍ-ﻫﺬﺍ ﻟﻴﺲ ﻋﺎﺩﻻ..."""
