Speaker,Arabic (AR)
Ushiromiya Jessica,"""ﺃﻋﻠﻢ ﺫﻟﻚ، ﻟﻜﻦ...ﺁﺁﺁﻩ، ﻻ، ﻻ، ﻻ، ﻣﺴﺘﺤﻴﻞ!!"""
,ﺩﻓﻨﺖ ﺟﻴﺴﻴﻜﺎ ﻭﺟﻬﻬﺎ ﻓﻲ ﻭﺳﺎﺩﺗﻬﺎ، ﻣﺤﺎﻭﻟﺔً ﺇﺧﻔﺎﺀ ﺍﺣﻤﺮﺍﺭ ﻭﺟﻬﻬﺎ،
, ﺑﻴﻨﻤﺎ ﺑﺪﺃﺕ ﺗﻘﻀﻢ ﻇﻔﺮﻫﺎ..{n}...ﺭﺩﺓ ﻓﻌﻞ ﺗﺴﺘﺤﻖ ﺍﻟﺘﻘﺪﻳﺮ.
,ﻛﺎﻧﺖ ﺷﺎﻧﻮﻥ ﻭﺟﻴﺴﻴﻜﺎ ﻓﻲ ﻧﻔﺲ ﺍﻟﻌﻤﺮ ﻭ ﻣﻦ ﻧﻔﺲ ﺍﻟﺠﻨﺲ، ﻭﻛﺎﻧﺘﺎ ﺃﻳﻀًﺎ ﺻﺪﻳﻘﺘﻴﻦ.
,ﻭﻛﺎﻧﺘﺎ ﻛﻠﺘﺎﻫﻤﺎ ﻓﻲ ﺃﻭﺝ ﻣﺮﺣﻠﺔ ﺍﻟﻤﺮﺍﻫﻘﺔ.{n}ﻟﻢ ﻳﻜﻦ ﻫﻨﺎﻙ ﺣﺪﻳﺚ ﻳﺸﺒﻊ ﻓﻀﻮﻟﻬﻤﺎ ﺃﻛﺜﺮ ﻣﻦ ﺍﻟﺤﺪﻳﺚ ﻋﻦ ﺍﻟﺤﺐ.{n}ﻭﻟﻬﺬﺍ، ﻛﺎﻥ ﺑﺈﻣﻜﺎﻧﻬﻤﺎ ﺍﻟﺘﺤﺪﺙ ﺑﺼﺮﺍﺣﺔ ﻋﻦ ﻫﺬﻩ ﺍﻷﻣﻮﺭ ﺩﻭﻥ ﺣﺮﺝ.
,ﻓﻘﺪ ﻛﺎﻧﺖ ﺟﻴﺴﻴﻜﺎ ﺗﻌﺮﻑ ﻛﻞ ﺗﻔﺎﺻﻴﻞ ﺗﻄﻮﺭ ﻋﻼﻗﺔ ﺷﺎﻧﻮﻥ ﻭﺟﻮﺭﺝ. ﻭﻓﻲ ﺍﻟﻤﻘﺎﺑﻞ، ﻛﺎﻧﺖ ﺷﺎﻧﻮﻥ ﺗﻌﻠﻢ ﺗﻤﺎﻣًﺎ ﻧﻮﻉ ﺍﻟﺮﺟﻞ ﺍﻟﺬﻱ ﻗﺪ ﻳﺠﺬﺏ ﺟﻴﺴﻴﻜﺎ، ﻭﻣﺎ ﺍﻟﺼﻔﺎﺕ ﺍﻟﺘﻲ ﺗﺴﺘﻬﻮﻳﻬﺎ.
,ﻣﻦ ﺭﺩﻭﺩ ﻓﻌﻞ ﺟﻴﺴﻴﻜﺎ، ﺑﺪﺍ ﺃﻧﻪ ﺳﻴﻜﻮﻥ ﻣﻦ ﺍﻟﻮﻗﺎﺣﺔ ﺍﻟﺘﺤﺪﺙ ﻋﻦ ﺫﻟﻚ ﺑﺎﻟﺘﻔﺼﻴﻞ...
,ﻟﻜﻦ ﻟﻦ ﻧﺼﻞ ﺇﻟﻰ ﺃﻱ ﻣﻜﺎﻥ ﺇﺫﺍ ﺍﺳﺘﻤﺮﺕ ﺟﻴﺴﻴﻜﺎ ﻓﻲ ﺍﻟﺘﺪﺣﺮﺝ ﻋﻠﻰ ﺍﻟﺴﺮﻳﺮ ﺇﻟﻰ ﺍﻷﺑﺪ، ﻟﺬﺍ ﻭﺑﺼﺮﺍﺣﺔ—
,ﻛﺎﻧﺖ ﺟﻴﺴﻴﻜﺎ ﺗﻔﻜﺮ ﻓﻲ ﻛﺎﻧﻮﻥ ﻣﻨﺬ ﺃﻭﻝ ﻣﺮﺓ ﻇﻬﺮ ﻓﻴﻬﺎ.
,ﻟﻢ ﻳﻜﻦ ﻫﻨﺎﻙ ﺷﺒﺎﺏ ﻛﺜﺮ ﻓﻲ ﺭﻭﻛﻨﺠﻴﻤﺎ.{n}ﺭﺑﻤﺎ ﻛﺎﻥ ﻣﻦ ﺍﻟﻄﺒﻴﻌﻲ ﺃﻥ ﺗﻨﺠﺬﺏ ﺟﻴﺴﻴﻜﺎ، ﻛﻮﻧﻬﺎ ﻓﺘﺎﺓ ﻓﻲ ﺳﻦ ﺍﻟﻤﺮﺍﻫﻘﺔ، ﺇﻟﻰ ﻛﺎﻧﻮﻥ.
,ﻭﻟﻜﻦ ﻣﺠﺮﺩ ﺍﻟﺘﺼﺮﻳﺢ ﺑﺬﻟﻚ ﻛﺎﻥ ﻛﻔﻴﻼً ﺑﺘﺪﻣﻴﺮ ﺭﻭﻣﺎﻧﺴﻴﺔ ﻗﻠﺐ ﻓﺘﺎﺓ ﻃﺎﻫﺮﺓ، ﻭﺳﺤﺮ ﺍﻟﺤﺐ ﻣﻦ ﺍﻟﻨﻈﺮﺓ ﺍﻷﻭﻟﻰ.
,ﻟﻘﺪ ﻛﺎﻧﺖ ﺷﺎﻧﻮﻥ ﺑﺮﻓﻘﺔ ﻛﺎﻧﻮﻥ ﻃﻮﺍﻝ ﺍﻟﻮﻗﺖ ﻓﻲ ﺩﺍﺭ ﺍﻟﺮﻋﺎﻳﺔ، ﻟﺬﺍ ﻛﺎﻧﺖ ﺗﻌﺮﻓﻪ ﺣﺘﻰ ﻗﺒﻞ ﺃﻥ ﻳﺒﺪﺁ ﺍﻟﻌﻤﻞ.
,ﻭﻟﻬﺬﺍ، ﻟﻢ ﺗﺘﻮﻗﻒ ﺟﻴﺴﻴﻜﺎ ﻋﻦ ﻃﺮﺡ ﺍﻷﺳﺌﻠﺔ ﺑﺈﻟﺤﺎﺡ ﻋﻦ ﺷﺨﺼﻴﺘﻪ، ﻭﻫﻮﺍﻳﺎﺗﻪ، ﻭﺃﻛﻼﺗﻪ ﺍﻟﻤﻔﻀﻠﺔ، ﻭﻧﻮﻉ ﺍﻟﻔﺘﺎﺓ ﺍﻟﺘﻲ ﻳﺤﺒﻬﺎ.
,.........ﺣﺘﻰ ﺷﺎﻧﻮﻥ ﻛﺎﻧﺖ ﺗﺴﺘﻄﻴﻊ ﺃﻥ ﺗﺪﺭﻙ ﺑﻮﺿﻮﺡ ﺃﻥ ﺟﻴﺴﻴﻜﺎ ﻣﻐﺮﻣﺔ ﺑﻜﺎﻧﻮﻥ.
Shannon,"""ﺑﺮﺑﻚ. ... ﺃﻟﻴﺴﺖ ﻫﺬﻩ ﻓﺮﺻﺔ ﺟﻴﺪﺓ ﻷﺧﺬ ﻛﺎﻧﻮﻥ-ﻛﻦ ﻓﻲ ﻣﻮﻋﺪ؟"""
Ushiromiya Jessica,"""ﻟـ... ﻟـ... ﻟﻜﻦ ﻟﻜﻦ ﻟﻜﻦ... ﻗﺪ ﻳﻜﻮﻥ ﻟﺪﻯ ﻛﺎﻧﻮﻥ-ﻛﻦ ﺷﺨﺺ ﻳﻌﺠﺒﻪ ﺃﻳﻀًﺎ... ﺃﻟﻦ ﻳﺄﺧﺬ ﺍﻷﻣﺮ ﻋﻠﻰ ﻧﺤﻮ ﺳﻴﺊ ﺇﺫﺍ ﺃﺟﺒﺮﺗﻪ ﻋﻠﻰ ﻣﺮﺍﻓﻘﺘﻲ ﻟﻤﺠﺮﺩ ﺍﻟﺘﺒﺎﻫﻲ...؟"""
Shannon,"""ﺍﻟﻨﺎﺱ ﺍﻟﺬﻳﻦ ﻻ ﻳﻌﺒﺮﻭﻥ ﺑﺼﺮﺍﺣﺔ ﻋﻦ ﻣﺸﺎﻋﺮﻫﻢ، ﺃﻣﺜﺎﻟﻚ ﻳﺎ ﺁﻧﺴﺘﻲ، ... ﻣﺎﺫﺍ ﻛﺎﻥ ﺫﻟﻚ ﺍﻟﻤﺼﻄﻠﺢ ﻣﺠﺪﺩًﺍ؟ ﻟﻘﺪ ﺗﻌﻠﻤﺘﻪ ﻣﻦ ﺟﻮﺭﺝ-ﺳﺎﻣﺎ. ﺻﺤﻴﺢ، ﻳُﻄﻠﻖ ﻋﻠﻴﻬﻢ ""{c:86ef9c: ﺗﺴﻮﻧﺪﺭﻱ}"". ﻭﻳﺒﺪﻭ ﺃﻥ ﻫﺬﺍ ﺍﻟﻨﻮﻉ ﺳﻴﻜﻮﻥ ﺷﺎﺋﻌًﺎ ﺑﻌﺪ ﺑﻀﻌﺔ ﻋﻘﻮﺩ، ﻛﻤﺎ ﻳُﻘﺎﻝ."""""
