Speaker,Arabic (AR)
,ﺭﺑﻤﺎ ﻟﻢ ﺗﻘﺼﺪ ﺍﻟﻌﺠﻮﺯ ﺍﻹﺳﺎﺀﺓ ﺑﻜﻼﻣﻬﺎ.{n}...ﻟﻜﻦْ ﻛﺄﻥَّ ﺭﻭﺯﺍ ﻓﻬﻤﺘﻬﺎ ﺑﺸﻜﻞ ﻣﻬﻴﻦ ﻟﻠﻐﺎﻳﺔ.
Ushiromiya Rosa,"""ﻣﺎﺭﻳﺎ! ﻃﺎﻟﻤﺎ ﺃﻣﺮﺗﻚ ﺃﻻ ﺗﻘﺒﻠﻲ ﺍﻟﺤﻠﻮﻯ ﻣﻦ ﺍﻟﻐﺮﺑﺎﺀ!!"""
Ushiromiya Maria,"""ﺃﻭﻭ! ﺃﻭﻭ!! ﻫﺬﻩ ﻟﻲ!! ﺃﻭﻭ-ﺃﻭﻭ!! ﻛﻼ، ﺇﻧﻬﺎ ﻟﻲ!!"""
Ushiromiya Rosa,"""ﺃﻓﻠﺘﻴﻬﺎ! ﺃﻟﺴﺖُ ﺁﻣُﺮُﻙِ ﺩﺍﺋﻤﺎ ﺃﻥ ﺗﺴﻤﻌﻲ ﻛﻼﻡ ﻣﺎﻣﺎ?!!"""
Ushiromiya Maria,"""ﺇﻧﻬﺎ ﻟــﻲ!! ﻟـــﻲ!! ﺃﻭﻭ!! ﺃﻭﻭﻭ-ﺃﻭﻭﻭ!!"""
Ushiromiya Rosa,"""ﺃﻣﺮﺗُﻚِ، ﺃﻥ ﺗﻜﻔﻲ ﻋﻦ ﺇﺻﺪﺍﺭ ﺻﻮﺕ ﺍﻷﻧﻴﻦ ﺍﻟﻐﺒﻲ ﻫﺬﺍ!!"""
Ushiromiya Maria,"""ﺃﻭﻭ-ﺃﻭﻭ-ﺃﻭﻭ-ﺃﻭﻭ-ﺃﻭﻭ-ﺃﻭﻭ-ﺃﻭﻭ-ﺃﻭﻭ!!!"""
,ﺻﻔﻌﺖ ﺭﻭﺯﺍ ﻣﺎﺭﻳﺎ ﺍﻧﻌﻜﺎﺳﻴﺎً ﺑﻘﻮﺓ.{n}...ﺑﻐﻤﻀﺔ ﻋﻴﻦ، ﺑﺪﺃﺕ ﻣﺎﺭﻳﺎ ﺑﺎﻟﺒﻜﺎﺀ ﻭﺍﻟﺼﺮﺍﺥ.
,ﻧﺰﻋﺖ ﺭﻭﺯﺍ ﺍﻟﺤﻠﻮﻯ ﻣﻦ ﻳﺪ ﻣﺎﺭﻳﺎ ﻓﻮﺭﺍ ﻭﻗﺪﻣﺘﻬﺎ ﻟﻠﻌﺠﻮﺯ ﺍﻟﻤﺬﻫﻮﻟﺔِ ﺍﻟﺠﺎﻟﺴﺔِ ﻗﺮﺑَﻬﻢ.
Ushiromiya Rosa,"""...ﻣﻦ ﻓﻀﻠﻚ ﻻ ﺗﻌﻄﻲ ﺍﺑﻨﺘﻲ ﺍﻟﺤﻠﻮﻳﺎﺕ ﻣﻦ ﺗﻠﻘﺎﺀ ﻧﻔﺴﻚ!"""
,"""...............ﺃﻧﺎ، ...ﺃﻧﺎ ﺁﺳﻔﺔ ﺟﺪﺍً."""
,ﻗﺪﻣﺖ ﺭﻭﺯﺍ ﺍﻟﺤﻠﻮﻯ ﺇﻟﻰ ﺍﻟﻌﺠﻮﺯ ﺛﺎﻧﻴﺔً، ﻭﻫﻲ ﺗﻨﻔِّﺦ ﻏﻀﺒﺎً.
,...ﻋَﻠَﺖِ ﺍﻟﺪﻫﺸﺔُ ﻭﺟﻪَ ﺍﻟﻌﺠﻮﺯ ﻟﻮﻫﻠﺔٍ ﻭﻫﻲ ﺗﻔﻜِّﺮ ﻓﻲ ﻣﺎ ﻳﻨﺒﻐﻲ ﻗﻮﻟُﻪ، ﻟﻜﻨﻬﺎ ﻓﻬﻤﺖ ﺃﻥ ﺃﻓﻌﺎﻟﻬﺎ ﺭﺑﻤﺎ ﺳﺒﺒﺖ ﺍﻟﻤﺘﺎﻋﺐ ﻟﻬﺬﻩ ﺍﻷﻡ ﻭﺑﻨﺘﻬﺎ، ﻭﻗﺒﻠﺖ ﺍﺳﺘﺮﺟﺎﻉ ﺍﻟﺤﻠﻮﻯ ﻣﻌﺘﺬﺭﺓً...
,ﺑﻌﺪﻫﺎ، ﺍﻧﺘﺒﻬﺖ ﺭﻭﺯﺍ ﺃﺧﻴﺮﺍ ﻟﻤﺤﻴﻄﻬﺎ...
,ﻟﻘﺪ ﺍﺗﺴﺨﺖ ﺛﻴﺎﺏ ﺍﺑﻨﺘﻬﺎ ﺗﻤﺎﻣﺎ، ﻓﻘﺪ ﻛﺎﻧﺖ ﺗﺒﻜﻲ ﻭﺗﺼﺮﺥ ﻭﺃﻧﻔﻬﺎ ﻳﺴﻴﻞ، ﻭﻛﺎﻥ ﺣﻮﻟﻬﺎ ﺭﻛﺎﺏٌ ﻣﺬﻫﻮﻟﻮﻥ ﻳﺸﺎﻫﺪﻭﻧﻬﻤﺎ.
,...ﻟﻢ ﻳﻜﻦ ﺻﻮﺕٌ ﻓﻲ ﺍﻟﻌﺮﺑﺔ ﺇﻻ ﺻﻮﺕُ ﻣﺴﻴﺮ ﺍﻟﻘﻄﺎﺭ.
,ﻟﺤﺴﻦ ﺍﻟﺤﻆ، ﻟﻢ ﻳَﺪُﻡ ﺻﻤﺖُ ﺍﻟﺸﻔﻘﺔ ﺫﺍﻙ ﺳﻮﻯ ﻟﺤﻈﺎﺕ.{n}...ﻭﻟﻜﻦ، ﺳﺎﺩ ﻣﻜﺎﻧَﻪ ﺟﻮٌّ ﺃﻣﺮُّ ﻣﻨﻪ ﺇﺫ ﻳﺘﻬﺎﻣﺲُ ﺍﻟﺠﻤﻴﻊ.
,ﺻﺮﺧﺖ ﻣﺎﺭﻳﺎ، ﻭﺑﻜﺖ، ﻭﺭﻓﺴﺖ ﻭﺿﺮﺑﺖ ﺑﺮﺟﻠﻴﻬﺎ ﻛﺎﻟﻌﺎﺩﺓ، ﻏﻴﺮَ ﺁﺑﻬﺔٍ ﺑﺎﻟﺠﺎﻟﺴﻴﻦ ﺣﻮﻟﻬﺎ.
,...ﺍﻧﻌﻜﺎﺳﻴﺎً، ﻛﺎﺩﺕ ﺭﻭﺯﺍ ﺗﺼﻔﻌُﻬﺎ ﺛﺎﻧﻴﺔً، ﻟﻜﻨﻬﺎ ﻻﺣﻈﺖْ ﻧﻈﺮﺍﺕِ ﺍﻟﺮﻛﺎﺏِ ﺍﻟﻘﺎﺳﻴﺔَ ﺇﻟﻴﻬﺎ، ﻓﺄﺣﺠﻤَﺖْ.
,ﺣﻴﻦ ﺗﻮﻗﻒ ﺍﻟﻘﻄﺎﺭ، ﻧﺰﻟﺖ ﺭﻭﺯﺍ، ﻭﻫﻲ ﺗَﺴﺤﺐُ ﻣﺎﺭﻳﺎ ﻣﻦ ﻳﺪﻫﺎ ﺑﻘﻮﺓ، ﻭﺗﻜﺎﺩ ﺗﺠﺮُّﻫﺎ ﻋﻠﻰ ﺍﻷﺭﺽ.
,ﻛﺎﻟﻌﺎﺩﺓ، ﻟﻢ ﺗﻜﻒ ﻣﺎﺭﻳﺎ ﻋﻦ ﺍﻟﺒﻜﺎﺀ.
,ﺃﺧﺬﺗﻬﺎ ﺭﻭﺯﺍ ﺇﻟﻰ ﻧﻬﺎﻳﺔ ﺍﻟﻤﺤﻄﺔ ﻭﺻﻔﻌﺘﻬﺎ ﻣﺠﺪﺩﺍ.
,ﻟﺤﻈﺔَ ﺻﻔﻌِﻬﺎ، ﺗﻮﻗﻔَﺖْ ﻋﻦ ﺍﻟﺒﻜﺎﺀِ ﻟِﻠﺤﻈﺔ، ﻟﻜﻦْ ﺳﺮﻋﺎﻥَ ﻣﺎ ﻋﺎﺩﺕ ﻟﻠﺒﻜﺎﺀ ﻭﺍﻟﺼﺮﺍﺥ ﺃﻛﺜﺮ ﻣﻦ ﺫﻱ ﻗﺒﻞ.
,ﺃﻣﺴﻜﺖ ﺭﻭﺯﺍ، ﺇﺫ ﺗﻔﺠﺮﺕ ﻋﻮﺍﻃﻔﻬﺎ، ﺑﻘﺒﺔ ﺛﻮﺏ ﻣﺎﺭﻳﺎ، ﻭﺃﺧﺬﺕ ﺗﺸﺪ ﺷﻌﺮﻫﺎ ﺗﻜﺎﺩ ﺗﻨﺰﻋﻪ.
Ushiromiya Maria,"""ﺃﻭﻭ!! ﺃﻭﻭ-ﺃﻭﻭ-ﺃﻭﻭ!! ﺃﻭﻭ!! ﻣﺎﻣﺎ، ﻣﺆﻟﻢ، ﻣﺎﻣﺎ، ﻣﺆﻟﻢ!! ﺃﻭﻭ-ﺃﻭﻭ-ﺃﻭﻭ!!"""
Ushiromiya Rosa,"""ﺃﻻ ﺗﺴﻤﻌﻴﻨﻨﻲ، ﺃﻗﻮﻝُ ﺍﺧﺮﺳﻲ!! ﺻﻮﺕ ""ﺃﻭﻭ-ﺃﻭﻭ"" ﺫﺍﻙ! ﺁﻣﺮﻙِ ﺃﻥ ﺗـﻜـﻔـﻲ ﻋﻨﻪ!!"""
Ushiromiya Rosa,"""ﺃﻻ ﺗﻔﻬﻤﻴﻦ ﺃﻧﻪ ﺍﻟﺴﺒﺐ ﺍﻟﺬﻱ ﻳﻤﻨﻌﻚ ﻣﻦ ﺗﻜﻮﻳﻦ ﺻﺪﺍﻗﺎﺕٍ ﻓﻲ ﺍﻟﺼﻒ?! ﺃﻓﻴﻘﻲ ﻣﻦ ﺃﻭﻫﺎﻣﻚ!! ﻣﺘﻰ ﺗﺪﺭﻛﻴﻦ ﺃﻧﻚ ﻟﻢ ﺗﻌﻮﺩﻱ ﻃﻔﻠﺔ ﻓﻲ ﺍﻟﺮﻭﺿﺔ?!! ﻣﺎﺫﺍ ﻳﻤﻨﻌﻚ ﻣﻦ ﺳﻤﺎﻉ ﻛﻼﻡ ﻣﺎﻣﺎ?!! ﻣﺎﺫﺍ!! ﻣـــﺎﺫﺍ!!!"""
,ﻓﻮﻕ ﺗﻠﻚ ﺍﻟﻜﻠﻤﺎﺕ ﺍﻟﻘﺎﺳﻴﺔ، ﻛﺎﻧﺖ ﺭﻭﺯﺍ ﺗﻀﺮﺏ ﺭﺃﺱ ﻣﺎﺭﻳﺎ ﻣﺮﺍﺭﺍً ﻭﺗﻜﺮﺍﺭﺍً.{n}ﻟﻢ ﻳَﺰِﺩْ ﺑﻜﺎﺀُ ﻣﺎﺭﻳﺎ ﻭﺻﺮﺍﺧُﻬﺎ ﺭﻭﺯﺍ ﺇﻻ ﻗﺴﻮﺓً ﻓﻲ ﺿﺮﺑﻬﺎ.{n}ﻭﻟﻢ ﻳَﺰِﺩْ ﺿﺮﺏُ ﺭﻭﺯﺍ ﻣﺎﺭﻳﺎ ﺇﻳﺎﻫﺎ ﺇﻻ ﺑﻜﺎﺀً ﻭﺻﺮﺍﺧﺎً...
Ushiromiya Maria,"""ﻣﺎﻣﺎ، ﻣﺆﻟﻢ...! ﻣﺎﻣﺎ، ﻣﺆﻟﻢ...! ﻣﺎﻣﺎ، ﺍﻟﻨﺠﺪﺓ، ﻣﺎﻣﺎ، ﺍﻟﻨﺠﺪﺓ...! ﺃﻭﻭ-ﺃﻭﻭ-ﺃﻭﻭ-ﺃﻭﻭ!!"""
Ushiromiya Rosa,"""ﻟــﻤــﺎﺫﺍ ﻻ ﺗـﻜـﻔـﻴـﻦ ﻋﻦ ﻗﻮﻝ ""ﺃﻭﻭ-ﺃﻭﻭ""?!! ﺑﺴﺒﺐِ ﺗﺼﺮﻓﺎﺗِﻚِ ﻻ ﺃﺻﺪﻗﺎﺀَ ﻟﺪﻳﻚِ!! ﺑﺴﺒﺐ ﺗﺼﺮﻓﺎﺗِﻚِ ﻻ ﻳﻌﻮﺩُ ﺑﺎﺑﺎ ﺃﺑﺪﺍً ﻣﻦ ﺭﺣﻠﺔ ﺍﻟﻌﻤﻞ!! ﺑﺴﺒﺐ ﺗﺼﺮﻓﺎﺗِﻚ ﻫﺬﻩ ﻻ...!!"""
,"""ﺍﻟـ-...ﺍﻟﻤﻌﺬﺭﺓ، ...ﺳﻴﺪﺗﻲ، ﻫﻞ ﻣِﻦْ ﺧﻄْﺐ...?"""
Ushiromiya Rosa,"""ﻫﻞ ﻣﻦ {i:ﺧﻄﺐ}...{i:ﻟﺪﻳﻚ}...?!"""
,"ﺃﺗﻰ ﺫﺍﻙ ﺍﻟﻨﺪﺍﺀ ﺍﻟﺨﺠﻮﻝ ﻣﻦ ﻋﺎﻣﻞ ﺍﻟﻤﺤﻄﺔ.{n}ﺣﺪﻗﺖ ﻓﻴﻪ ﺭﻭﺯﺍ ﻭﻛﺄﻧﻬﺎ ﺗﻘﻮﻝ ""ﻻ ﺗﺤﺸﺮ ﺃﻧﻔﻚ ﺑﻴﻦ ﺃﻡ ﻭﺑﻨﺘﻬﺎ، ﺃﻳﻬﺎ ﺍﻟﻐﺮﻳﺐ""."
,ﻣﺎ ﻛﺎﻥ ﻋﺎﻣﻞ ﺍﻟﻤﺤﻄﺔ ﻟﻴﻜﻠﻤﻬﺎ.{n}ﻟﻮﻻ ﺃﻥَّ ﺭﻭﺯﺍ ﻛﺎﻧﺖ ﺗﺼﺮﺥ ﻓﻲ ﺍﻟﻤﺤﻄﺔ ﺯﻣﻨﺎً ﺃﻃﻮﻝ ﻣﻤﺎ ﺗﺼﻮَّﺭَﺕْ.
,...ﻣﻦ ﺷﺪﺓ ﺗﻌﻨﻴﻔﻬﺎ، ﻃﻠﺐ ﺍﻟﻤﺴﺎﻓﺮﻭﻥ ﻣﻦ ﻋﺎﻣﻞ ﺍﻟﻤﺤﻄﺔ ﺃﻥ ﻳﺘﻜﻠﻢ ﺇﻟﻴﻬﺎ.
,ﺻﺎﺣﺖ ﺭﻭﺯﺍ ﻋﻠﻰ ﻋﺎﻣﻞ ﺍﻟﻤﺤﻄﺔ ﻗﺎﺋﻠﺔ ﺇﻧﻬﻤﺎ ﺳﻴﺮﻛﺒﺎﻥ ﺍﻟﻘﻄﺎﺭ ﺍﻟﺘﺎﻟﻲ ﻭﻳﻜﻔﺎﻥ ﻋﻦ ﺇﺯﻋﺎﺟﻬﻢ.
,...ﺑﻌﺪ ﺫﻟﻚ، ﻭﺃﺧﻴﺮﺍً، ﺃﻭ ﻟﻨﻘﻞ، ﺛﺎﻧﻴﺔً، ...ﻻﺣﻈﺖ ﺃﻥ ﺍﻟﻤﺴﺎﻓﺮﻳﻦ ﻓﻲ ﺍﻟﻤﺤﻄﺔ ﻳﺤﺪﻗﻮﻥ ﺑﻬﺎ ﻣﻦ ﺑﻌﻴﺪ.
,......ﺳﺎﻝ ﻋﺮﻕ ﺭﻭﺯﺍ ﻓﻠﺴﻌﺘﻪ ﺑﺮﻭﺩﺓ ﺍﻟﻨﺴﻴﻢ.
,ﻟﻢ ﺗﺰﻝ ﻣﺎﺭﻳﺎ ﺗﺒﻜﻲ، ﻭﺗﻘﻲ ﺭﺃﺳﻬﺎ ﺑﻴﺪﻫﺎ.{n}......ﻛﻼ—ﺇﻥ ﻟﻢ ﻳﺘﻮﻗﻒ ﺍﻟﻀﺮﺏ، ﻓﻘﺪ ﻻ ﺗﻜﻒ ﻋﻦ ﺍﻟﺒﻜﺎﺀ ﺃﺑﺪﺍً.
Ushiromiya Rosa,"""..............................ﻟﻘﺪ...............ﻓﻌﻠﺘﻬﺎ ﻣﺠﺪﺩﺍً......"""
,ﺣﻴﻦ ﺃﻓﺎﻗﺖ ﺭﻭﺯﺍ ﻣﻦ ﻓﻮﺭﺓ ﺍﻟﻐﻀﺐ ﺍﻟﺸﺮﻳﺮﺓ، ...ﺃﺩﺭﻛﺖ ﺃﻧﻬﺎ ﺳﻠﻤﺖ ﺭﻭﺣﻬﺎ ﻟﻜﻴﺎﻥ ﺳﻲﺀ ﻣﺠﺪﺩﺍً.
Ushiromiya Maria,"""ﻣﺎﻣﺎ، ﻣﺎﻣﺎ! ﻣﺎﻣﺎ، ﻋﻮﺩﻱ...! ﺃﻭﻭ! ﺃﻭﻭ-ﺃﻭﻭ-ﺃﻭﻭ-ﺃﻭﻭ!!"""
,ﺟﺜﺖ ﺭﻭﺯﺍ ﻋﻠﻰ ﺭﻛﺒﺘﻴﻬﺎ ﻭﻋﺎﻧﻘﺖ ﻣﺎﺭﻳﺎ ﺍﻟﺘﻲ ﻏﺮﻕ ﻭﺟﻬﻬﺎ ﺑﺎﻟﺪﻣﻮﻉ ﻭﺍﻟﻤﺨﺎﻁ.
Ushiromiya Rosa,"""......ﻣﺎﺭﻳﺎ... ﺃﻧﺎ ﺁﺳﻔﺔ... ﺃﻧﺎ ﺁﺳﻔﺔ..."""
Ushiromiya Maria,"""ﻣﺎﻣﺎ، ......ﻣﺎﻣﺎ... ﻣﺮﺣﺒﺎً ﺑﻌﻮﺩﺗﻚ، ﻣﺮﺣﺒﺎً ﺑﻌﻮﺩﺗﻚ......"""
,ﺃﺧﻴﺮﺍً، ...ﺃﺩﺭﻛَﺖْ ﻣﺎﺭﻳﺎ ﺃﻥ ﺃﻣَّﻬﺎ ﻋﺎﺩَﺕْ ﺃﻣَّﻬﺎ.{n}ﺛﻢ ﺗﺸﺒﺜﺖ ﺑﺠﺴﺪ ﺃﻣﻬﺎ ﻭﺑﻜﺖ، ﻏﺎﻣﺮﺓً ﻭﺟﻬﻬﺎ ﻓﻲ ﺻﺪﺭ ﺃﻣﻬﺎ.
Ushiromiya Rosa,"""...ﺳﺎﻣﺤﻲ ﺃﻣَّﻚ ﺍﻟﺴﻴﺌﺔ... ﺳﺎﻣﺤﻲ ﺃﻣَّﻚ ﺍﻟﺴﻴﺌﺔ... ......ﺃﻧﺎ ﺁﺳﻔﺔ...ﺟﺪﺍً...! ﻻ ﺗﻜﺮﻫﻲ ﻣﺎﻣﺎ، ﺃﺭﺟﻮﻙِ......."""
Ushiromiya Maria,"""ﺃﻭﻭ... ﺃﻧﺎ ﻋﻠﻰ ﻣﺎ ﻳﺮﺍﻡ... ﻟﻦ ﺃﻛﺮﻩ ﻣﺎﻣﺎ. ......ﻛﺎﻧﺖْ ﻣﺎﻣﺎ ﻣﻤﺴﻮﺳﺔً ﻣِﻦْ ﻗﺒﻞِ ﺳﺎﺣﺮﺓٍ ﺧﺒﻴﺜﺔٍ ﻣﺠﺪﺩﺍً. ...ﻟﻜﻦ ﻣﺎﻣﺎ ﻋﺎﺩﺕ، ﻓﻼ ﺑﺄﺱ."""
