Speaker,Arabic (AR)
{f:5:Beatrice},"""...ﻣﻦ ﺃﻧﺎ؟ ﺣﺘﻰ ﺍﻟﻴﻮﻡ ، ﻟﻢ ﻳُﺠﺐ ﺃﺣﺪ ﻋﻠﻰ ﺳﺆﺍﻟﻲ ﻫﺬﺍ. ......ﻟﺴﺒﺐٍ ﻣﺎ، ﻳﺘﺠﻨﺐ ﺍﻟﺠﻤﻴﻊ ﻧﻈﺮﺍﺗﻬﻢ ﺇﻟﻲّ ﻭﻳﺘﻬﺮﺑﻮﻥ ﻣﻨﻲ."""
Ushiromiya Kinzo,"""........................"""
{f:5:Beatrice},"""...ﻟﻘﺪ ﻋﺮﻓﺘﻚ ﻣﻨﺬ ﻓﺘﺮﺓ ﻃﻮﻳﻠﺔ. ﺃﻋﺘﺒﺮﻙ ﺃﻓﻀﻞ ﺻﺪﻳﻖٍ ﻟﻲ، ﺣﺘﻰ ﺃﻧﻲ ﺃﻋﺘﺒﺮﻙ ﻛﺄﺏٍ ﻟﻲ. ......ﻟﺬﻟﻚ ﺃﺗﻮﻕ ﺑﺸﺪﺓٍ ﺃﻥ ﺗﺨﺒﺮﻧﻲ. ﻣﻦ ﺍﻷﻛﻴﺪ ﺃﻧﻚ ﺗﻌﺮﻑ ...ﻣﻦ ﺃﻧﺎ."""
Ushiromiya Kinzo,""".................. ............ﻟﻢَ ﺗﺸﻐﻠﻴﻦ ﺑﺎﻟﻚِ ﺑﻤﺜﻞ ﻫﺬﺍ ﺍﻷﻣﺮ؟ ﺃﻧﺖِ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}. ﺳﻴﺪﺓ ﻫﺬﺍ ﺍﻟﻘﺼﺮ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟ ......ﻣﺎ ﺍﻟﺬﻱ ﺗﺮﻳﺪﻳﻦ ﺃﻥ ﺗﻌﺮﻓﻴﻪ ﺃﻛﺜﺮ ﻣﻦ ﺫﻟﻚ؟"""
{f:5:Beatrice},"""............ﻻ ﺃﻋﺮﻑ."""
Ushiromiya Kinzo,"""ﻣﺎﺫﺍ ﺑﻚِ؟ ......ﺃﻻ ﺗﻔﻬﻤﻴﻦ ﺣﺘﻰ ﻣﺎ ﺍﻟﺬﻱ ﺗﺮﻳﺪﻳﻦ ﻣﻌﺮﻓﺘﻪ؟ ﻫﺬﺍ ﻣﺤﻴﺮٌ ﺣﻘًﺎ. ﻓﻲ ﺷﺒﺎﺑﻲ، ﻛﻨﺖُ ﺃﺣﻴﺎﻧًﺎ ﺃﺟﺪ ﻧﻔﺴﻲ ﺃﺭﻏﺐ ﻓﻲ ﺍﻟﻀﻴﺎﻉ ﻓﻲ ﻣﺘﺎﻫﺔ ﺃﻓﻜﺎﺭﻱ ﺍﻟﺘﻲ ﻻ ﻣﺨﺮﺝ ﻣﻨﻬﺎ. ﺭﺑﻤﺎ ﻫﺬﺍ ﻫﻮ ﻣﺎ ﻳﻘﻠﻘﻚ..."""
,ﺿﺤﻚ ﻛﻴﻨﺰﻭ ﻛﻤﺎ ﻟﻮ ﻛﺎﻧﺖ ﻣﺴﺄﻟﺔً ﺗﺎﻓﻬﺔ. ...ﻟﻜﻦ ﺣﺘﻰ ﺿﺤﻜﺘﻪ ﺑﺪﺕ ﻟﻲ ﻣﺠﺮﺩ ﻣﺤﺎﻭﻟﺔ ﻹﺳﻜﺎﺕ ﻫﺬﺍ ﺍﻟﺴﺆﺍﻝ ﻭﺇﺑﻘﺎﺋﻪ ﺩﺍﺧﻞ ﻗﻠﺒﻲ.
{f:5:Beatrice},"""........................... ...ﻫﻤﻒ. ......ﺃﻱ ﺃﻧﻚ ﻓﻲ ﺍﻟﻨﻬﺎﻳﺔ... ﻟﻦ ﺗﺨﺒﺮﻧﻲ."""
Ushiromiya Kinzo,"""ﻻ ﻳﻮﺟﺪ ﺷﻲﺀ ﻷﻗﻮﻟﻪ. ﺃﻧﺖِ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﺃﻟﻴﺲ ﻫﺬﺍ ﺃﻛﺜﺮ ﻣﻦ ﻛﺎﻑٍ؟"""
{f:5:Beatrice},"""...ﻻ، ﻫﺬﺍ ﻟﻴﺲ ﻛﺎﻓﻴًﺎ. ............ﻣﺎ ﺃﺭﻏﺐ ﻓﻲ ﻣﻌﺮﻓﺘﻪ ﻟﻴﺲ ﺍﺳﻤﻲ ﻓﻘﻂ. ﺃﺭﻳﺪ ﺃﻥ ﺃﻋﺮﻑ...ﻣﻦ...ﺃﻧﺎ."""
{f:5:Beatrice},"""...ﻣﻦ ﺃﻧﺎ، ﻭﻣﺎ ﺃﻧﺎ؟ ...ﻣﻨﺬ ﻣﺘﻰ ﻭﺃﻧﺎ ﻫﻨﺎ، ...ﻭﺇﻟﻰ ﻣﺘﻰ ﺳﺄﻇﻞ ﺃﻋﻴﺶ ﺃﻳﺎﻣﻲ ﻫﻨﺎ؟"""
Ushiromiya Kinzo,"""........................ ...ﻳﺠﺐ ﺃﻥ ﺃﺣﻀﺮ ﺣﻘًﺎ ﺑﻌﺾ ﺍﻟﺸﺎﻱ. ﺃﻻ ﺗﻌﺘﻘﺪﻳﻦ ﺃﻥ ﻫﺬﺍ ﻣﻀﻴﻌﺔ ﻟﻬﺬﺍ ﺍﻟﻄﻘﺲ ﺍﻟﺠﻤﻴﻞ؟"""
{f:5:Beatrice},"""................................."""
Ushiromiya Battler,"""...ﻣﺎ ﻫﺬﺍ ﻛﻠﻪ...؟  ﺑﻄﺮﻳﻘﺔً ﻣﺎ، ﺗﺒﺪﻭ ﻭﻛﺄﻧﻬﺎ ﻗﺼﺔ ﻣﺎﺿﻴﻚِ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟"""
{f:5:Beatrice},"""ﺷﻲﺀٌ ﻣﻦ ﻫﺬﺍ ﺍﻟﻘﺒﻴﻞ. ﻷﻋﺘﻘﺪ ﺃﻧﻨﻲ ﺳﺄﻋﻮﺩ ﺇﻟﻰ ﻫﺬﺍ ﺍﻟﺤﺪ ﺑﻌﻴﺪًﺍ..."""
Ushiromiya Battler,"""ﺗﺘﺴﺎﺀﻟﻴﻦ ﻣﻦ ﻛﻨﺖِ... ...ﻳﺒﺪﻭ ﺃﻥ ﻫﻤﻮﻣﻚِ ﻛﺎﻧﺖ ﺩﻓﻴﻨﺔ ﺣﻘًﺎ."""
{f:5:Beatrice},"""...ﻟﺴﺖ ﻣﺴﺘﻐﺮﺑﺔ. ﻓﻲ ﺫﻟﻚ ﺍﻟﻮﻗﺖ، ﻟﻢ ﺃﺳﺘﻄﻊ ﻓﻬﻢ ﻣﻦ ﺃﻛﻮﻥ، ﺃﻭ ﻟﻤﺎﺫﺍ ﻛﻨﺖ ﻋﻠﻰ ﻗﻴﺪ ﺍﻟﺤﻴﺎﺓ."""
Ushiromiya Battler,"""ﺣﺴﻨًﺎ، ﻓﻲ ﺳﻦ ﺍﻟﺒﻠﻮﻍ، ﺍﺳﺘﺤﻮﺫﺕ ﺗﻠﻚ ﺍﻟﻤﺨﺎﻭﻑ ﺍﻟﻔﻠﺴﻔﻴﺔ ﻋﻠﻰ ﺍﻟﺠﻤﻴﻊ ﻣﺮﺓً ﻭﺍﺣﺪﺓً ﻋﻠﻰ ﺍﻷﻗﻞ، ﻣﺘﺴﺎﺋﻠﻴﻦ ﻋﻦ ﺍﻟﻤﻌﻨﻰ ﺍﻟﻤﻮﺟﻮﺩ ﻓﻲ ﺣﻴﺎﺗﻬﻢ. ﺃﻻ ﻳﺜﺒﺖ ﻫﺬﺍ ﻓﻘﻂ ﺃﻥ ﻟﺪﻳﻚ ﻓﺘﺮﺓ ﻧﻀﻮﺝٍ ﻛﻬﺬﻩ ﻓﻲ ﻣﺮﺣﻠﺔ ﻣﺎ؟"""
{f:5:Beatrice},"""..................... ...ﻟﻘﺪ ﻛﻨﺖ ﻓﻲ ﺫﺍﻙ ﺍﻟﻘﺼﺮ ﻣﻨﺬ ﻭﻻﺩﺗﻲ. ﻭﻋﺸﺖ ﺩﺍﺧﻞ ﺍﻟﻘﺼﺮ ﻓﻘﻂ. ﺑﺎﻟﻄﺒﻊ ﻛﻨﺖ ﺃﺧﺮﺝ ﺇﻟﻰ ﺍﻟﺤﺪﻳﻘﺔ، ﻟﻜﻦ ﺃﺣﻴﻂ ﺍﻟﻘﺼﺮ ﺑﺴﻴﺎﺝٍ ﻃﻮﻳﻞٍ ﺟﺪًﺍ ﻓﻠﻢ ﺃﺗﻤﻜﻦ ﻣﻦ ﺗﻌﺪﻳﻪ. ﻭﻛﺎﻥ ﻳﺘﻢ ﺇﺧﺒﺎﺭﻱ ﺑﺸﺪﺓٍ ﺃﻥ ﻻ ﺃﻏﺎﺩﺭ."""
{f:5:Beatrice},"""...ﻛﺎﻥ ﺑﺈﻣﻜﺎﻧﻲ ﺍﻟﻤﺸﻲ ﺑﺤﺮﻳﺔٍ ﻓﻲ ﺟﻤﻴﻊ ﺃﻧﺤﺎﺀ ﺍﻟﻘﺼﺮ ﻭﺍﻟﺤﺪﻳﻘﺔ، ﻭﻟﻜﻦ ﺧﻼﻑ ﺫﻟﻚ، ﻟﻢ ﺗُﺤﻘَّﻖ ﺭﻏﺒﺘﻲ ﻓﻲ ﻣﺸﻲ ﺧﻄﻮﺓٍ ﻭﺍﺣﺪﺓٍ ﻓﻘﻂ ﺧﺎﺭﺝ ﺍﻟﻤﻜﺎﻥ."""
Ushiromiya Battler,"""...............ﻣﺎ ﻗﺼﺪﻙ ﺑﺬﻟﻚ؟ ...ﺃﺗﺮﻳﺪﻳﻦ ﺍﻟﻘﻮﻝ ﺃﻧﻚ ﻛﻨﺖِ ﻛﻄﺎﺋﺮ ﻣﺤﺒﻮﺱ ﻓﻲ ﻗﻔﺺ ﻣﻨﺬ ﺃﻥ ﺑﺪﺃﺕِ ﺗﺪﺭﻛﻴﻦ ﺍﻟﻌﺎﻟﻢ؟"""
{f:5:Beatrice},"""...ﻛﻨﺖ ﺃﻇﻦ ﺃﻥ ﻫﺬﺍ ﺃﻣﺮ ﻃﺒﻴﻌﻲ. ﻛﺎﻥ ﻫﺬﺍ ﻫﻮ ﻋﺎﻟﻤﻲ ﻣﻨﺬ ﺃﻥ ﻋﺮﻓﺖ ﺍﻟﺤﻴﺎﺓ. ﻭﻟﻢ ﻳﺨﻄﺮ ﻟﻲ ﺣﺘﻰ ﺃﻥ ﺃﺷﻜﻚ ﻓﻴﻪ."""
Ushiromiya Battler,"""ﻣﻦ...ﺃﻧﺖِ ﺣﻘًﺎ؟"""
{f:5:Beatrice},"""ﻫﺬﺍ ﻫﻮ. ﻫﺬﺍ ﺑﺎﻟﻀﺒﻂ ﻣﺎ ﻛﻨﺖُ ﺃﺗﻮﻕ ﻟﻤﻌﺮﻓﺘﻪ."""
Ushiromiya Battler,"""............ﻫﻴﻪ. ﺃﻧﺎ ﻣﺘﺄﻛﺪ ﻣﻦ ﺃﻧﻚ ﺳﺘﻘﻮﻟﻴﻦ ﺷﻴﺌًﺎ ﻣﺜﻞ ‘ﺃﻧﺎ ﻟﻢ ﺃﻛﻦ ﺇﻧﺴﺎﻧﺔ ،ﺑﻞ ﻛﻨﺖ ﺳﺎﺣﺮﺓ‘ ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟"""
{f:5:Beatrice},"""ﻻ، ﻫﺬﺍ ﻟﻴﺲ ﺻﺤﻴﺤًﺎ. {i:ﻟﻴﺲ ﺑﻌﺪ}. ...ﺑﻞ، ﺭﺑﻤﺎ ﻳﺠﺐ ﺃﻥ ﺃﻗﻮﻝ، {i:ﻛﻨﺖُ ﻛﺬﻟﻚ} ﻓﻲ ﺍﻟﻤﺎﺿﻲ. ......ﻟﻘﺪ ﺻُﻨﻌﺖ ﺑﻮﺍﺳﻄﺔ ﻛﻴﻨﺰﻭ، ﺇﻧﺴﺎﻥٌ ﺑﻨﺎﻩ ﺇﻧﺴﺎﻥ ...ﻛﻼ، ﺭﺑﻤﺎ ﻳﻨﺒﻐﻲ ﺃﻥ ﺃﺳﻤﻴﻪِ ﻗﻔﺺٌ ﻣﺼﻨﻮﻉٌ ﻣﻦ ﺍﻟﻠﺤﻢ."""
Ushiromiya Battler,"""ﻣﺎ ﻫﺬﺍ ﺍﻟﻜﻼﻡ...؟ ...ﺃﻱ ﺣﻜﺎﻳﺔ ﻏﺮﻳﺒﺔ ﺗﺤﻜﻴﻨﻬﺎ؟"""
{f:5:Beatrice},"""...ﺃﻋﻠﻢ ﺃﻧﻚ ﻟﻦ ﺗﺼﺪﻗﻨﻲ، ﻟﻜﻦ ﺍﺳﺘﻤﻊ ﻟﻲ ﺃﻭﻻً. .........ﻛﻨﺖُ ﺳﺎﺣﺮﺓً ﻗﺪﻳﺮﺓ ﻋﺎﺷﺖ ﺃﻟﻒ ﻋﺎﻡ. ﻟﻜﻦ ﻓﻲ ﻳﻮﻡ ﻣﻦ ﺍﻷﻳﺎﻡ، ﺍﺳﺘﺪﻋﺎﻧﻲ ﻛﻴﻨﺰﻭ، ...ﻭﺑﻔﻀﻞ ﻃﻘﻮﺳﻪ ﺍﻟﺴﺤﺮﻳﺔ، ﻗُﻴﺪﺕُ ﺇﻟﻰ ﺍﻷﺑﺪ ﻛﺄﺳﻴﺮﻩ ﻟﻪ."""
Ushiromiya Battler,"""...ﻟﻢ ﺃﺳﻤﻊ ﺑﻬﺬﺍ ﻣﻦ ﻗﺒﻞ. ﻣﻤﺎ ﺳﻤﻌﻨﺎﻩ ﻓﻲ ﻋﺎﺋﻠﺔ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ، ﺍﺳﺘﺪﻋﺎﻙ ﺍﻟﺠﺪ ﻣﻦ ﻗﺒﻞ، ﻭﺗﻌﺎﻗﺪﺕِ ﻣﻌﻪ ﻛﻌﻘﻮﺩ ﺍﻟﺸﻴﻄﺎﻥ، ﺛﻢ ﺃﻋﻄﻴﺘﻪِ ﺍﻟﺬﻫﺐ""."
{f:5:Beatrice},"""ﻧﻌﻢ. ﻫﺬﺍ ﺻﺤﻴﺢ. ...ﺑﻌﺪ ﺫﻟﻚ، ﻛﺎﻥ ﻣﻦ ﺍﻟﻤﻔﺘﺮﺽ ﺃﻥ ﺃﺧﺘﻔﻲ ﺣﺘﻰ ﺍﻛﺘﻤﺎﻝ ﺍﻟﻌﻘﺪ. ﻭﻟﻜﻦ، ...ﺁﻩ، ﻣﺄﺳﺎﺓ ﺃﻥ ﺗﻜﻮﻥ ﺍﻣﺮﺃﺓً ﻣﺮﻏﻮﺑﺔ. ...ﻛﻴﻨﺰﻭ ﻭﻳﺎ ﻟﻠﻌﺠﺐ، ﻭﻗﻊ ﻓﻲ ﻏﺮﺍﻣﻲ."""
Ushiromiya Battler,"""...ﻻ ﺑﺪ ﺃﻥ ﻧﻈﺮ ﺟﺪﻱ ﻗﺪ ﺃﺻﺒﺢ ﺿﻌﻴﻔًﺎ ﻟﻠﻐﺎﻳﺔ. ﻻ ﺑﺪ ﺃﻧﻪ ﺃﻋﻤﻰ ﻻ ﻳﺮﻯ، ﻫﻴﻬﻴﻬﻲ. ﻟﻴﻘﻊ ﻓﻲ ﺣﺒﻚ، ﻣﻦ ﺑﻴﻦ ﻛﻞ ﺍﻻﺷﺨﺎﺹ."""
{f:5:Beatrice},""".........ﻫﻤﻤﻢ. ﻋﻠﻰ ﺃﻳﺔ ﺣﺎﻝ ﺑﺎﻟﻨﺴﺒﺔ ﻟﻲ، ﻛﺎﻥ ﺃﻣﺮًﺍ ﻣﺰﻋﺠًﺎ ﻟﻠﻐﺎﻳﺔ."""
{f:5:Beatrice},"""...ﻭﻣﻊ ﺫﻟﻚ، ﻗﻮﺓ {y:0:ﺍﻟﺒﺸﺮ}{n:0:ﺍﻟﺒﺸﺮ} ﺷﻲﺀٌ ﻣﺨﻴﻒٌ ﺣﻘًﺎ. ﻓﻜﻴﻨﺰﻭ ﺍﺳﺘﺨﺪﻡ ﻗﻮﺗﻪ ﺗﻠﻚ ﻟﻴﻘﻴﺪﻧﻲ ﻓﻲ ﻫﺬﺍ ﺍﻟﻤﻜﺎﻥ، ...ﻭﻗﺎﻝ ﺇﻧﻪ ﻟﻦ ﻳﺤﺮﺭﻧﻲ ﺇﻻ ﺇﺫﺍ ﺍﺳﺘﺠﺒﺖُ ﻟﺤﺒﻪ. ...ﻳﺎ ﻟﻪ ﻣﻦ ﺭﺟﻞٍ ﻣﺘﺴﻠﻂ."""
Ushiromiya Battler,"""ﺃﻟﻴﺲ ﻫﺬﺍ ﺭﺍﺋﻌًﺎ. ﺍﻟﻜﻞ ﻳﻌﺮﻑ ﺃﻥ ﺟﺪﻱ ﻛﺎﻥ ﻣﻬﻮﻭﺳًﺎ ﺑﺎﻟﺸﻌﻮﺫﺓ،......ﻟﻜﻦ ﻣﻦ ﻛﺎﻥ ﺳﻴﺨﻤﻦ ﺃﻧﻪ ﻳﻤﺘﻠﻚ ﺍﻟﻘﺪﺭﺓ ﻋﻠﻰ ﺍﻹﻣﺴﺎﻙ ﺑﺎﻟﺴﺎﺣﺮﺓ ﺍﻟﻌﻈﻴﻤﺔ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}."""
Ushiromiya Battler,"""......ﻫﻪ، ﺳﺨﺎﻓﺔ. ﻣﻦ ﺳﻴﺼﺪﻕ ﻣﺜﻞ ﻫﺬﻩ ﺍﻟﻘﺼﺔ ﺍﻟﻐﺮﻳﺒﺔ؟"""
{f:5:Beatrice},"""...ﻛﻤﺎ ﺗﻮﻗﻌﺖ ﻓﺄﻧﺖ ﻻ ﺗﺼﺪﻕ."""
Ushiromiya Battler,"""ﻛﻞ ﻣﺎ ﺃﻭﻣﻦ ﺑﻪ ﻫﻮ ﺣﻘﻴﻘﺔ ﺃﻧﻚ ﻋﺸﺖ ﻓﻲ ﻫﺬﺍ ﺍﻟﻘﺼﺮ ﺍﻟﻤﺨﻔﻲ ﻓﻲ ﻭﺳﻂ ﺍﻟﻐﺎﺑﺔ. ﺃﻧﺖ ﺍﻟﺸﺨﺺ ﺍﻟﺘﺎﺳﻊ ﻋﺸﺮ ﻓﻲ ﺭﻭﻛﻴﻨﺠﻴﻤﺎ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ ؟!"""
{f:5:Beatrice},"""......ﺑﺎﻟﻔﻌﻞ. ﻛﻤﺎ ﺗﺘﺨﻴﻞ ﺗﻤﺎﻣًﺎ، ﻫﺬﺍ ﺍﻟﻤﻜﺎﻥ ﻳﻘﻊ ﻓﻲ ﺃﻋﻤﺎﻕ ﻏﺎﺑﺔ ﺭﻭﻛﻴﻨﺠﻴﻤﺎ. ﻗﺼﺮٌ ﺧﻔﻲٌ ﻻ ﻳﻤﻜﻦ ﺍﻟﻌﺜﻮﺭ ﻋﻠﻴﻪ ﻣﻦ ﺍﻟﻌﺎﻟﻢ ﺍﻟﺨﺎﺭﺟﻲ. ﺍﺳﻤﻪ {ruby:ﻣﻼﺫ ﺍﻟﻄﻴﻮﺭ ﺍﻟﺘﺴﻌﺔ:ﻛﻮﺍﺩﻭﺭﻳﺎﻥ}."""
Ushiromiya Battler,"""...ﺍﻵﻥ ﺑﻌﺪ ﺃﻥ ﺫﻛﺮﺕِ ﺫﻟﻚ، ﺳﻤﻌﺖ ﺃﻥ ﺍﻻﺳﻢ ﺍﻟﺤﻘﻴﻘﻲ ﻟﺒﻴﺖ ﺍﻟﻀﻴﺎﻓﺔ ﻫﻮ {ruby:ﻣﻼﺫ ﺍﻟﺰﺍﺋﺮ:ﺗﻮﺭﺍﻳﺎﻥ}. ......ﻳﺒﺪﻭ ﺃﻥ ﻧﻤﻂ ﺍﻟﺘﺴﻤﻴﺔ ﻣﺘﺸﺎﺑﻪ. ......ﺇﺫًﺍ، ﻛﻨﺖِ ﻋﺸﻴﻘﺔ ﺟﺪﻱ ﻭﻋﺸﺖِ ﻫﻨﺎ ﻓﻲ ﺍﻟﺨﻔﺎﺀ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟!"""
{f:5:Beatrice},"""ﺭﺑﻤﺎ ‘ﻋﺸﻴﻘﺔ‘ ﻟﻴﺴﺖ ﺍﻟﻜﻠﻤﺔ ﺍﻟﻤﻨﺎﺳﺒﺔ. ......ﻣﻦ ﺍﻷﻓﻀﻞ ﺃﻥ ﺗﺴﻤﻴﻪ ﺣﺒًﺎ ﻣﻦ ﻃﺮﻑٍ ﻭﺍﺣﺪ. ﺃﻟﻢ ﺃﺧﺒﺮﻙ ﺑﺎﻟﻔﻌﻞ؟ ﻓﻬﻮ ﻭﻗﻊ ﻓﻲ ﺣﺒﻲ ﻣﻦ ﺗﻠﻘﺎﺀ ﻧﻔﺴﻪ. ﺛﻢ ﺗﻮﺩﺩ ﺇﻟﻲّ، ﻟﻜﻨﻨﻲ ﺭﻓﻀﺘﻪ."""
{f:5:Beatrice},"""...ﺛﻢ ﺣﺒﺴﻨﻲ ﺩﺍﺧﻞ ﻫﺬﺍ ﺍﻟﻘﺼﺮ ﺍﻟﺨﻔﻲ. .........ﻛﻼ، ﻻ ﻳﺠﺐ ﺃﻥ ﺃﻗﻮﻝ ﺃﻧﻨﻲ ﻛﻨﺖ ﻣﺤﺒﻮﺳﺔً ﻓﻲ ﻫﺬﺍ ﺍﻟﻘﺼﺮ ......ﻣﻦ ﺍﻷﺻﺢ ﺍﻟﻘﻮﻝ ﺃﻧﻨﻲ ﺣُﺒﺴﺖُ ﻓﻲ ﻫﺬﺍ ﺍﻟﺠﺴﺪ."""
Ushiromiya Battler,"""...ﻻ ﺃﻓﻬﻢ ﻣﺎ ﺗﻌﻨﻴﻨﻪ ﺑﺠﺰﺋﻴﺔ 'ﻫﺬﺍ ﺍﻟﺠﺴﺪ'."""
{f:5:Beatrice},"""ﺳﻮﻑ ﺗﺴﺨﺮ ﻣﻦ ﺫﻟﻚ ﻭﺳﺘﺮﻓﺾ ﺍﻻﺳﺘﻤﺎﻉ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟ ﻓﺒﻌﺪ ﻛﻞ ﺷﻲﺀ، ﺗﻘﻮﻝ ﺃﻧﻚ ﻻ ﺗﺆﻣﻦ ﺑﺎﻟﺴﺎﺣﺮﺍﺕ ﻭ ﺍﻟﺴﺤﺮ. ﺇﺫﺍ ﻟﻢ ﺗﻜﻦ ﻟﺪﻳﻚ ﺁﺫﺍﻥٌ ﺗﺴﻤﻊ ﺑﻬﺎ ﻣﺎ ﺃﻗﻮﻟﻪ ﻟﻚ، ﻓﻘﻮﻟﻪ ﺇﺫﺍً ﺳﻴﻜﻮﻥ ﻗﻤﺔ ﺍﻟﻐﺒﺎﺀ."""
Ushiromiya Battler,"""........................... ......ﺃﻧﺎ ﻣﻦ ﺳﻴﻘﺮﺭ ﻣﺎ ﺇﺫﺍ ﺳﺄﻭﻣﻦ ﺃﻡ ﻻ. .....ﻋﻠﻰ ﺃﻳﺔ ﺣﺎﻝ، ﻟﻦ ﺗﺴﺘﻤﺮ ﺍﻟﻘﺼﺔ ﺇﻥ ﻟﻢ ﺃﺳﺘﻤﻊ. ﻫﻴﺎ، ﺍﺣﻚِ ﻟﻲ. ...ﻗﺼﺔ ﻣﺎﺿﻴﻚِ."""
{f:5:Beatrice},"""ﺣﺴﻨًﺎ. .........ﻟﻘﺪ ﺭﻓﻀﺖُ ﻛﻴﻨﺰﻭ ﻋﻨﺪﻣﺎ ﺗﻮﺩﺩَ ﺇﻟﻲ، ﻟﻜﻨﻪ ﻟﻦ ﻳﺴﺘﺴﻠﻢ ﻟﻤﺠﺮﺩ ﺭﻓﻀﻲ ﺑﺬﻟﻚ. ﺃﺭﺍﺩ ﺍﻟﺤﺼﻮﻝ ﻋﻠﻰ ﻣﻮﺍﻓﻘﺘﻲ ﻣﻬﻤﺎ ﻛﺎﻥ ﺍﻷﻣﺮ. ﻓﺄﻏﻠﻖ ﻋﻠﻲّ ﻓﻲ ﻫﺬﺍ ﺍﻟﻘﺼﺮ، ﻭﻗﻀﻰ ﺍﻷﺯﻟﻴﺔ ﻳﺤﺎﻭﻝ ﻛﺴﺐ ﻗﻠﺒﻲ."""
Ushiromiya Battler,"""...ﻳﺎ ﻟﻪ ﻣﻦ ﺭﺟﻞ ﻋﻨﻴﺪ. ﺍﻟﺮﺟﺎﻝ ﺍﻟﻤﺰﻋﺠﻮﻥ ﻋﺎﺩﺓً ﻳُﻜﺮﻫﻮﻥ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟"""
