Speaker,Arabic (AR)
Ushiromiya Kinzo,"""...ﻫﻤﻒ. ...ﺍﻟﺒﺸﺮ ﻣﺨﻠﻮﻗﺎﺕٌ ﺭﺧﻴﺼﺔ. ...ﻳﺰﻋﻤﻮﻥ ﺃﻧﻬﻢ ﻳﺒﺬﻟﻮﻥ ﻗﺼﺎﺭﻯ ﺟﻬﺪﻫﻢ ﻭﻳﺘﺮﻛﻮﻥ ﺍﻟﺒﺎﻗﻲ ﻟﻠﻌﻨﺎﻳﺔ ﺍﻹﻟﻬﻴﺔ، ﻟﻜﻨﻬﻢ ﺇﺫﺍ ﻧﺎﻟﻮﺍ ﺣﻈًﺎ ﺳﻌﻴﺪًﺍ، ﻳﺘﻮﻗﻮﻥ ﺇﻟﻰ ﻣﺪﺡ ﺃﻧﻔﺴﻬﻢ ﻭﻳﻨﻜﺮﻭﻥ ﺃﻧﻪ ﻣﺠﺮﺩ ﺣﻆ، ﺑﻞ ﻳﻨﺴﺒﻮﻧﻪ ﺇﻟﻰ ﻗﺪﺭﺍﺗﻬﻢ."""
,ﻓﺄﺭﺍﺩ ﺃﻥ ﻳﺘﺤﻘﻖ ﻣﻤﺎ ﺇﺫﺍ ﻛﺎﻥ ﺛﻤﺔ ﺃﺛﺮ ﺑﺎﺋﺲ ﻋﻠﻰ ﺍﻟﺒﺎﺏ....ﻭﻫﺬﺍ ﻟﻴﺲ ﺇﻻ ﻃﺒﻌًﺎ ﺑﺸﺮﻳًﺎ.
,ﻟﺬﺍ، ﻟﻢ ﻳﺘﺤﻘﻖ ﻛﻴﻨﺰﻭ. ﻛﺒﺢ ﻣﺎ ﺃﺭﺍﺩ ﻓﻌﻠﻪ ﻷﻧﻪ ﺑﺸﺮ. ﺑﻬﺬﺍ، ﺍﺳﺘﻄﺎﻉ ﻛﻴﻨﺰﻭ ﺃﻥ ﻳﻐﻤﺮ ﻧﻔﺴﻪ ﺑﺸﻌﻮﺭ ﺍﻻﻛﺘﻔﺎﺀ، ﻛﺄﻧﻪ ﺻﺎﺭ ﻛﺎﺋﻨًﺎ ﻳﺘﺠﺎﻭﺯ ﺍﻟﺒﺸﺮ.
,ﺃﺩﺭﻙ ﺍﻟﺮﻏﺒﺔ ﺍﻟﺒﺸﺮﻳﺔ، ﻓﺤﺮﻣﻬﺎ.{n}...ﻭ ﻗﺎﻭﻡ ﻣﺎ ﺃﺭﺍﺩﻩ ﺍﻹﻧﺴﺎﻥ.
,...ﻫﺬﺍ ﺍﻟﺸﻌﻮﺭ ﺍﻟﻐﺮﻳﺐ ﻭﺍﻟﻤﺘﻤﺮﺩ ﻗﺪ ﻣﻨﺤﻪ ﺑﻼ ﺷﻚ ﻋﺒﻘﺮﻳﺔ ﻧﺎﺩﺭﺓ، ﻣﻜﻨﺘﻪ ﻣﻦ ﺗﺤﻘﻴﻖ ﺇﻧﺠﺎﺯﺍﺗﻪ ﻭﻫﻮ ﻳﻌﻴﺪ ﺇﺣﻴﺎﺀ ﻋﺎﺋﻠﺔ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ ﻓﻲ ﺟﻴﻞ ﻭﺍﺣﺪ.
Ushiromiya Kinzo,"""ﺣﺴﻨًﺎ ﺇﺫًﺍ ﻳﺎ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}. ﻣﺎ ﻫﻲ ﺍﻟﻘﻄﻊ ﺍﻟﺴﺖ ﺍﻟﺘﻲ ﺃﺧﺬﺗﻬﺎ؟ ...ﻭﻣﺎ ﻫﻲ ﺣﺮﻛﺘﻚ ﺍﻟﺘﺎﻟﻴﺔ؟ ...ﺃﻧﺎ ﺃﺗﻄﻠﻊ ﻟﻬﺎ. .........ﺩﻓﺎﻋﻲ ﻻ ﻳﺨﺘﺮﻕ. ﻟﻦ ﺃﺭﺗﻜﺐ ﺃﻱ ﺣﻤﺎﻗﺎﺕ ﻛﻤﺎ ﻓﻲ ﺍﻟﻤﺮﺓ ﺍﻟﺴﺎﺑﻘﺔ. ......ﻫﺎﻫﺎﻩ، ......ﻫﺎﻫﺎﻫﺎﻩ."""
,ﺍﺳﺘﻴﻘﻆ ﺍﻟﺨﺪﻡ ﺑﺎﻛﺮًﺍ. ﻛﺎﻥ ﻋﻠﻴﻬﻢ ﻓﺘﺢ ﺍﻟﺴﺘﺎﺋﺮ ﻭﺇﻋﺪﺍﺩ ﺍﻟﻔﻄﻮﺭ ﻭﺇﺗﻤﺎﻡ ﻣﻬﺎﻡ ﺷﺘﻰ ﻻﺳﺘﻘﺒﺎﻝ ﺍﻟﻀﻴﻮﻑ ﻓﻲ ﻳﻮﻡ ﺟﺪﻳﺪ.
,ﻛﺎﻥ ﻗﻮﺩﺍ ﺃﻛﺜﺮﻫﻢ ﺣﻤﺎﺳﺔً.
,ﻗﻴﻞ ﻟﻪ ﺃﻥ ﻳﺮﻛﺰ ﺟﻬﻮﺩﻩ، ﺧﺎﺻﺔ ﻋﻠﻰ ﻋﻤﻠﻪ ﻛﻄﺒﺎﺥ ﺧﻼﻝ ﻣﺆﺗﻤﺮ ﺍﻟﻌﺎﺋﻠﺔ، ﻭﻗﺪ ﺃﻋﻔﻲ ﺧﺼﻴﺼًﺎ ﻣﻦ ﻋﺪﺓ ﻣﻬﺎﻡ ﻳﻘﻮﻡ ﺑﻬﺎ ﺍﻟﺨﺪﻡ ﻋﺎﺩﺓ.
,...ﺑﺪﺍ ﺃﻥ ﻗﻮﺩﺍ، ﺍﻟﻤﺰﻫﻮ ﺑﻨﻔﺴﻪ، ﻳﺮﻯ ﻓﻲ ﺫﻟﻚ ﺍﻣﺘﻴﺎﺯًﺍ ﻳﺮﻓﻌﻪ. ﻋﻬﺪ ﺑﺘﺠﻬﻴﺰ ﺍﻟﻘﺼﺮ ﺍﻟﺪﺍﺧﻠﻲ ﺇﻟﻰ ﻗﻴﻨﺠﻲ ﻭﺭﻓﺎﻗﻪ، ﻭﺍﻧﺸﻐﻞ ﻫﻮ ﺑﺈﻋﺪﺍﺩ ﺍﻟﻔﻄﻮﺭ ﻓﻲ ﺍﻟﻤﻄﺒﺦ.
,ﻭﺯﻉ ﻗﻴﻨﺠﻲ ﺍﻟﻤﻬﺎﻡ ﺑﻴﻦ ﺷﺎﻧﻮﻥ ﻭﻛﺎﻧﻮﻥ، ﻓﺄﺗﻤﻮﺍ ﺃﻋﻤﺎﻻً ﻣﺘﻔﺮﻗﺔ.
,ﺍﺗﺠﻬﺖ ﺷﺎﻧﻮﻥ ﺇﻟﻰ ﻗﺎﻋﺔ ﺍﻟﻄﻌﺎﻡ ﻭﺃﻭﻣﺄﺕ ﺑﺎﻟﻄﺮﻕ ﻋﻠﻰ ﺍﻟﺒﺎﺏ.
,...ﻓﻲ ﺍﻟﻌﺎﻡ ﺍﻟﻤﺎﺿﻲ، ﻃﺎﻝ ﻣﺆﺗﻤﺮ ﺍﻟﻌﺎﺋﻠﺔ ﺣﺘﻰ ﺃﻭﺍﺧﺮ ﺍﻟﻠﻴﻞ. ﻟﻢ ﻳﻜﻦ ﻣﺴﺘﺒﻌﺪًﺍ ﺃﻥ ﻳﺴﺘﻤﺮ ﺃﻳﻀًﺎ ﻓﻲ ﻫﺬﺍ ﺍﻟﻌﺎﻡ ﺇﻟﻰ ﻓﺠﺮ ﺍﻟﻴﻮﻡ ﺍﻟﺘﺎﻟﻲ.
,ﻓﻄﺮﻗﺖ ﻣﺮﺍﻋﺎﺓً ﻹﺣﺘﻤﺎﻝ ﺍﺳﺘﻤﺮﺍﺭﻫﻢ  ﺍﻟﻨﻘﺎﺵ ﺑﺎﻟﺪﺍﺧﻞ.
,ﻟﻜﻦ ﺍﻟﺼﻤﺖ ﺃﺟﺎﺑﻬﺎ، ﻓﺪﻓﻌﺖ ﺍﻟﺒﺎﺏ ﻭﻗﺎﻟﺖ ﺗﺤﻴﺔ ﺍﻟﺼﺒﺎﺡ.
Shannon,"""...ﺻﺒﺎﺡ ﺍﻟﺨﻴﺮ. ...............ﺃﻣﺎ ﻣﻦ ﺃﺣﺪٍ ﻫﻨﺎ؟"""
,ﻛﺎﻧﺖ ﺍﻟﻘﺎﻋﺔ ﺑﺎﺭﺩﺓ، ﻭﻛﺄﻥ ﺍﻟﻤﺆﺗﻤﺮ ﺍﻧﻘﻀﻰ ﻣﻨﺬ ﺯﻣﻦ.
,ﻋﻠﻰ ﺍﻟﻄﺎﻭﻟﺔ، ﺭﺻﺖ ﺃﺩﻭﺍﺕ ﺍﻟﺸﺎﻱ ﺍﻟﺘﻲ ﺭﺑﻤﺎ ﺍﺭﺗﺸﻔﻮﺍ ﻣﻨﻬﺎ، ﻭﻛﺎﻧﺖ ﻣﻨﻈﻤﺔ ﻟﻴﺴﻬﻞ ﺟﻤﻌﻬﺎ.
,ﺟﻤﻊ ﺍﻟﺸﺎﻱ ﻭﺍﺟﺐ ﺍﻟﺨﺪﻡ. ﻓﻠﻮ ﺃﺣﺴﻨﺖ ﺍﻟﻌﺎﺋﻠﺔ ﻓﻌﻞ ﺫﻟﻚ ﺑﻨﻔﺴﻬﺎ، ﻷﺧﺠﻞ ﺍﻟﺨﺪﻡ.
,ﻟﺬﺍ ﻛﺎﻥ ﺗﺮﻛﻬﺎ ﻛﺬﻟﻚ ﻟﻄﻔًﺎ ﻳﺮﺿﻲ ﺣﻘًﺎ.
,ﺩﻧﺖ ﻣﻦ ﺍﻟﻄﺎﻭﻟﺔ ﻟﺘﻨﻈﻔﻬﺎ، ﻓﻠﻤﺤﺖ ﻭﺭﻗﺔ ﺗﺸﺒﻪ ﺍﻟﻤﻼﺣﻈﺔ ﻣﻠﻘﺎﺓً ﺑﻴﻦ ﺍﻷﻛﻮﺍﺏ.
,ﺭﻓﻘﺖ ﺑﺄﺩﻭﺍﺕ ﺍﻟﺸﺎﻱ، ﻓﺎﻓﺘﺮﺿﺘﻬﺎ ﺭﺳﺎﻟﺔ ﻟﻠﺨﺎﺩﻡ ﺍﻟﻤﻨﻈﻒ، ﻓﺘﻔﺤﺼﺘﻬﺎ ﺷﺎﻧﻮﻥ.
,ﻟﻢ ﺗﻜﺘﺐ ﻓﻴﻬﺎ ﺭﻏﺒﺔ، ﻭﻻ ﺷﻜﺮٌ ﻋﻠﻰ ﺍﻟﺸﺎﻱ، ﺑﻞ ﻓﻘﻂ.......ﻛﻠﻤﺔ ﻭﺣﻴﺪﺓ.
,ﺗﺄﻣﻠﺘﻬﺎ ﺷﺎﻧﻮﻥ ﺑﺪﻫﺸﺔ، ﺛﻢ ﻧﻄﻘﺘﻬﺎ ﻋﺎﻟﻴًﺎ...
Shannon,"""............ﻛﻨﻴﺴﺔ. ...............؟"""
,ﻇﻞ ﺻﻮﺕٌ ﺧﻔﻴﻒٌ ﻳﺘﻜﺮﺭ ﻣﺮﺓً ﺗﻠﻮ ﺍﻷﺧﺮﻯ.{n}ﻛﺎﻥ ﺻﻮﺗًﺎ ﺗﺎﻓﻬًﺎ ﻻ ﻳﻌﺘﺪ ﺑﻪ ﻓﻲ ﺍﻟﻌﺎﺩﺓ.
,ﺗﻤﻨﻰ ﺃﺣﺪﻫﻢ ﻓﻲ ﻏﻤﻮﺽ ﺃﻥ ﻳﺘﻮﻗﻒ ﺍﻟﺼﻮﺕ ﻗﺮﻳﺒًﺎ، ﻟﻴﻌﻮﺩ ﺇﻟﻰ ﻧﻌﺎﺳﻪ.
,...ﻟﻜﻦ ﻣﻬﻤﺎ ﻃﺎﻝ ﺍﻟﻮﻗﺖ، ﻟﻢ ﻳﻨﻘﻄﻊ ﺍﻟﺼﻮﺕ.{n}ﻇﻞ ﻳﺘﺮﺩﺩ ﺑﻼ ﺗﻮﻗﻒ.
,ﺁﺁﻩ، ﺍﺻﻤﺖ.{n}ﻣﻦ ﻫﻮ... ﺍﻟﺬﻱ ﻳﺪﻕ ﺍﻟﺒﺎﺏ ﺑﻼ ﻫﻮﺍﺩﺓ؟
,ﻣﺎ ﺇﻥ ﺃﺩﺭﻛﺖ ﺫﻟﻚ ﺣﺘﻰ ﺍﺳﺘﻴﻘﻈﺖ.{n}......ﻛﺎﻥ ﺃﺣﺪﻫﻢ ﻳﻄﺮﻕ.
,ﺛﻢ ﻻﺣﻈﺖ ﺃﻥ ﺍﻟﻄﺮﻕ ﻟﻢ ﻳﻜﻦ ﻭﺣﺪﻩ، ﺑﻞ ﻣﻌﻪ ﺻﻮﺕ.
Ronoue Genji,""".........ﺭﻭﺯﺍ-ﺳﺎﻣﺎ، ...ﺭﻭﺯﺍ-ﺳﺎﻣﺎ. ......ﺻﺒﺎﺡ ﺍﻟﺨﻴﺮ."""
Ushiromiya Rosa,"""ﻭﺍ-......ﺍﻧﺘﻈﺮ. ﺃﻧﺎ ﻗﺎﺩﻣﺔٌ ﺍﻵﻥ."""
,ﻛﺎﻥ ﺫﻟﻚ ﺻﻮﺕ ﻗﻴﻨﺠﻲ.{n}ﻧﻈﺮﺕ ﺇﻟﻰ ﺍﻟﺴﺎﻋﺔ، ﻓﻮﺟﺪﺗﻬﺎ ﻟﻢ ﺗﺘﺠﺎﻭﺯ ﺍﻟﺴﺎﺑﻌﺔ ﺑﻌﺪ.
,......ﻛﺎﻥ ﺍﻟﻮﻗﺖ ﻣﺒﻜﺮًﺍ ﺟﺪًﺍ ﻹﻳﻘﺎﻅ ﺍﻟﻀﻴﻮﻑ.{n}...ﻫﻞ ﺣﺪﺙ ﺃﻣﺮٌ ﺳﻴﺊ ﻳﺴﺘﻮﺟﺐ ﻫﺬﺍ؟
,ﺷﻌﺮﺕ ﺑﻨﻌﺎﺳﻬﺎ ﻳﺘﻼﺷﻰ ﺗﺪﺭﻳﺠﻴًﺎ ﻣﻊ ﻫﺬﺍ ﺍﻟﺤﺪﺱ ﺍﻟﻤﺸﺆﻭﻡ.
,ﻭﻷﻥ ﻗﻴﻨﺠﻲ ﻛﺎﻥ ﺧﺎﺩﻣًﺎ ﻣﺄﻟﻮﻓًﺎ ﻟﺮﻭﺯﺍ ﻣﻨﺬ ﺻﺒﺎﻫﺎ، ﻓﺘﺤﺖ ﺍﻟﺒﺎﺏ ﻗﻠﻴﻼً ﻭﺃﺟﺎﺑﺖ ﺑﺜﻴﺎﺏ ﻧﻮﻣﻬﺎ ﺗﻜﺎﺩ ﺗﻜﻮﻥ ﺑﻼ ﺣﻤﺎﻳﺔ.
Ronoue Genji,"""ﺻﺒﺎﺡ ﺍﻟﺨﻴﺮ. ﺃﻋﺘﺬﺭ ﻹﻳﻘﺎﻇﻚ ﻓﻲ ﻫﺬﺍ ﺍﻟﻮﻗﺖ ﺍﻟﻤﺒﻜﺮ."""
Ushiromiya Rosa,"""......ﻫﻞ ﺣﺪﺙ ﺷﻲﺀ؟"""
Ronoue Genji,"""ﻧﻌﻢ... .........ﻓﻲ ﺍﻟﺤﻘﻴﻘﺔ، ﻋﻨﺪ ﺍﻟﻜﻨﻴﺴﺔ {nobreak:{m:-5:——}—}"""
,ﻫﻤﺲ ﻗﻴﻨﺠﻲ ﻓﻲ ﺃﺫﻥ ﺭﻭﺯﺍ، ﻭﺃﺧﺒﺮﻫﺎ ﺑﺸﻲﺀٍ ﺑﺼﻮﺕٍ ﺧﺎﻓﺖ.
,ﺑﺪﺍ ﺃﻥ ﺭﻭﺯﺍ ﻟﻢ ﺗﺴﺘﻮﻋﺐ ﻣﺎ ﻗﻴﻞ ﻟﻬﺎ ﻣﻦ ﻣﺮﺓ ﻭﺍﺣﺪﺓ، ﻓﻜﺮﺭ ﺍﻟﻜﻠﻤﺎﺕ ﻟﻬﺎ ﻋﺪﺓ ﻣﺮﺍﺕ، ﺣﺘﻰ ﺃﺩﺭﻛﺖ ﺃﺧﻴﺮًﺍ ﺃﻥ ﺷﻴﺌًﺎ ﻏﺮﻳﺒًﺎ ﻗﺪ ﻭﻗﻊ.
,ﺃﻭﺻﺪﺕ ﺭﻭﺯﺍ ﺑﺎﺑﻬﺎ ﻟﺤﻈﺔً، ﺛﻢ ﺑﺪﻟﺖ ﺛﻴﺎﺑﻬﺎ، ﻭﺍﻧﻄﻠﻘﺖ ﻣﻊ ﻗﻴﻨﺠﻲ ﻧﺤﻮ ﺍﻟﻘﺼﺮ ﻓﻮﺭًﺍ...
,ﺍﻟﻜﻨﻴﺴﺔ ﺗﺴﺘﻮﺟﺐ ﺑﻌﺾ ﺍﻹﻳﻀﺎﺡ. ﻟﻢ ﺗﻜﻦ ﺿﻤﻦ ﺍﻟﻘﺼﺮ، ﺑﻞ ﻓﻲ ﻏﺎﺑﺔٍ ﺧﻠﻔﻪ، ﻳﻤﻜﻦ ﺑﻠﻮﻏﻬﺎ ﺑﻤﺸﻲٍ ﻗﺼﻴﺮ.
,ﺷﻴﺪﺕ ﺣﻴﻦ ﺑﻨﻲ ﺍﻟﻘﺼﺮ ﻓﻲ ﺭﻭﻛﻴﻨﺠﻴﻤﺎ، ﻛﺎﻧﺖ ﺑﻨﺎﺀً ﻗﺪﻳﻤًﺎ ﺟﺪًﺍ، ﻓﻬﻲ ﺗﺒﺪﻭ ﺟﺪﻳﺪﺓ ﻣﻦ ﺍﻟﺨﺎﺭﺝ ﻷﻧﻪ ﺗﻢ ﺗﺠﺪﻳﺪ ﺟﺪﺭﺍﻧﻬﺎ ﺍﻟﺨﺎﺭﺟﻴﺔ ﻣﺮﺍﺕ ﻋﺪﻳﺪﺓ.
,ﻋﺒﺮﺕ ﺭﻭﺯﺍ ﻭﻗﻴﻨﺠﻲ ﺍﻟﻤﻄﺮ ﻣﻬﺮﻭﻟﻴﻦ.{n}ﻛﺎﻥ ﺍﻟﻤﻄﺮ ﻳﻨﻬﻤﺮ ﺑﻐﺰﺍﺭﺓ، ﻛﻤﺎ ﻓﻲ ﺍﻟﻠﻴﻠﺔ ﺍﻟﺴﺎﺑﻘﺔ.
, ﺛﻢ ﺑﺪﺃﺕ ﺍﻟﻜﻨﻴﺴﺔ ﺗﻠﻮﺡ ﻣﻦ ﺧﻠﻒ ﻏﺎﺑﺔ ﻣﺘﻔﺮﻗﺔ...
,ﻟﻮ ﻛﺎﻧﺖ ﺗﻌﺮﻓﻬﺎ ﻓﻘﻂ ﻣﻦ ﻣﻈﻬﺮﻫﺎ ﺍﻟﺨﺎﺭﺟﻲ، ﻟﺮﺑﻤﺎ ﺷﻌﺮﺕ ﺃﻧﻬﺎ ﻣﻜﺎﻥٌ ﺳﺎﺣﺮ ﺍﻟﺠﻤﺎﻝ، ﻳﺮﻏﺐ ﻋﺎﺷﻘﺎﻥ ﺷﺎﺑﺎﻥ ﻓﻲ ﺇﻗﺎﻣﺔ ﻣﺮﺍﺳﻢٍ ﻓﻴﻪ.
,ﻟﻜﻦ ﻓﻲ ﻋﻴﻨﻲ ﻛﻴﻨﺰﻭ، ﻛﺎﻥ ﻫﺬﺍ ﻣﻘﺪﺳًﺎ ﻣﻘﺪﺳًﺎ ﺟﺪًﺍ، ﻓﻨﻬﻴﺖ ﺭﻭﺯﺍ ﻭﺇﺧﻮﺗﻬﺎ ﺑﺼﺮﺍﻣﺔٍ ﻋﻦ ﺍﻟﺪﻧﻮ ﻣﻨﻪ ﺑﻐﻴﺮ ﺣﺎﺟﺔ.
,ﻟﺬﺍ، ﺣﺘﻰ ﻓﻲ ﻫﺬﺍ ﺍﻟﻌﻤﺮ، ﻭﺃﻳًﺎ ﻛﺎﻥ ﺍﻟﺪﺍﻋﻲ، ﺷﻌﺮﺕ ﺑﺬﻧﺐٍ ﻭﻫﻲ ﺗﻘﺘﺮﺏ ﻣﻦ ﺍﻟﻜﻨﻴﺴﺔ، ﻭﺍﺳﺘﺒﺪ ﺑﻬﺎ ﺧﻮﻑٌ ﻣﻦ ﺃﻥ ﻳﺜﻮﺭ ﻭﺍﻟﺪﻫﺎ ﻏﻀﺒًﺎ، ﻓﻴﺼﻔﻌﻬﺎ ﻋﻠﻰ ﻭﺟﻬﻬﺎ...
,ﻇﻬﺮﺕ ﻇﻼﻝ ﺍﻟﺨﺪﻡ ﺃﻣﺎﻡ ﻣﺪﺧﻞ ﺍﻟﻜﻨﻴﺴﺔ.{n}ﻗﻮﺩﺍ، ﻭﺷﺎﻧﻮﻥ، ﻭﻛﺎﻧﻮﻥ.
,......ﻣﺎ ﻳﻌﻨﻲ ﺃﻥ ﺟﻤﻴﻊ ﺍﻟﺨﺪﻡ ﻓﻲ ﻭﺭﺩﻳﺔ ﺍﻟﺼﺒﺎﺡ ﻗﺪ ﺍﺟﺘﻤﻌﻮﺍ.
,ﻗﺒﻞ ﻣﺪﺓٍ ﺑﺴﻴﻄﺔ، ﺃﺧﺒﺮ ﻗﻴﻨﺠﻲ ﺭﻭﺯﺍ ﺑﻄﺒﻴﻌﺔ ﺍﻷﻣﺮ ﺷﻔﻬﻴًﺎ. ﻟﻜﻦ... ﺩﻭﻥ ﺃﻥ ﺗﺮﺍﻩ ﺑﻌﻴﻨﻴﻬﺎ ﻣﺒﺎﺷﺮﺓً، ﻟﻢ ﺗﺘﻤﻜﻦ ﻣﻦ ﺍﻟﻔﻬﻢ ﺣﻘًﺎ...
,ﻛﺎﻥ ﺟﻤﻴﻊ ﺍﻟﺨﺪﻡ ﺍﻟﻤﺠﺘﻤﻌﻴﻦ ﻫﻨﺎﻙ ﻣﺜﻠﻬﺎ ﻋﻠﻰ ﺍﻷﺭﺟﺢ.
,......ﻟﻢ ﻳﺴﺘﻄﻴﻌﻮﺍ ﺍﺳﺘﻴﻌﺎﺏ ﻣﺎ ﻳﺠﺮﻱ .{i:ﺩﻭﻥ ﺭﺅﻳﺘﻪ ﺑﺄﻋﻴﻨﻬﻢ}. 
