Speaker,Arabic (AR)
Ushiromiya Jessica,"""...ﺣﺴﻨﹰﺎ، ﺷﻲﺀﹲ ﻣﻦ ﻫﺬﺍ ﺍﻟﻘﺒﻴﻞ. ﻣﺜﻞ ﻋﺸﺮﺓ ﺃﻃﻨﺎﻥ ﻣﻦ ﺳﺒﺎﺋﻚ ﺍﻟﺬﻫﺐ. ﺃﻋﺘﻘﺪ ﺃﻧﻬﺎ ﻣﺰﻳﻔﺔ."""
Ushiromiya Battler,"""ﻭﻟﻜﻦ ﻋﻨﺪ ﻗﺮﺍﺀﺗﻲ ﻟﻬﺬﻩ ﺍﻟﻤﺮﺛﻴﺔ، ﻳﺒﺪﻭ ﺍﻷﻣﺮ ﺣﻘﻴﻘﻴﹰﺎ ﺇﻟﻰ ﺣﺪﹴ ﻣﺎ."""
,...ﺃﻋﺘﻘﺪ ﺃﻧﻨﻲ ﺷﺮﺣﺖ ﻧﺸﺄﺓ ﺟﺪﻱ ﻣﻦ ﻗﺒﻞ، ﻭﻟﻜﻦ ﺍﺳﻤﺤﻮﺍ ﻟﻲ ﺃﻥ ﺃﺫﻛﺮ ﺃﻳﻀﹰﺎ ‘ﺃﺳﻄﻮﺭﺓ ﺍﻟﺬﻫﺐ‘ ﺍﻟﺨﺎﺻﺔ ﺑﻌﺎﺋﻠﺔ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ.
,ﻭﺭﺙ ﺟﺪﻱ ﻋﺎﺋﻠﺔ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ ﺑﻌﺪ ﺃﻥ ﺩﹸﻣﺮﺕ ﻓﻲ ﺯﻟﺰﺍﻝ ﻛﺎﻧﺘﻮ ﺍﻟﻌﻈﻴﻢ. ﻭﻣﻦ ﺧﻼﻝ ﺭﻛﻮﺏ ﺍﻟﺒﺤﺎﺭ ﺍﻟﻌﺎﺻﻔﺔ ﺑﻨﺠﺎﺡﹴ ﺑﻌﺪ ﺍﻟﺤﺮﺏ، ﺗﻤﻜﻦ ﻣﻦ ﺟﻤﻊ ﺛﺮﻭﺓ ﻛﺒﻴﺮﺓ.
,...ﻫﺬﺍ ﺍﻟﺠﺰﺀ ﻣﻦ ﺍﻟﻘﺼﺔ ﻳﻌﺮﻓﻪ ﺍﻟﺠﻤﻴﻊ.{n}ﻭﻣﻦ ﻫﻨﺎ ﻓﺼﺎﻋﺪﹰﺍ، ﺗﺒﺪﺃ ﺍﻷﺟﺰﺍﺀ ﺍﻟﻐﺮﻳﺒﺔ ﻣﻦ ﺍﻟﻘﺼﺔ.
,...ﺟﺰﺀﹲ ﻣﻦ ﺍﻟﻘﺼﺔ ﻳﺮﺗﺒﻂ ﺑﺎﻟﺴﺤﺮ ﺍﻷﺳﻮﺩ ﺍﻟﺬﻱ ﻳﺤﺒﻪ ﺟﺪﻱ، ﻟﺬﺍ ﻓﺈﻥ ﻣﺼﺪﺍﻗﻴﺘﻬﺎ ﻣﻨﺨﻔﻀﺔ ﻟﻠﻐﺎﻳﺔ، ﻭﻟﻜﻦ...
,......ﺍﻧﺘﻈﺮ ﺣﺘﻰ ﺍﻟﻨﻬﺎﻳﺔ ﻗﺒﻞ ﺃﻥ ﺗﺸﻚ ﺃﻭ ﺗﺴﺨﺮ ﻣﻨﻬﺎ.
,ﺑﻌﺪ ﺍﻟﺤﺮﺏ، ﺗﻨﺒﺄ ﺟﺪﻱ ﺑﺸﻜﻞﹴ ﺻﺤﻴﺢ ﻋﻤﺎ ﻳﺤﻤﻠﻪ ﺍﻟﻤﺴﺘﻘﺒﻞ ﻭﻓﺎﺯ ﻋﻠﻰ ﺇﺛﺮ ﺫﻟﻚ ﻓﻲ ﻣﻘﺎﻣﺮﺓﹴ ﺿﺨﻤﺔﹴ ﺗﻜﺪﺳﺖ ﻓﻴﻬﺎ ﻣﺠﻤﻮﻋﺔ ﻛﺒﻴﺮﺓ ﻣﻦ ﺍﻟﺜﺮﻭﺓ، ...ﻭﻟﻜﻦ ﻫﻨﺎﻙ ﺧﺮﺍﻓﺔﹲ ﻏﺎﻣﻀﺔﹲ ﺣﻮﻝ ﻛﻴﻔﻴﺔ ﺣﺼﻮﻟﻪ ﻋﻠﻰ ﺍﻷﻣﻮﺍﻝ ﻓﻲ ﺍﻟﻤﻘﺎﻡ ﺍﻷﻭﻝ.
,ﻳﻨﺘﻤﻲ ﺟﺪﻱ ﻟﻔﺮﻉ ﺍﻟﻌﺎﺋﻠﺔ، ﻭﻟﻢ ﻳﻤﻠﻚ ﺃﻱ ﻋﻼﻗﺎﺕﹴ ﻓﻲ ﻋﺎﻟﻢ ﺍﻟﻤﺎﻝ ﻭﺍﻷﻋﻤﺎﻝ ﺻﺤﻴﺢ ﺃﻧﻪ ﻛﻮﹼﻥﹶ ﻓﻴﻤﺎ ﺑﻌﺪ ﻋﻼﻗﺎﺕﹴ ﻣﻊ ﻗﻮﺍﺕ ﺍﻻﺣﺘﻼﻝ، ﻭﻟﻜﻦ ﻓﻲ ﺍﻟﺒﺪﺍﻳﺔ ﻳﹸﻔﺘﺮﺽ ﺃﻧﻪ ﺷﺨﺺﹲ ﻣﺠﻬﻮﻝﹲ ﻭﻟﻢ ﻳﻜﺘﺴﺐ ﺑﻌﺪ ﺛﻘﺔ ﺃﻱ ﺷﺨﺺ.
,ﻻ ﻳﻤﻜﻦ ﻛﺴﺐ ﺍﻷﻣﻮﺍﻝ ﺩﻭﻥ ﺛﻘﺔ.{n}ﻳﺴﺘﺤﻴﻞ ﺃﻥ ﻳﹸﻘﺮﺽ ﺃﺣﺪ ﻣﺎ ﺷﺨﺼﹰﺎ ﻻ ﻳﺜﻖ ﺑﻪ.
,...ﺇﺫﻥ ﻛﻴﻒ ﺗﻤﻜﻦ ﺟﺪﻱ ﻣﻦ ﺍﻟﺤﺼﻮﻝ ﻋﻠﻰ ﻣﺒﻠﻎﹴ ﻛﺒﻴﺮﹴ ﻣﻦ ﺍﻟﻤﺎﻝ ﺣﻴﻦ ﻛﺎﻧﺖ ﺍﻟﺜﻘﺔ ﺑﻪ ﻣﻌﺪﻭﻣﺔ؟
,ﻋﻨﺪ ﻃﺮﺡ ﻫﺬﺍ ﺍﻟﺴﺆﺍﻝ ﻋﻠﻰ ﺟﺪﻱ ﻓﺈﻧﻪ ﻳﻌﻄﻲ ﺇﺟﺎﺑﺎﺕ ﻛﻬﺬﻩ...
,{f:3:'ﻓﻲ ﺫﺍﺕ ﻳﻮﻡ، ﻗﺎﺑﻠﺖ ﺍﻟﺴﺎﺣﺮﺓ ﺍﻟﺬﻫﺒﻴﺔ} {f:7:ﺑﻴﺎﺗﺮﻳﺲ}
,ﻛﺮﺱ ﺟﺪﻱ ﻧﻔﺴﻪ ﻷﺑﺤﺎﺙ ﺍﻟﺨﻴﻤﻴﺎﺀ ﻭﺃﺳﺎﻟﻴﺐ ﺍﺳﺘﺪﻋﺎﺀ ﺍﻟﺸﻴﺎﻃﻴﻦ ﻓﻲ ﺳﺒﻴﻞ ﺃﻥ ﻳﺼﺒﺢ ﺳﺎﺣﺮﹰﺍ ﻋﻈﻴﻤﹰﺎ.
,...ﻭﺍﻟﻜﻴﺎﻥ ﺍﻟﺬﻱ ﺑﹸﻌﺚ ﻧﺘﻴﺠﺔ ﻃﻘﻮﺱ ﺍﺳﺘﺪﻋﺎﺀ ﺍﻟﺸﻴﻄﺎﻥ ﻫﻲ ﺍﻟﺴﺎﺣﺮﺓ ﺍﻟﺬﻫﺒﻴﺔ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}.
,ﻭﺃﺿﺎﻑ ﻗﺎﺋﻠﹰﺎ ﺃﻧﻪ ﺃﺑﺮﻡ ﻋﻘﺪﹰﺍ ﻣﻌﻬﺎ، ﺣﻴﺚ ﺳﻴﺤﺼﻞ ﻋﻠﻰ ﺍﻟﺸﺮﻑ ﻭﺍﻟﺜﺮﻭﺓ ﻣﻘﺎﺑﻞ ﺭﻭﺣﻪ.
,ﻭﻣﻘﺎﺑﻞ ﺍﻟﻌﻘﺪ ﻣﻨﺤﺘﻪ ﺍﻟﺴﺎﺣﺮﺓ ﻋﺸﺮﺓ ﺃﻃﻨﺎﻥﹴ ﻣﻦ ﺍﻟﺬﻫﺐ.
,ﺍﺳﺘﺨﺪﻡ ﺟﺪﻱ ﺍﻟﺬﻫﺐ ﻟﺠﻤﻊ ﻣﻘﺪﺍﺭﹴ ﻛﺒﻴﺮﹴ ﻣﻦ ﺍﻷﻣﻮﺍﻝ، ﺛﻢ ﺍﺳﺘﺨﺪﻡ ﺗﻠﻚ ﺍﻷﻣﻮﺍﻝ ﻟﻤﻀﺎﻋﻔﺔ ﺛﺮﻭﺗﻪ ﻋﺪﺓ ﻣﺮﺍﺕﹴ ﻭﺇﺣﻴﺎﺀ ﻋﺎﺋﻠﺔ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ ﻣﻦ ﺟﺪﻳﺪ...
,ﻣﻤﺎ ﻳﺒﺪﻭ ﺃﻥ ﻫﺬﻩ ﺍﻟﻘﺼﺔ ﻗﺪﻳﻤﺔﹲ ﺟﺪﹰﺍ،
,ﻓﻘﺪ ﺭﻭﻳﺖ ﻋﻠﻰ ﺁﺑﺎﺋﻨﺎ ﻋﻨﺪﻣﺎ ﻛﺎﻧﻮﺍ ﺃﻃﻔﺎﻟﹰﺎ. ﻓﺎﺳﺘﻜﺸﻔﻮﺍ ﺍﻟﺠﺰﻳﺮﺓ ﺁﻧﺬﺍﻙ ﺑﺠﻤﻴﻊ ﺍﻟﻄﺮﻕ، ﻣﻌﺘﻘﺪﻳﻦ ﺃﻥ ﺍﻟﺬﻫﺐ ﻗﺪ ﻳﻜﻮﻥ ﻣﺨﻔﻴﹰﺎ ﻓﻲ ﻣﻜﺎﻥ ﻣﺎ.
,ﻭﻟﻜﻦ، ﻧﻈﺮﹰﺍ ﻟﻮﺟﻮﺩ ﺧﻄﺮ ﺿﻴﺎﻋﻬﻢ ﺩﺍﺧﻞ ﺍﻟﻐﺎﺑﺔ ﺍﻟﻤﻬﺠﻮﺭﺓ، ﺑﺪﺃﺕ ﺟﺪﺗﻲ ﺗﻨﺸﺮ ﻗﺼﺔﹰ ﻋﻦ ﺳﺎﺣﺮﺓﹴ ﺗﻌﻴﺶ ﻓﻲ ﺍﻟﻐﺎﺑﺔ ﻭﺃﻧﻪ ﻣﺤﺮﻡﹲ ﻋﻠﻰ ﺃﻱ ﺷﺨﺺ ﺍﻻﻗﺘﺮﺍﺏ ﻣﻨﻬﺎ.
Ushiromiya Battler,"""...ﺃﺗﺬﻛﺮ ﺗﻠﻚ ﺍﻟﻘﺼﺔ ﺍﻟﻘﺪﻳﻤﺔ. ﺣﻴﻨﻤﺎ ﺃﺧﺒﺮﻧﺎ ﺁﺑﺎﺅﻧﺎ ﺑﺘﻠﻚ ﺍﻟﻘﺼﺔ ﻓﻲ ﺻﻐﺮﻧﺎ، ﺫﻫﺒﻨﺎ ﺣﻴﻨﻬﺎ ﻧﺒﺤﺚ ﻋﻦ ﺍﻟﻜﻨﺰ ﻓﻲ ﺟﻤﻴﻊ ﺃﻧﺤﺎﺀ ﺍﻟﺠﺰﻳﺮﺓ. ...ﺃﻟﻢ ﻧﺘﹸﻪ ﻓﻲ ﺍﻟﻐﺎﺑﺔ ﻭﺑﻜﻴﻨﺎ ﺣﺘﻰ ﻋﺜﺮ ﻋﻠﻴﻨﺎ ﺑﻌﺾ ﺍﻟﺨﺪﻡ؟ ﻟﻘﺪ ﻏﻀﺒﻮﺍ ﻣﻨﺎ ﻟﻠﻐﺎﻳﺔ... ...ﻛﻢ ﺃﺣﻦﹼ ﻟﺘﻠﻚ ﺍﻷﻳﺎﻡ."""
Ushiromiya Jessica,"""ﻛﻨﺎ ﺑﺎﻟﺘﺄﻛﻴﺪ ﻣﻐﻔﻠﻴﻦ. ﻓﻲ ﺍﻟﻨﻬﺎﻳﺔ، ﺍﺳﺘﺨﺪﻡ ﺟﺪﻱ ﺍﻟﺬﻫﺐ ﻣﻦ ﺃﺟﻞ ﺟﻤﻊ ﺍﻷﻣﻮﺍﻝ ﺍﻟﺘﻲ ﺍﺷﺘﺮﻯ ﺑﻬﺎ ﺃﺧﻴﺮﹰﺍ ﻫﺬﻩ ﺍﻟﺠﺰﻳﺮﺓ، ﺻﺤﻴﺢ؟ ﻣﻤﺎ ﻳﻌﻨﻲ ﺃﻧﻪ ﺣﺼﻞ ﻋﻠﻰ ﺍﻟﺬﻫﺐ ﻗﺒﻞ ﻣﺠﻴﺌﻪ ﺇﻟﻰ ﺍﻟﺠﺰﻳﺮﺓ. ﻻ ﺩﻟﻴﻞ ﻟﻮﺟﻮﺩ ﺍﻟﺬﻫﺐ ﻋﻠﻰ ﻫﺬﻩ ﺍﻟﺠﺰﻳﺮﺓ."""
Ushiromiya George,"""ﻟﻴﺲ ﺑﺎﻟﻀﺮﻭﺭﺓ ﻛﺬﻟﻚ. ﺭﺑﻤﺎ ﺃﺧﻔﻰ ﺍﻟﺬﻫﺐ ﻓﻲ ﺍﻟﺠﺰﻳﺮﺓ ﻣﻨﺬ ﺍﻟﺒﺪﺍﻳﺔ، ﺛﻢ ﺍﺷﺘﺮﻯ ﺍﻟﺠﺰﻳﺮﺓ ﺑﺄﻛﻤﻠﻬﺎ ﻟﻴﺘﺄﻛﺪ ﺃﻧﻪ ﻳﻤﺘﻠﻚ ﻛﻞ ﺫﻟﻚ ﺍﻟﺬﻫﺐ... ﻣﻘﺪﺍﺭ ﻋﺸﺮﺓ ﺃﻃﻨﺎﻥﹴ ﻛﺎﻣﻠﺔﹴ ﻣﻦ ﺍﻟﺬﻫﺐ، ﺻﺤﻴﺢ؟ ﻣﻦ ﺍﻟﻤﻨﻄﻘﻲ ﺃﻥ ﻳﺆﻣﹼﻦﹶ ﻣﻜﺎﻥ ﺇﺧﻔﺎﺀ ﺍﻟﺬﻫﺐ ﺑﺪﻟﹰﺎ ﻣﻦ ﻣﺤﺎﻭﻟﺔ ﻧﻘﻠﻪ ﺑﺎﻟﻜﺎﻣﻞ."""
Ushiromiya Battler,"""ﻛﹸﺘﺒﺖ ﻫﺬﻩ ﺍﻟﻤﺮﺛﻴﺔ ﻗﺒﻞ ﻋﺎﻣﻴﻦ. ﻭﺑﻤﺎ ﺃﻥ ﺟﺪﻱ ﻛﺘﺒﻬﺎ ﺑﻨﻔﺴﻬﺎ... ...ﺃﺭﻯ ﺃﻥ ﻫﺬﺍ ﻳﺠﻌﻞ ‘ﺃﺳﻄﻮﺭﺓ ﺍﻟﺬﻫﺐ‘ ﻗﺎﺑﻠﺔﹲ ﻟﻠﺘﺼﺪﻳﻖ..."""
Ushiromiya Battler,"""ﺗﺒﻠﻎ ﺍﻷﻣﻮﺍﻝ ﺍﻟﺘﻲ ﺃﺣﻴﺖ ﻋﺎﺋﻠﺔ ﺃﺷﻴﺮﻭﻣﻴﺎ ﻭﺍﻟﺘﻲ ﻳﺴﻤﻴﻬﺎ ﺫﻫﺐ ﺍﻟﺴﺎﺣﺮﺓ ﻋﺸﺮﺓ ﺃﻃﻨﺎﻥ. ...ﺫﻟﻚ ﺍﻟﺬﻫﺐ ﻳﺮﻗﺪ ﻓﻲ ﻣﻜﺎﻥ ﻣﺎ، ﺟﺎﻫﺰ ﻟﻠﺘﺴﻠﻴﻢ ﺇﻟﻰ ﻣﻦ ﻳﺤﻞ ﻟﻐﺰ ﺍﻟﻤﺮﺛﻴﺔ. ﺭﺑﻤﺎ ﻟﻬﺬﺍ ﺍﻟﺴﺒﺐ ﻛﺘﺒﻪ؟"""
Ushiromiya Battler,"""...ﻻ ﺃﻧﻜﺮ ﺍﺣﺘﻤﺎﻟﻴﺔ ﺃﻥ ﻳﻔﻌﻞ ﺟﺪﻱ ﺷﻲﺀ ﻛﻬﺬﺍ... ﺃﻫﻴﻬﻴﻬﻲ! ﻟﻮ ﺃﻧﻪ ﺻﺤﻴﺢﹲ، ﻓﻬﻮ ﺃﻣﺮ ﻻ ﻳﺼﺪﻕ."""
,ﺗﺒﺪﻭ ﺍﻟﻤﺮﺛﻴﺔ ﺍﻟﻤﺤﻔﻮﺭﺓ ﻓﻲ ﺍﻟﻠﻮﺣﺔ ﻏﺎﻣﻀﺔﹲ ﺟﺪﹰﺍ، ﺃﺷﺒﻪ ﺑﻘﺼﻴﺪﺓﹴ ﺃﻭ ﺃﻏﻨﻴﺔ.
,ﻭﺗﺒﻌﺚ ﺑﺸﻌﻮﺭﹴ ﻏﻴﺮ ﻣﺮﻳﺢ ﻭﻣﺰﻋﺞ ﻟﻠﻐﺎﻳﺔ، ﻣﻠﻴﺌﺔﹲ ﺑﻌﻼﻣﺎﺕ ﺍﻟﺴﺤﺮ ﺍﻷﺳﻮﺩ ﺍﻟﺬﻱ ﻳﺤﺒﻪ ﺟﺪﻱ. ﻭﻟﻜﻦ ﻳﻤﻜﻦ ﺍﻟﻨﻈﺮ ﺇﻟﻴﻪ ﻋﻠﻰ ﺃﻧﻪ ﻟﻐﺰﹲ ﻳﺆﺩﻱ ﺇﻟﻰ ﻣﻜﺎﻥ ﺇﺧﻔﺎﺀ ﺍﻟﺬﻫﺐ ﻟﻮ ﺃﻣﻜﻦ ﺣﻠﻪ.
Ushiromiya George,"""ﺳﻮﺍﺀﹲ ﻫﺬﺍ ﻣﺎ ﻗﺼﺪﻩ ﺃﻡ ﻻ، ﻻ ﺃﺳﺘﻄﻴﻊ ﺣﺘﻰ ﺗﺨﻴﻞ ﺩﺍﻓﻌﻪ ﺍﻟﺤﻘﻴﻘﻲ. ...ﺍﻟﺬﻱ ﺃﻋﻠﻤﻪ ﻫﻮ ﺃﻥ ﻫﺬﻩ ﺍﻟﻤﺮﺛﻴﺔ ﺍﻟﻐﺎﻣﻀﺔ ﻣﻌﺮﻭﺿﺔﹲ ﻫﻨﺎ ﺣﺘﻰ ﻳﺘﻤﻜﻦ ﻛﻞ ﺃﻓﺮﺍﺩ ﺍﻷﺳﺮﺓ ﻣﻦ ﺭﺅﻳﺘﻪ."""
Ushiromiya George,"""ﻳﹸﻌﻄﻲ ﺟﺪﻱ ﺗﻠﻤﻴﺤﹰﺎ ﻋﻠﻰ ﻣﻜﺎﻥ ﻭﺟﻮﺩ ﺍﻟﺬﻫﺐ، ﻭﻟﻜﻨﻪ ﻣﺴﺘﻤﺮﹲ ﻓﻲ ﺗﺠﻨﺐ ﺇﺧﺒﺎﺭﻧﺎ ﻋﻦ ﻣﻜﺎﻥ ﺇﺧﻔﺎﺋﻪ. ...ﺃﺛﺎﺭ ﻫﺬﺍ ﺧﻴﺎﻝ ﺁﺑﺎﺋﻨﺎ ﻣﺤﺎﻭﻟﻴﻦ ﺍﻟﻮﺻﻮﻝ ﺇﻟﻰ ﻣﺴﺘﻮﻯ ﻋﺒﻘﺮﻳﺔ ﺟﺪﻱ..."""
