Speaker,Arabic (AR)
Ushiromiya Eva,"""...ﺃﻧﺎ ﺑﺨﻴﺮ، ﻻ ﺗﺠﻌﻠﻮﺍ ﻣﻦ ﺍﻟﺤﺒﺔ ﻗﺒﺔ. ﻟﺪﻱ ﺩﻭﺍﺋﻲ ﺍﻟﻤﻌﺘﺎﺩ، ﻟﺬﺍ ﺳﺄﻛﻮﻥ ﺑﺨﻴﺮ. ......ﺃﺻﺎﺏُ ﺑﺎﻟﺤﻤﻰ ﻋﺎﺩﺓً ﻋﻨﺪﻣﺎ ﺃﺗﻌﺐ. ﻟﺬﺍ ﻻ ﺗﻘﻠﻘﻮﺍ."""
Ushiromiya Rosa,"""......ﺇﺭﺗﺎﺣﻲ ﻳﺎ ﺃﺧﺘﻲ."""
Ushiromiya Eva,""".........ﺷﻜﺮًﺍ ﻟﻚِ. ...ﺣﻴﻦ ﻳﺠﺘﻤﻊ ﺇﺧﻮﺗﻲ ﺑﺪﻭﻧﻲ، ﺃﺷﻌﺮ ﻭﻛﺄﻧﻬﻢ ﻳﻐﺘﺎﺑﻮﻧﻨﻲ. ...ﺇﻧﻪ ﻫﺎﺟﺲ ﻳﻄﺎﺭﺩﻧﻲ ﻣﻨﺬ ﺍﻟﻄﻔﻮﻟﺔ. ﺁﺳﻔﺔ ﻟﺬﻟﻚ."""
Ushiromiya Rosa,"""...............ﻟﻦ ﺃﻗﻮﻝ ﺷﻴﺌًﺎ. ﻻ ﻳﻤﻜﻦ ﺃﻥ ﺃﺗﺤﺪﺙ ﻋﻨﻚِ ﺑﺎﻟﺴﻮﺀ ﻓﻲ ﻏﻴﺎﺑﻚِ ﻳﺎ ﺃﺧﺘﻲ."""
Ushiromiya Eva,"""......................................."""
Ushiromiya Rosa,"""......ﻣﺎ ﺑﻚ؟  ﺃﺻﺒﺤﺖ ﺗﺘﺼﺮﻓﻴﻦ ﺑﻐﺮﺍﺑﺔ ﻣﻨﺬ ﻓﺘﺮﺓ ﻳﺎ ﺃﺧﺘﻲ. ﻟﻢ ﻻ ﺗﺮﺗﺎﺣﻲ ﻗﻠﻴﻼً؟"""
Ushiromiya Eva,"""............ﺃﻧﺖِ ﻣﺤﻘﺔ. ﻣﺠﺮﺩ ﺍﻟﺘﻔﻜﻴﺮ ﻓﻲ ﺍﻷﻣﻮﺭ ﺍﻟﻤﺎﻟﻴﺔ ﺍﻟﺘﻲ ﻳﺠﺐ ﺗﺴﻮﻳﺘﻬﺎ {i:ﺑﺤﻠﻮﻝ ﻣﺎﺭﺱ} ﻳﺠﻌﻞ ﺻﺪﺍﻋﻲ ﻳﺸﺘﺪ."""
Ushiromiya Rosa,"""ﻫﺬﺍ ﻏﻴﺮ ﺳﻠﻴﻢ. ﺍﺳﺘﺮﻳﺤﻲ ﻗﻠﻴﻼً. ...ﺳﺄﺣﺎﻭﻝ ﺑﺪﻭﺭﻱ ﺃﻻ ﺃﺯﻳﺪ ﻣﻦ ﺻﺪﺍﻋﻚ. ﻓﺄﻧﺎ ﺃﻳﻀًﺎ ﺃﻋﺎﻧﻲ ﻣﻦ ﺻﺪﺍﻉ ﻣﺰﻋﺞ ﻣﻨﺬ ﻓﺘﺮﺓ."""
Ushiromiya Eva,""".........ﺷﻜﺮﺍ ﻟﻚ. .........ﺳﺄﻗﺒﻞ ﻋﺮﺿﻚِ ﻭﺃﺫﻫﺐ ﻟﻠﺮﺍﺣﺔ ﻗﻠﻴﻼً."""
Ushiromiya Hideyoshi,"""ﻣﺎ ﺑﻚ ﻳﺎ ﺇﻳﻔﺎ؟ ﻟﻤﺎﺫﺍ ﺍﻧﺰﻋﺠﺖِ ﻓﺠﺄﺓ؟ ...ﺃﻋﺘﺬﺭ ﻣﻨﻜﻢ ﻋﻠﻰ ﺗﺼﺮﻓﺎﺗﻬﺎ... ﺳﻨﺮﺗﺎﺡ ﻗﻠﻴﻼً ﺑﻌﺪ ﺇﺫﻧﻜﻢ. ﺃﻋﺘﺬﺭ، ﺃﻋﺘﺬﺭ..."""
,ﺍﻧﺤﻨﻰ ﻫﻴﺪﻳﻮﺷﻲ ﻣﺘﺄﺳﻔًﺎ ﻣﺮﺍﺕٍ ﻋِﺪﺓ، ﺛﻢ ﻏﺎﺩﺭ ﺍﻟﺮﺩﻫﺔ ﻭﻟﺤِﻖ ﺑﺰﻭﺟﺘﻪ ﺇﻳﻔﺎ.
Ushiromiya Krauss,"""...ﻻ ﺃﻃﻴﻖ ﻫﺬﻩ ﺍﻷﺟﻮﺍﺀ. ﻣﺸﺤﻮﻧﺔٌ ﻟﻠﻐﺎﻳﺔ ﺑﺎﻟﺘﻮﺗﺮ."""
Ushiromiya Kyrie,"""ﻫﺬﺍ ﻃﺒﻴﻌﻲ ﺟﺪًﺍ. ﻓﻘﺪ ﺣﺪﺛﺖ ﺟﺮﻳﻤﺔ ﻗﺘﻞ ﻓﻲ ﻫﺬﺍ ﺍﻟﺼﺒﺎﺡ. ﻭﻧﺤﻦ ﻣﺤﺎﺻﺮﻭﻥ ﻫﻨﺎ ﻣﻨﺬ ﺫﻟﻚ ﺍﻟﺤﻴﻦ، ﻣﺘﻤﺴﻜﻴﻦ ﺑﺎﻷﺳﻠﺤﺔ. ...ﻣﻦ ﺍﻟﻄﺒﻴﻌﻲ ﺃﻥ ﻧﺸﻌﺮ ﺑﻬﺬﺍ ﺍﻟﺘﻮﺗﺮ."""
Ushiromiya Rosa,"""ﺃﺗﺴﺎﺀﻝ ﺇﻥ ﻛﺎﻥ ﺍﻷﻃﻔﺎﻝ ﻓﻲ ﺍﻷﻋﻠﻰ ﻳﺸﻌﺮﻭﻥ ﺑﺎﻟﺨﻮﻑ. ...ﺃﻧﺎ ﻗﻠﻘﺔ ﻋﻠﻰ ﻣﺎﺭﻳﺎ. ﻛﺜﻴﺮﺍ ﻣﺎ ﺗﻨﺘﺎﺑﻬﺎ ﻧﻮﺑﺎﺕ ﻏﻀﺐ ﻓﻲ ﺃﻭﻗﺎﺕ ﻛﻬﺬﻩ."""
,ﻓﺠﺄﺓ ﻓﻲ ﺗﻠﻚ ﺍﻟﻠﺤﻈﺔ، ﺳُﻤﻊ ﺻﻮﺕ ﺧﻄﻮﺍﺕٍ ﻋﺎﻟﻴﺔ ﻭﺿﺠﻴﺞٌ ﻣﻦ ﺍﻟﻄﺎﺑﻖ ﺍﻟﺜﺎﻧﻲ. ﻟﻢ ﻳﺒﻨﻰ ﺑﻴﺖ ﺍﻟﻀﻴﺎﻓﺔ ﺑﻤﻮﺍﺩ ﺭﺧﻴﺼﺔ، ﻟﺬﺍ ﻟﻮ ﻛﺎﻧﺖ ﺧﻄﻮﺍﺕٍ ﻋﺎﺩﻳﺔ، ﻟﻤﺎ ﺳﻤﻌﻮﻫﺎ ﺃﺑﺪًﺍ.
,ﻟﻜﻦ ﻣﺎ ﺳُﻤﻊ ﻛﺎﻥ ﻳﺸﺒﻪ ﺻﻮﺕ ﺩﻗﺎﺕ ﺃﻗﺪﺍﻡٍ ﻏﺎﺿﺒﺔ ﺃﻭ ﺿﺮﺑﺎﺕ ﻛﻌﺐ ﺣﺎﺩﺓ.
,"ﺑﻌﺪ ﻟﺤﻈﺎﺕ، ﺳُﻤﻊ ﺻﻮﺕ ﺭﻛﺾٍ ﺳﺮﻳﻊ ﻓﻲ ﺭﻭﺍﻕ ﺍﻟﻄﺎﺑﻖ ﺍﻟﺜﺎﻧﻲ، ﺛﻢ ﺗﺒﻌﺘﻪ ﺃﺻﻮﺍﺕ ﻣﺎﺭﻳﺎ ﻭﻫﻲ ﺗﺮﺩﺩ ﺑﻐﻀﺐ: ""ﺃﻭﻭ-ﺃﻭﻭ-ﺃﻭﻭ"""
,ﺃﻣﺴﻜﺖ ﺭﻭﺯﺍ ﺑﺮﺃﺳﻬﺎ، ﻓﺤﻜﺘﻪ، ﻭﺃﺻﺪﺭﺕ ﺗﻨﻬﺪﺍ ﺑﻼ ﺻﻮﺕ...
,ﺃﺩﺍﺭ ﺍﻟﺒﺎﻟﻐﻮﻥ ﻇﻬﻮﺭﻫﻢ ﻟﻬﺎ ﺑﻌﻤﺪ، ﻣﺘﻈﺎﻫﺮﻳﻦ ﺑﺄﻧﻬﻢ ﻟﻢ ﻳﻼﺣﻈﻮﺍ.
,ﺛﻢ ﺟﺎﺀ ﺻﻮﺕ ﺭﻛﺾٍ ﻭﺿﺠﻴﺞٍ ﻣﻦ ﺍﻟﻄﺎﺑﻖ ﺍﻟﻌﻠﻮﻱ، ﻭﺳﺮﻋﺎﻥ ﻣﺎ ﺍﻗﺘﺤﻢ ﺍﻟﺼﺨﺐ ﺍﻟﺮﺩﻫﺔ.
,ﻛﺎﻧﺖ ﻣﺎﺭﻳﺎ ﺗﺒﻜﻲ ﻭﺗﻨﺘﺤﺐ، ﻳﺮﺍﻓﻘﻬﺎ ﺍﻷﻃﻔﺎﻝ ﺍﻵﺧﺮﻭﻥ ﻭﺍﻟﻄﺒﻴﺐ ﻧﺎﻧﺠﻮ.
,...ﺃﻱ ﺃﻥ ﺍﻟﺠﻤﻴﻊ ﻓﻲ ﺍﻟﻄﺎﺑﻖ ﺍﻟﻌﻠﻮﻱ ﻗﺪ ﻧﺰﻟﻮﺍ ﺑﺴﺒﺐ ﻧﻮﺑﺔ ﻏﻀﺐ ﻣﺎﺭﻳﺎ.
,ﻟﻢ ﺗﺴﺘﻄﻊ ﺭﻭﺯﺍ ﺇﺧﻔﺎﺀ ﺍﻟﺪﻭﺧﺔ ﺍﻟﺘﻲ ﺷﻌﺮﺕ ﺑﻬﺎ ﺣﻴﻦ ﺃﺩﺭﻛﺖ ﺍﻟﻀﺠﺔ ﺍﻟﺘﻲ ﺗﺴﺒﺒﺖ ﺑﻬﺎ ﺍﺑﻨﺘﻬﺎ ﻟﻠﺠﻤﻴﻊ...
Ushiromiya Jessica,"""ﻧـ-ﻧﻌﺘﺬﺭ ﻳﺎ ﻋﻤﺔ ﺭﻭﺯﺍ... ﺣﺎﻭﻟﻨﺎ ﺗﻬﺪﺋﺘﻬﺎ، ﻭﻟﻜﻨﻬﺎ ﻟﻢ ﺗﺴﺘﻤﻊ..."""
Ushiromiya Maria,"""ﺃﻭﻭ-ﻭﻭ-ﻭﻭ-!! ﺃﻭﻭ-ﻭﻭ-ﻭﻭ-!! ﻭﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﻩ!!"""
Ushiromiya Rosa,"""...ﻣﺎ ﺑﻚِ ﻳﺎ ﻣﺎﺭﻳﺎ؟ ﺃﻳﻤﻜﻨﻚِ ﺃﻥ ﺗﺨﻔﻀﻲ ﺻﻮﺗﻚ؟ ﻓﺎﻟﺠﻤﻴﻊ ﻳﻨﻈﺮ ﺇﻟﻴﻚ."""
Ushiromiya Battler,"""ﺇﻧﻬﺎ ﻭﺭﺩﺗﻬﺎ ﻣﻦ ﺣﺪﻳﻘﺔ ﺍﻟﻮﺭﻭﺩ... ﺑﺪﺃﺕ ﻓﺠﺄﺓ ﺗﻘﻮﻝ ﺇﻧﻬﺎ ﻗﻠﻘﺔ ﺑﺸﺄﻧﻬﺎ."""
Ushiromiya George,"""......ﻛﺎﻧﺖ ﺗﺒﺪﻭ ﻭﻛﺄﻧﻬﺎ ﻣﺴﺘﻐﺮﻗﺔ ﻓﻲ ﺣﻠﻢ، ﺛﻢ ﺍﺳﺘﻴﻘﻈﺖ ﻓﺠﺄﺓ ﻭﺑﺪﺃﺕ ﺗﺮﺩﺩ: ""ﺍﻟﻮﺭﺩﺓ، ﺍﻟﻮﺭﺩﺓ، ﺍﻟﻮﺭﺩﺓ ﻓﻲ ﺧﻄﺮ!"" ﻣﺎﺭﻳﺎ-ﺗﺸﺎﻥ، ﺍﻫﺪﺋﻲ... ﻟﻘﺪ ﻛﺎﻥ ﻣﺠﺮﺩ ﺣﻠﻢ..."""
Ushiromiya Maria,"""ﺃﻭﻭ-ﻭﻭ-ﻭﻭ-ﻭﻭ-!! ﺗﻠﻚ ﺍﻟﻮﺭﺩﺓ ﻫﻲ ﻭﺭﺩﺓ ﻣﺎﺭﻳﺎ ﻭﺑﻴﺎﺗﺮﻳﺲ!! ﻟﺬﺍ ﺇﻥ ﻟﻢ ﺃﻋﺘﻦِ ﺑﻬﺎ، ﻓﺴﺘﻐﻀﺐ ﻣﻨﻲ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}!! ﺭﺑﻤﺎ ﺗﻜﻮﻥ ﻗﺪ ﺍﻧﻜﺴﺮﺕ ﻣﺠﺪﺩًﺍ!! ﺃﻭﻭ-ﻭﻭ-ﻭﻭ-! ﻭﻭ-ﻭﻭ-ﻭﻭ-ﻭﻭ!!"""
Ushiromiya Rosa,"""...ﻫﺎﺍﻩ...! ...ﻗﻠﺖ ﻟﻚِ ﺍﻫﺪﺋﻲ ﻗﻠﻴﻼً، ﺍﺗﻔﻬﻤﻴﻨﻨــــــﻲ؟!!"
,ﺗﻔﺎﺟﺄ ﺍﻷﻃﻔﺎﻝ ﻣﻦ ﺍﻻﺭﺗﻔﺎﻉ ﺍﻟﻤﻔﺎﺟﺊ ﻓﻲ ﻧﺒﺮﺓ ﺻﻮﺕ ﺭﻭﺯﺍ.
,ﻟﻜﻦ ﺑﻜﺎﺀ ﻣﺎﺭﻳﺎ ﺍﺯﺩﺍﺩ ﻋﻠﻮًﺍ، ﻭﺍﺷﺘﺪﺕ ﻧﻮﺑﺔ ﻏﻀﺒﻬﺎ ﺃﻛﺜﺮ.
Nanjo Terumasa,"""ﺭ-......ﺭﻭﺯﺍ-ﺳﺎﻥ، ﻻ ﻳﺠﺐ ﺃﻥ ﺗﻨﻬﺮﻱ ﻃﻔﻠﺔً ﺑﺼﺮﺍﻣﺔ ﺩﻭﻥ ﺃﻥ ﺗﺴﺘﻤﻌﻲ ﺇﻟﻰ ﻣﺎ ﺗﻘﻮﻟﻪ... ...ﺑﺄﻭﻗﺎﺕ ﻛﻬﺬﻩ، ﻣﻦ ﺍﻷﻓﻀﻞ ﺇﻋﻄﺎﺀﻫﻢ ﺣﻠﻴﺒًﺎ ﺩﺍﻓﺌًﺎ ﺃﻭ ﻣﺎ ﺷﺎﺑﻪ."""
Ushiromiya Krauss,"""...ﺃﻫﻨﺎﻙ ﺃﻱ ﺣﻠﻴﺐ؟"""
Ushiromiya Natsuhi,"""ﺍﻟﺤﻠﻴﺐ ﺍﻟﺬﻱ ﻗﺪﻣﻨﺎﻩ ﺑﺪﻻً ﻋﻦ ﺍﻹﻓﻄﺎﺭ ﻫﺬﺍ ﺍﻟﺼﺒﺎﺡ ﻛﺎﻥ ﺁﺧﺮ ﻣﺎ ﻟﺪﻳﻨﺎ..."""
Ushiromiya Rudolf,"""ﺃﻻ ﻳﻤﺘﻠﻚ ﺃﺣﺪﻛﻢ ﻣﻬﺪﺋﺎﺕٍ ﻟﻸﻃﻔﺎﻝ...؟ ﻣﺜﻞ ﺗﻠﻚ ﺍﻟﺤﺒﻮﺏ ﺍﻟﻔﻀﻴﺔ؟"""
Ushiromiya Rosa,"""ﺑﺎﻟﻄﺒﻊ ﻟﺪﻱ!! ﺳﺄﺑﺤﺚ ﻋﻨﻬﺎ ﺍﻵﻥ ﻭﺃﻋﻄﻴﻬﺎ ﻟﻬﺎ!!"
,ﺃﺳﺮﻋﺖ ﺭﻭﺯﺍ ﺩﻭﻥ ﺃﻥ ﺗﺨﻔﻲ ﺍﻧﺰﻋﺎﺟﻬﺎ ﺇﻟﻰ ﺣﻘﻴﺒﺘﻬﺎ ﻋﻠﻰ ﺍﻷﺭﻳﻜﺔ ﻭﺑﺪﺃﺕ ﺗﺒﺤﺚ ﻋﻦ ﺍﻟﺪﻭﺍﺀ. ......ﻳﺒﺪﻭ ﺃﻧﻬﺎ ﻛﺎﻧﺖ ﺗﺤﺘﻔﻆ ﺑﻤﻬﺪﺉ ﺧﺎﺹ ﺑﺎﻷﻃﻔﺎﻝ، ﺗﺤﺴّﺒًﺎ ﻟﻨﻮﺑﺎﺕ ﻣﺎﺭﻳﺎ.
,ﻋﻨﺪﻣﺎ ﻭﺟﺪﺕ ﺍﻟﺰﺟﺎﺟﺔ، ﺣﺎﻭﻟﺖ ﺳﻜﺒﻬﺎ ﻋﻠﻰ ﻳﺪﻫﺎ، ﻟﻜﻦ ﻳﺒﺪﻭ ﺃﻧﻬﺎ ﻛﺎﻧﺖ ﻓﺎﺭﻏﺔ.{n}ﻫﺰﺕ ﺭﻭﺯﺍ ﺍﻟﻌﺒﻮﺓ ﻋﺪﺓ ﻣﺮﺍﺕ ﺑﺎﺳﺘﻴﺎﺀ، ﻭﻟﻜﻦ ﺣﻘﻴﻘﺔ ﺃﻧﻬﺎ ﻓﺎﺭﻏﺔ ﻟﻦ ﺗﺘﻐﻴﺮ.
,...ﻭ ﺃﺛﻨﺎﺀ ﺫﻟﻚ، ﻛﺎﻥ ﺑﻜﺎﺀ ﻣﺎﺭﻳﺎ ﻳﻌﻠﻮ ﺃﻛﺜﺮ ﻓﺄﻛﺜﺮ ﺩﻭﻥ ﺗﻮﻗﻒ...
,ﻓﻲ ﺗﻠﻚ ﺍﻷﺛﻨﺎﺀ، ﺍﺳﺘﻠﻘﺖ ﺇﻳﻔﺎ ﻓﻲ ﺳﺮﻳﺮﻫﺎ، ﻣﻐﻄﺎﺓ ﺑﺎﻟﻔﺮﺍﺵ.
,ﻋﺎﺩ ﻫﻴﺪﻳﻮﺷﻲ ﻣﻦ ﺍﻟﺤﻤﺎﻡ ﻭﻫﻮ ﻳﻄﻮﻱ ﻣﻨﺪﻳﻼً ﻣﺒﻠﻼً ﺑﺎﻟﻤﺎﺀ.
Ushiromiya Hideyoshi,"""...ﻳﺎ ﺇﻟﻬﻲ، ﺣﺮﺍﺭﺗﻚ ﻣﺮﺗﻔﻌﺔ ﺟﺪًﺍ... ......ﻳﺒﺪﻭ ﺃﻥ ﺳﻤﻮﻡ ﺍﺟﺘﻤﺎﻉ ﺍﻟﻌﺎﺋﻠﺔ ﻗﺪ ﻧﺎﻟﺖ ﻣﻨﻚِ... ......ﺍﻧﺴَﻲ ﺍﻵﻥ ﻛﻞ ﻣﺎ ﻳﺘﻌﻠﻖ ﺑﺄﻗﺮﺑﺎﺋﻚ ﺍﻵﺧﺮﻳﻦ... ...ﺣﺴﻨًﺎ؟"""
,ﻗﺎﻝ ﻫﻴﺪﻳﻮﺷﻲ ﺗﻠﻚ ﺍﻟﻜﻠﻤﺎﺕ ﺑﻠﻄﻒ، ﻭﻫﻮ ﻳﻀﻊ ﺍﻟﻤﻨﺪﻳﻞ ﺍﻟﺒﺎﺭﺩ ﺑﺮﻗﺔ ﻋﻠﻰ ﺟﺒﻴﻨﻬﺎ ﺍﻟﻤﺤﻤﻮﻡ.
,ﺛﻢ ﻣﺪﺕ ﺇﻳﻔﺎ ﻳﺪﻫﺎ ﻟﺘﻀﻌﻬﺎ ﻓﻮﻕ ﻳﺪﻩ...
Ushiromiya Eva,""".........ﻳﺪﻙ ﻫﺬﻩ...ﺑﺎﺭﺩﺓٌ ﻟﻠﻐﺎﺍﺍﻳﺔ."""
