Speaker,Arabic (AR)
, ﻣﺪّﺕ ﻣﺎﺭﻳﺎ ﺍﻟﺴﻤّﺎﻋﺔ ﻟﻪ، ......ﻛﺄﻥّ ﻓﻲ ﺍﻷﻣﺮ ﺷﻴﺌًﺎ ﻃﺒﻴﻌﻴًّﺎ.
, ﻭﺷﻌﺮ ﺑﺎﺗﻠﺮ ﺑﺸﻲﺀٍ ﻣﻦ ﺍﻟﺘﺮﺩّﺩ ﻓﻲ ﺃﻥ ﻳﺄﺧﺬﻫﺎ.
, ......ﻷﻧّﻪ، .........ﺇﻥ ﺍﻋﺘﺮﻑ ﺑﻮﺟﻮﺩ ﻣَﻦ ﻓﻲ ﺍﻟﻄﺮﻑ ﺍﻵﺧﺮ، .........ﻓﻠﻦ ﻳﺒﻘﻰ ﻟﻪ ﻣﻨﺎﺹٌ ﻣﻦ ﺍﻹﻗﺮﺍﺭ ﺑﺬﻟﻚ.
, .........ﻭﻗﺪ ﻗﺎﻟﺖ ﻛﻴﺮﻳﻲ.
, ......ﻟﻢ ﻳَﻌُﺪْ... ...ﺛﻤّﺔ ﺣﺎﺟﺔ... ...ﻟﻠﺮّﻳﺐ ﻓﻲ ﻭﺟﻮﺩﻫﻢ...
, ﻓﺄﺧﺬ ﺑﺎﺗﻠﺮ ﺍﻟﺴﻤّﺎﻋﺔ.
, ﻭﺑﻌﺪ ﺃﻥ ﻓﻌﻞ، ﻣﻀﺖ ﻣﺎﺭﻳﺎ ﺑﺨﻄًﻰ ﺳﺮﻳﻌﺔ ﻧﺤﻮ ﺍﻟﺒﺎﺏ.
, ﻭﺗﺮﺩّﺩ ﺑﺎﺗﻠﺮ ﻗﻠﻴﻼً، ﺇﺫ ﺧﺸﻲ ﺃﻥ ﻳﻌﻠﻢ ﺣﻘًّﺎ ﻣَﻦ ﺍﻟﺬﻱ ﻳُﺤﺎﺩﺛﻪ، ﻓﺴﺄﻟﻬﺎ ﻗﺒﻞ ﺃﻥ ﻳُﺠﻴﺐ ﻋﻠﻰ ﺍﻟﻤﻜﺎﻟﻤﺔ.
Ushiromiya Battler,"""ﻫـ...ﻫﻴﻪ! ﺇﻟﻰ ﺃﻳﻦ ﺗﻤﻀﻴﻦ...؟!"""
Ushiromiya Maria,"""ﺇﻟﻰ ﺣﻴﺚ ﺍﺧﺘﺒﺎﺭﻱ. ......ﺃﺗُﺮﻯ ﻣﻦ ﺳﻴﻜﻮﻥ ﻭﺭﻳﺚ ﺁﻝ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ، ﺃﻧﺖ ﺃﻡ ﺃﻧﺎ؟ ﻛﻬِﻬﻲ{0}ﻫﻲ{0}ﻫﻲ{0}ﻫﻲ{0}ﻫﻲ{0}ﻫﻲ{0}ﻫﻲ{0}ﻫﻲ{0}ﻫﻴﻬﻲ."""
Ushiromiya Battler,""".........ﻻ...ﻻ ﺗﺬﻫﺒﻲ!! ﺳﻴﻘﺘﻠﻮﻧﻚ!!"""
Ushiromiya Maria,"""ﻟﻦ ﺃُﻗﺘﻞ. ﻓﺎﻟﻄﻘﺲ ﻗﺪ ﺍﻧﻘﻀﻰ. ...ﻭﺣﺘﻰ ﻟﻮ ﻗُﺘﻠﺖ، ﻓﺈﻧﻲ ﺳﺄُﺑﻌﺚ. ......ﺳﻮﺍﺀ ﺃﺻﺒﺢ ﺃﺣﺪُﻧﺎ ﺍﻟﺮﺋﻴﺲ ﺃﻡ ﻟﻢ ﻳُﺼﺒﺢ، ﻓﻘﺪ ﺩُﻋﻴﻨﺎ ﺇﻟﻰ ﺍﻷﺭﺽ ﺍﻟﺬﻫﺒﻴّﺔ. ﺳﺄﺳﺒﻘﻚ، ﻟِﺬﺍ ﻭﺩﺍﻋًﺎ."""
Ushiromiya Battler,"""ﺍﻧﺘﻈﺮﻱ!! ﻣﺎﺭﻳﺎ...!!!"""
, ﻣﺪّ ﺑﺎﺗﻠﺮ ﻳﺪﻩ ﻧﺤﻮ ﻇﻬﺮﻫﺎ ﻭﻫﻲ ﺗﻤﻀﻲ، ......ﻏﻴﺮ ﺃﻥّ ﺳﻠﻚ ﺍﻟﺴﻤّﺎﻋﺔ ﺍﻟﺬﻱ ﻳُﻤﺴﻜﻪ ﺷﺪّﻩ ﺇﻟﻴﻪ ﻛﺎﻟﺴﻠﺴﻠﺔ.
, ......ﻓﺘﺠﻬّﺰ ﻟﻤﺎ ﺳﻴﺄﺗﻲ. ...ﺛﻢ ﻗﺮّﺏ ﺍﻟﺴﻤّﺎﻋﺔ ﻣﻦ ﺃُﺫﻧﻪ......
Ushiromiya Battler,"""...............ﻣـ-............ﻣﺮﺣﺒًﺎ......؟"""
{f:5:Beatrice},"""<ﺗﻬﺎﻧﻴﻨﺎﺍﺍﺍﺍﺍﺍﺍﺍ>!! <ﻭﺃﻧﺎ ﺑﺨﻴـﺮ>!! <ﻭﺃﻧـــــــــــــــــــــــــــــــــــــــــﺖ>؟!  ﺁﺁﻫﻴﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﻴﺂﺁﺁﺁ!!!"""
, ﻟﻐﺔٌ ﺇﻧﺠﻠﻴﺰﻳّﺔٌ ﻣﺸﻮّﻫﺔ، ﺳﺎﺧﺮﺓ، ﻏﻤﺮﺕ ﺃُﺫﻧَﻴﻪ.{n}......ﻛﺎﻧﺖ ﺻﻮﺕَ ﺍﻣﺮﺃﺓٍ ﻻ ﻳﻌﺮﻓﻬﺎ.
, ......ﻣَﻦ-  ﺗﺠﻤّﺪ ﻣﺎ ﻓﻲ ﺭﺃﺳﻪ-  ............ﻣَﻦ............
{f:5:Beatrice},"""ﺃﺗﺴﺄﻝ ""ﻣَﻦ"" ﻳﺎ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ ﺑﺎﺗﻠﺮﺭﺭﺭﺭ...؟ ﻋﻠﻴﻚَ ﺃﻥ ﺗﺮﺩ ﺑـ <ﻧﻌﻢ~، ﺃﻧﺎ ﺑﺨﻴـــــﺮ>! ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟؟ ﺃﻭﻩ، ﻳﺎ ﻟﻠﺤﻨﻴﻦ... ﻻ ﺑﺪّ ﺃﻧّﻚ ﻓﻌﻠﺘﻬﺎ ﻓﻲ ﺍﻟﻤﺪﺭﺳﺔ ﺍﻹﻋﺪﺍﺩﻳّﺔ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟ ﺗﻠﻚ ﺍﻟﻠﻌﺒﺔ ﺍﻟﺰﻭﺟﻴّﺔ! ﺃﻫﻴﺎ{0}ﻫﻴﺎ{0}ﻫﻴﺎ{0}ﻫﻴﺎ{0}ﻫﻴﺎ{0}ﻫﻴﺎﺍﺍﻫﻪ!!!"""
Ushiromiya Battler,"""ﺃ...ﺃﻧﺖِ ﻣﺠﻨﻮﻧﺔ...... ﻣَﻦ ﺃﻧﺖِ؟!! ﺃﺟﻴﺒﻲ!!!"""
{f:5:Beatrice},"""ﻗُﻠﻬﺎ ﺑﺎﻹﻧﺠﻠﻴﺰﻳّﺔ. ﺃﻟﻴﺴﺖ ﺗﺨﺼّﺼﻚ~~؟!"""
Ushiromiya Battler,"""......ﻛﻔﻰ ﻋﺒﺜًﺎ...... ﻣﻦ ﺗﻜﻮﻧﻴﻦ؟!! ﺃﺃﻧﺖِ ﺧﺎﺩﻣﺔ ﺫﻟﻚ ﺍﺑﻦ ﺍﻟﺤﺮﺍﻡ ﺍﻟﺨﺮﻑ؟!"""
{f:5:Beatrice},"""ﺧﺎﺩﻣﺔ"" ﻭﺻﻒٌ ﻗﺎﺱٍ. ﺍﻧﻈﺮ ﻟﻸﻣﺮ ﻣﻦ ﺍﻟﺠﻬﺔ ﺍﻷﺧﺮﻯ ﻭﺟﺮّﺏ ""ﺍﻵﺳِﺮﺓ"". ......ﻟﻘﺪ ﺃﺳﺮﺕُ ﻛﻴﻨﺰﻭ! ﺃﻟﻴﺲ ﻛﺬﻟﻚ~~؟ ﻭﺍﻫﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎ{0}ﻫﺎﻫﺎﻫﺎ..."""
, ﻭﻟﻢ ﻳﻜﻦ ﺿﺤﻜﻬﺎ ﺍﻷﺧﻴﺮ ﻣﻮﺟّﻬًﺎ ﺇﻟﻰ ﺑﺎﺗﻠﺮ.
, ......ﻛﺄﻥّ ﻛﻴﻨﺰﻭ ﻧﻔﺴﻪ ﻛﺎﻥ ﻫﻨﺎﻙ ﺇﻟﻰ ﺟﻮﺍﺭ ﺍﻟﻬﺎﺗﻒ، ﻳﻘﻬﻘﻪ ﻫﻮ ﺍﻵﺧﺮ...
Ushiromiya Battler,"""......ﻗـ...ﻗﻮﻟﻲ ﺍﺳﻤﻚ ﺍﻟﻠﻌﻴﻦ!! ﻣَﻦ ﺗﻜﻮﻧﻴﻦ؟! ﻣَﻦ؟!!!"""
{f:5:Beatrice},"""ﺟﺮّﺏ ﺃﻥ ﺗُﺨﻤّﻦ، ﻓﻘﺪ ﺗﺮﺑﺢ ﺩﻋﻮﺓً ﺇﻟﻰ ﻫﺎﻭﺍﻱ! ﺁﻫﻴﻪ{0}ﻫﻴﻪ{0}ﻫﻬﻴﺎﺍﺍﻩ!! ﺃﺧﻴــــﺮًﺍ. ﺃﺧﻴـــــﺮًﺍ!! ﻣﻤﻤﻤﻤﻤﻢ، ﻟﻘﺪ ﻛﺎﻥ ﻃﻮﻳـــــــــــﻼً، ﻃﻮﻳـــــــــــــﻼً ﺟﺪًّﺍ ﺫﻟﻚ ﺍﻻﻧﺘﻈﺎﺭ ﺣﺘﻰ ﻫﺬﺍ ﺍﻟﻴﻮﻡ!!"""
{f:5:Beatrice},"""ﻟﻘﺪ ﺍﻧﺘﻈﺮﺕ ﺃﻟﻒَ ﻋﺎﻡٍ ﺣﻘًّﺎ، ﺃﺗﻌﻠﻢ؟! ﻟﻬﺬﺍ ﺍﻟﻴﻮﻡ ﺃﻥ ﻳﺠﻲﺀ!! ﻭﻫﺎ ﻗﺪ ﺃﺗﻰ، ﺑﻔﻀﻠﻚ، ﺑﻌﺜــــﻲ ﺍﻟﻌﻈﻴﻢ!! <ﺷﻜﺮًﺍ ﻟﻚ> ﻛﻴﻨﺰﻭ! ﻭﻛﻤﻜﺎﻓﺄﺓٍ ﺧﺎﺻﺔ، ﺳﺄﻗﺒﻞ ""ﺗﺮﺍﺟﻌﻚ"" ﻋﻦ ﻧﻘﻠﺘﻚ ﺍﻷﺧﻴﺮﺓ!!!"""
Ushiromiya Kinzo,"""......ﻳﺎ ﻟﻠﺠﺤﻴﻢ، ﺃﺃﻧﺖِ ﻣﻀﻄﺮّﺓٌ ﻷﻥ ﺗﺒﺘﻬﺠﻲ ﺇﻟﻰ ﻫﺬﺍ ﺍﻟﺤﺪ؟ ﺃﻣﺎ ﻳﺴﻌﻚ ﺃﻥ ﺗﺘﺼﺮّﻓﻲ ﺑﻘﺪﺭٍ ﻣﻦ ﺍﻟﻮﻗﺎﺭ؟"""
, ﻛﺎﻥ ﻛﻴﻨﺰﻭ ﻭ{f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﺟﺎﻟﺴَﻴﻦ ﻣﺘﻘﺎﺑﻠَﻴﻦ ﻓﻮﻕ ﺭﻗﻌﺔ ﺍﻟﺸﻄﺮﻧﺞ ﻋﻠﻰ ﻃﺎﻭﻟﺔ ﺍﻻﺳﺘﻘﺒﺎﻝ.
, ﻭﻋﻠﻰ ﺍﻟﻄﺎﻭﻟﺔ ﻛﺬﻟﻚ ﺃﺟﺒﺎﻥٌ ﻓﺎﺧﺮﺓٌ ﻭﻣﺎ ﻳُﺮﺍﻓﻖ ﺍﻟﺸﺮﺍﺏ ﻣﻦ ﺍﻟﻠﺬﺍﺋﺬ.{n}ﻭﻗﺪ ﺍﻣﺘﺪّﺕ ﻋﻠﻰ ﺍﻟﺠﺎﻧﺐ ﺻﻔﻮﻑُ ﺍﻟﻘﻨﻴﻨﺎﺕ ﺍﻟﻔﺎﺭﻏﺔ ﻣﻦ ﺍﻟﻨﺒﻴﺬ.
, ﺃﻣﺎ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﻓﻜﺎﻧﺖ ﺗﺘﻘﻠّﺐ ﻋﻠﻰ ﺃﺭﻳﻜﺘﻬﺎ ﺗﻘﻠّﺐ ﺍﻟﺴﻜﺎﺭﻯ، ﻭﻓﻲ ﻳﺪﻫﺎ ﻛﺄﺱ ﻧﺒﻴﺬ، ﺗﺒﺪﻭ ﻓﻲ ﻧﺸﻮﺓٍ، ......ﺑﻞ ﻟﻌﻠّﻬﺎ ﻛﺎﻧﺖ ﺳﻜﺮﻯ ﺗﻤﺎﻣًﺎ.
{f:5:Beatrice},"""ﺃﻧﺎ ﻓﻲ {i:ﺃﺻﻔﻰ} ﻣﺰﺍﺝٍ ﺍﻟﻴﻮﻡ، ﻓﺼﺮﺕُ ﻛﺮﻳﻤﺔَ ﺍﻟﺠُﻨﻮﻥ!! ﻫﻴﻪ، ﻫﻴﻪ، ﻳﺎ ﻛﻴﻨﺰﻭ، ﻻ ﺗﺠﻌﻞ ﺧﻤﺮ ﺍﻟﻌﻨﺐ ﺍﻟﻤﻌﺘّﻖ ﻫﺬﺍ ﺯﻳﻨﺔً ﻟﻠﻌﻴﻦ ﻓﻘﻂ! ﻳﺎ ﻟﻘﺪﺍﺳﺔ ﺍﻟﺴﻤﺎﺀ، ﺇﻧّﻪ ﻣﻦ ﻋﺎﻡ 7491؟!"""
{f:5:Beatrice},"""ﺇﻥ ﻟﻢ ﺗُﻔﺘَﺢ ﻫﺬﻩ ﺍﻟﻘﻨﻴﻨﺔ ﺍﻟﻴﻮﻡ، ﻓﻤﺘﻰ ﺗُﻔﺘَﺢ ﺇﺫًﺍ؟! ﺩﻋﻨﺎ ﻧﺮﺵُّ ﺑﻌﻀﻨﺎ ﻋﻠﻰ ﺑﻌﺾٍ ﻟﻠﻬﻮ! ﺛﻢ ﻧﺘﻬﺸّﻢ ﺍﻟﻘﻨﻴﻨﺔ ﺍﻟﻔﺎﺭﻏﺔ ﻓﻮﻕ ﺭﺅﻭﺳﻨﺎ! ﺃﻫﻴﻬﻴﺎﻫﻴﻬﻴﺎﻫﻴﻬﻬﺎ!!"""
