Speaker,Arabic (AR)
Ushiromiya Jessica,"""ﻛﻴﺎﻫﺎ-ﻫﺎﻫﺎ، ﺗﻮﻗﻒ ﻋﻦ ﺫﻟﻚ، ﻟﻤﻦ ﺍﻹﺣﺮﺍﺝ ﺃﻥ ﺗﻘﻮﻝ ﻫﺬﺍ ﻟﻲ ﻓﻲ ﻛﻞ ﺳﻨﺔ!"""
Ushiromiya Battler,"""......ﻫﺎ، ﻣﻬﻼ، ﺃﺧﻲ، ﻻ ﺑﺪ ﻭﺃﻧﻚ ﺗﻤﺎﺯﺣﻨﻲ. ﻫﻞ ﺣﻘﺎ ﺗﻠﻚ ﺟﻴﺴﻴﻜﺎ؟"""
Ushiromiya Jessica,"""ﻣﻬﻼ ﻟﺤﻈﺔ، ﺃﺧﻲ ﺟﻮﺭﺝ... ﻫﺬﺍ ﺍﻟﺮﺟﻞ ﺍﻟﻜﺒﻴﺮ،ﺑﺎﺗﻠﺮ؟!"""
, ﺣﺪﻕ ﻛﻼﻧﺎ ﻓﻲ ﺑﻌﻀﻨﺎ ﺍﻟﺒﻌﺾ.
,ﻣﻦ ﺍﻟﻤﺆﻛﺪ ﺃﻧﻬﺎ ﻟﻢ ﺗﻜﻦ ﻧﻔﺲ ﺍﻟﺸﺨﺺ ﺍﻟﻤﻮﺟﻮﺩ ﻓﻲ ﺫﻛﺮﻳﺎﺗﻲ، ﻟﻜﻦ ﻣﺎﺯﻟﺖ ﺃﺗﺬﻛﺮ {c:86EF9C:ﻃﺮﻳﻘﺘﻬﺎ ﺍﻟﻤﺠﻨﻮﻧﺔ ﻓﻲ ﺍﻟﺤﺪﻳﺚ}.
Ushiromiya Battler,"""ﺃﻧﺖ، ﺟﻴﺴﻴﻜﺎ! ﻣﺎ ﺍﻟﺬﻱ ﺃﺭﺍﻩ ﺃﻣﺎﻣﻲ! ﺃﻫﺬﻩ ﻣﺰﺣﺔ، ﻏﺪﻭﺕ ﺍﻣﺮﺃﺓ ﺍﻵﻥ! ﻣﺎ ﻫﺬﺍﻥ، ﺃﺛﺪﺍﺀ؟ ﺣﺘﻰ ﺃﻧﻪ ﺃﻣﻜﻨﻚ ﺍﻟﺤﺼﻮﻝ ﻋﻠﻰ ﺻﺪﺭ! ﺃﻫﻴﻬﻴﻬﻲ، ﺍﺳﻤﺤﻲ ﻟﻲ ﺑﻔﺮﻛﻬﻢ، ﻟﺘﺴﻤﺤﻲ ﻟﻲ~!"""
Ushiromiya Jessica,"""ﺗﻮﻗﻒ ﻋﻦ ﻫﺬﻩ ﺍﻷﻻﻋﻴﺐ، ﺃﻧﺎ ﺯﻫﺮﺓ ﺑﺮﻳﺌﺔ ﺗﺒﻠﻎ ﻣﻦ ﺍﻟﻌﻤﺮ ﺛﻤﺎﻧﻴﺔ ﻋﺸﺮ ﻋﺎﻣﺎ! ﺗﻤﺎﻣﺎ ﻣﺜﻞ ﻧﻤﻮ ﺍﻟﺸﻌﺮ، ﻧﻔﺲ ﺍﻟﺸﻲﺀ ﻳﺤﺪﺙ ﻋﻠﻰ ﺍﻷﻣﻮﺭ ﺍﻷﺧﺮﻯ! ﺃﺗﻌﺘﻘﺪ ﺑﺄﻧﻲ ﺍﻣﺘﻠﻜﺖ ﺃﺛﺪﺍﺀ ﻓﻘﻂ ﻟﺘﺘﻤﻜﻦ ﻣﻦ ﻓﺮﻛﻬﻢ، ﺃﻳﻬﺎ ﺍﻟﻔﺎﺷﻞ؟! ﻣﺎﺫﺍ ﻋﻨﻚ ﻳﺎ ﺑﺎﺗﻠﺮ؟ ﻛﻞ ﻣﺎ ﺗﻤﻠﻜﻪ ﻫﻮ ﺟﺴﺪﻙ ﺍﻟﻜﺒﻴﺮ ﺍﻟﺬﻱ ﻳﺒﻌﺚ ﻋﻠﻰ ﺍﻟﺴﺨﺮﻳﺔ!! ﻫﻞ ﺃﺻﺒﺤﺖ ﺃﻗﻮﻯ ﻗﻠﻴﻼ؟"""
Ushiromiya Battler,"""ﻻ ﺗﻌﺒﺜﻲ ﻣﻌﻲ، ﺳﺄﺭﻳﻚ ﻣﻘﺪﺍﺭ ﺍﻟﺘﺪﺭﻳﺐ ﺍﻟﺬﻱ ﺃﺗﻘﻨﺘﻪ ﻣﻨﺬ ﺫﻟﻚ ﺍﻟﺤﻴﻦ!"""
Ushiromiya Jessica,"""ﺃﻧﺖ ﺗﻐﻀﺒﻨﻲ!! ﺳﺄﺗﻐﻠﺐ ﻋﻠﻴﻚ ﻓﻲ ﻟﻌﺒﺘﻚ!"""
,ﺍﺳﻢ ﻫﺬﻩ ﺍﻟﻔﺘﺎﺓ ﺍﻟﻘﺎﺳﻴﺔ ﻫﻮ {p:0:香志朱}.
,......ﻭﻟﺪﺕ ﻣﺜﻠﻲ ﺗﺤﺖ ﻧﻔﺲ ﺍﻟﻨﺠﻢ ﺳﻴﺊ ﺍﻟﺤﻆ، ﻭﺗﻘﺎﺳﻤﻨﻲ ﻧﻔﺲ ﻧﻮﻋﻴﺔ ﺍﻷﺳﻤﺎﺀ ﺍﻟﻐﺮﻳﺒﺔ. ﺑﺄﻱ ﺣﺎﻝ، {p:0:香志朱} ﻳﻨﻄﻖ ‘ﺟﻴﺴﻴﻜﺎ‘.
,ﺇﻧﻬﺎ ﺍﺑﻨﺔ ﺷﻘﻴﻖ ﺃﺑﻲ ﺍﻷﻛﺒﺮ.
,ﺃﻥ ﻳﻜﻮﻥ ﻋﻤﻲ ﻫﻮ ﺍﻻﺑﻦ ﺍﻷﻛﺒﺮ ﻟﻌﺎﺋﻠﺔ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ، ﺫﻟﻚ ﻳﻌﻨﻲ ﺑﺄﻥ ﺟﻴﺴﻴﻜﺎ، ﺣﺘﻰ ﺍﻵﻥ، ﻫﻲ ﺍﻟﻮﺭﻳﺚ ﺍﻟﻤﺤﺘﻤﻞ ﻟﻌﺎﺋﻠﺔ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ.
,ﺑﻤﺎ ﺃﻧﻨﻲ ﻭﺟﻴﺴﻴﻜﺎ ﻓﻲ ﻧﻔﺲ ﺍﻟﻌﻤﺮ، ﻓﻜﻨﺎ ﻧﺘﺼﺎﺭﻉ ﺃﺣﻴﺎﻧﺎ ﻓﻲ ﺍﻟﻔﺮﻭﻕ ﺑﻴﻦ ﺍﻟﻮﻟﺪ ﻭﺍﻟﻔﺘﺎﺓ ﻣﻊ ﺑﻌﻀﻨﺎ ﺍﻟﺒﻌﺾ، ﺍﻋﺘﺪﻧﺎ ﺩﺍﺋﻤﺎ ﺍﻟﻘﺘﺎﻝ ﻭﺍﻟﻤﺰﺍﺡ ﻛﻠﻤﺎ ﺗﺠﻤﻊ ﺍﻷﻗﺎﺭﺏ.
,ﻧﻤﺖ ﺟﻴﺴﻴﻜﺎ ﺑﺴﺮﻋﺔ ﺃﻛﺒﺮ ﻣﻨﻲ، ﻟﺬﻟﻚ ﻛﺎﻧﺖ ﺩﺍﺋﻤﺎ ﺗﻐﻠﺒﻨﻲ ﻣﻦ ﺣﻴﺚ ﺍﻟﺤﺠﻢ ﻭﺍﻟﻘﻮﺓ ﺍﻟﺒﺪﻧﻴﺔ.
,ﻭﻫﻜﺬﺍ، ﻛﻠﻤﺎ ﻗﻤﻨﺎ ﺑﻤﺴﺎﺑﻘﺔ ﻟﻠﻘﻮﺓ، ﻋﺎﺩﺓ ﻣﺎ ﻳﻜﻮﻥ ﺍﻟﻔﻮﺯ ﻣﻦ ﺻﺎﻟﺢ ﺟﻴﺴﻴﻜﺎ.
,ﺃﺩﺭﻙ ﺑﻮﺿﻮﺡ ﺃﻧﻨﻲ ﺍﻷﻛﺒﺮ ﺍﻵﻥ، ﻟﻜﻦ ﺃﺷﻌﺮ ﺃﻧﻲ ﺳﺄﺧﺴﺮ ﺃﻣﺎﻡ ﺟﻴﺴﻴﻜﺎ ﺑﻘﻮﺗﻲ ﻫﺬﻩ. 
Ushiromiya Battler,"""........ﻫﻨﻦ... ﺟﺎﺍﻩ...!"""
Ushiromiya Jessica,"""........ﻭﻭﻩ... ﺁﻩ...! ﻣﺎ... ﻣﺎ ﺍﻟﺪﺍﻋﻲ ﻟﻠﺘﺼﺮﻑ ﺑﻜﻞ ﻫﺬﻩ ﺍﻟﺠﺪﻳﺔ...؟! ﺃﻭﻭﻭﻭﻭﻩ..."""
Ushiromiya Battler,"""ﻣﻬﻼ ﻣﻬﻼ، ﻫﺬﺍ ﻻ ﺷﻲﺀ! ﺟﻴﺴﻴﻜﺎ، ﻟﻘﺪ ﺃﺻﺒﺤﺖ ﺿﻌﻴﻔﺔ."""
Ushiromiya Jessica,"""ﺃ، ﺃﺻﻤﺖ. ﺃﻧﺎ ﺍﻣﺮﺃﺓ،  ﻟﺬﻟﻚ ﻻ ﺗﻮﺟﺪ ﻃﺮﻳﻘﺔ ﺗﻤﻜﻨﻨﻲ ﻣﻦ ﺍﻟﺘﻐﻠﺐ ﻋﻠﻰ ﺭﺟﻞ ﺑﺎﻟﻘﻮﺓ ﺍﻟﺠﺴﺪﻳﺔ ﺃﺑﺪﺍ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟"""
Ushiromiya Battler,"""ﺣﺴﻨﺎ، ﻫﺬﺍ ﺻﺤﻴﺢ ﺑﺎﻟﺘﺄﻛﻴﺪ! ﺍﻟﻠﺤﻢ ﺍﻟﻤﻮﺟﻮﺩ ﻋﻠﻰ ﺫﺭﺍﻋﻲ ﺫﻫﺐ ﻛﻠﻪ ﺇﻟﻰ ﺻﺪﺭﻙ. ﻳﺒﺪﻭ ﺑﺄﻧﻪ ﺳﻴﻜﻮﻥ ﺍﺧﺘﺒﺎﺭﺍ ﻟﻠﻘﻮﺓ ﺑﻴﻦ ﺫﺭﺍﻋﻲ ﻭﺃﺛﺪﺍﺋﻚ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟"""
Ushiromiya Jessica,"""ﺃﺧﺒﺮﺗﻚ، ﺃﺛﺪﺍﺋﻲ ﻟﻴﺴﺖ ﻣﻦ ﺃﺟﻠﻚ ﻟﺘﺸﻌﺮ ﺑﺎﻟﺮﺍﺣﺔ!!  ﺑﺎﻹﺿﺎﻓﺔ ﻟﺬﻟﻚ، ﻣﺎﺫﺍ ﻋﻨﻚ؟ ﻫﻞ ﻓﻴﻠﻚ ﺍﻟﻠﻄﻴﻒ ﺧﺎﺻﺘﻚ ﻗﺪ ﺃﺻﺒﺢ ﺃﻛﺒﺮ ﻗﻠﻴﻼ ﻣﻊ ﺑﻘﻴﺔ ﺟﺴﺪﻙ؟!"""
Ushiromiya Battler,"""ﺗﻮﻗﻔﻲ ﻋﻦ ﺫﻟﻚ، ﺃﻳﺘﻬﺎ ﺍﻟﺤﻤﻘﺎﺀ! ﻛﻼﺍﺍ، ﺃﻳﺘﻬﺎ ﺍﻟﻤﻨﺤﺮﻓﺔ!! ﺳﺘﻬﺪﻣﻴﻦ ﻣﺸﺮﻭﻉ ﺍﻟﺰﻭﺍﺝ ﺍﻟﻤﺴﺘﻘﺒﻠﻲ.... ﻻ ﺗﻠﻤﺴﻲ ﻣﺎ ﻳﺨﺼﻨﻲ!!"""
Ushiromiya Jessica,"""ﻻ، ﻻﺗﻘﻞ ﺃﻣﻮﺭﺍ ﻳﺴﻲﺀ ﺍﻟﻨﺎﺱ ﻓﻬﻤﻬﺎ!!"""
,ﺑﺼﺮﺍﺣﺔ، ﻛﻨﺖ ﻣﺪﻫﺸﺎ ﺑﺸﺪﺓ ﻛﻴﻒ ﻏﺪﺕ ﺟﻴﺴﻴﻜﺎ ﺃﻛﺜﺮ ﺃﻧﻮﺛﺔ، ﺣﻴﺚ ﺍﺿﻄﺮﺭﺕ ﻟﻠﺘﺠﻮﻝ ﻓﻲ ﺍﻷﻧﺤﺎﺀ ﻹﺧﻔﺎﺀ ﺩﻫﺸﺘﻲ.
,...ﻫﺬﺍ ﺻﺤﻴﺢ، ﺑﺎﻟﻨﻈﺮ ﺇﻟﻰ ﻣﺎ ﻛﺎﻧﺖ ﻋﻠﻴﻪ ﻗﺒﻞ ﺳﺖ ﺳﻨﻮﺍﺕ، ﻓﺘﺎﺓ ﺷﻘﻴﺔ ﻭﻣﺘﺴﻠﻄﺔ، ﺃﻱ ﺷﺨﺺ ﺳﻴﻨﺪﻫﺶ ﻣﻦ ﺫﻟﻚ.
,ﺣﺘﻰ ﻫﻲ ﻣﻨﺪﻫﺸﺔ ﻛﺬﻟﻚ.{n}ﺇﻧﻬﺎ ﺑﺎﻟﺘﺄﻛﻴﺪ ﻟﻢ ﺗﺘﻮﻗﻊ ﺑﺄﻧﻬﺎ ﺳﺘﺨﺴﺮ ﺃﻣﺎﻣﻲ ﻓﻲ ﺍﺧﺘﺒﺎﺭ ﺍﻟﻘﻮﺓ.
,ﺑﻌﺪ ﻫﺰﻳﻤﺘﻬﺎ ﺍﻟﻔﺎﺩﺣﺔ، ﻳﺠﺐ ﺃﻥ ﺗﻜﻮﻥ ﻣﺼﺪﻭﻣﺔ ﻟﻤﺎ ﺃﺻﺒﺤﺖ ﻋﻠﻴﻪ ﺑﻌﺪ ﻫﺬﻩ ﺍﻟﺴﺖ ﺳﻨﻴﻦ.
,.......ﺳﺖ ﺳﻨﻮﺍﺕ. ﻣﺠﺪﺩﺍ، ﺃﻧﺎ ﺃﺭﻳﻬﻢ ﺣﺠﻢ ﺗﻠﻚ ﺍﻟﻔﺠﻮﺓ ﺍﻟﻜﺒﻴﺮﺓ ﻣﻦ ﺍﻟﺰﻣﻦ.
Ushiromiya Jessica,"""ﻳﺎ ﻟﻠﺤﻤﺎﻗﺔ.... ﻫﺰﻳﻤﺔ ﺗﺎﻣﺔ. ﻳﺒﺪﻭ ﺃﻧﻨﻲ ﻟﻢ ﺃﻋﺪ ﻣﻨﺎﻓﺴﺔ ﻟﻚ ﺑﻌﺪ ﺍﻵﻥ."""
Ushiromiya George,"""ﻫﺬﺍ ﻟﻴﺲ ﺻﺤﻴﺤﺎ. ﺣﺘﻰ ﺑﺎﺗﻠﺮ-ﻛﻦ ﻳﻤﺘﻠﻚ ﻧﻘﺎﻁ ﺿﻌﻒ. ﺻﺤﻴﺢ، ﻣﺎﺭﻳﺎ-ﺗﺸﺎﻥ؟"""
Ushiromiya Maria,"""ﺃﻭﻭ-! ﺳﻘﻮﻭﻭﻁ، ﺳﻘﻮﻭﻭﻭﻁ!!"""
Ushiromiya Battler,"""ﺷﻴﻴﺶ، ﺍﺻﻤﺘﻲ ﻳﺎ ﻣﺎﺭﻳﺎ~، ﻟﻨﺒﻘﻲ ﺫﻟﻚ ﺳﺮﺍ ﻓﻴﻤﺎ ﺑﻴﻨﻨﺎ، ﺣﺴﻨﺎ؟"""
Ushiromiya Jessica,"""ﺳﻘﻮ-ﻁ؟ ﻣﺎﺫﺍ ﺗﻘﺼﺪ؟"""
Ushiromiya Battler,"""ﺃﻫﻴﻬﻴﻬﻲ!! ﺁﺳﻒ، ﻟﻦ ﺃﺩﻉ ﺟﻴﺴﻴﻜﺎ ﺗﺤﻈﻰ ﺑﻔﺮﺻﺔ ﻟﻤﻌﺮﻓﺔ ﻧﻘﻄﺔ ﺿﻌﻔﻲ ﺗﻠﻚ ﻓﻲ ﺍﻟﻮﻗﺖ ﺍﻟﺤﺎﻟﻲ. ﻓﻲ ﺍﻟﻨﻬﺎﻳﺔ، ﻛﺎﺑﻮﺱ ﺭﺣﻠﺔ ﺍﻟﻄﻴﺮﺍﻥ ﺗﻠﻚ ﻗﺪ ﺍﻧﺘﻬﻰ ﻣﻊ ﻛﻞ ﻣﺎ ﺣﺪﺙ ﺧﻼﻟﻪ! ﻛﻞ ﻣﺎ ﺗﺒﻘﻰ ﻫﻮ ﺗﻨﺎﺛﺮ ﻗﻄﺮﺍﺕ ﺍﻟﻤﺎﺀ ﺍﻟﻤﻨﻌﺸﺔ ﻭﺍﻟﻬﺎﺩﺋﺔ ﻟﺮﺣﻠﺔ ﺍﻟﻘﺎﺭﺏ. ﻟﻢ ﺃﺗﺼﻮﺭ ﺑﺄﻧﻨﻲ ﻗﺪ ﺃﺣﺐ ﺫﻟﻚ ﺍﻟﻘﺎﺭﺏ ﺍﻟﺸﺒﻴﻪ ﺑﻘﻄﻌﺔ ﻣﻦ ﺍﻟﺨﺮﺩﺓ ﺑﻬﺬﺍ ﺍﻟﻘﺪﺭ. ﺃﻫﻴﻬﻴﻬﻲ!"""
Ushiromiya Jessica,"""ﻫﺎﻩ؟؟؟؟ ﺃﺧﻲ ﺟﻮﺭﺝ، ﻣﺎ ﺧﻄﺒﻪ؟"""
Ushiromiya George,"""ﺳﺘﻌﺮﻓﻴﻦ ﻋﻤﺎ ﻗﺮﻳﺐ. ﻗﺮﻳﺒﺎ ﺟﺪﺍ."""
,ﻓﻲ ﺫﻟﻚ ﺍﻟﻮﻗﺖ، ﻟﻢ ﺃﻓﻬﻢ ﻣﺎ ﺍﻟﺬﻱ ﻗﺼﺪﻩ ﺃﺧﻲ ﺑﺘﻠﻚ ﺍﻻﺑﺘﺴﺎﻣﺔ ﺍﻟﻜﺒﻴﺮﺓ...
Kumasawa Chiyo,"""ﻣﺎﺫﺍ ﻳﻮﺟﺪ ﻟﺪﻳﻨﺎ ﻫﻨﺎ....، ﺃﻭﻭﻭﻩ! ﺑﺎﺗﻠﺮ-ﺳﺎﻥ، ﺇﻟﻰ ﺃﻱ ﻣﺪﻯ ﻛﺒﺮﺕ...!"""
,ﻣﻦ ﻫﻲ ﻫﺬﻩ ﺍﻟﻤﺮﺓ؟ ﺇﻧﻬﺎ ﻋﺠﻮﺯ ﻣﻊ ﻣﺌﺰﺭﺓ.{n}........ﺃﻭﻩ، ﻧﻌﻢ، ﻫﺬﺍ ﻳﻌﻴﺪﻧﻲ ﻟﻠﻤﺎﺿﻲ... ﺃﺗﺬﻛﺮ ﺍﻵﻥ!
Ushiromiya George,"""ﺃﺗﺘﺬﻛﺮﻫﺎ ﻳﺎ ﺑﺎﺗﻠﺮ-ﻛﻦ؟  ﺃﻧﻈﺮ، ﺇﻧﻬﺎ ﺇﺣﺪﻯ ﺍﻟﺨﺪﻡ، ﻛﻮﻣﺎﺳﺎﻭﺍ-ﺳﺎﻥ."""
Ushiromiya Battler,"""ﻛﻴﻒ ﻟﻲ ﺃﻥ ﺃﻧﺴﻰ ﺍﻟﻌﺠﻮﺯ ﻛﻮﻣﺎﺳﺎﻭﺍ! ﻋﻠﻰ ﻛﻞ ﺣﺎﻝ، ﻟﻢ ﺗﻜﺒﺮﻱ ﻭﻟﻮ ﻗﻠﻴﻼ ﻓﻲ ﺍﻟﺴﺖ ﺳﻨﻮﺍﺕ ﺍﻟﻤﺎﺿﻴﺔ. ﻣﻬﻼ، ﺃﻧﺖ ﻟﻢ ﺗﺼﺒﺤﻲ ﺃﺻﻐﺮ ﺳﻨﺎ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ~؟"""
Kumasawa Chiyo,"""ﻫﻮﻩ-ﻫﻮﻩ -ﻫﻮﻩ! ﻣﺆﺧﺮﺍ، ﺑﺸﺮﺗﻲ ﺃﺻﺒﺤﺖ ﻧﺎﻋﻤﺔ ﻭﺣﺮﻳﺮﻳﺔ! ﻭﺍﻧﻈﺮ، ﺃﻟﻢ ﻳﻜﺒﺮ ﺻﺪﺭﻱ ﺃﻳﻀﺎ؟ ...ﺃﺗﺮﻳﺪ ﺃﻥ ﺗﻔﺮﻛﻪ؟"""
