Speaker,Arabic (AR)
,...ﻭﻫﻨﺎﻙ، ......ﺗﻮﺍﺟﺪ ﺍﻟﻌﺪﻳﺪ ﻣﻦ ﺍﻟﻨﺎﺱ ﺍﻻﻋﺰﺍﺀ.{n}ﺇﺫ ﺃﻥّ ﺍﻻﺑﺘﺴﺎﻣﺔ ﻛﺎﻧﺖ ﺗﻌﻠّﻮ ﻭﺟﻮﻫﻬﻢ ﺑﻴﻨﻤﺎ ﻳﺘﺒﺎﺩﻟﻮﻥ ﺍﻃﺮﺍﻑ ﺍﻟﺤﺪﻳﺚ.
Ushiromiya Battler,"""ﺃ-.... ﺃﻧﺘﻢ....؟"""
,ﻛﺎﻥ ﻭﺍﻟﺪﻱ، ﻭﻛﻴﺮﻳﻲ، ﻭﺍﻟﻌﻢ ﻛﺮﺍﻭﺱ، ﻭﺍﻟﻌﻤﺔ ﺭﻭﺯﺍ، ﻭﺣﺘﻰ ﺍﻟﻌﻤﺔ ﺇﻳﻔﺎ ﻣﻮﺟﻮﺩﻳﻦ.
,......ﻛﺬﻟﻚ ﺃﺧﻲ ﺟﻮﺭﺝ، ﻭﺟﻴﺴﻴﻜﺎ، ﻭﻣﺎﺭﻳﺎ... ﻣﻬﻼً، ﻣﻬﻼً ﺣﺘﻰ ﺷﺎﻧﻮﻥ-ﺗﺸﺎﻥ ﻭﻛﺎﻧﻮﻥ-ﻛﻦ ﻭﻗﻮﺩﺍ-ﺳﺎﻥ ﻭﻛﻮﻣﺎﺳﺎﻭﺍ-ﺳﺎﻥ ﻫﻨﺎ ﺃﻳﻀًﺎ.
,ﺟﻤﻴﻌﻬﻢ ﻛﺎﻧﻮﺍ ﻳﺼﻔﻘﻮﻥ ﻭﻳﺤﺘﻔﻠﻮﻥ ﺑﻌﻮﺩﺗﻨﺎ...
Ushiromiya Battler,"""ﻛـ-ﻛﻴﻒ...؟ ﻇﻨﻨﺖُ ﺃﻥّ ﺍﻟﺠﻤﻴﻊ ﻗﺪ ﻣﺎﺕ...! ﻛﻴﻒ ﺃﻧﺘﻢ ﺃﺣﻴﺎﺀ...؟!"""
{f:5:Virgilia},"""......ﺇﻧّﻬﺎ ﺍﻷﺭﺽ ﺍﻟﺬﻫﺒﻴﺔ، ﺣﻴﺚ ﻛﻞ ﺃﺭﻭﺍﺡ ﺍﻟﻤﻮﺗﻰ ﺗﻨﺒﻌﺚ ﻟﻠﺤﻴﺎﺓ ﻣﻦ ﺟﺪﻳﺪ. ......ﻣﺮﺣﺒًﺎ ﺑﻌﻮﺩﺗﻚِ ﻳﺎ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}. ﻭﺃﻫﻼً ﺑﻚ ﻳﺎ ﺑﺎﺗﻠﺮ. ﺃﻫﻼً ﺑﻚ ﻓﻲ ﺍﻷﺭﺽ ﺍﻟﺬﻫﺒﻴﺔ."""
{f:5:Beatrice},"""............ﻫﻞ......ﻧﺠﺤﺖ؟ ...ﻫﻞ ﺑﻠﻐﺖُ ﺃﺧﻴﺮًﺍ...ﺍﻷﺭﺽ ﺍﻟﺬﻫﺒﻴﺔ?"""
Ronove,"""ﻧﻌﻢ ﻳﺎ ﺳﻴﺪﺗﻲ. ......ﺃﺧﻴﺮًﺍ ﺩﻋﻮﺕِ ﺍﻟﺠﻤﻴﻊ ﺇﻟﻰ ﺍﻷﺭﺽ ﺍﻟﺬﻫﺒﻴﺔ. ...ﺃﻫﻼً ﺑﻚَ ﻳﺎ ﺑﺎﺗﻠﺮ-ﺳﺎﻣﺎ ﻓﻲ ﺍﻷﺭﺽ ﺍﻟﺬﻫﺒﻴﺔ."""
Ushiromiya Kinzo,"""ﺑﺎﺗﻠﺮ. .........ﻟﻘﺪ ﻭﺻﻠﺖ ﺃﺧﻴﺮًﺍ."""
Ushiromiya Battler,"""ﺟـ-ﺟﺪﻱ... .........ﻣﺎ ﻫﺬﺍ ...ﺍﻟﻤﻜﺎﻥ..."""
Ushiromiya Kinzo,"""...ﺇﻥّ ﺩﻣﻲ ﻏﻴﺮ ﺍﻟﻤﺘﻮﺍﻓﻖ ﻣﻊ ﺍﻟﺴﺤﺮ، ﻳﺘﻐﻠﻐﻞ ﺑﻌﻤﻖ ﺩﺍﺧﻞ ﻋﺮﻭﻗﻚ. ...ﻟﻬﺬﺍ ﻛﻨﺖ ﺍﻟﻮﺣﻴﺪ ﺍﻟﺬﻱ ﻟﻢ ﻳﺘﻤﻜﻦ ﻣﻦ ﺑﻠﻮﻍ ﺍﻷﺭﺽ ﺍﻟﺬﻫﺒﻴﺔ. ﻭﻟﻜﻦّ ﻫﺎ ﻗﺪ ﻭﺟﺪﺗﻚ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}. ...ﻟﻘﺪ ﺑﺬﻟﺖ ﻛﻞ ﻣﺎ ﺑﻮﺳﻌﻬﺎ ﻟﻜﻲ ﺗﻨﻀﻢ ﺇﻟﻴﻨﺎ."""
Ushiromiya Battler,"""............ﻣﺎ ﺍﻟﺬﻱ ﺗﻘﻮﻟﻪ...؟"""
Nanjo Terumasa,"""ﻳﺒﺪﻭ ﺃﻧﻨﺎ ﺍﺟﺘﻤﻌﻨﺎ ﻫﻨﺎ ﺃﺧﻴﺮًﺍ."""
Gohda Toshiro,"""ﻫﻼّ ﺗﻔﻀﻠﺖ ﻭﺟﻠﺴﺖ ﻋﻠﻰ ﻣﻘﻌﺪﻙ ﻳﺎ ﺑﺎﺗﻠﺮ-ﺳﺎﻣﺎ. ﻋﺸﺎﺀ ﺍﻟﻴﻮﻡ ﺳﻴﻀﻢ ﺃﺷﻬﻰ ﺃﻃﺒﺎﻗﻲ. ﻟﺬﺍ ﺃﺭﺟﻮ ﺃﻥ ﺗﺘﻔﻀﻞ ﺑﺘﺬﻭﻗﻬﺎ."""
Beelzebub,"""ﻋﻠﻴﻚ ﺃﻥ ﺗﻌﺘﺒﺮ ﻧﻔﺴﻚ ﻣﺤﻈﻮﻇًﺎ!! ﻛﻨﺖُ ﺃﺭﻳﺪ ﺍﻟﺘﻬﺎﻡ ﻛﻞ ﺷﻲﺀ، ﻭﻟﻜﻦ ﺑﺪﺍﻋﻲ ﺍﻟﺸﻔﻘﺔ ﺗﺮﻛﺖ ﻟﻜﻢ ﺍﻟﻘﻠﻴﻞ!"""
Ushiromiya Battler,"""......ﺇﻧﻬﻦّ ﺍﻷﻭﺗﺎﺩ ﺍﻟﺴﺒﻌﺔ..."""
Lucifer,"""ﻛﻞ ﺫﻱ ﻋﻘﻞٍ ﻳُﻌﺎﻣﻞ ﺑﺘﺴﺎﻭﻱ ﻓﻲ ﺍﻷﺭﺽ ﺍﻟﺬﻫﺒﻴﺔ. ......ﻻ ﻳﻮﺟﺪ ﻫﻨﺎ ﺗﻤﻴﻴﺰ ﺑﻴﻦ ﺍﻷﺛﺎﺙ ﻭﺍﻟﺴﺎﺣﺮﺍﺕ ﻭﺍﻟﺒﺸﺮ."""
Shannon,"""...ﺑﺎﺗﻠﺮ-ﺳﺎﻣﺎ. ﻛﻨﺎ ﻧﻨﺘﻈﺮﻙ. ﺃﻫﻼً ﺑﻚ ﻓﻲ ﺍﻷﺭﺽ ﺍﻟﺬﻫﺒﻴﺔ..."""
Ushiromiya Battler,"""ﺷﺎﻧﻮﻥ-ﺗﺸﺎﻥ ﻭﺃﺧﻲ ﺟﻮﺭﺝ....!!"""
Ushiromiya George,"""......ﻣﺎ ﺯﻟﺖُ ﺃﺷﻌﺮ ﻭﻛﺄﻧّﻪ ﺣﻠﻢ... ﻣﻦ ﺍﻟﻤﻔﺘﺮﺽ ﺃﻧﻨﺎ ﻣُﺘﻨﺎ. ......ﻭﻟﻜﻦ، ﻧﺤﻦ ﺃﺣﻴﺎﺀ. ﺇﻻ ﺃﻥّ ﺍﻟﺠﻤﻴﻊ ﻫﻨﺎ ﻭﺍﻟﺠﻤﻴﻊ ﺃﻳﻀًﺎ ﺳﻌﺪﺍﺀ. ...ﺃﻧﺎ ﺣﻘًﺎ ﻋﺎﺟﺰٌ ﻋﻦ ﺗﺼﺪﻳﻖ ﻫﺬﺍ."""
Ushiromiya Eva,"""ﻧﻌﻢ، ﻻ ﺑﺪّ ﻭﺃﻧّﻪ ﺣﻠﻢ! ﻟﺬﺍ ﺣﺘﻰ ﻟﻮ ﺗﻘﺮّﺏ ﺟﻮﺭﺝ ﻣﻦ ﺧﺎﺩﻣﺔ ﻓﻬﺬﺍ ﻟﻴﺲ ﺑﻤﻬﻢ، ﻷﻧﻪ ﻣﺠﺮﺩ ﺣﻠـــــﻢ! ﻭﺁﺁﺁﺁﻩ!"""
Ushiromiya Hideyoshi,"""ﻫﺬﺍ ﻳﻜﻔﻲ ﻳﺎ ﺇﻳﻔﺎ. ﻋﻠﻴﻨﺎ ﺍﻵﻥ ﺃﻥ ﻧﺒﺎﺭﻙ ﺍﻟﺸﺎﺑﻴﻦ ﺑﺼﻤﺖ. ﺍﻷﺭﺽ ﺍﻟﺬﻫﺒﻴﺔ ﻫﻲ ﻣﺪﻳﻨﺔ ﺍﻟﺴﻌﺎﺩﺓ. ﻻ ﻳﺠﺐ ﺃﻥ ﻧﺘﺸﺎﺟﺮ ﻫﻨﺎ...!"""
Mammon,"""ﺍﻟﺠﻤﻴﻊ ﻫﻨﺎ ﺃﺣﺮﺍﺭ ﻓﻲ ﺣﺐّ ﻣﻦ ﻳﺸﺎﺅﻭﻥ. ...ﻻ ﺃﺣﺪ ﻳﺤﺘﺎﺝ ﺇﻟﻰ ﺍﻟﺘﺮﺩﺩ ﻓﻲ ﺍﺧﺘﺎﺭ ﻣﻦ ﻳﺤﺐ."""
Asmodeus,"""ﺇﻧّﻜﻤﺎ ﺗﺒﺪﻭﺍﻥ ﺭﺍﺋﻌﻴﻦ ﻳﺎ ﺟﻴﺴﻴﻜﺎ-ﺗﺸﺎﻥ ﻭﻛﺎﻧﻮﻥ-ﻛﻦ! ﺃﻧﺎ ﺃﺣﺴﺪﻛﻤﺎ!"""
Ushiromiya Jessica,"""......ﺃ-ﺃﻫﻼً ﻳﺎ ﺑﺎﺗﻠﺮ... ﺃﻧﺎ، ﻣﻤﻢ، ﻭﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎ..."""
Kanon,"""ﺃﻫﻼ ﺑﻚ ﻳﺎ ﺑﺎﺗﻠﺮ-ﺳﺎﻣﺎ، ﻭﻣﺮﺣﺒًﺎ ﺑﻌﻮﺩﺗﻚ..."""
,ﻛﺎﻧﺖ ﺟﻴﺴﻴﻜﺎ ﻣﺤﺮﺟﺔ ﻷﻧّﻬﺎ ﺗُﻤﺴﻚ ﺑﻴﺪ ﻛﺎﻧﻮﻥ-ﻛﻦ.
,ﺃﻣّﺎ ﻛﺎﻧﻮﻥ ﻓﻘﺪ ﺃﺭﺍﺩ ﺍﻻﻧﺤﻨﺎﺀ ﺑﺎﺣﺘﺮﺍﻡ ﺑﺼﻔﺘﻪ ﺧﺎﺩﻣًﺎ، ﻟﻜﻦ ﺑﻤﺎ ﺃﻥّ ﺃﻳﺪﻳﻬﻤﺎ ﻛﺎﻧﺘﺎ ﻣﺘﺸﺎﺑﻜﺘﺎﻥ، ﻓﻠﻢ ﻳﺴﺘﻄﻊ ﻓﻌﻞ ﺫﻟﻚ ﺑﺸﻜﻞٍ ﺟﻴﺪ. ﻓﺒﺪﺍ ﻣﻨﻈﺮﻫﻤﺎ ﻣﻀﺤﻜًﺎ ﻟﻮ ﺣﺎﻭﻟﺖ ﺗﺨﻴﻠﻪ.
Ushiromiya Natsuhi,"""ﻣﻊ ﺧﺎﺩﻡ؟!! ﻻ ﻳﻤﻜﻦ! ﻻ ﻳﻤﻜﻨﻨﻲ ﺍﻟﺴﻤﺎﺡ ﻟﺨﺎﺩﻡٍ ﺑﺄﺧﺬ ﺍﺑﻨﺘﻲ...!!"""
Ushiromiya Krauss,"""ﻭﻟﻤﺎﺫﺍ؟ ﺩﻋﻴﻬﺎ ﺗﺨﺘﺎﺭ ﻣﻦ ﺗﺤﺐ."""
Ushiromiya Natsuhi,"""ﻛﻼ، ﻻ ﻳﻤﻜﻦ! ﺁﺁﺁﺁﺁﺁﺁﻩ، ﺟﻴﺴﻴﻜﺎﺍﺍﺍﺍ!"""
Ushiromiya Eva,"""ﻟﻘﺪ ﺧُﻄِﻒَ ﺍﺑﻨﻲ ﺃﻳﻀًﺎﺍﺍ، ﺃﻭﻭﻭﻩ، ﺟﻮﻭﻭﻭﻭﺭﺝ!"""
,...ﻋﺎﻧﻘﺖ ﺍﻟﻌﻤﺔ ﻧﺎﺗﺴﻮﻫﻲ ﻭﺍﻟﻌﻤﺔ ﺇﻳﻔﺎ ﺑﻌﻀﻬﻤﺎ، ﻭﺫﺭﻓﺘﺎ ﺩﻣﻮﻉ ﺍﻵﺳﻰ ﻋﻠﻰ ﻃﻔﻠﻴﻬﻤﺎ ﺍﻟﺮﺍﺋﻌﻴﻦ.
,......ﺑﺎﻟﻨﻈﺮ ﺇﻟﻰ ﺧﻼﻓﺘﻬﻤﺎ ﺍﻟﺪﺍﺋﻤﺔ، ...ﻓﻘﺪ ﻛﺎﻥ ﻣﺸﻬﺪًﺍ ﻏﺮﻳﺒًﺎ.
Ushiromiya Rosa,"""......ﺇﻧّﻬﺎ ﻟﻴﺴﺖ ﻣﺸﻜﻠﺔ ﺣﻘًﺎ. ﻻ ﺑﺄﺱ ﻓﻲ ﺃﻥ ﻳﺤﺐ ﺍﻟﻤﺮﺀ ﻣﻦ ﻳﺤﺐ."""
Ushiromiya Kyrie,"""ﺑﺎﻟﻀﺒﻂ. ﻫﺬﺍ ﻳﺜﺒﺖ ﻗﻮﺓ ﺍﺭﺗﺒﺎﻁ ﺍﻟﻮﺍﻟﺪﻳﻦ ﺑﺬﺭﻳﺘﻬﻢ."""
Ushiromiya Rudolf,"""ﺑﺎﺗــــﻠﺮ، ﺃﻳﺎً ﻛﺎﻧﺖ ﺍﻟﻔﺘﺎﺓ ﺍﻟﺘﻲ ﺗﻌﻮﺩ ﺑﻬﺎ، ﻓﺴﺄﺭﺣﺐ ﺑﻬﺎ ﺑﺤﺮﺍﺍﺍﺍﺍﺭﺓ، ﺃﺗﻔﻘﻨﺎ؟"""
Ushiromiya Kyrie,"""ﺇﻳّﺎﻙ ﻭﺃﻥ ﺗﻌﺮّﻓﻬﺎ ﻋﻠﻰ ﺯﻳﺮ ﺍﻟﻨﺴﺎﺀ ﻫﺬﺍ ﻳﺎ ﺑﺎﺗﻠﺮ، ﺍﺗﻔﻘﻨﺎ؟ ﻟﻦ ﻳﺘﻮﺍﻧﻰ ﻟﺤﻈﺔً ﻋﻦ ﻣﻐﺎﺯﻟﺘﻬﺎ، ﻭﻟﻦ ﺗﺮﺍﻫﺎ ﺑﻌﺪﻫﺎ ﻣﺠﺪﺩًﺍ."""
Ushiromiya Maria,"""............ﺑﺎﺗﻠﺮ. ﻫﺎ ﻗﺪ ﻭﺻﻠﺖ ﺃﺧﻴﺮًﺍ. ﻛﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻴﻬﻲ."""
Ushiromiya Battler,"""ﻣﺎﺭﻳﺎ... .........ﻫﻞ ﻛﻨﺖِ ﺗﻌﻠﻤﻴﻦ ﻣﺴﺒﻘًﺎ .........ﺃﻥّ ﺍﻟﺠﻤﻴﻊ ﺳﻴﺄﺗﻲ ﺇﻟﻰ ﻫﻨﺎ......?"""
Ushiromiya Maria,"""ﺃﻭﻭ! ﻭﻟﻬﺬﺍ ﻣﺎﺭﻳﺎ ﻟﻢ ﺗﻜﻦ ﺧﺎﺋﻔﺔً ﺃﺑﺪًﺍ. ﺃﻣﺎ ﺍﻟﺒﺎﻗﻮﻥ ﻓﻜﺎﻧﻮﺍ ﻳﺮﺗﻌﺪﻭﻥ ﻭﻳﺮﺗﺠﻔﻮﻥ. ﻛﺎﻥ ﺃﻣﺮًﺍ ﻣﻤﺘﻌًﺎ!"""
Ushiromiya Battler,"""......ﺑﺤﻖّ ﺍﻟﺠﺤﻴﻢ. ...ﻇﻨﻨﺘُﻚِ ﺃﻛﺜﺮ ﻏﺮﻳﺒﺔ ﺃﻃﻮﺍﺭ ﺑﻴﻨﻨﺎ، ...ﻟﻜﻦ ﺃﺗﻀﺢ ﺃﻧّﻚِ ﻛﻨﺖ ﻣﺤﻘﺔً ﻣﻦ ﺍﻟﺒﺪﺍﻳﺔ."""
Chiester45,"""ﻳـ-ﻳﺎ ﻟﻠﻮﻗﺎﺣﺔ...! ﺇﻧّﻪ ﺃﻣﺮٌ ﻻ ﻳﻐﺘﻔﺮ ﺇﻃﻼﻗًﺎ ﺍﻟﺘﺤﺪﺙ ﻋﻦ ﺍﻟﺴﻴﺪﺓ ﻣﺎﺭﻳﺎ ﺑﻬﺬﻩ ﺍﻟﻄﺮﻳﻘﺔ!"""
