Speaker,Arabic (AR)
Nanjo Terumasa,"""ﺣﺘﻰ ﻛﺒﺎﺭ ﺍﻟﺴﻦ ﺳﻴﻮﺩﻭﻥ ﺍﻟﺮﻓﺾ."""
Kumasawa Chiyo,"""ﻫﻮﻩ-ﻫﻮﻩ-ﻫﻮﻩ-ﻫﻮ! ﻟﻜﻨﻪ ﻟﺬﻳﺬ!"""
,ﻛﺎﻧﺖ ﻛﻮﻣﺎﺳﺎﻭﺍ ﺗﺮﻓﻊ ﻣﻦ ﺭﻭﺣﻬﻢ ﺍﻟﻤﻌﻨﻮﻳﺔ ﺣﻘًﺎ ﺑﻨﻜﺎﺕ ﺍﻷﺳﻘﻤﺮﻱ ﺍﻟﺘﻲ ﺑﺮﻋﺖ ﻓﻴﻬﺎ. ﻟﻜﻦ ﺻﻮﺕ ﺍﻟﻤﻄﺮ ﺍﻟﻤﻨﻬﻤﺮ ﺟﻌﻞ ﺍﻫﺘﻤﺎﻣﻬﻢ ﻳﺘﺮﻛﺰ ﺣﺘﻤًﺎ ﻋﻠﻰ ﺍﻟﻀﻴﻒ ﺍﻟﻐﺎﻣﺾ.
,ﻓﻲ ﺍﻟﻨﻬﺎﻳﺔ، ﺍﻧﺘﻬﻰ ﺑﻬﻢ ﺍﻷﻣﺮ ﺑﺈﻏﺮﺍﻕ ﻣﺎﺭﻳﺎ ﺑﺎﻷﺳﺌﻠﺔ ﻣﺠﺪﺩًﺍ، ﻷﻧﻬﺎ ﻛﺎﻧﺖ ﺍﻟﺸﺨﺺ ﺍﻟﻮﺣﻴﺪ ﻫﻨﺎ ﺍﻟﺬﻱ ﺍﻟﺘﻘﻰ ﺑـ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}.
Ushiromiya George,"""ﻟﻢ ﺃﺻﺪﻕ ﻗﻂ ﺃﻥ ﺗﻠﻚ ﺍﻟﻘﺼﺔ ﺣﻘﻴﻘﻴﺔ."""
Ushiromiya Battler,"""ﻣﻦ ﻃﺮﻳﻘﺔ ﻗﻮﻟﻚ ﻫﺬﻩ ﻳﺒﺪﻭ ﺃﻧﻬﺎ ﻟﻢ ﺗﻜﻦ ﺍﻟﻤﺮﺓ ﺍﻷﻭﻟﻰ ﺍﻟﺘﻲ ﺗﺴﻤﻊ ﻓﻴﻬﺎ ﺃﻥ ﻣﺎﺭﻳﺎ ﺗﻠﺘﻘﻲ ﺑﺴﺎﺣﺮﺓ ﻭﺇﻥ ﻟﻢ ﺗﻜﻦ ﺗﺼﺪﻕ ﺫﻟﻚ."""
Ushiromiya Jessica,"""...ﻧﻌﻢ. ﻇﻨﻨﺘﻬﺎ ﺣﻜﺎﻳﺔ ﺧﺮﺍﻓﻴﺔ ﻧﻤﻄﻴﺔ ﺗﻨﺎﺳﺐ ﺃﺷﺨﺎﺻًﺎ ﻓﻲ ﺫﻟﻚ ﺍﻟﻌﻤﺮ ﺍﻟﺨﻴﺎﻟﻲ."""
Ushiromiya Maria,"""ﻣﻮﺟﻮﺩﺓ!! {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﻣﻮﺟﻮﺩﺓ!! ﻛﻞ ﻋﺎﻡ ﺣﻴﻦ ﻧﺄﺗﻲ ﺇﻟﻰ ﻣﺆﺗﻤﺮ ﺍﻟﻌﺎﺋﻠﺔ ﺃﺭﺍﻫﺎ ﻭﻧﻠﻌﺐ ﻣﻌًﺎ!"""
Kumasawa Chiyo,"""ﺻﺤﻴﺢ. ﻭﺭﻏﻢ ﺃﻥ ﺍﻟﺴﻴﺪﺓ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﻻ ﺗﻈﻬﺮ ﻋﺎﺩﺓً، ﻓﻘﺪ ﺳﻤﻌﺖ ﺃﻧﻬﺎ ﺗﻄﻞ ﺃﺣﻴﺎﻧًﺎ ﻓﺠﺄﺓً ﺃﻣﺎﻡ ﺍﻷﺷﺨﺎﺹ ﺍﻟﺼﺎﺩﻗﻴﻦ ﺫﻭﻱ ﺍﻟﻘﻠﻮﺏ ﺍﻟﻨﻘﻴﺔ، ﻟﺘﻤﻘﻠﺒﻬﻢ. ﻫﻮﻫﻮﻫﻮ."""
,ﻛﺎﻥ ﺍﺳﻢ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﻳﻄﻠﻖ ﻋﻠﻰ ﺍﻟﻜﺎﺋﻦ ﻓﻲ ﺗﻠﻚ ﺍﻟﺤﻜﺎﻳﺔ ﺍﻟﺨﺮﺍﻓﻴﺔ ﻋﻦ ﺳﺎﺣﺮﺓ ﺭﻭﻛﻴﻨﺠﻴﻤﺎ.
,ﻭﻷﻥ ﺍﻟﻌﺎﺋﻠﺔ ﻭﺍﻟﺨﺪﻡ ﻗﺒﻠﻮﺍ ﻋﻠﻨًﺎ ﺻﻮﺭﺓ ﺍﻟﺴﺎﺣﺮﺓ ﺍﻟﺘﻲ ﺍﺧﺘﻠﻘﻬﺎ ﻛﻴﻨﺰﻭ ﻓﻲ ﺃﻭﻫﺎﻣﻪ ﻹﺑﻘﺎﺋﻪ ﻓﻲ ﻣﺰﺍﺝ ﺟﻴﺪ، ﺃﺻﺒﺤﺖ ﺗﻠﻚ ﺍﻟﺤﻜﺎﻳﺔ ﺭﺍﺳﺨﺔً ﻛﺄﺳﻄﻮﺭﺓ ﺭﻭﻛﻨﺠﻴﻤﺎ، ﺃﻭ ﺭﺑﻤﺎ ﻗﺼﺔ ﺃﺷﺒﺎﺡ...
,ﺑﺎﻟﻨﺴﺒﺔ ﻷﻓﺮﺍﺩ ﺍﻟﻌﺎﺋﻠﺔ ﺍﻟﺬﻳﻦ ﻋﺮﻓﻮﺍ ﺗﻠﻚ ﺍﻟﺤﻘﻴﻘﺔ، ﻟﻢ ﺗﻜﻦ ﺣﻜﺎﻳﺔ ﺍﻟﺴﺎﺣﺮﺓ ﺍﻟﺬﻫﺒﻴﺔ ﺫﺍﺕ ﺃﻫﻤﻴﺔ ﻛﺒﻴﺮﺓ. ...ﻟﻜﻨﻬﻢ ﻟﻢ ﻳﺠﺮﺅﻭﺍ ﻋﻠﻰ ﻗﻮﻝ ﺫﻟﻚ ﺃﻣﺎﻡ ﻛﻴﻨﺰﻭ.
,ﺃﻣﺎ ﺑﺎﻟﻨﺴﺒﺔ ﻟﻤﻦ ﻟﻢ ﻳﻌﺮﻓﻮﺍ ﺍﻟﺘﺎﺭﻳﺦ، ...ﻛﻤﺎﺭﻳﺎ ﺍﻟﺼﻐﻴﺮﺓ ﻣﺜﻼً، ﻓﻠﻢ ﺗﻜﻦ ﺗﻠﻚ ﺍﻟﺤﻜﺎﻳﺔ ﺧﺎﻭﻳﺔً ﻣﻦ ﺍﻟﻤﻌﻨﻰ، ﺑﻞ ﺃﺳﻄﻮﺭﺓ ﺣﻘﻴﻘﻴﺔ ﻋﻦ ﺳﺎﺣﺮﺓ.
,ﻓﺂﻣﻨﺖ ﻣﺎﺭﻳﺎ ﺑﺄﺳﻄﻮﺭﺓ ﺍﻟﺴﺎﺣﺮﺓ. ﺑﻞ ﺍﺑﺘﻠﻌﺘﻬﺎ ﻛﺎﻣﻠﺔً.
,...ﻛﺎﻥ ﺫﻟﻚ ﻃﺒﻴﻌﻴًﺎ ﻟﻔﺘﺎﺓ ﺧﻴﺎﻟﻴﺔ ﺗﺆﻣﻦ ﺑﺎﻟﺴﺎﺣﺮﺍﺕ.
,ﻓﻠﻢ ﻳﻨﻄﻖ ﺃﺣﺪٌ ﺑﻤﺎ ﻳﺨﻴﺐ ﺃﺣﻼﻣﻬﺎ.{n}...ﺑﻞ ﻋﻠﻰ ﺍﻟﻌﻜﺲ، ﺗﻌﺎﻭﻧﻮﺍ ﻹﺛﺎﺭﺓ ﺣﻤﺎﺳﻬﺎ ﺗﺠﺎﻩ ﺃﺣﻼﻣﻬﺎ.
Ushiromiya George,"""...ﻟﺬﺍ ﺣﺘﻰ ﻋﻨﺪﻣﺎ ﻛﺎﻧﺖ ﻣﺎﺭﻳﺎ ﺗﺘﺒﺎﻫﻰ ﺑﺎﻟﺤﻠﻮﻯ ﻗﺎﺋﻠﺔً ﺇﻥ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﺃﻋﻄﺘﻬﺎ ﺇﻳﺎﻫﺎ، ...ﻇﻨﻨﺖ ﺃﻥ ﺃﺣﺪًﺍ ﺭﺑﻤﺎ ﺩﺱّ ﺣﻠﻮﻯ ﻓﻲ ﺣﻘﻴﺒﺘﻬﺎ ﻟﻴﻮﻫﻤﻬﺎ ﺑﺬﻟﻚ."""
Nanjo Terumasa,"""............ﻭﻗﺪ ﻗﻤﺖ ﺃﻧﺎ ﺃﻳﻀًﺎ ﺑﻤﺜﻞ ﻫﺬﻩ ﺍﻟﻌﺮﻭﺽ ﻓﻲ ﺍﻟﻤﺎﺿﻲ ﻣﺮﺍﺕٍ ﻗﻠﻴﻠﺔ، ﺇﺫ ﻛﻨﺖ ﺃﺿﻊ ﺍﻟﺤﻠﻮﻯ ﺧﻔﻴﺔ ﻓﻲ ﻣﻜﺎﻥ ﻣﺎ ﻷﺟﻠﻬﺎ. ...ﻭﺭﺑﻤﺎ ﺍﻟﺴﻴﺪﺓ ﻛﻮﻣﺎﺳﺎﻭﺍ ﺃﻳﻀًﺎ—ﺑﻞ ﺃﻇﻦّ ﺟﻤﻴﻊ ﺍﻟﺨﺪﻡ ﻭﺃﻓﺮﺍﺩ ﻋﺎﺋﻠﺔ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ ﻓﻌﻠﻮﺍ ﺫﻟﻚ ﻣﺮﺓ ﺃﻭ ﻣﺮﺗﻴﻦ."""
Ushiromiya Battler,"""......ﺇﺫﻥ، ﺇﺫﺍ ﻛﺎﻥ ﺫﻟﻚ ﻳﺴﻌﺪ ﻃﻔﻠﺔً ﺻﻐﻴﺮﺓً ﺑﺮﻳﺌﺔ، ﻓﺄﺣﻴﺎﻧًﺎ ﺗﺘﻔﻘﻮﻥ ﻣﻌًﺎ ﻭﺗﻀﻌﻮﻥ ﺣﻠﻮﻯ ﻓﻲ ﻣﻜﺎﻥ ﻣﺎ. ......ﻓﻲ ﻫﺬﻩ ﺍﻟﺤﺎﻟﺔ، ﺃﺭﺍﻫﻦ ﺃﻧﻚ ﺗﻔﻌﻞ ﺫﻟﻚ ﻛﺜﻴﺮًﺍ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ، ﻳﺎ ﺃﺧﻲ ﺟﻮﺭﺝ؟"""
Ushiromiya George,"""............ﻣﻦ ﻳﺪﺭﻱ."""
,ﺍﻻﻋﺘﺮﺍﻑ ﺑﺬﻟﻚ ﺭﺑﻤﺎ ﻳﻜﻮﻥ ﻏﻴﺮ ﻻﺋﻖ.
,ﺍﻋﺘﺮﻑ ﺟﻮﺭﺝ ﺑﺬﻟﻚ ﺑﺤﺬﺭ ﺷﺪﻳﺪ ﺣﺘﻰ ﻻ ﺗﻜﺘﺸﻒ ﻣﺎﺭﻳﺎ.
Ushiromiya Battler,"""...ﺑﻌﺒﺎﺭﺓ ﺃﺧﺮﻯ، ......ﺇﻧّﻪ ﻳﺸﺒﻪ ﺳﺎﻧﺘﺎ ﻛﻠﻮﺯ ﻧﻮﻋًﺎ ﻣﺎ. ﻟﻠﺤﻔﺎﻅ ﻋﻠﻰ ﺃﺣﻼﻡ ﺍﻟﻄﻔﻞ، ﻳﺘﺂﻣﺮ ﺍﻟﻮﺍﻟﺪﺍﻥ ﻣﻌًﺎ ﻭﻳﻜﺬﺑﺎﻥ، ﻓﻴﻀﻌﺎﻥ ﺍﻟﻬﺪﺍﻳﺎ ﻋﻨﺪ ﺳﺮﻳﺮ ﺍﻟﻄﻔﻞ ﺍﻟﻨﺎﺋﻢ ﺑﻌﻤﻖ."""
Ushiromiya Jessica,"""......ﺃﻋﻨﻲ، ﻣﻦ ﺍﻟﻄﺒﻴﻌﻲ ﺃﻧﻚ ﺗﺮﻳﺪ ﺣﻤﺎﻳﺔ ﺃﺣﻼﻡ ﺍﻷﻃﻔﺎﻝ. ...ﺃﻣﺎ ﺃﻧﺎ، ﻓﻘﺪ ﺍﻛﺘﺸﻔﺖ ﺑﻮﺿﻮﺡ ﻣﻨﺬ ﺯﻣﻦٍ ﻃﻮﻳﻞ ﺃﻥ ﺳﺎﻧﺘﺎ ﻏﻴﺮ ﻣﻮﺟﻮﺩ. ......ﻟﻜﻦ ﻟﻮ ﻛﺎﻥ ﻣﻘﺒﻮﻻً ﺃﻻ ﺃﺳﺘﻴﻘﻆ ﻣﻦ ﺫﻟﻚ ﺍﻟﺤﻠﻢ، ﻟﻜﻨﺖ ﺃﺣﺒﺒﺖ ﺃﻥ ﺃﻇﻞّ ﺃﺅﻣﻦ ﺑﻪ ﻃﻮﺍﻝ ﺣﻴﺎﺗﻲ."""
Nanjo Terumasa,"""...ﻷﻧّﻬﻢ ﻳﻌﺮﻓﻮﻥ ﺃﻥّ ﺍﻟﻌﺎﻟﻢ ﻗﺎﺱ، ...ﻳﺮﻳﺪ ﺍﻟﻜﺒﺎﺭ ﻋﻠﻰ ﺍﻷﻗﻞّ ﺣﻤﺎﻳﺔ ﺃﺣﻼﻡ ﺍﻟﻄﻔﻞ ﺍﻟﻨﻘﻴﺔ."""
Ushiromiya Maria,"""ﺃﻭﻭ!! {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﻣﻮﺟﻮﺩﺓ! ""ﻣﻮﺟﻮﻭﻭﺩﺓ!!!"""
Kumasawa Chiyo,"""ﺃﻭﻩ، ﻳﺎ ﻟﻠﺮﻭﻋﺔ، ﺑﺎﻟﺘﺄﻛﻴﺪ. {f:7:ﺑﻴﺎﺗﺮﻳﺲ}-ﺳﺎﻣﺎ ﻣﻮﺟﻮﺩﺓٌ ﺣﻘًﺎ. ﻣﻨﺬ ﻓﺘﺮﺓٍ، ﻋﻨﺪﻣﺎ ﻛﻨﺖ ﺃﺟﻔﻒ ﺳﻤﻚ ﺍﻷﺳﻘﻤﺮﻱ ﻟﺘﺤﻀﻴﺮ ﺷﺎﻱٍ ﺃﺳﻮﺩ، ﻓﺠﺄﺓً—"""
Ushiromiya George,"""......ﺣﺴﻨًﺎ، ﻫﻜﺬﺍ ﺳﺎﺭﺕ ﺍﻷﻣﻮﺭ ﺗﻘﺮﻳﺒًﺎ. ...ﺃﻭ ﻋﻠﻰ ﺍﻷﻗﻞّ، ﻫﻜﺬﺍ ﻇﻨﻨﺎ ﺃﻧّﻬﺎ ﺳﺎﺭﺕ."""
Ushiromiya Battler,"""ﻟﺘﻠﺨﻴﺺ ﺍﻷﻣﺮ، ......ﺇﻧّﻬﺎ ﺳﺎﺣﺮﺓٌ ﻳﻔﺘﺮﺽ ﺃﻥّ ﺃﺣﺪًﺍ ﻟﻢ ﻳﻮﻣﻦ ﺑﻬﺎ، ﺑﺎﺳﺘﺜﻨﺎﺀ ﻣﺎﺭﻳﺎ."""
Ushiromiya George,"""ﺗﻠﻚ ﺍﻟﻜﻠﻤﺎﺕ ﻻ ﺗﻔﺴﺮ ﺍﻷﻣﺮ ﺗﻤﺎﻣًﺎ. ......ﻟﻴﺲ ﺃﻧّﻨﺎ ﻟﻢ ﻧﻮﻣﻦ. ...ﻛﻨﺎ ﻧﺤﺎﻭﻝ ﺃﻥ {i:ﻧﺠﻌﻠﻬﺎ} ﺗﺆﻣﻦ."""
,ﺇﺫﻥ، ﻛﺎﻥ ﻫﺬﺍ ﻳﺘﻌﻠﻖ ﺑﻌﺪﻡ ﺧﻴﺎﻧﺔ ﺑﺮﺍﺀﺓ ﺍﻟﻄﻔﻞ.
,ﻟﻜﻦّ ﺳﺎﻧﺘﺎ ﻏﻴﺮ ﻣﻮﺟﻮﺩ ﻓﻲ ﺍﻟﻮﺍﻗﻊ. ﺇﺫﺍ ﻛﻨﺖ ﻻ ﺗﺮﻳﺪ ﺃﻥ ﻳﺼﺎﺑﻮﺍ ﺑﺨﻴﺒﺔ ﺃﻣﻞٍ ﻋﻨﺪﻣﺎ ﻳﻌﺮﻓﻮﻥ ﺫﻟﻚ، ﻓﻼ ﻳﺠﺐ ﺃﻥ ﺗﻤﻨﺤﻬﻢ ﺫﻟﻚ ﺍﻟﺤﻠﻢ ﻣﻦ ﺍﻷﺳﺎﺱ.
,...ﻫﻞ ﻓﻜﺮﺕ ﻫﻜﺬﺍ ﻷﻧﻨﻲ ﻛﻨﺖ ﻻ ﺃﺯﺍﻝ ﺑﻌﻴﺪًﺍ ﻋﻦ ﺃﻥ ﺃﺻﺒﺢ ﺑﺎﻟﻐًﺎ ﻛﺎﻣﻼً؟
,ﻛﺎﻥ ﺑﺎﺗﻠﺮ ﻗﺪ ﻭﺻﻞ ﺃﺧﻴﺮًﺍ ﺇﻟﻰ ﻣﺴﺘﻮﻯ ﻣﻦ ﺍﻟﻔﻬﻢ ﺣﻮﻝ ﺍﻟﺸﻜﻞ ﺍﻟﺤﻘﻴﻘﻲ ﻟﺴﺎﺣﺮﺓ ﺭﻭﻛﻴﻨﺠﻴﻤﺎ.
,.........ﻟﻜﻦّ ﺍﻟﻮﺿﻊ ﺍﻟﺤﺎﻟﻲ ﻳﻘﻊ ﻋﻠﻰ ﻣﺴﺘﻮﻯ ﻓﻬﻢٍ ﺃﻋﻠﻰ ﻣﻦ ﺫﻟﻚ، ﻭﻳﻘﻠﺐ ﻛﻞّ ﺍﻓﺘﺮﺍﺿﺎﺗﻪ ﺭﺃﺳًﺎ ﻋﻠﻰ ﻋﻘﺐ...
Ushiromiya Battler,"""......ﻫﺬﺍ ﻛﻞّ ﻣﺎ ﺍﻋﺘﻘﺪﻧﺎ ﺃﻥّ ﺍﻟﺴﺎﺣﺮﺓ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}-ﺳﺎﻣﺎ ﻛﺎﻧﺖ ﻋﻠﻴﻪ، ﻟﻜﻨﻬﺎ ﻇﻬﺮﺕ ﻓﻌﻼً. ﺻﺤﻴﺢ."""
Ushiromiya Battler,"""ﻭﻋﻼﻭﺓً ﻋﻠﻰ ﺫﻟﻚ، ﺑﻨﺎﺀً ﻋﻠﻰ ﺿﺠﺔ ﻭﺍﻟﺪﻳﻨﺎ، ﻳﺒﺪﻭ ﺃﻧّﻬﺎ ﻟﻢ ﺗﻜﻦ ﺿﻴﻔﺔ ﻣﺪﻋﻮﺓ. ......ﻫﺬﺍ ﻳﺒﺪﻭ ﻧﻮﻋًﺎ ﻣﺎ ﻣﺜﻴﺮًﺍ ﻟﻼﻫﺘﻤﺎﻡ."""
Ushiromiya George,"""ﻻ ﻳﻮﺟﺪ ﺃﺳﺎﺱٌ ﻓﻌﻠﻲّ ﻟﻠﻘﻮﻝ ﺇﻥّ ﺍﻣﺮﺃﺓً ﺗﺪﻋﻰ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﻏﻴﺮ ﻣﻮﺟﻮﺩﺓ. ......ﺇﻧّﻪ ﻣﺎ ﺃﺳﻤﺎﻩ ﺍﻟﻌﻢّ ﺭﻭﺩﻭﻟﻒ ﺩﻟﻴﻞ ﺍﻟﺸﻴﻄﺎﻥ. ......ﻟﻢ ﻳﻜﻦ ﺃﺣﺪٌ ﻣﻨﺎ ﻳﻌﺮﻑ ﺃﻥّ ﺍﻣﺮﺃﺓً ﺗﻄﻠﻖ ﻋﻠﻰ ﻧﻔﺴﻬﺎ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﻛﺎﻧﺖ ﻣﻮﺟﻮﺩﺓ."""
Ushiromiya George,"""...ﻟﻜﻦّ ﺫﻟﻚ ﻻ ﻳﻌﻨﻲ ﺃﻥّ ﺑﺈﻣﻜﺎﻧﻨﺎ ﻧﻔﻲ ﺍﺣﺘﻤﺎﻝ ﻭﺟﻮﺩ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}."""
Ushiromiya Jessica,"""......ﺃﻳﻬﺎ ﺍﻟﻄﺒﻴﺐ ﻧﺎﻧﺠﻮ، ﺃﻧﺖ ﺻﺪﻳﻖٌ ﻗﺪﻳﻢٌ ﻟﺠﺪّﻱ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟"""
Nanjo Terumasa,"""..................... ...ﻛﺎﻧﺖ ﻫﻨﺎﻙ ﻓﺘﺮﺓ ﺗﻠﻘﻴﺖ ﻓﻴﻬﺎ ﺍﻟﻜﺜﻴﺮ ﻣﻦ ﺍﻷﺳﺌﻠﺔ ﺣﻮﻝ ﻫﺬﺍ ﺍﻟﻤﻮﺿﻮﻉ ﻓﻲ ﻣﺆﺗﻤﺮﺍﺕ ﺍﻟﻌﺎﺋﻠﺔ، ﻣﻦ ﻛﺮﺍﻭﺱ-ﺳﺎﻥ ﻭﺁﺧﺮﻳﻦ. ......ﻣﻮﺿﻮﻉ ﻣﺎ ﺇﺫﺍ ﻛﺎﻥ ﻛﻴﻨﺰﻭ-ﺳﺎﻥ ﻗﺪ ﺍﻣﺘﻠﻚ ﻋﺸﻴﻘﺔ ﻣﻨﺬ ﺯﻣﻦٍ ﺑﻌﻴﺪ، ﻭﺭﺑﻤﺎ ﻃﻔﻼً ﻣﺨﻔﻴًﺎ ﻣﻌﻬﺎ."""
Ushiromiya Battler,"""ﻓﻬﻤﺖ. ﺭﺅﻭﺱ ﻭﺍﻟﺪﻳﻨﺎ ﻣﻤﺘﻠﺌﺔٌ ﺑﺘﻮﺯﻳﻊ ﺍﻟﻤﻴﺮﺍﺙ. ﻟﺬﺍ ﻣﻦ ﺍﻟﻮﺍﺿﺢ ﺟﺪًﺍ ﺃﻥّ ﻇﻬﻮﺭ ﺍﺑﻨﺔ ﻋﺸﻴﻘﺔٍ ﺳﻴﺴﺒﺐ ﻣﺸﻜﻠﺔ ﻟﻬﻢ."""
Nanjo Terumasa,"""ﻛﺮﺍﻭﺱ-ﺳﺎﻥ ﻭﺍﻟﺒﻘﻴﺔ ﺭﺑﻤﺎ ﺳﺄﻟﻮﺍ ﻗﻴﻨﺠﻲ-ﺳﺎﻥ ﻋﻦ ﺫﻟﻚ ﺃﻭﻻً. ﻟﻜﻦّ ﻗﻴﻨﺠﻲ-ﺳﺎﻥ ﺃﻗﺴﻢ ﻋﻠﻰ ﺍﻟﻮﻻﺀ ﻟﻜﻴﻨﺰﻭ-ﺳﺎﻥ ﻛﺮﺟﻞ ﻳﻤﻴﻨﻪ، ...ﻭﺭﺑﻤﺎ ﻛﺎﻥ ﺻﺪﻳﻘًﺎ ﻣﻮﺛﻮﻗًﺎ ﻟﻜﻴﻨﺰﻭ-ﺳﺎﻥ ﺃﻛﺜﺮ ﻣﻨﻲ."""
