Speaker,Arabic (AR)
, .........ﻭﻟﻌﻠَّﻪ ﻣﻴﻼﺩُ ﺃﺻﻐﺮِ ﻛﻮﻥٍ ﻓﻲ ﺍﻟﻮﺟﻮﺩ.{n}...ﺃﺻﻐﺮُ ﻛﻮﻥٍ ﻓﻲ ﺍﻟﻌﺎﻟﻢِ، ﻳﺨﻠﻘﻪُ ﺍﺛﻨﺎﻥِ ﻳﺤﺘﺎﺝُ ﺃﺣﺪُﻫﻤﺎ ﺇﻟﻰ ﺍﻵﺧﺮ...
, ﻭﺇﻥْ ﻛﺎﻥ ﺿﻴّﻘًﺎ، ﻓﻬﻮَ ﻋﺎﻟﻢٌ ﻛﺎﻣﻞٌ.{n}............ﻟﻜﻦْ ﻋﻠﻲَّ ﺃﻥ ﺃﻣﺰِّﻗَﻪُ.{n}.....................
Ushiromiya Ange,"""......ﻋﺬﺭًﺍ، .........ﻏﻴﺮَ ﺃﻧّﻲ ﻻ ﺃﺳﺘﻄﻴﻊُ ﺗﺮﻙَ ﺍﻷﻣﻮﺭِ ﻋﻠﻰ ﻫﺬﺍ ﺍﻟﺤﺎﻝ. ﻟﻘﺪ ﺟﺌﺖُ ﻷﺣﻄِّﻢَ ﻫﺬﻩِ ﺍﻷﺭﺽَ ﺍﻟﺬﻫﺒﻴّﺔَ ﻟـﻤﺎﺭﻳّﺎﺝ ﺳﻮﺭﺳﻴﻴﺮ."""
{f:5:Beatrice},"""............ﻟِﻢَ... ...ﺗﺮﻳﺪﻳﻦ ﺗﺤﻄﻴﻢ... ...ﻋﺎﻟﻤﻲ.........؟ ﻣَﻦ ﺫﺍ ﺃﺿﺮَّﻩُ ﻫﺬﺍ ﺍﻟﻌﺎﻟﻢُ، ﺳﻮﻯ ﻣﺎﺭﻳﺎ ﻭﺃﻧﺎ......؟!"""
Ushiromiya Ange,"""ﻫﺬﻩِ ﺍﻟﻠﻌﺒﺔُ ﺍﻟﺘﻲ ﺑﺪﺃﺗﻬﺎ ﺛﻢَّ ﻫﺠﺮﺗِﻬﺎ ﻗﺒﻞَ ﺗﻤﺎﻣِﻬﺎ، ﺗُﺒﻘﻲ ﺃﺧﻲ ﻣﻨﺘﻈﺮًﺍ ﺇﻟﻰ ﺍﻷﺑﺪ! ﺇﻥْ ﻟﻢ ﺗﻌﻮﺩﻱ ﺇﻟﻰ ﻣﻘﻌﺪﻙِ ﻓﻠﻦ ﻳﻨﺘﻬﻲ ﻧﺰﺍﻟﻜﻤﺎ...!!"""
{f:5:Beatrice},""".........ﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎ...ﻫﺎ...! ﻣﺎ ﻋﺎﺩَ ﻓﻲ ﺗﻠﻚَ ﺍﻟﻠﻌﺒﺔِ ﻻﻋﺐٌ ﻭﺍﺣﺪٌ ﺑﻌﺪ. ﺍﺧﺘﻔﻰ ﺑﺎﺗﻠﺮ، ﻭﺟﺌﺖُ ﺇﻟﻰ ﻫﻨﺎ ﻓﺎﺧﺘﻔﻴﺖُ ﺃﻧﺎ ﺃﻳﻀًﺎ. ﺗﻠﻚَ ﺍﻟﻠﻌﺒﺔُ ﻗﺪ ﺍﻧﻘﻀﺖ."""
Ushiromiya Ange,"""ﻟﻢ ﺗﻨﻘﺾِ ﺑﻌﺪ! ﺃﻧﺖِ ﻣﻦ ﺑﺪﺃَ ﺗﻠﻚَ ﺍﻟﻠﻌﺒﺔ، ﺃﻟﻴﺲ ﻛﺬﻟﻚِ؟!! ﻓﺎﺣﻤﻠﻲ ﺗﺒﻌﺘَﻬﺎ ﻛﻤﺎ ﻳﻨﺒﻐﻲ، ﻭﺑﻠّﻐﻴﻬﺎ ﺍﻟﻐﺎﻳﺔَ ﺍﻷﺧﻴﺮﺓ!"""
Ushiromiya Ange,"""ﺇﻣّﺎ ﺃﻥ ﺗﻬﺰﻣﻲ ﺑﺎﺗﻠﺮ، ﻭﺗُﺒﺪﻋﻲ ﺍﻟﻌﺎﻟﻢَ ﺍﻟﺬﻱ ﺭﻏﺒﺖِ ﺑﻪ ﺣﻘًّﺎ، ﻭﺇﻣّﺎ ﺃﻥ ﺗُﻬﺰﻣﻲ ﻭﺗُﻄﻠﻘﻲ ﻣﺎ ﺍﺑﺘﻠﻌَﻪُ ﺳﺤﺮُﻙ!! ﺗﺤﻤّﻠﻲ ﺍﻟﻤﺴﺆﻭﻟﻴّﺔ ﺇﻟﻰ ﺁﺧﺮِ ﺍﻷﻣﺮ!!"""
Ushiromiya Maria,"""...............ﻻ ﺗﻔﻌﻠﻲ، ﻳﺎ ﺇﻧﺠﻲ. ﺳﺘﻘﻀﻲ ﺑﻴـﺎﺗﻮ ﻋﻤﺮَﻫﺎ ﻓﻲ ﻫﺬﺍ ﺍﻟﻌﺎﻟﻢ ﻣﻌﻲ، ﻧﺤﻦُ ﺍﻻﺛﻨﺘﺎﻥِ ﺇﻟﻰ ﺍﻷﺑﺪ. ......ﻭﻟﺴﺖُ ﺃﺭﻳﺪُ ﺷﻴﺌًﺎ ﺁﺧﺮَ ﻣﺎ ﺩﻣﺖُ ﺃﻣﻠﻚُ ﺑﻴـﺎﺗﻮ. ......ﻛﻞُّ ﺍﻷﻣﺎﻧﻲ ﺗﺘﺤﻘّﻖُ ﻫﻨﺎ. ﻛﻞُّ ﺷﻲﺀٍ ﻫﻨﺎ."""
, ............ﺇﻥّ ﻫﺬﻩِ ﺍﻷﺭﺽَ ﺍﻟﺬﻫﺒﻴّﺔَ ﻟﻴﺴﺖ ﺳﻮﻯ ﺗﺒﻠﻮﺭِ ﺃﻓﻜﺎﺭِ ﻭﺃﺣﺎﺳﻴﺲِ ﺃﺧﺘﻲ ﺍﻟﻜﺒﺮﻯ ﻣﺎﺭﻳﺎ ﻭ{f:7:ﺑﻴﺎﺗﺮﻳﺲ}.
, ......ﻭﻷﻧﺘﺰﻉَ ﺑﻴـﺎﺗﻮ ﻣﻦ ﻫﺬﺍ ﺍﻟﻌﺎﻟﻢ، ......ﻋﻠﻲَّ ﺃﻥ... ...ﺃﺩﻣّﺮَﻩ.........
, ..................ﺃﻥ ﺃُﻓﻨﻲَ ﻫﺬﻩِ ﺍﻷﺭﺽَ ﺍﻟﺬﻫﺒﻴّﺔ، .........ﺍﻟﺘﻲ ﻻ ﺑﺪَّ ﺃﻧّﻬﺎ ﺁﺧﺮُ ﻋﺎﻟَﻢِ ﺳَﻜﻴﻨﺔٍ ﻟـ{f:7:ﺑﻴﺎﺗﺮﻳﺲ}......
Ushiromiya Ange,"""ﺃﺧﺘﻲ. ﻟﻴﺲَ ﻫﺬﺍ ﻫﻮ ﺍﻟﺼﻮﺍﺏ. ﻫﺬﻩِ ﺍﻷﺭﺽُ ﺍﻟﺬﻫﺒﻴّﺔُ ﻛﺎﺫﺑﺔ. ﺇﻧّﻬﺎ ﻟﻢ ﺗُﻨﺠﺰِ ﺍﻷﻣﻨﻴﺔَ ﺍﻟﺤﻘَّﺔَ ﺍﻟﺘﻲ ﺭﻏﺒﺖِ ﺑﻬﺎ ﻓﻲ ﺃﻋﻤﺎﻗِﻚِ."""
Ushiromiya Maria,""".........ﻟﻴﺲَ ﻫﺬﺍ ﺻﺤﻴﺤًﺎ!! ﻛﻞُّ ﺷﻲﺀٍ ﻳُﺴﺘﺠﺎﺏُ ﻫﻨﺎ! ﺍﻧﻈﺮﻱ، ﺣﺘّﻰ ﺃﻥ ﻫﻨﺎﻟﻚ ﻣﺎﻣﺎ ﻃﻴﺒﺔٌ ﻫﻨﺎ!!"""
, ﺍﺟﺘﻤﻌَﺖِ ﺍﻟﻔﺮﺍﺷﺎﺕُ ﺍﻟﺬﻫﺒﻴّﺔُ ﻭﺭﺍﺀَ ﻣﺎﺭﻳﺎ، ﻓﺘﻤﺜّﻠﺖْ ﻓﻲ ﻫﻴﺌﺔِ ﺍﻟﻌﻤﺔ ﺭﻭﺯﺍ ﺑﺎﺑﺘﺴﺎﻣﺔٍ ﺣﻨﻮﻧﺔ.
, .........ﺛﻢَّ ﺑﻌﺪ ﺃﻥْ ﺗﺒﺴّﻤﺖْ ﻟﻲ ﺑﻮﺩﺍﻋﺔٍ، ﺗﻔﺘّﺘﺖْ ﺑﺮﻓﻖٍ ﺇﻟﻰ ﺃﻭﺭﺍﻕٍ ﺫﻫﺒﻴّﺔٍ ﻭﺍﻧﺤﻠّﺖ.
Ushiromiya Maria,"""ﻛﻞُّ ﺷﻲﺀٍ ﻳﻤﻜﻦُ ﺧﻠﻘُﻪُ ﻫﻨﺎ. ﺣﺘﻰ ﺃﻧﺖِ، ﻭﺑﺎﺗﻠﺮ، ﻭﺃﺧﻲ ﺟﻮﺭﺝ، ﻭﺃﺧﺘﻲ ﻭﺟﻴﺴﻴﻜﺎ...!! ﺑﻮﺳﻌِﻚِ ﺃﻥ ﺗﺴﺘﺤﻀﺮﻱ ﻣﻦ ﺷﺌﺖِ، ﻭﺍﻟﺠﻤﻴﻊُ ﻟﻄﻔﺎﺀ...!! ﺗﻌﺎﻟﻲ ﻳﺎ ﺇﻧﺠﻲ، ﻟِﻨَﻠﻪُ ﻣﻌًﺎ......!!"""
, ............ﻋﺬﺭًﺍ، ﻳﺎ ﺃﺧﺘﻲ............
Ushiromiya Ange,"""ﻭﻣﺎﺫﺍ ﻋﻦ ﺳﺎﻛﻮﺗﺎﺭﻭ......؟"""
Ushiromiya Maria,""".........—"""
, ﻋﻨﺪ ﺳﻤﺎﻉِ ﺍﺳﻢِ ﺳﺎﻛﻮﺗﺎﺭﻭ، ﻏﺎﻣﺖْ ﻣﻼﻣﺢُ ﺃﺧﺘﻲ ﻛﺄﻧّﻬﺎ ﺗﺨﺘﻨﻖُ ﺑﺄﻧﻔﺎﺳِﻬﺎ.
{f:5:Beatrice},"""ﻛُﻔّﻲ... ﻻ ﺗﺬﻛﺮﻱ ﺫﻟﻚَ ﺍﻻﺳﻢ......"""
, ﺗﺒﺪّﻝَ ﻭﺟﻪُ ﺑﻴـﺎﺗﻮ ﻛﺬﻟﻚ.{n}ﻭﺿﻌﺖْ ﺫﺭﺍﻋَﻬﺎ ﺣﻮﻝَ ﻣﺎﺭﻳﺎ، ﺗﻌﺎﻧﻘُﻬﺎ ﻛﺄﻧّﻬﺎ ﺗﺬﻭﺩُ ﻋﻨﻬﺎ.
, .........ﻛﺎﻥَ ﺍﺳﻢُ ﺳﺎﻛﻮﺗﺎﺭﻭ ﻻ ﻳﺰﺍﻝُ ﻣﻦ ﺍﻟﻤﺤﺮَّﻣﺎﺕِ ﺑﺎﻟﻨﺴﺒﺔ ﻷﺧﺘﻲ.
Ushiromiya Ange,"""ﻭﻟِﻢَ ﻻ ﺃﺫﻛﺮُﻩ؟ ﺇﻧّﻪ ﺍﺳﻢُ ﺃﻋﺰِّ ﺃﺻﺪﻗﺎﺀِ ﻣﺎﺭﻳﺎ ﺃﺧﺘﻲ."""
Ushiromiya Ange,"""......ﻭﻟِﻢَ ﻻ ﺗﺪﻋﻴﻦَ ﺫﻟﻚَ ﺍﻟﺼﺪﻳﻖَ ﺍﻟﻘﺮﻳﺐَ ﺇﻟﻰ ﻫﺬﻩِ ﺍﻷﺭﺽِ ﺍﻟﻌﺠﻴﺒﺔِ ﺍﻟﺬﻫﺒﻴّﺔ؟ ﻭﻟِﻢَ، ﻓﻲ ﻫﺬﻩِ ﺍﻷﺭﺽِ ﺍﻟﺘﻲ ﺗﺘﺤﻘّﻖُ ﻓﻴﻬﺎ ﻛﻞُّ ﺍﻷﻣﺎﻧﻲ، ﻳﻜﻮﻥُ ﺳﺎﻛﻮﺗﺎﺭﻭ ﻭﺣﺪﻩُ ﻣﻦ ﻻ ﺗﺴﺘﻄﻴﻌﻴﻦَ ﺍﺳﺘﺪﻋﺎﺀَﻩ؟"""
{f:5:Beatrice},"""ﺫ-...ﺫﻟﻚ ﻷﻥّ...... ......ﻻ ﻋﻠﻴﻚِ، ﻳﺎ {f:7:ﻣﺎﺭﻳﺎ}. ﻟﺴﺖِ ﺑﺤﺎﺟﺔٍ ﻟﺘﺬﻛّﺮِ ﺳﺎﻛﻮﺗﺎﺭﻭ—"""
Ushiromiya Maria,"""............ﻟﻘﺪ ﻗﺘﻠﺘْﻪ ﻣﺎﻣﺎ!!!!"""
, ﺍﻧﻔﺠﺮﺕْ ﻣﺎﺭﻳﺎ ﺃﺧﺘﻲ ﻓﻲ ﻏﻀﺐٍ ﻫﺎﺋﻞٍ، ﻭﺗﺸﻨّﺞَ ﻭﺟﻬُﻬﺎ ﻏﻀﺒًﺎ.
, ﻭﻋﻨﺪَ ﺻﺮﺧﺘِﻬﺎ، ﻫﺒّﺖِ ﺍﻟﻔﺮﺍﺷﺎﺕُ ﻓﻲ ﺍﻟﺒُﺴﺘﺎﻥ، ......ﺗﻄﻴﺮُ ﻛﺈﻋﺼﺎﺭٍ ﻣﻦ ﺃﻭﺭﺍﻕٍ ﺫﻫﺒﻴّﺔ.
Ushiromiya Ange,"""ﻧﻌﻢ، ﺃﻋﻠﻢُ. ﻓﺎﻟﻌﻤﺔ ﺭﻭﺯﺍ...... ﺃﺧﺬﺕْ ﺩُﻣﻴﺘَﻚِ ﺍﻟﺜﻤﻴﻨﺔَ ﺳﺎﻛﻮﺗﺎﺭﻭ، ﻭﻣﺰّﻗﺘْﻬﺎ ﺇﺭﺑًﺎ......!!"""
Ushiromiya Maria,"""ﻏﻴﺎﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﻩ!!!"""
, ﺗﺤﻮّﻟﺖْ ﺻﺮﺧﺔُ ﻣﺎﺭﻳﺎ ﺇﻟﻰ ﻋﺎﺻﻔﺔٍ ﺑﻌﺜﺮﺕِ ﺍﻷﻭﺭﺍﻕَ ﺍﻟﺬﻫﺒﻴّﺔَ ﻭﺍﻷﻏﺼﺎﻥَ ﺑﻌﻨﻒ.
, ﺣﻘًّﺎ ﻛﺎﻧﺖْ ﻋﺎﺻﻔﺔً ﻣﻦ ﺫﻫﺐ.
{f:5:Beatrice},"""ﻛﻔﻰ...!! ﻛﻔﻰ ﻛﻔﻰ ﻛﻔﻰ...!!! ﻟِﻢَ ﺗﻨﺒﺸﻴﻦَ ﺍﻟﺠﺮﺡَ ﺍﻟﻐﺎﺋﺮَ ﻓﻲ ﻗﻠﺐِ {f:7:ﻣﺎﺭﻳﺎ}...؟! ﻻ ﺗُﺪﻧّﺴﻲ ﺭُﻗﺎﺩَ ﺍﻟﺼﺪﻳﻖِ ﺍﻟﻌﺰﻳﺰِ ﻋﻠﻴﻨﺎ ﻛﻠَﻴﻨﺎ، ﻣﺎﺭﻳﺎ ﻭﺃﻧﺎ...!!"""
Ushiromiya Ange,"""ﺇﺫﻥْ، ﻟِﻢَ ﻻ ﺗُﻌﻴﺪﻳﻦَ ﺑﻌﺼﺎﻙِ ﺍﻟﺴﺤﺮﻳّﺔِ ﺫﻟﻚَ ﺍﻟﺼﺪﻳﻖَ ﺍﻟﻌﺰﻳﺰَ ﺇﻟﻴﻬﺎ؟"""
{f:5:Beatrice},"""ﻛﻨﺖُ ﻷﻓﻌﻞَ ﻟﻮ ﺍﺳﺘﻄﻌﺖُ...!! ﻟﻜﻦّ ﺗﻠﻚَ ﺍﻟﺪُّﻣﻴﺔَ ﻛﺎﻧﺖْ ﺻُﻨﻊَ ﺭﻭﺯﺍ ﺑﻴﺪﻳﻬﺎ! ﻭﻣﻌﻨﻰ ﺗﻤﺰﻳﻖِ ﺫﻟﻚَ ﺍﻟﺸﻲﺀِ ﺍﻟﻔﺮﻳﺪِ ﺳﺤﺮﻳًّﺎ ﻫﻮ—"""
Ushiromiya Ange,"""ﻟﻦ ﺗﺨﺪﻋﻲ ﺃﺣﺪًﺍ. ﻭﻟِﻢَ ﻻ ﺗﺴﺘﻄﻴﻌﻴﻦَ ﺇﺣﻴﺎﺀَ ﺳﺎﻛﻮﺗﺎﺭﻭ؟ ﺛَﻢَّ ﺟﻮﺍﺏٌ ﻭﺍﺣﺪٌ ﻓﻘﻂ. ﺫﻟﻚ ﻷﻧّﻚِ ﻟﺴﺖِ ﺳﺎﺣﺮﺓً ﺣﻘﻴﻘﻴّﺔ!"""
{f:5:Beatrice},""".........ﺑﻞ ﺃﻗﺪﺭُ ﻋﻠﻰ ﺇﺣﻴﺎﺋِﻪِ ﺣﻘًّﺎ...!! ﺑﺴﺤﺮﻱ ﺃﺳﺘﻄﻴﻊُ ﺃﻥ ﺃﺑﻌﺜَﻪُ ﻣﺎ ﺷﺌﺖُ ﻣﻦ ﺍﻟﻤﺮّﺍﺕ، ﻛﻬﺬﺍ!!"""
{f:5:Beatrice},"""ﺑﻞ ﺃﺳﺘﻄﻴﻊُ ﺃﻥ ﺃﻣﻸَ ﻫﺬﺍ ﺍﻟﺒُﺴﺘﺎﻥَ ﺑﺴﺎﻛﻮﺗﺎﺭﻭ ﺇﻟﻰ ﺁﺧﺮِ ﻣﺪﺍﻩ...!!"""
Ushiromiya Ange,"""ﻧﻌﻢ، ﻻ ﺃﺳﺘﺒﻌﺪُ ﺃﻥ ﺗﻔﻌﻠﻲ، ﺑﺴﺤﺮِﻙِ ﺫﺍﻙ! ﻟﻜﻦَّ ﺃﺧﺘﻲ ﺍﻟﻜﺒﺮﻯ ﻟﻦ ﺗﻘﺪﺭَ ﺃﺑﺪًﺍ ﻋﻠﻰ ﺃﻥ ﺗﺮﻯ ﺳﺎﻛﻮﺗﺎﺭﻭ ﺍﻟﺬﻳﻦ ﺗﺨﻠﻘﻴﻨﻬﻢ!"""
Ushiromiya Ange,"""............ﺃﺗﺪﺭﻳﻦَ ﻟِﻢَ؟ ﺳﺄﻗﻮﻟُﻬﺎ ﺛﺎﻧﻴﺔً. ﻷﻧّﻚِ ﻟﺴﺖِ ﺳﺎﺣﺮﺓً ﺣﻘﻴﻘﻴّﺔ...!!"""
