Speaker,Arabic (AR)
,ﺑﻴﻨﻤﺎ ﻛﻨﺖ ﺃﺣﻤﻞ ﺑﻨﺪﻗﻴﺘﻲ ﻭﺃﺣﺪﻕ ﺑﺜﺒﺎﺕ ﺇﻟﻰ ﺍﻷﻣﺎﻡ، ......ﺗﺎﺑﻌﺖُ ﻧﺰﻭﻝ ﺍﻟﺪﺭﺝ...
,ﺍﻟﺠﺪﺭﺍﻥ ﻭﺍﻟﺴﻼﻟﻢ ﻭﺍﻷﺿﻮﺍﺀ...ﺑﺪﺕ ﻛﻠﻬﺎ ﻗﺪﻳﻤﺔ ﺍﻟﻄﺮﺍﺯ.{n}...ﺭﺑﻤﺎ ﺗﻌﻮﺩ ﺇﻟﻰ ﺯﻣﻦ ﺑﻨﺎﺀ ﺍﻟﻘﺼﺮ ﻋﻠﻰ ﻫﺬﻩ ﺍﻟﺠﺰﻳﺮﺓ، ﻭﻻ ﺷﻚ ﻓﻲ ﺫﻟﻚ.
,ﻏﺰﺕ ﺍﻟﺸﻘﻮﻕ ﺳﻘﻒ ﺍﻟﺪﺭﺝ، ﻭﺗﺴﺎﻗﻄﺖ ﻣﻨﻬﺎ ﺍﻟﻤﻴﺎﻩ ﺑﺎﺳﺘﻤﺮﺍﺭ.
,ﻛﺎﻧﺖ ﺍﻟﻤﻴﺎﻩ ﺗﺴﻴﻞ ﻓﻲ ﻣﺰﺭﺍﺏ ﺃﻗﻴﻢ ﻋﻠﻰ ﻃﻮﻝ ﺍﻟﺪﺭﺝ، ﺛﻢ ﺗﺘﺪﻓﻖ ﺳﺮﻳﻌًﺎ ﻧﺤﻮ ﻇﻠﻤﺔ ﺃﻋﻤﺎﻕ ﺍﻷﺭﺽ. ﻛﻤﻦ ﻳﺨﺒﺮﻧﻲ ﺃﻥ ﺃُﺳﺮﻉ...
,ﺑُﻨﻲ ﺍﻟﺪﺭﺝ ﻋﻠﻰ ﺷﻜﻞ ﺣﻠﺰﻭﻧﻲ. ﻻ ﺃﺩﺭﻯ ﻣﺪﻯ ﺍﻟﻌﻤﻖ ﺍﻟﺬﻱ ﻭﺻﻠﺘﻪ ﺣﺘﻰ ﺍﻵﻥ، ﻟﻜﻨﻨﻲ ﺃﻋﺘﻘﺪ ﺃﻧﻪ ﺃﻋﻤﻖ ﺑﻜﺜﻴﺮ ﻣﻦ ﺃﻥ ﻳﻜﻮﻥ ﻃﺎﺑﻘًﺎ ﻭﺍﺣﺪًﺍ.
,ﻭﻓﻲ ﺍﻟﻨﻬﺎﻳﺔ...ﻇﻬﺮ ﺑﺎﺏ ﻣﻌﺪﻧﻲ ﺻﻠﺐ.
,ﻭﻋﻠﻴﻪ ﻛُﺘﺒﺖ ﻋﺒﺎﺭﺓ ﺑﺎﻟﻠﻮﻥ ﺍﻷﺣﻤﺮ ﺍﻟﺪﺍﻛﻦ.{n}...ﻣﻦ ﺍﻟﻮﺍﺿﺢ ﺃﻧﻬﺎ ﻛُﺘﺒﺖ ﻣﻨﺬ ﺯﻣﻦ ﺑﻌﻴﺪ.
, {p:1:ﻋﻨﺪ ﺍﻟﻐﺴﻖ ﺍﻟﻌﺎﺷﺮ، ﺳﺘﻨﺘﻬﻲ ﺍﻟﺮﺣﻠﺔ ﻭﺳﺘﺒﻠﻐﻮﻥ ﺍﻟﻌﺎﺻﻤﺔ ﺣﻴﺚ ﻳﻘﺒﻊ ﺍﻟﺬﻫﺐ.}
,ﺍﺯﺩﺍﺩﺕ ﺧﻔﻘﺎﺕ ﻗﻠﺒﻲ ﺃﻛﺜﺮ ﻣﻦ ﺫﻱ ﻗﺒﻞ ﺣﺎﻟﻤّﺎ ﺃﺩﺭﻛﺖُ ﻣﻌﻨﻰ ﺗﻠﻚ ﺍﻟﻌﺒﺎﺭﺓ...
,ﻻ ﻣﺠﺎﻝ ﻟﻠﺸﻚ... ﻫﺬﻩ ﻫﻲ ﺍﻟﻮﺟﻬﺔُ ﺍﻷﺧﻴﺮﺓ.{n}ﻫﻨﺎ ﺗﻮﺟﺪ ﺃﺭﺽ ﻭﺍﻟﺪﻱ......ﺍﻟﺬﻫﺒﻴﺔ...!
,ﺣﺎﻭﻟﺖ ﺗﻬﺪﺋﺔ ﻗﻠﺒﻲ ﺍﻟﻤﻀﻄﺮﺏ، ﺛﻢ ﺍﺳﺘﻌﺪﺕ ﺑﻌﻀًﺎ ﻣﻦ ﺭﺑﺎﻃﺔ ﺟﺄﺷﻲ، ﻭﺟﻬﺰﺕ ﺳﻼﺣﻲ ﻣﺠﺪﺩًﺍ.
,...ﻟﻜﻦ ﻳﺒﺪﻭ ﺃﻧﻨﻲ ﻟﻦ ﺃﺗﻤﻜﻦ ﻣﻦ ﻓﺘﺢ ﺍﻟﺒﺎﺏ ﻣﻤﺴﻜﺔً ﺳﻼﺣﻲ ﺑﻜﻠﺘﺎ ﻳﺪﻱ...ﻟﺬﺍ، ﺃﻧﺰﻟﺖ ﺍﻟﺴﻼﺡ ﺑﺤﺬﺭ، ﻭﻛﺘﻤﺖ ﺃﻧﻔﺎﺳﻲ، ...ﻭﻓﺘﺤﺘﻪ ﺑﺒﻂﺀٍ ﺷﺪﻳﺪ...
Ushiromiya Eva,""".....................ﻫﺬﺍ ﺍﻟﻤﻜﺎﻥ.......ﻫﻮ.......!!"""
,ﺍﻧﻄﺒﺎﻋﻲ ﺍﻷﻭﻝ ﻋﻨﺪﻣﺎ ﺭﺃﻳﺖُ ﺍﻟﻐﺮﻓﺔ......ﻛﺎﻥ ﺍﻟﺘﺴﺎﺅﻝ ﻋﻤﺎ ﺇﺫﺍ ﻛﺎﻧﺖ ﻣﺘﺼﻠﺔ ﺑﺈﺣﺪﻯ ﻏﺮﻑ ﺍﻟﻘﺼﺮ.
,ﻫﺬﺍ ﺻﺤﻴﺢ، ﻛﺎﻥ ﻟﻬﺎ ﻧﻔﺲ ﺷﻜﻞ ﻏﺮﻓﺔ ﺍﻟﺸﺨﺼﻴﺎﺕ ﺍﻟﻤﻬﻤﺔ ﻓﻲ ﺍﻟﻄﺎﺑﻖ ﺍﻟﺜﺎﻧﻲ.
,ﻟﻜﻦ، ﺑﻤﺎ ﺃﻧﻪ ﺗﺤﺖ ﺍﻷﺭﺽ، ﻟﻢ ﺗﻜﻦ ﻫﻨﺎﻙ ﻧﻮﺍﻓﺬ.{n}ﻟﻢ ﻳﻜﻦ ﻫﻨﺎﻙ ﺳﻮﻯ ﺿﻮﺀ ﻣﻬﻴﺐ ﻳﻨﺒﻌﺚ ﻣﻦ ﺛﺮﻳﺎ ﻓﺨﻤﺔ.
,ﻭﻋﻠﻰ ﺍﻟﺮﻏﻢ ﻣﻦ ﺍﻹﻧﺎﺭﺓ ﺍﻟﺨﺎﻓﺘﺔ، ﺇﻻ ﺃﻥ ﺟﻮﺩﺓ ﺍﻷﺛﺎﺙ ﺍﻟﺪﺍﺧﻠﻲ ﻛﺎﻧﺖ ﺃﻛﺜﺮ ﻣﻦ ﻛﺎﻓﻴﺔ ﻟﺘﺠﻌﻠﻚ ﺗﺤﺒﺲ ﺃﻧﻔﺎﺳﻚ.
,ﻛﺎﻥ ﻫﻨﺎﻙ ﺳﺮﻳﺮ ﺑﻤﻈﻠﺔ ﻭﻛﺮﺳﻲ ﻫﺰﺍﺯ ﻳﺒﺪﻭ ﻣﺮﻳﺤًﺎ ﻟﻠﻐﺎﻳﺔ، ﻭﺃﺭﻳﻜﺔ ﻭﺳﺠﺎﺩﺓ ﺑﺎﻫﻈﺔ ﺍﻟﺜﻤﻦ.
,ﻏﺮﻓﺔٌ ﺗﺤﻠﻢُ ﺑﻬﺎ ﻛﻞ ﻓﺘﺎﺓ ﺣﻘًﺎ...
,ﻭﻣﻊ ﺫﻟﻚ، ﻓﺈﻥ ﻛﻮﻧﻬﺎ ﺑﻼ ﻧﻮﺍﻓﺬ ﻭﻓﻲ ﻗﺒﻮ ﺳﺮﻱ، ﻳﻤﻨﺤﻬﺎ ﺟﻮًﺍ ﺃﻗﺮﺏ ﺇﻟﻰ ﻣﺨﺒﺄ ﺳﺎﺣﺮﺓ.
,ﻟﻢ ﺃﺻﺪﻕ ﺃﺑﺪًﺍ ﺃﺳﻄﻮﺭﺓ ﺳﺎﺣﺮﺓ ﺍﻟﻐﺎﺑﺔ.
,ﻟﻜﻦ... ﻟﻮ ﺭﺃﻳﺖَ ﻫﺬﻩ ﺍﻟﻐﺮﻓﺔ، ......ﻟﺼﺎﺭ ﻣﻦ ﺍﻟﺼﻌﺐ ﺣﻘًﺎ ﺇﻧﻜﺎﺭ ﻭﺟﻮﺩﻫﺎ، ﻭﺃﻧﻬﺎ ﻋﺎﺷﺖ ﻓﻲ ﻫﺬﻩ ﺍﻟﻐﺮﻓﺔ.
Ushiromiya Eva,""".........ﻫﻞ ﻳﻮﺟﺪ ﺃﺣﺪ.....................ﻫﻨﺎ؟"""
,ﺭﻏﻢ ﺻﺪﻣﺘﻲ ﺍﻟﺸﺪﻳﺪﺓ ﻓﻮﺭ ﺭﺅﻳﺘﻲ ﻫﺬﻩ ﺍﻟﻐﺮﻓﺔ، ...ﺇﻻ ﺃﻧﻨﻲ ﺑﺤﺜﺖ ﺩﺍﺧﻠﻬﺎ ﺑﺤﺬﺭ، ﻛﻼ ﺑﻞ ﺑﺨﻮﻑ، ﺑﻴﻨﻤﺎ ﺃﺻﻮﺏ ﺑﻨﺪﻗﻴﺘﻲ ﺃﻣﺎﻣﻲ.
,ﺣﻴﻨﺌﺬٍ... ﻓﻲ ﺍﻟﺠﺰﺀ ﺍﻟﺨﻠﻔﻲ ﻣﻦ ﺍﻟﻐﺮﻓﺔ، ﻋﺜﺮﺕُ ﻋﻠﻴﻪ.
Ushiromiya Eva,""".........ﺇﻳﻴﻲ---........!!"""
,ﺧﺮﺟﺖ ﺷﻬﻘﺘﻲ ﺑﻨﺒﺮﺓ ﻏﺮﻳﺒﺔ، ﻣﺜﻞ ﺃﺭﻧﺐ ﻣﺨﺘﻨﻖ.
,...ﻓﻤﻦ ﻳﺮﻯ ﻫﺬﺍ، ...ﻻ ﺑﺪ ﺃﻥ ﻳﻄﻠﻖ ﻣﺜﻞ ﻫﺬﺍ ﺍﻟﺼﻮﺕ ﺍﻟﺴﺨﻴﻒ...
Ushiromiya Eva,"""ﺇﻧﻪ ﻫﻨﺎ...... ......ﺇﻧﻪ ﻣﻮﺟﻮﺩ ﺣﻘًﺎ........ ......ﺫﻫﺐ ﻭﺍﻟﺪﻱ ﺍﻟﻤﺨﻔﻲ......!!"""
,ﻭﺭﺍﺀ ﺳﺮﻳﺮ ﺫﻭ ﻣﻈﻠﺔ، ﻛﺎﻥ ﻣﻜﺪّﺳًﺎ ﻫﻨﺎﻙ... ﺟﺒﻞ ﻣﻦ ﺳﺒﺎﺋﻚ ﺍﻟﺬﻫﺐ!!!
, ﺑﺎﻟﻄﺒﻊ، ﻟﻢ ﺗُﻜﺪﺱ ﺑﺈﻫﻤﺎﻝ ﺑﻞ ﺑﻄﺮﻳﻘﺔ ﺗﻠﻴﻖُ ﺑﻤﻨﺰﻟﺔ ﻫﺬﻩ ﺍﻟﻐﺮﻓﺔ.
, ﻛﺎﻧﺖ ﻣﻐﻄﺎﺓ ﺑﻘﻤﺎﺵ ﻓﺎﺧﺮ ﻣﻦ ﺍﻟﺴﺎﺗﺎﻥ ﺍﻟﻘﺮﻣﺰﻱ، ﻣﻤﺎ ﻳﺨﻠﻖ ﻣﺰﻳﺠًﺎ ﺟﻤﻴﻼً ﺑﻴﻦ ﺍﻟﻠﻮﻥ ﺍﻷﺣﻤﺮ ﻭﺍﻟﺬﻫﺒﻲ ﻭﺍﻷﺳﻮﺩ ﻓﻲ ﻋﻤﻖ ﺍﻟﻈﻼﻡ...
,ﻛﺄﻥ ﺍﻟﺬﻫﺐ، ﺣﻴﻦ ﺗﻨﺎﻡ ﺍﻟﺴﺎﺣﺮﺓ ﻋﻠﻰ ﺍﻟﺴﺮﻳﺮ، ﻳﻘﻒ ﺑﺠﺎﻧﺒﻬﺎ ﺑﺎﺣﺘﺮﺍﻡ، ﻛﺨﺎﺩﻡ ﻣﺨﻠﺺ.
,ﺑﻜﻞ ﻧﺒﻞّ ﻭﻭﻗﺎﺭٍ ﻭﻟﺒﺎﻗﺔٍ ﻭﺟﻤﺎﻝ.{n}ﻻ ﺭﻳﺐ ﺃﻥ ﻣﻨﻈﺮﻫﺎ ﻭﻫﻲ ﻣﺘﻜﺪﺳﺔٌ ﻫﻨﺎﻙ ﻳﺒﻌﺚُ ﺷﻌﻮﺭًﺍ ﻣﻬﻴﺒًﺎ...
,ﺃﻣﺴﻜﺖ ﺑﻮﺍﺣﺪﺓ ﻣﻦ ﺳﺒﺎﺋﻚ ﺍﻟﺬﻫﺐ، ﻭﺩﻫﺸﺖ ﻣﻦ ﺛﻘﻠﻬﺎ.{n}......ﺭﺑﻤﺎ ﻳﺒﻠﻎُ ﻭﺯﻥ ﺍﻟﻮﺍﺣﺪﺓ ﻣﻨﻬﺎ ﻋﺸﺮﺓ ﻛﻴﻠﻮ ﻏﺮﺍﻡ.
,......ﻻ ﺷﻚ ﺃﻥ ﻫﺬﻩ ﺍﻟﺴﺒﻴﻜﺔ ﻭﺣﺪﻫﺎ ﺗﺴﺎﻭﻱ ﺃﻛﺜﺮ ﻣﻦ ﻋﺸﺮﺓ ﻣﻼﻳﻴﻦ.
, ﻛﺎﻥ ﺷﻌﺎﺭ ﻋﺎﺋﻠﺔ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ، ﺍﻟﻨﺴﺮ ﺃﺣﺎﺩﻱ ﺍﻟﺠﻨﺎﺡ، ﻣﻄﺒﻮﻋًﺎ ﺑﺸﻜﻞٍ ﻃﻔﻴﻒ ﻋﻠﻴﻬﺎ.
,ﻗﺪ ﻳﻜﻮﻥ ﻫﺬﺍ ﻧﺘﻴﺠﺔ ﺍﻟﺘﺂﻛﻞ ﻭﻣﺮﻭﺭ ﺍﻟﺰﻣﻦ ﺃﻭ ﻣﻦ ﺭﺩﺍﺀﺓ ﻃﺮﻳﻘﺔ ﺍﻟﺤﻔﺮ، ﻟﻜﻨﻪ ﺑﻼ ﺭﻳﺐ، ﺷﻌﺎﺭ ﺍﻟﻨﺴﺮ ﺃﺣﺎﺩﻱ ﺍﻟﺠﻨﺎﺡ.
,ﺃﺗﺴﺎﺀﻝ ﻋﻦ ﻋﺪﺩ ﺍﻟﺴﺒﺎﺋﻚ ﺍﻟﻤﻮﺟﻮﺩﺓ ﻫﻨﺎ؟
,ﻣﻦ ﺧﻼﻝ ﺍﻟﻘﻴﺎﻡ ﺑﻌﺪٍّ ﺳﺮﻳﻊ ﻫﻨﺎ ﻭﻫﻨﺎﻙ ﻭﺑﺎﻟﺤﻜﻢ ﻋﻠﻰ ﺇﺭﺗﻔﺎﻋﻬﺎ، ﻓﻼ ﺑﺪ ﺃﻥ ﻳﻜﻮﻥ ﻋﺪﺩﻫﺎ ﺑﻀﻊ ﻣﺌﺎﺕ ﻋﻠﻰ ﺍﻷﻗﻞ.
, ﻋﻘﻠﻲ ﻣﺸﻮﺵٌ ﺍﻵﻥ، ﻟﺬﺍ ﻻ ﺃﺳﺘﻄﻴﻊ ﺍﻟﺤﺴﺎﺏ ﺑﺪﻗﺔ.{n}ﻟﻜﻦ ﻳُﻤﻜﻦ ﺗﻘﺪﻳﺮﻫﺎ ﺑﺘﺨﻤﻴﻦ ﺑﺴﻴﻂ ﺃﻧﻬﺎ ﺗﺴﺎﻭﻱ ﺃﻛﺜﺮ ﺑﻜﺜﻴﺮ ﻣﻦ ﻋﺪﺓ ﻣﻠﻴﺎﺭﺍﺕ ﻳﻦ.
Ushiromiya Eva,"""ﺑﺎﻟﻄﺒﻊ...ﺑﺎﻟﻄﺒﻊ...ﺳﻴﺴﺎﻭﻱ ﻛﺬﻟﻚ،... ...ﺃﻋﻨﻲ، ﺇﻧﻬﺎ ﻋﺸﺮﺓ ﺃﻃﻨﺎﻥٍ ﻣﻦ ﺍﻟﺬﻫﺐ... ﺗﺴﺎﻭﻱ ﺑﻘﻴﻤﺔ ﺍﻟﻴﻮﻡ، ﺃﺯﻳﺪ ﻣﻦ ﻋﺸﺮﻳﻦ ﻣﻠﻴﺎﺭ ﻳﻦ... ﻟـ-ﻟﻘﺪ ﻭﺟﺪﺗُﻪ!! ﻭﺟﺪﺗُﻪ ﻗﺒﻞ ﺍﻟﺠﻤﻴﻊ....ﺁﻫﺎﻫﺎﻫﺎ، ﻭﺍﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎ، ﺁﻫﺎﻫﺎ-ﺁﻫﺎﻫﺎ-ﺁﻫﺎﻫﺎ ﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎ!!"""
,ﻭﻗﻔﺖ ﺃﻣﺎﻡ ﺟﺒﻞ ﺍﻟﺬﻫﺐ، ﻭﺭﻓﻌﺖ ﻳﺪﻱّ ﻧﺤﻮ ﺍﻟﺴﻘﻒ.{n}ﻛﺎﻧﺖ ﺍﻟﻀﺤﻜﺎﺕ ﺗﻨﺒﻌﺚُ ﻣﻦ ﺟﺴﺪﻱ ﻛﻠﻪ ﺩﻭﻥ ﺫﺭﺓٍ ﻣﻦ ﺍﻟﻮﻗﺎﺭ.
,ﻟﻢ ﻳﻜﻦ ﻟﺪﻱّ ﺃﻱ ﻧﻴﺔٍ ﻟﻠﻀﺤﻚ ﺑﺘﻠﻚ ﺍﻟﻄﺮﻳﻘﺔ ﺍﻟﻐﺮﻳﺒﺔ، ...ﻟﻜﻨﻨﻲ ﻟﻢ ﺃﺳﺘﻄﻊ ﻛﺒﺢ ﺍﻟﺴﻌﺎﺩﺓ ﺍﻟﺘﻲ ﻓﺎﺿﺖ ﻣﻦ ﺩﺍﺧﻠﻲ.
,......ﺭﺑﻤﺎ ﻟﻦ ﻳﻘﺒﻞ ﺃﺧﻲ ﺍﻷﻛﺒﺮ ﺍﻟﻬﺰﻳﻤﺔ ﻟﻤﺠﺮّﺩ ﺇﻳﺠﺎﺩﻱ ﺍﻟﺬﻫﺐ،
,...ﻟﻜﻦ ﻣﻦ ﺍﻵﻥ ﻓﺼﺎﻋﺪﺍً، ﻟﻦ ﺗﺘﻐﻴﺮ ﺣﻘﻴﻘﺔُ ﺃﻧﻨﻲ ﻛﻨﺖ ﺍﻟﺸﺨﺺ ﺍﻟﺬﻱ ﻭﺟﺪﻩ...!
,ﺭﺑﻤﺎ ﻻﺯﻟﺖُ ﺑﺤﺎﺟﺔ ﺇﻟﻰ ﺑﻌﺾ ﺍﻟﻤﺴﺎﻭﻣﺔ ﻷﺳﺘﻮﻟﻲَ ﻋﻠﻰ ﺭﺋﺎﺳﺔ ﺍﻟﻌﺎﺋﻠﺔ.
,ﻟﻜﻦ، ﺑﻌﺪ ﻛﻞ ﻣﺎ ﻣﺮﺭﺕُ ﺑﻪ ﺣﺘﻰ ﺍﻵﻥ، ﻓﻬﺬﻩ ﻻ ﺗُﻌﺪّ ﻣﺸﻜﻠﺔً ﺗُﺬﻛﺮ.
,ﺣﺘﻰ ﻟﻮ ﺧَﺴِﺮﺕُ ﺣﻖ ﻭﺭﺍﺛﺔ ﻋﺎﺋﻠﺔ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ ﻭﻛﻞ ﺷﻲﺀٍ ﺁﺧﺮ...{n}...ﻓﻬﺬﺍ ﺍﻟﺬﻫﺐ، ﺍﻟﺬﻱ ﻳُﻘﺪّﺭ ﺑﻌﺸﺮﻳﻦ ﻣﻠﻴﺎﺭ ﻳﻦ، ﺃﺻﺒﺢ ﻣﻠﻜﻲ، ﻭﺣﺪﻱ!!
Ushiromiya Eva,"""ﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎ، ﺁﻫﺎﻫﺎ-ﺁﻫﺎﻫﺎ-ﺁﻫﺎﻫﺎ-ﺁﻫﺎ!! ﻟﻘﺪ ﻛﺎﻥ ﻫﻨﺎﻙ ﺯﻣﻦٌ ﻇﻨﻨﺖُ ﻓﻴﻪ ﺃﻥ ﺍﻟﻤﺎﻝ ﺷﻲﺀٌ ﺗﺎﻓﻪ ﻻ ﻗﻴﻤﺔ ﻟﻪ. ﻇﻨﻨﺖُ ﺃﻥ ﺍﻟﻤﺎﻝ ﻻ ﻳﺸﺘﺮﻱ ﻛﻞ ﺷﻲﺀ."""
Ushiromiya Eva,"""...ﻟﻜﻨﻨﻲ ﺍﻵﻥ ﺃﻋﻠﻢ ﺃﻧﻬﺎ ﻟﻴﺴﺖ ﺳﻮﻯ ﻛﺬﺑﺔ! ﻣﺎ ﻫﺬﺍ ﺇﻻ ﻋﺬﺭٌ ﻳﺨﺘﻠﻘﻪ ﻣﻦ ﻻ ﻣﺎﻝ ﻟﺪﻳﻪ!!"
Ushiromiya Eva,"""ﺃﻣﺎﻡ ﺟﺒﻞ ﺍﻟﺬﻫﺐ ﻫﺬﺍ، ﺃﺩﺭﻛﺖُ ﺷﻴﺌًﺎ ﻓﻲ ﻣﻨﺘﻬﻰ ﺍﻟﻮﺿﻮﺡ...!! ﻛﻞ ﺳﻌﺎﺩﺓ ﻓﻲ ﻫﺬﺍ ﺍﻟﻌﺎﻟﻢ ﻳﻤﻜﻦ ﻧﻴﻠﻬﺎ ﻣﻦ ﺧﻼﻝ ﺻﻬﺮ ﻫﺬﺍ ﺍﻟﺬﻫﺐ! ﺑﻔﻀﻠﻪ، ﺳﺘﺘﻌﺎﻓﻰ ﺷﺮﻛﺔ ﺯﻭﺟﻲ. ﻭﺳﻨﺤﻴﺎ ﻛﺄﺳﺮﺓٍ ﺳﻌﻴﺪﺓ ﺇﻟﻰ ﺍﻷﺑﺪ. ﻭﺳﺄﺗﺮﻙ ﻻﺑﻨﻲ ﺟﻮﺭﺝ ﺛﺮﻭﺓً ﻫﺎﺋﻠﺔ...!!"""
Ushiromiya Eva,"""ﺃﻣﺎ ﺑﻘﻴﺔ ﺍﻷﻗﺎﺭﺏ، ﻓﺴﻴﻔﻨَﻮﻥ ﻓﻲ ﺍﻟﻨﻬﺎﻳﺔ ﻭﻳﺰﻭﻟﻮﻥ. ﻭﻋﻨﺪﻫﺎ، ﺳﻴﺴﺘﺨﺪﻡ ﺟﻮﺭﺝ ﻫﺬﺍ ﺍﻟﺬﻫﺐ ﻟﻴُﻌﻴﺪ ﻣﺠﺪ ﻋﺎﺋﻠﺔ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ ﺍﻟﻤﻔﻘﻮﺩ، ﻛﻤﺎ ﻓﻌﻞ ﻭﺍﻟﺪﻱ ﺫﺍﺕ ﻳﻮﻡ...!! ﻭﻋﻨﺪﺋﺬٍ، ﻟﻦ ﻳﻌﺎﺭﺽ ﺃﺣﺪ. ......ﺳﻴﻜﻮﻥ ﺟﻮﺭﺝ ﻫﻮ ﺍﻟﻮﺭﻳﺚ ﺍﻟﺤﻘﻴﻘﻲ ﻟﻌﺎﺋﻠﺔ ﺃﻭﺷﻴﺮﻭﻣﻴﺎ."""
