Speaker,Arabic (AR)
Ronove,"""ﺑﻮﻛﻮﻛﻮﻛﻮﻛﻮ. ﻫﺬﺍ ﻃﺒﻴﻌﻲ. ...ﻓﺄﻧﺖِ ﻳﺎ ﺳﻴﺪﺗﻲ {nobreak:ﺩﻋﺴﺖِ ﻋﻠﻴﻪ ﺑﻘﻮﺓ} ﻭﺳﺤﻘﺘﻪِ ﺗﻤﺎﻣًﺎ. ﻟﻴﺲ ﻏﺮﻳﺒًﺎ ﺃﻥ ﻳﻔﻘﺪ ﺛﻘﺘﻪ ﻓﻲ ﺍﻟﺒﺸﺮ ﺑﻌﺪ ﻛﻞ ﻣﺎ ﻓﻌﻠﺘﻪ."""
{f:5:Beatrice},"""ﻫﻮﻩ، ﺣﻘًﺎ؟ ﺃﺣﺴﻦ! ﺇﺫًﺍ ﻓﻠﺘﺪﻋﻪ ﻳﻨﺒﺬ ﺍﻟﺒﺸﺮ ﻭﻳﺆﻣﻦ ﺑﺎﻟﺴﺎﺣﺮﺍﺕ، ﻭﻫﺎﻫﺎﻫﺎﻫﺎ... ...............ﺁ-...ﺁﻩ، *ﻛﺤﺔ*. ﺁﺳﻔﺔ، ﻟﻴﺲ ﻫﺬﺍ ﻭﻗﺖ ﺍﻟﻤﺰﺍﺡ."""
,ﺣﺎﻭﻟﺖ ﺑﻴـﺎﺗﻮ ﺍﻟﺴﺨﺮﻳﺔ ﺑﺸﺄﻥ ﺍﻟﻮﺿﻊ ﺍﻟﺮﺍﻫﻦ، ﻟﻜﻦ ﺑﺪﺍ ﺃﻥ ﺍﻷﻣﺮ ﺟﺪﻱٌّ ﻟﻠﻐﺎﻳﺔ. ﺑﻌﺪ ﻓﻬﻤﻬﺎ ﺫﻟﻚ ﻗﺮﺭﺕ ﻛﺘﻢ ﺿﺤﻜﺘﻬﺎ.
{f:5:Beatrice},"""......ﻫﻞ ﺣﺎﻟﺘﻪ ﺣﻘّﺎ ﺑﺘﻠﻚ ﺍﻟﺠﺪﻳﺔ...? ﺃ-ﺃﻣﻦ ﺍﻷﻓﻀﻞ ﻟﻮ ﺃﺟﻠﻨﺎ ﺍﻟﻠﻌﺒﺔ ﺍﻟﺮﺍﺑﻌﺔ ﻗﻠﻴﻼً...؟"""
Ronove,"""ﻋﻤّﺎ ﻗﺮﻳﺐ ﺳﺘﺼﻞ ﺿﻴﻔﺔ ﺍﻟﺴﻴﺪﺓ {f:7:ﺑﻴﺮﻧﻜﺎﺳﺘﻞ}، ﻟﺬﺍ ﻣﻦ ﺍﻷﻓﻀﻞ ﻟﻮ ﺑﺪﺃﻧﺎ ﺍﻟﻠﻌﺒﺔ ﺍﻟﺮﺍﺑﻌﺔ ﺳﺮﻳﻌًﺎ. ﻟﻜﻦ ﺭﺑﻤﺎ ﺳﺘﻨﺤﻞ ﺍﻟﻤﺸﻜﻠﺔ ﺇﺫﺍ ﻣﺎ ﺃﺑﺪﻳﺖِ ﺑﻌﺾ ﺍﻟﻤﺮﺍﻋﺎﺓ ﻟﺒﺎﺗﻠﺮ-ﺳﺎﻣﺎ ﻳﺎ ﺳﻴﺪﺗﻲ."""
{f:5:Beatrice},"""ﻋﻔﻮًﺍ؟ ﺃﺗﻘﻮﻝ ﻣﺮﺍﻋﺎﺓ?! ﻭﻛﻴﻒ ﻳﻔﺘﺮﺽ ﺑﻲ ﺇﺑﺪﺍﺀ ﺷﻲٍ ﻣﺜﻞ ﻫﺬﺍ...?! ﺇﻧﻪ ﻣﺤﺒﻂ، ﻟﺬﺍ،... ...ﻣـ-ﻣﺎﺫﺍ ﻟﻮ... ﻓﻌﻠﺖُ ﺷﻴﺌًﺎ ﻹﺳﻌﺎﺩﻩ?!"""
Ronove,"""ﻻ ﻓﺎﺋﺪﺓ ﻣﻦ ﺗﺴﻠﻴﻂ ﺍﻟﻈﻼﻡ ﻋﻠﻰ ﻗﻠﺐٍ ﻣﻈﻠﻢ ﺳﺎﺑﻘًﺎ. ﻋﻠﻴﻚِ ﺃﻥ ﺗﺴﻠﻄﻲ ﺿﻮﺀًﺍ ﻳﻜﻔﻲ ﻟﻜﻲ ﻳﺤﺎﺭﺏ ﺑﻪ ﺍﻟﻈﻠﻤﺔ."""
Ushiromiya Battler,"""ﺳﺤﻘًﺎﺍﺍﺍﺍﺍ، ﻳﻜﻔﻲ ﻋﺒﺜًﺎﺍﺍﺍﺍﺍﺍ....!!!!"""
Beelzebub,"""ﻛﻴﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎ!! ﺑﺎﺗﻠﺮ-ﻛـــﻦ، ﺗﻌﺎﻝ ﺇﻟﻰ ﻫﻨﺎ ﻳﺎ ﻭﻟﺪ! ﻫﺬﺍ ﺍﻟﻜﺮﻭﺍﺳﻮﻥ ﺍﻟﻤﺨﺒﻮﺯ ﺑﻴﺪﻱ ﺭﻭﻧﻮﻑ-ﺳﺎﻣﺎ ﺳﻴﻜﻮﻥ ﻣﻬﺪﺭًﺍ ﻋﻠﻰ ﺃﻣﺜﺎﻟﻚ! ﺳﺄﺳﺘﻤﺘﻊ ﺑﺄﻛﻠِﻪِ ﻟﻮﺣﺪﻱ!"""
,ﻗﺮﻗﺮﺕ ﻣﻌﺪﺓ ﺑﺎﺗﻠﺮ ﻻ ﺇﺭﺍﺩﻳًﺎ ﻋﻨﺪﻣﺎ ﺍﺷﺘﻢ ﺭﺍﺋﺤﺔ ﺍﻟﻜﺮﻭﺍﺳﻮﻥ ﺍﻟﻄﻴﺒﺔ.
,ﻛﺎﻥ ﻃﺒﻖ ﺇﻓﻄﺎﺭﻩ ﻓﺎﺭﻏًﺎ، ﻟﻜﻦّ ﺳﺒﺐ ﺫﻟﻚ ﺃﻧﻪ ﻟﻢ ﻳﺄﻛﻞ ﺷﻴﺌًﺎ ﻣﻨﻪ.{n}...ﻟﻘﺪ ﻛﺎﻧﺖ ﺑﻴﻠﺰﻳﺒﻮﺏ، ﺇﺣﺪﻯ ﺃﺧﻮﺍﺕ ﺍﻟﻤَﻄْﻬَﺮ ﺍﻟﺴﺒﻊ ﻭﺃﻣﻴﺮﺓ ﺍﻟﺸﺮﺍﻫﻴﺔ، ﺍﻧﺘﻈﺮﺕ ﺣﺘﻰ ﻣﻐﺎﺩﺭﺓ ﺭﻭﻧﻮﻑ ﺛﻢ ﺍﻧﻘﻀﺖ ﻟﺘﺨﻄﻒ ﺍﻟﻄﻌﺎﻡ ﻭﺗﻬﺮﺏ ﺑﻪ ﺑﻌﻴﺪًﺍ.
,ﻭﻣﻨﺬ ﻣﻼﺣﻈﺔ ﺑﺎﺗﻠﺮ ﻟﻬﻦّ، ﻟﻢ ﻳﺘﻮﻗﻔﻦ ﻋﻦ ﺍﻟﻌﺒﺚ ﻭﺇﺛﺎﺭﺓ ﺍﻟﻀﺠﺔ ﻓﻲ ﺍﻻﻧﺤﺎﺀ.
,ﻛﺎﻥ ﺑﺈﻣﻜﺎﻧﻬﺎ ﺇﻣّﺎ ﺇﺑﺘﻼﻋﻪ ﺑﺴﺮﻋﺔ ﺃﻭ ﺇﻋﺎﺩﺗﻪ ﺇﻟﻰ ﻣﻜﺎﻧﻪ، ﻟﻜﻨﻬﺎ ﻓﻀﻠﺖ ﺍﻟﺮﻛﺾ ﻭﺍﻟﺪﻭﺭﺍﻥ ﺑﻪ ﺣﻮﻝ ﺑﺎﺗﻠﺮ ﻟﻜﻲ ﺗﺴﺘﻔﺰﻩ.
Ushiromiya Battler,"""ﺃﻋﻴﺪﻱ ﺇﻟﻲّ ﺇﻓﻄﺎﺭﻱ، ﺳﺤﻘًﺎﺍﺍﺍﺍ!! ﺇﺫﺍ ﺃﻋﺪﺗﻪ، ﻓﺴﻮﻑ ﺃﺻﻔﺢ ﻋﻨّﻚ ﺑﻨﻘﺮﺓٍ ﺑﺈﺻﺒﻌﻲ ﻋﻠﻰ ﺟﺒﻴﻨﻚ. ﻟﻜﻦ ﺇﻳّﺎﻙ ﻭﺃﻥ ﺗﺄﻛﻠﻴﻪ!!"""
Beelzebub,"""ﻭﺇﻻ ﻣﺎﺫﺍ؟ ﻫﻞ ﺳﺘﺄﻛﻠﻨﻲ ﺣﻴﻨﻬﺎ ﺑﺪﻻً ﻣﻨﻪ?! ﻛﻴﺂﻩ! ﺇﺫﺍ ﺃﻣﻜﻨﻚ ﺫﻟﻚ، ﻓﻼ ﺗﺘﺮﺩﺩ! ﺃﺭﺍﻫﻦ ﺃﻥ ﻣﺬﺍﻗﻲ ﺳﻴﻜﻮﻥ ﺣﻠﻮًﺍ ﻣﺜﻞ ﻓﻄﺎﺋﺮ ﺍﻟﻌﺴﻞ. ...ﻛﻴﺎ!"""
Ushiromiya Battler,"""ﺃﻣﺴﻜﺘﻚ!! ﺭﻏﺒﺘﻲ ﺣﺎﻟﻴًﺎ ﻓﻲ ﺃﻛﻞ ﻫﺬﺍ ﺍﻟﺨﺒﺰ ﺗﺘﺠﺎﻭﺯ ﺷﻬﻴﺘﻲ ﻷﻛﻞ ﻓﺨﺬﻳﻚِ. ﻛﻮﻧﻲ ﻓﺘﺎﺓ ﻣﻄﻴﻌﺔ ﻭﺃﻋﻄﻴﻨﻲ ﺇﻳّﺎﺍﺍﺍﺍﻩ، ﻓﻮﻏﻐﻐﻐﻪ...!! ﻟﻨﺮﻯ ﺇﺫﺍ ﻣﺎ ﺍﺳﺘﻤﺮﺕ ﻣﻘﺎﻭﻣﺘﻚِ ﺣﺘﻰ ﺍﻟﻨﻬﺎﺍﺍﺍﺍﻳﺔ...!!"""
Beelzebub,"""ﺁﻳﻐﻴﻐﻴﻎ!! ﻛﻼ، ﻛﻼ، ﻟﻦ ﺃﻋﻄﻴﻚ ﺇﻳّﺎﺍﺍﺍﻩ!! ﺣﺘﻰ ﺍﻟﻜﺮﻭﺍﺳﻮﻥ ﺍﺧﺘﺎﺭﻧﻲ ﺃﻧﺎ ﻟﻜﻲ ﺁﻛﻠﻪ!!!"""
{f:5:Beatrice},"""ﻳﺎ-ﻳﺎ~ﻱ، ﻳﻮ-ﻫﻮﻭﻭﻭ، ﺃﻫﻼً ﻳﺎ ﺑﺎﺗﻠــــــ~ـــــــﺮ!! ﺃﻻ ﺯﻟﺖ ﻣﻜﺘﺌﺒًﺎ ﻓﻲ ﻫﺬﺍ ﺍﻟﺼﺒﺎﺡ ﺍﻟﺒﺎﻛﺮ?!?! ﺇﻧّﻬﺎ ﺑﺪﺍﻳﺔ ﻳﻮﻡٍ ﺟﺪﻳﺪ ﻭﻟﻌﺒﺔٍ ﺟﺪﻳﺪﺓ!! ﻫﻴّﺎ ﻓﻠﺘﻨﻬﺾ ﻭﺗﺒﺘﻬﺞ ﻭﻟﻨﺒﺪﺃ ﺍﻻﺣﺘﻔﺎﺍﺍﺍﺍﺍﻝ!!!"""
,...ﻓُﺘﺢ ﺍﻟﺒﺎﺏ ﺑﻘﻮﺓ.
,ﻟﺘﻈﻬﺮ ﺑﻴـﺎﺗﻮ ﻣﺜﻞ ﻋﺪﺍﺀ ﻣﺎﺭﺍﺛﻮﻥ ﺷﻬﻴﺮ ﺭُﺳﻢ ﻋﻠﻰ ﻋﻠﺒﺔ {c:86EF9C:ﺣﻠﻮﻯ ﻛﺮﺍﻣﻴﻞ ﻣﺸﻬﻮﺭﺓ}، ﻛﺎﻧﺖ ﻳﺪﺍﻫﺎ ﻣﺮﻓﻮﻋﺘﺎﻥ ﻋﺎﻟﻴﺎً، ......ﺑﻴﻨﻤﺎ ﺗﺘﺼﺮﻑ ﺑﻤﺮﺡٍ ﻣﺒﺎﻟﻎ ﻟﻜﻲ ﺗﺒﻬﺞ ﺑﺎﺗﻠﺮ.
,ﻭﻟﺴﺒﺐٍ ﻣﺎ، ﺗﻨﺎﺛﺮﺕ ﺍﻷﻋﻼﻡ ﺍﻟﻮﻃﻨﻴﺔ ﻭﺍﻟﻘﺼﺎﺻﺎﺕ ﺍﻟﻤﻠﻮﻧﺔ، ﻟﻜﻲ ﺗﺨﻠﻖ ﺟﻮًﺍ ﺍﺣﺘﻔﺎﻟﻴًﺎ.
,......ﻧﺴﻲ ﺑﺎﺗﻠﺮ ﻭﺑﻴﻠﺰﺑﻮﺏ، ﺍﻟﻠﺬﺍﻥ ﻛﺎﻧﺎ ﻳﺘﺸﺎﺟﺮﺍﻥ ﻋﻠﻰ ﺍﻟﻜﺮﻭﺍﺳﻮﻥ، ﺟﺪﺍﻟﻬﻤﺎ ﺗﻤﺎﻣًﺎ، ﺇﺫ ﻛﺎﻧﺎ ﻋﺎﺟﺰﻳﻦ ﻋﻦ ﺍﻟﻜﻼﻡ.
Beelzebub,"""ﻙ... ﻛﻴﺂﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎﻫﺎ! ﺻﺒﺎﺡ ﺍﻟﺨﻴﺮ ﻳﺎ {f:7:ﺑﻴﺎﺗﺮﻳﺲ}-ﺳﺎﻣﺎ! ﺃﻋﺘﻘﺪ ﺃﻥ ﻭﻗﺖ ﺭﺣﻴﻠﻲ ﻗﺪ ﺣﺎﻥ! ﻭﺍﻵﻥ ﻳﺎ ﺑﺎﺗﻠﺮ-ﻛﻦ ﺍﻓﺘﺢ ﻓﻤﻚ ﻭﻗﻞ ""ﺁﻩ""!"""
Ushiromiya Battler,"""ﻣﻤﻤﻎ!!"""
Ushiromiya Battler,"""ﻫﻤﻤﻤﻪ، *ﻣﻀﻎ*، *ﺑﻠﻊ*. ..................... ......ﺃ-ﺃﻫﻼً، ﺻﺒﺎﺡ ﺍﻟﺨﻴﺮ ﻳﺎ ﺑﻴـﺎﺗﻮ... ......ﻳﺴﻌﺪﻧﻲ ﺭﺅﻳﺘﻚ ﻣﺒﺘﻬﺠﺔ ﻫﺬﺍ ﺍﻟﺼﺒﺎﺡ."""
,....................................
,ﻧﻈﺮ ﻛﻞٌّ ﻣﻦ ﺑﻴـﺎﺗﻮ ﻭﺑﺎﺗﻠﺮ ﻟﺒﻌﻀﻬﺎ ﺍﻟﺒﻌﺾ.{n}... ﻓﻲ ﺣﻴﺮﺓً ﻣﻦ ﺗﺼﺮﻓﺎﺕ ﻛﻞٍّ ﻣﻨﻬﻤﺎ ﺍﻵﺧﺮ.
{f:5:Beatrice},"""ﺏ-...ﺑﺎﺗﻠـــﺮ......? ﻣﺎ ﺍﻟﺬﻱ ﻳﻌﻨﻴﻪ ﻫﺬﺍ ﻳﺎ ﺭﻭﻧﻮﻭﻭﻑ ﺇﻧّﻪ ﻳﺒﺪﻭ ﺑﺨﻴﺮ ﻋﻠﻰ ﻋﻜﺲ ﻣﺎ ﻗﻠﺖ!! ﻟﻴﺲ ﺿﺎﻣًﺎ ﻟﺮﻛﺒﻴﺘﻪ! ﻭﻳﺘﻜﻠﻢ! ﻭﻓﻮﻗﻬﺎ ﻛﺎﻥ ﺑﻤﻨﺘﺼﻒ ﺗﻨﺎﻭﻝ ﻭﺟﺒﺘﻪ!!"""
Ronove,"""ﺑﻮﻛﻮﻛﻮﻛﻮﻛﻮ!! ﻛﻼ ﻛﻼ، ﺃﺅﻛﺪ ﻟﻚ ﺃﻧّﻪ ﻛﺎﻥ ﻣﻌﺘﻜﻔًﺎ ﻋﻠﻰ ﺭﻛﺒﺘﻴﻪ ﻏﺎﻃًﺎ ﻓﻲ ﺍﻟﻨﻮﻡ ﺗﺤﺖ ﺍﻟﻤﻼﺀﺓ. ﺃﺧﺒﺮﺗﻪ ﺑﺄﻥ ﺍﻟﻮﻗﺖ ﺣﺎﻥ ﻟﻜﻲ ﻳﺴﺘﻴﻘﻆ، ﻟﻜﻨّﻪ ﻟﻢ ﻳﻨﻬﺾ. ﺃﻣّﺎ ﻃﻌﺎﻣﻪ ﻓﻘﺪ ﺍﺳﺘﻮﻟﺖ ﻋﻠﻴﻪ ﻗﻄﺔ ﺷﻘﻴّﺔ. ﺑﻮﻛﻮ ﻛﻮ، ﺑﻮﻛﻮﻛﻮﻛﻮ!"""
{f:5:Beatrice},"""ﻏﺂ-.........ﻏﺂﺁﺁﺁﺁﺁﺁﺁﺁﺁﺁﺁﺁﺁﺁﺁﺁﻩ...!!! ﻟﻘﺪ ﺧﺪﻋﺘـــــــــــــﻨﻲ...!!"""
Ushiromiya Battler,"""ﻫﻴﻪ، ﺍﻧﻈﺮﻭﺍ ﻣﻦ ﻳﺘﺤﺪﺙ. ﺃﻟﺴﺖِ ﺃﻧﺖِ ﻣﻦ ﺧﻄﻄﺖ ﻟﺘﻠﻚ ﺍﻟﺨﺪﻋﺔ ﺍﻟﻜﺒﻴﺮﺓ ﻓﻲ ﺍﻟﻠﻌﺒﺔ ﺍﻟﻤﺎﺿﻴﺔ؟ ﻻ ﺃﻓﻬﻢ ﻣﺎ ﻳﺠﺮﻱ، ﻟﻜﻨﻲ ﺳﻌﻴﺪ ﺑﺄﻧﻚ ﺑﺪﺃﺕِ ﺻﺒﺎﺣﻚ ﺑﺈﺷﺮﺍﻕ. ...ﻋﻠﻰ ﻛﻞٍ، ﺃﺣﺴﻨﺖ ﻋﻤﻼً ﻳﺎ ﺭﻭﻧﻮﻑ."""
Ronove,"""ﺑﻮﻛﻮﻛﻮﻛﻮ، ﻳﺸﺮﻓﻨﻲ ﺫﻟﻚ ﻳﺎ ﺑﺎﺗﻠﺮ-ﺳﺎﻣﺎ."""
,ﻣﺪّ ﺍﻹﺛﻨﺎﻥ ﺇﺑﻬﺎﻣﻬﻤﺎ ﻟﻔﻮﻕ ﻓﻲ ﺇﺷﺎﺭﺓ ﻹﺗﻔﺎﻗﻬﻤﺎ ﻭﺿﺤﻜﺎ ﺳﻮﻳًﺎ.
