Speaker,Arabic (AR)
Ushiromiya Maria,"""ﺃﻭﻭ-؟ ﻣﺎﺭﻳﺎ ﻗﺪ ﻭﻋﺪﺕ، ﻟﺬﺍ ﺳﺘﺪﻋﻪ ﻳﻔﺮﻛﻪ! ﻣﺎﺭﻳﺎ ﺳﺘﻔﻲ ﺑﻮﻋﺪﻫﺎ! ﺑﻼ ﺷﻚ ﺳﺘﻔﻲ ﺑﻪ، ﺃﻭﻭ-!!"""
Ushiromiya Battler,"""...ﻣﺎﺭﻳﺎ، ﺃﻧﺖ ﺣﻘﺎ ﻓﺘﺎﺓ ﺟﺎﺩﺓ ﻭﻣﻄﻴﻌﺔ... ﺍﻟﺸﺨﺺ ﺍﻟﺬﻱ ﺳﻴﺘﺰﻭﺟﻚ ﺳﻴﻜﻮﻥ ﺣﺘﻤﺎ ﻣﺤﻈﻮﻇﺎ."""
Ushiromiya Jessica,"""ﺣﺴﻨﺎ...، ﻟﻨﻌﺪ ﻟﻤﻮﺿﻮﻋﻨﺎ، ﺃﻧﺖ ﻟﻦ ﺗﻒ ﺑﺬﻟﻚ ﺍﻟﻮﻋﺪ!! ﻣﺎﺭﻳﺎ، ﺫﻟﻚ ﺍﻟﻮﻋﺪ ﻟﻢ ﻳﺤﺪﺙ ﺃﺑﺪﺍ! ﺃﺑﺪﺍ!"""
Ushiromiya Maria,"""ﺃﻭﻭ- ﺗﻢ ﺇﻟﻐﺎﺀ ﺍﻟﻮﻋﺪ؟ ﺃﻭﻭ-........"""
Ushiromiya George,"""ﻃﻮﺍﻝ ﻏﻴﺎﺏ ﺑﺎﺗﻠﺮ-ﻛﻦ ﻋﻨﺎ ﻟﻢ ﺃﺷﻌﺮ ﺑﺄﻥ ﺃﺑﻨﺎﺀ ﺍﻟﻌﻢ ﻛﺎﻧﻮﺍ ﺟﻤﻴﻌﺎ ﻫﻨﺎ. ﺗﻠﻚ ﺍﻟﺴﺖ ﺳﻨﻮﺍﺕ ﻛﺎﻧﺖ ﻧﻮﻋﺎ ﻣﺎ ﻓﺎﺭﻏﺔ."""
Ushiromiya Jessica,""".....ﻫﺬﺍ ﺻﺤﻴﺢ. ﻟﻢ ﻧﺤﻆ ﺑﺎﻟﻤﺮﺡ ﻣﺜﻞ ﺍﻵﻥ. ﻭﻣﻊ ﻫﺬﺍ، ﻓﻘﺪ ﺣﻈﻴﻨﺎ ﺑﺒﻌﺾ ﺍﻟﻤﺤﺎﺩﺛﺎﺕ ﺍﻟﻤﺜﻤﺮﺓ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟ ﺃﻣﻮﺭ ﺣﻮﻝ ﺍﻟﺘﺤﻀﻴﺮ ﻟﻤﺴﺘﻘﺒﻠﻨﺎ ﺃﻭ ﺍﻣﺘﺤﺎﻧﺎﺗﻨﺎ ﺃﻭ ﺍﻟﻌﺜﻮﺭ ﻋﻠﻰ ﻭﻇﺎﺋﻒ."""
Ushiromiya Battler,"""ﺃﻭﻭ~ﻭﻩ، ﺁﺳﻒ! ﺍﻵﻥ ﺑﻌﺪ ﺃﻥ ﻋﺪﺕ ﺇﻟﻰ ﻫﻨﺎ، ﻟﻢ ﻳﻌﺪ ﻫﻨﺎﻙ ﻏﻴﺮ ﻫﺬﻩ ﺍﻟﺜﺮﺛﺮﺓ ﺍﻟﻐﺒﻴﺔ~!"""
Ushiromiya Maria,"""ﻟﻜﻦ ﻣﺎﺭﻳﺎ ﻣﺴﺘﻤﺘﻌﺔ ﻫﺬﺍ ﺍﻟﻌﺎﻡ. ﺃﻭﻭ-ﺃﻭﻭ-!"""
Ushiromiya George,"""ﺻﺤﻴﺢ. ﻫﺬﺍ ﺍﻟﻌﺎﻡ ﻫﻮ ﺍﻷﻛﺜﺮ ﻣﺘﻌﺔ."""
,ﺗﺤﺪﺛﺖ ﻛﻠﻤﺎﺕ ﻣﺎﺭﻳﺎ ﺍﻟﺼﺎﺩﻗﺔ ﻧﻴﺎﺑﺔ ﻋﻦ ﺍﻟﺠﻤﻴﻊ.
,ﻋﻨﺪﻣﺎ ﺭﺑﺖ ﺃﺧﻲ ﺟﻮﺭﺝ ﻋﻠﻰ ﺭﺃﺱ ﻣﺎﺭﻳﺎ، ﺿﺤﻜﺖ ﻣﺜﻞ ﻗﻂ ﺻﻐﻴﺮ.
Shannon,""".......ﺍﻟﻤﻌﺬﺭﺓ. ﻭﺟﺒﺔ ﺍﻟﻐﺪﺍﺀ ﺟﺎﻫﺰﺓ."""
,ﻣﻦ ﺧﻼﻝ ﺍﻟﺒﺎﺏ ﺳﻤﻌﻨﺎ ﺻﻮﺕ ﻃﺮﻕ ﻣﺘﺮﺩﺩ، ﻭﻓﻲ ﺫﺍﺕ ﺍﻟﻠﺤﻈﺔ ﺻﻮﺕ ﻓﺘﺎﺓ ﺷﺎﺑﺔ ﺧﺠﻮﻟﺔ.
,ﺃﺟﺎﺑﺘﻬﺎ ﺟﻴﺴﻴﻜﺎ.
Ushiromiya Jessica,"""ﺷﺎﻧﻮﻥ، ﻟﺘﺄﺗﻲ ﺇﻟﻰ ﻫﻨﺎ! ﺗﺘﺬﻛﺮﻳﻦ ﺑﺎﺗﻠﺮ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟!"""
,ﻧﻬﻀﺖ ﺟﻴﺴﻴﻜﺎ ﻣﻦ ﻋﻠﻰ ﺍﻟﺴﺮﻳﺮ ﻭﻓﺘﺤﺖ ﺍﻟﺒﺎﺏ.
,ﻭﻗﻔﺖ ﻫﻨﺎﻙ ﻓﺘﺎﺓ ﺗﻌﻤﻞ ﺧﺎﺩﻣﺔ ﻛﺎﻧﺖ ﺑﺎﻟﺘﺄﻛﻴﺪ ﺣﻮﻝ ﻋﻤﺮﻧﺎ.
Shannon,"""ﻡ-ﻣﻀﺖ ﻣﺪﺓ ﻃﻮﻳﻠﺔ ﻣﻨﺬ ﺁﺧﺮ ﻣﺮﺓ ﺍﻟﺘﻘﻴﻨﺎ ﻓﻴﻬﺎ ﻳﺎ ﺑﺎﺗﻠﺮ-ﺳﺎﻣﺎ. ﻣﻦ ﺍﻟﺠﻤﻴﻞ ﺃﻥ ﺃﺭﺍﻙ ﺑﻌﺪ ﺳﺖ ﺳﻨﻮﺍﺕ. ﺃﻧﺎ ﺷﺎﻧﻮﻥ."""
,ﺑﺎﺭﺗﻌﺎﺵ ﺧﻔﻴﻒ، ﻋﺮﻓﺖ ﻣﻦ ﺃﻛﻮﻥ ﻭﺍﻧﺤﻨﺖ ﺗﺤﻴﻴﻨﻲ ﺑﺸﺪﺓ.
Ushiromiya Battler,"""...ﺁﺁﺁﺁﻩ...! ﻟﻘﺪ ﺃﺩﻫﺸﺘﻨﻲ ﺟﻴﺴﻴﻜﺎ ﻓﻌﻼ، ﻭﻟﻜﻦ ﺷﺎﻧﻮﻥ-ﺗﺸﺎﻥ! ﺃﺻﺒﺤﺖ ﻓﺎﺗﻨﺔ ﺟﺪﺍ، ﺃﻟﺴﺖ ﻛﺬﻟﻚ؟"""
Shannon,"""ﻛـ...ﻛﻠﻤﺎﺗﻚ ﻓﻲ ﻏﺎﻳﺔ ﺍﻟﻠﻄﻒ..."""
Ushiromiya Battler,"""ﻭ~ﻟﻜﻦ، ﻳﻨﺒﻐﻲ ﺃﻥ ﻳﻜﻮﻥ ﺍﻟﻄﻌﺎﻡ ﻋﻠﻰ ﻫﺬﻩ ﺍﻟﺠﺰﻳﺮﺓ ﻣﻐﺬﻱ ﺣﻘﺎ. ﺻﺤﻴﺢ؟ ﻣﺎ ﺍﻟﺬﻱ ﺗﺄﻛﻠﻴﻨﻪ، ﻭﻣﺎ ﻫﻲ ﺍﻟﺘﻤﺎﺭﻳﻦ ﺍﻟﺘﻲ ﺗﻘﻮﻣﻴﻦ ﺑﻬﺎ ﺣﺘﻰ ﻏﺪﺍ ﺻﺪﺭﻙ ﺑﻬﺬﺍ ﺍﻟﺤﺠﻢ؟! ﺃﻋﺘﻘﺪ ﺑﺄﻧﻪ ﺳﻴﺘﻌﻴﻦ ﻋﻠﻲ ﺗﺤﺴﺴﻬﻢ ﻟﻤﻌﺮﻓﺔ ﻣﺎ ﺇﺫﺍ ﻛﺎﻥ ﺣﺠﻤﻬﻢ ﺃﻭ ﺣﺠﻢ ﺟﻴﺴﻴﻜﺎ ﺃﻛﺒﺮ، ﻣﻮﺍ~ﻓﻘﺔ؟!"""
,ﺑﻜﻠﺘﺎ ﻳﺪﺍﻱ ﻭﺍﻟﻠﻌﺎﺏ ﻳﺴﻴﻞ ﻣﻦ ﻓﻤﻲ، ﺍﻗﺘﺮﺑﺖ ﻧﺤﻮﻫﺎ!
,....ﻓﻘﻂ ﻣﻦ ﺃﺟﻞ ﺇﻧﺼﺎﻑ ﺳﻤﻌﺘﻲ، ﺃﻭﺩ ﺑﺄﻥ ﺃﺷﻴﺮ ﺇﻟﻰ ﺃﻧﻨﻲ ﻻ ﺃﻋﺎﻧﻲ ﻣﻦ ﺑﻌﺾ ﺍﻷﻣﺮﺍﺽ ﺍﻟﻐﺮﻳﺒﺔ ﺍﻟﺘﻲ ﺗﺴﺒﺐ ﺣﻜﺔ ﻓﻲ ﺍﻟﻐﺪﺩ ﺍﻟﻠﻴﻤﻔﺎﻭﻳﺔ، ﻭﺍﻟﺘﻲ ﺗﺠﻌﻠﻨﻲ ﺃﺧﺪﺵ ﺭﻗﺒﺘﻲ ﺣﺘﻰ ﺗﻔﺘﺢ ﻭﻻ ﻳﻤﻜﻨﻨﻲ ﺍﻟﻮﻗﺎﻳﺔ ﻣﻦ ﺫﻟﻚ ﺇﻻ ﻋﻦ ﻃﺮﻳﻖ ﻓﺮﻙ ﺍﻷﺛﺪﺍﺀ.
,ﻛﻞ ﻣﺎ ﻓﻲ ﺍﻷﻣﺮ ﺃﻥ ﻫﺬﻩ ﻃﺮﻳﻘﺔ ﺑﺎﺗﻠﺮ ﻓﻲ ﺍﻟﺘﻮﺍﺻﻞ ﻣﻊ ﺍﻵﺧﺮﻳﻦ.
,ﺍﻗﺘﺮﺑﺖ ﻣﻨﻬﺎ ﺑﺒﻂﺀ، ﺍﻻﺣﺘﻤﺎﻻﺕ ﻫﻲ ﺛﻤﺎﻧﻴﺔ ﺃﻭ ﺗﺴﻌﺔ ﻣﻦ ﺃﺻﻞ ﻋﺸﺮﺓ ﻓﻲ ﺃﻧﻨﻲ ﺳﺄﺗﻌﺮﺽ ﻟﻠﺼﻔﻊ ﺃﻭ ﺍﻟﻀﺮﺏ ﺑﻘﺴﻮﺓ، ﺻﺤﻴﺢ؟
,ﻫﺬﺍ ﻫﻮ ﺃﺳﻠﻮﺏ ﺑﺎﺗﻠﺮ-ﺳﺎﻣﺎ ﺍﻟﻤﺒﺘﻜﺮ، ﺍﻟﻤﺰﺍﺡ ﻣﻦ ﺃﺟﻞ ﺇﺯﺍﻟﺔ ﺍﻟﺘﻮﺗﺮ!
,........ﺡ-ﺣﺴﻨﺎ، ﻫﺬﺍ ﻳﻌﻨﻲ ﺑﺄﻥ ﻟﺪﻱ ﺍﺣﺘﻤﺎﻝ ﻭﺍﺣﺪ ﻣﻦ ﺃﺻﻞ ﻋﺸﺮﺓ ﻓﻲ ﺃﻥ ﺃﻟﻤﺴﻬﻢ، ﺻﺤﻴﺢ؟
,ﺃﻫﻴﻬﻴﻬﻴﻬﻴﻬﻲ، ﻭﻛﺄﻧﻨﻲ ﻗﺪ ﺍﻋﺘﻘﺪ ﺣﺪﻭﺙ ﻫﺬﺍ ﺇﻃﻼﻗﺎ؟!!
,ﻓﻲ ﺫﻟﻚ ﺍﻟﺤﻴﻦ، ﻛﺎﻧﺖ ﻳﺪﺍﻱ ﺃﻗﻞ ﻣﻦ ﺳﻨﺘﻴﻤﺘﺮ ﻭﺍﺣﺪ ﻟﺼﺪﺭ ﺷﺎﻧﻮﻥ-ﺗﺸﺎﻥ، ﻭﻟﻜﻦ..... ﺍﻟﻬﺠﻤﺔ ﺍﻟﻤﻀﺎﺩﺓ ﻟﻢ ﺗﺤﺪﺙ ﺑﻌﺪ.
,ﺍﺣﻤﺮ ﻭﺟﻬﻬﺎ ﻭﺃﺣﻨﺖ ﺭﺃﺳﻬﺎ ﻓﻲ ﺣﺮﺝ ﻋﻨﺪﻣﺎ ﺃﺩﺭﻛﺖ ﻣﺎ ﻛﺎﻥ ﻳﺠﺮﻱ، ﻟﻜﻨﻬﺎ ﻇﻠﺖ ﻭﺍﻗﻔﺔ ﻫﻨﺎﻙ ﻣﻊ ﻛﻠﺘﺎ ﻳﺪﻳﻬﺎ ﻣﻀﻤﻮﻣﺔ ﺑﺄﺩﺏ ﺃﻣﺎﻣﻬﺎ، ﻭﻻ ﺗﺤﺎﻭﻝ ﺣﺘﻰ ﺍﻟﻤﻘﺎﻭﻣﺔ ﺃﻭ ﺗﻐﻄﻴﺔ ﺛﺪﻳﻴﻬﺎ.
,...ﻭﺍﺍﺍﺍﺍﻩ، ﻟﻢ ﺃﻛﻦ ﻷﻓﻌﻞ ﻫﺬﺍ!!
,ﺃ-ﺃﺭﺟﻮﻙ، ﺍﺿﺮﺑﻴﻨﻲ ﺣﺎﻻ! ﻓﻲ ﻫﺬﻩ ﺍﻟﺤﺎﻟﺔ ﺳﺄﻓﻌﻠﻬﺎ ﺻﺪﻗﺎ....؟!
,...ﻭﻟﻬﺬﺍ ﺍﻟﺴﺒﺐ ﻛﻨﺖ ﺳﻌﻴﺪﺍ ﺣﻴﻨﻤﺎ ﺍﺧﺘﺎﺭﺕ ﺟﻴﺴﻴﻜﺎ ﺗﻠﻚ ﺍﻟﻠﺤﻈﺔ ﻟﺘﻀﺮﺏ ﻣﺮﻓﻘﻬﺎ ﻧﺤﻮ ﻣﺆﺧﺮﺓ ﺭﺃﺳﻲ.
Ushiromiya Battler,"""ﻏﺎﺍﺍﺍﺍﺍﺍﺍﺍﻩ، ﺃﻭﻭﻭﻭﻭﻭ، ﺷﻜﺮﺍ ﻟﻚ ﺟﻴﻴﻴﻴﻴﺴﻴﻴﻜﺎ~!!"""
Ushiromiya Jessica,"""ﻝ-ﻟـ…ﻟﻤﺎﺫﺍ ﺑﺤﻖ ﺍﻟﺤﺠﻴﻢ ﺗﺸﻜﺮﻧﻲ؟! ؟؟؟"""
Ushiromiya Battler,"""ﻛﻼ، ﻛﻼ، ﻫﺬﺍ ﺧﻄﺌﻲ، ﺷﺎﻧﻮﻥ-ﺗﺸﺎﻥ. ﻳﺒﺪﻭ ﺑﺄﻧﻲ ﻗﺪ ﺗﻤﺎﺩﻳﺖ ﻓﻲ ﺍﻻﻗﺘﺮﺍﺏ ﻣﻦ ﺻﺪﺭﻙ... ﻟﻮ ﻛﻨﺖ ﺍﻗﺘﺮﺑﺖ ﺃﻛﺜﺮ، ﻷﺻﺒﺤﺖ ﻣﻨﺤﺮﻓﺎ ﻛﺒﻴﺮﺍ. ﺑﺮﺑﻚ، ﻋﻠﻴﻚ ﺃﻥ ﺗﻘﺎﻭﻣﻲ!"""
Shannon,"""............ﻝ-ﻟﻜﻦ.......ﺇﻧﻚ... ﺿﻴﻒ ﻣﻬﻢ، ﺑﺎﺗﻠﺮ-ﺳﺎﻣﺎ..... """
Ushiromiya Battler,"""ﺍﻵﻥ ﺃﺻﻐﻲ ﺇﻟﻲ، ﺍﻟﻤﻨﺤﺮﻑ ﻳﻈﻞ ﻣﻨﺤﺮﻓﺎ ﺳﻮﺍﺀ ﻛﺎﻥ ﺿﻴﻔﺎ ﺃﻡ ﻻ! ﺍﻻﻗﺘﺮﺍﺏ ﻋﺸﺮﺓ ﺳﻨﺘﻴﻤﺘﺮﺍﺕ ﺣﻮﻝ ﺻﺪﺭ ﻓﺘﺎﺓ ﻣﻤﺎﺛﻞ ﻟﻤﻨﻄﻘﺔ ﻓﻲ ﻧﻄﺎﻕ ﺍﻟﺪﻓﺎﻉ ﺍﻟﺠﻮﻱ. ﺇﺫﺍ ﺗﺠﺎﻭﺯ ﺷﺨﺺ ﻣﺎ ﺣﺪﻭﺩ ﺍﺛﻨﻴﻦ ﻣﻦ ﺍﻟﺴﻨﺘﻴﻤﺘﺮﺍﺕ، ﻓﻬﺬﺍ ﻳﻌﺪ ﻏﺰﻭﺍ ﻓﻌﻠﻴﺎ ﻟﻠﻤﺠﺎﻝ ﺍﻟﺠﻮﻱ، ﻭﻳﻤﻜﻨﻚ ﺃﻥ ﺗﻌﻄﻴﻨﻲ ﻋﻠﻰ ﺍﻟﻔﻮﺭ ﺻﻔﻌﺔ، ﻣﺜﻞ ﺇﻗﻼﻉ ﻓﻲ ﺣﺎﻟﺔ ﺗﺄﻫﺐ ﻗﺼﻮﻯ!"""
Shannon,"""..........ﻝ-ﻟﻢ ﺃﻛﻦ ﻷﻓﻌﻞ ﺷﻴﺌﺎ ﻛﻬﺬﺍ....! ﻧﺤﻦ........ ﻣﺠﺮﺩ ﺃﺛﺎﺙ ﻭ......"""
,ﺑﺎﻟﻄﺒﻊ ﻟﻢ ﺗﻜﻦ ﺗﺮﻳﺪ ﺃﻥ ﻳﻠﻤﺲ ﺻﺪﺭﻫﺎ، ﻭﻟﻜﻦ... ﺇﺫﺍ ﺭﻏﺐ ﺍﻟﻀﻴﻒ ﻓﻲ ﺫﻟﻚ، ﻓﻬﻲ ﺗﻨﻮﻱ ﺍﻟﺘﻀﺤﻴﺔ ﺑﻤﺎ ﻳﺨﺼﻬﺎ ﺍﺳﺘﺠﺎﺑﺔ ﻟﺬﻟﻚ ﺃﻳﺎ ﻳﻜﻦ.
,...ﻓﺘﺎﺓ ﻣﺜﻞ ﻫﺬﻩ ﺗﺤﺘﺎﺝ ﺇﻟﻰ ﺑﻌﺾ ﺍﻟﺤﻤﺎﻳﺔ ﺍﻟﻌﺎﺟﻠﺔ...!
Ushiromiya Battler,""".......ﺑﺎﻟﺘﻔﻜﻴﺮ ﺃﻥ ﻓﻲ ﻫﺬﻩ ﺍﻷﻳﺎﻡ ﺗﻮﺟﺪ ﻓﺘﺎﺓ ﻓﺎﺿﻠﺔ ﻭﻣﺨﻠﺼﺔ ﻫﻜﺬﺍ.... ﻳﺠﻌﻠﻨﻲ....... ﺃﺗﻬﻮﺭ ﻣﺠﺪﺩﺍ! .....ﻟﻜﻦ، ﻛﻼ! ﻻﺍﺍﺍﺍﺍﺍﺍ!!"""
Ushiromiya Battler,"""ﺇﻥ ﺍﻗﺘﺮﺑﺖ ﻣﻨﻚ ﺑﻮﺟﻪ ﻣﻨﺤﺮﻑ ﻣﺠﺪﺩﺍ! ﻋﻨﺪﻫﺎ ﻗﻮﻟﻲ، ﻟﻴﺴﺎﻋﺪﻧﻲ ﺃﺣﺪ ﻣﺎ!! "" ﻻﺍﺍ، ﺃﻳﻬﺎ ﺍﻟﻤﻨﺤﺮﻑ!"" ﺑﺪﻭﻥ ﻣﻘﺎﻭﻣﺘﻚ، ﻻ ﺃﺳﺘﻄﻴﻊ ﺍﻟﺘﻮﻗﻒ! ﺃﺭﺟﻮﻙ، ﺃﺗﻮﺳﻞ ﻟﻚ، ﺍﺻﻔﻌﻴﻨﻲ! ﻫﻜﺬﺍ، ﺍﺻﻔﻌﻲ! ﺍﺿﺮﺭﺭﺭﺑﻴﻨﻲ~!!!"""
Shannon,"""ﻟـ....... ﻻ ﺃﺳﺘﻄﻴﻊ ﺇﻃﺎﻋﺔ ﻃﻠﺒﻚ ﻫﺬﺍ. ﻷﻧﻲ ﺃﺛﺎﺙ. ........ﻭﻟﻜﻦ، .............ﺇﺫﺍ ﻛﺎﻥ ﺃﻣﺮﺍ، ﺳﺄﻧﻔﺬﻩ. .........ﻷﻥ ﻫﺬﺍ ﻭﺍﺟﺒﻲ."""
Ushiromiya George,"""ﻫﻬﻬﻬﻪ، ﺇﺫﻥ ﺳﺂﻣﺮﻙ ﺃﻧﺎ ﺑﺬﻟﻚ. ﻓﻲ ﺍﻟﻤﺮﺓ ﺍﻟﻘﺎﺩﻣﺔ ﺍﻟﺘﻲ ﻳﺤﺎﻭﻝ ﻓﻴﻬﺎ ﺑﺎﺗﻠﺮ-ﻛﻦ ﻟﻤﺲ ﺻﺪﺭﻙ، ﻗﺎﻭﻣﻴﻪ ﺑﺼﻔﻌﺔ. ﺍﺗﻔﻘﻨﺎ؟"""
Shannon,"""......ﻧـ -ﻧﻌﻢ. ﺳﺄﻓﻌﻞ ﻣﺎ ﺗﺮﻳﺪ. ﻣﻦ ﺍﻵﻥ ﻓﺼﺎﻋﺪﺍ، ﺍﺳﻤﺢ ﻟﻲ ﺑﻔﻌﻞ ﺫﻟﻚ. ﺑﺎﺗﻠﺮ-ﺳﺎﻣﺎ، ﻣﻦ ﻓﻀﻠﻚ ﺇﻗﺒﻞ ﻫﺬﺍ..."""
,ﺑﻴﻨﻤﺎ ﺗﻜﻠﻤﺖ ﺷﺎﻧﻮﻥ-ﺗﺸﺎﻥ، ﺍﻧﺤﻨﺖ ﺑﺮﻗﻲ ﻧﺤﻮﻱ.
,ﻛﺎﻧﺖ ﻣﻼﻣﺢ ﻭﺟﻬﻬﺎ ﺑﻬﻴﺔ.{n}ﺃﻋﻄﻴﺘﻬﺎ ﺇﺷﺎﺭﺓ ﺑﻤﻮﺍﻓﻘﺘﻲ ﻋﻠﻰ ﺫﻟﻚ.
Ushiromiya Battler,"""ﻗﺒﻞ ﺳﺖ ﺳﻨﻮﺍﺕ، ﺭﺑﻤﺎ ﻛﻨﺖ ﺃﺷﺒﻪ ﺑﺎﺑﻨﺔ ﺧﺎﺩﻡ ﺗﻤﺪ ﻳﺪﻫﺎ ﻋﻠﻰ ﻋﻤﻞ ﻭﺍﻟﺪﻳﻬﺎ.... ........ﻭﻟﻜﻨﻚ ﺍﻵﻥ ﺧﺎﺩﻣﺔ ﺑﺎﻟﻐﺔ ﻭﻣﺜﺎﻟﻴﺔ. ﻛﻢ ﻋﺪﺩ ﺍﻟﺴﻨﻮﺍﺕ ﺍﻟﺘﻲ ﻗﺪ ﻣﻀﺖ؟"""
Shannon,"""ﻧﻌﻢ، ﻟﻘﺪ ﻛﺎﻥ ﻣﻦ ﺩﻭﺍﻋﻲ ﺳﺮﻭﺭﻱ ﺍﻟﻌﻤﻞ ﻓﻲ ﻫﺬﺍ ﺍﻟﻤﻨﺰﻝ ﻟﻌﺸﺮ ﺳﻨﻮﺍﺕ."""
