Speaker,Spanish (ES)
Ushiromiya Eva,"""¡¡Nnggghh...!! L‐Lo siento, Ange‐chan..."""
,La tía Eva juntó las manos en señal de disculpa.
,Era demasiado difícil y no tuve ni idea...
Kanon,"""... Correcto."""
Ushiromiya Ange,"""¡Increíble, tía Eva! ¡¿Por qué?! ¡¿Por qué son 78 monedas?! Si el platino es mejor que el oro, ¡¿entonces por qué el oro tiene más monedas?!"""
Ushiromiya Eva,"""La cantidad de monedas que obtienes es siempre igual al número atómico del premio. El cobre es 29, la plata es 47 y el oro es 79. Y, por cierto, el platino es 78. Así que el premio de platino te da 78 monedas de oro."""
Ushiromiya Ange,"""¡¡T‐Tía Eva, eres fantástica!!"""
,"Papá me dijo una vez que la tía Eva era una estudiante comelibros, y muy, muy inteligente incluso cuando estaba en la escuela."
,"Incluso George onii‐chan, su hijo, es listo, así que la tía Eva debe ser realmente impresionante."
Ushiromiya Eva,"""Aun así, elegiste un acertijo bastante desagradable. Deberías haber dado al menos uno que Ange‐chan pudiera entender."""
Kanon,"""Usted me dio permiso para mostrarle el más difícil que tengo."""
Ushiromiya Ange,"""... Eso es cierto. Tú lo dijiste. Por eso obtuvimos un acertijo que era demasiado difícil para mí."""
Ushiromiya Eva,"""¡¡Nnggghh...!! ¿E-Es mi culpa? Lo siento, Ange‐chan... Pero mira, una medalla de compensación, ¿me perdonas?"""
,Conseguimos otra medalla. ¿Cuántas llevamos hasta ahora?{n}Y todavía nos quedan muchas por conseguir. La siguiente es Shannon.
Shannon,"""El mío no es tan difícil, así que pueden relajarse."""
Kanon,"""... Ya que solo tienen que pensar al nivel de nee‐san."""
Shannon,"""¡T-Te estás burlando de mí!... Entonces, ¿quieres intentarlo también, Kanon‐kun?"""
Kanon,"""Adelante."""
Ushiromiya Eva,"""Parece que esta vez podrás entenderlo, Ange‐chan. Yo solo me limitaré a dar pistas otra vez."""
Ushiromiya Ange,"""Está bien, haré mi mejor esfuerzo. Lo resolveré. Conseguiré otra medalla para mí."""
Shannon,"""Comencemos entonces. Escuchen con atención..."""
Ushiromiya Ange,"""No lo entiendo. ¿Por qué hay letras?..."""
Kanon,"""... ¿Podría ser la primera letra de cada palabra?"""
Ushiromiya Eva,"""Eso pensé al principio. La uva es ‘U’, la ciruela amarilla es ‘C’, y las anchoas son ‘A’. Esas son las primeras letras de cada una de esas palabras. Pero entonces, ¿cómo explicas que el café solo sea ‘M’?"""
Shannon,"""Jejejejejejejej. ¿Lo entienden?"""
Ushiromiya Ange,"""¿No tienes más pistas para mí?"""
Shannon,"""Sí tengo. Le diré las letras de algunos otros alimentos. Primero, el ube es ‘U’. Los cítricos son ‘C’. Para ‘A’, ¿qué tal ajoblanco? El melón amargo puede ser ‘M’. Jejejejejejejej..."""
Ushiromiya Eva,"""Realmente parece que la primera letra es la clave... Pero entonces, ¿cómo explicas que el café solo sea ‘M’?..."""
Ushiromiya Ange,"""... Me encantan los alimentos ‘U’. Las tortas de crema son ‘U’, ¿verdad?"""
Shannon,"""Eso es correcto."""
Kanon,"""En ese caso, no es la primera letra después de todo..."""
Ushiromiya Eva,"""¿Qué está pasando? ¿Qué es este grupo ‘U’? La uva y el ube, ¿cierto? ¿Son frutas? ¿Dulces? ‘C’ es ciruela amarilla y cítricos, ‘A’ son ajoblanco y anchoas, ¿y ‘M’ es café solo y melón amargo? ¿¿Qué son estos grupos??"""
Ushiromiya Ange,"""... Más o menos lo entiendo, pero más o menos no... Es un poco frustrante."""
Shannon,"""Una última pista. ¿Han bebido café solo alguna vez?"""
Ushiromiya Ange,"""Yo sí. Pensé que iba a ser dulce, pero me llevé una sorpresa. Nunca lo volveré a beber así."""
Ushiromiya Eva,"""... Ah... ¡ya entendí! Gracias, Ange-chan. ¡Gracias a ti, creo haberlo resuelto!"""
Shannon,"""¿Se rinde? ¿Qué hay de ti, Kanon‐kun?"""
Kanon,"""... No logro entenderlo... Creo que estoy muy cerca, pero..."""
Ushiromiya Ange,"""Sí. Casi sé lo que significan todos los grupos, pero no puedo dar ese último paso."""
Ushiromiya Eva,"""Se trata de... sabores, ¿cierto?"""
Shannon,"""Sí, eso es correcto. ¿Lo han entendido ahora, Ange‐sama, Kanon‐kun?"""
Ushiromiya Ange,"""Estoy confundida. ¿Qué es, tía Eva? ¡Dime!"""
Ushiromiya Eva,"""Todo en el grupo ‘U’ es dulce, ¿cierto? Entonces, ¿qué hay del grupo ‘C’? ¿Y del grupo ‘A’?"""
Kanon,"""... Ya veo, así que eso era... Nada mal viniendo de ti, nee‐san..."""
Shannon,"""¿Por qué no intentas con un ‘perdón por burlarme de ti’? Si no lo haces, haré que todas tus comidas sean ‘M’ e ‘I’."""
Ushiromiya Eva,"""‘M’ es una cosa, pero comer ‘I’ todo el tiempo sería terrible."""
,"Al final, Kanon cedió ante la amenaza de las comidas ‘I’ y se vio obligado a disculparse con Shannon."
,Ange seguía confundida.
,No tenía sentido seguir pensando en ello.
,Tengo que recomponerme y dar lo mejor de mí en el siguiente.
Ushiromiya Eva,"""Mira, Ange‐chan. ¡Piensa en los sabores de todos estos alimentos! ¿Qué sabor tiene la uva?"""
Ushiromiya Ange,"""Dulce."""
Ushiromiya Eva,"""¿Y qué hay de la ciruela amarilla?"""
Ushiromiya Ange,"""Ácida."""
Ushiromiya Eva,"""Entonces, ¿qué tal la anchoa? ¡¿Y el café solo?!"""
Kanon,"""... Ya veo, conque de eso se trata..."""
Ushiromiya Ange,"""El café sin nada es amargo. La anchoa es salada... Entonces, ¿qué es? ¿Las letras coinciden con los sabores?"""
Ushiromiya Eva,"""¡Así es! La segunda letra de ‘dulce’ es ‘U’. La segunda letra de ‘ácido’ es ‘C’, la de ‘salado’ es ‘A’, ¡y la de ‘amargo’ es ‘M’! Entonces, ¿a qué sabe un ají?"""
Ushiromiya Ange,"""¡Picante!"""
Ushiromiya Eva,"""¡Exacto! Y la segunda letra de ""picante"" es... ¡‘I’! Así que la respuesta para el ají es ‘I’!"""
Shannon,"""Excelente trabajo. Lo hicieron bien, Eva‐sama, Ange‐sama."""
Ushiromiya Ange,"""¡¡Tía Eva, eres increíble!!"""
Ushiromiya Eva,"""Tuvimos que trabajar juntas para resolver este. Fue trabajo en equipo."""
Shannon,"""Y aquí está mi medalla. Por favor, acéptenla."""
Ushiromiya Ange,"""¡Muy bien, conseguí otra medalla! ¡Gracias!"""
Shannon,"""No lo entendiste, ¿verdad, Kanon‐kun? Apuesto a que fue difícil."""
Kanon,"""... Nada mal viniendo de ti, nee‐san..."""
Shannon,"""¿Por qué no intentas con un ‘perdón por burlarme de ti’? Si no lo haces, haré que todas tus comidas sean ‘M’ e ‘I’."""
Ushiromiya Eva,"""‘M’ es una cosa, pero comer ""I"" todo el tiempo sería terrible."""
Ushiromiya Ange,"""¡Quiero comer ‘U’ todo el tiempo!"""
Ushiromiya Eva,"""Cuidado, te saldrán caries. Pero si alguna vez vienes a mi casa a jugar, estaré más que dispuesta a compartir."""
Ushiromiya Ange,"""¡¡Yay!! ¡¡Te quiero, tía Eva!!"""
,"Al final, Kanon cedió ante la amenaza de las comidas ‘I’... y se vio obligado a disculparse con Shannon."
Shannon,"""Aquí acaban nuestros acertijos. ¿Los disfrutaron?..."""
Ushiromiya Ange,"""Sí. ¡Gracias!"""
Kanon,"""Parece que los demás todavía tienen algunos rompecabezas esperando por ustedes. Por favor, tengan cuidado."""
Ushiromiya Eva,"""Tienes razón. Todos los que quedan parecen ser un desafío."""
Ushiromiya Ange,"""¡Pero ganaremos! ¡Podemos hacerlo si trabajamos juntas!..."""
Ushiromiya Eva,"""En efecto. ¡Unamos nuestras mentes y sigamos adelante!"""
Shannon,"""Adiós. Y buena suerte."""
,Shannon y Kanon habían regresado a la cocina con el carrito de servicio.
,"El comedor estaba lleno de una atmósfera tan emocionante y divertida, pero aquí en el pasillo, uno recordaba los feroces vientos y la lluvia."
,Pero estaban satisfechos con esto.
,"El propósito de la ruidosa fiesta de despedida era olvidar la soledad de la lluvia, aunque fuera solo por un momento."
Shannon,"""... Así que, hemos llegado al final de este largo juego..."""
Kanon,"""Me siento aliviado... Finalmente, ya no tendremos que ser juguetes de nadie más... Me gustaría ser olvidado tranquilamente, cubrirme de polvo y desaparecer."""
Shannon,"""Estás equivocado. No vamos a desaparecer así."""
Kanon,"""..."""
Shannon,"""En el mundo encerrado dentro de la caja del gato, nuestro futuro continuará, pero será un misterio para todos."""
Kanon,"""... Tienes razón... Lo siento. Ese es un mundo que ni siquiera nosotros podemos conocer... así que lo olvidé."""
Shannon,"""¿Qué clase de futuro crearemos para nosotros mismos en el mundo de la caja del gato?"""
Kanon,"""Nadie lo sabe. Por eso se llama caja del gato."""
Shannon,"""... Buen punto."""
Kanon,"""¿No tienes ningún arrepentimiento, nee‐san?... ¿Por George‐sama, por ejemplo?"""
Shannon,"""..."""
Kanon,"""Recibir ese anillo es todo lo que puedes hacer por él. En cuanto al matrimonio, vivir juntos y todo lo demás..."""
Shannon,"""Nuestro futuro dentro de la caja del gato es lo que hará que todo eso se haga realidad, ¿no es así?... No soy la única. Tu caso es igual, ¿cierto? ¿Qué hay de un futuro para ti y la señorita Jessica?"""
Kanon,"""... Yo..."""
Shannon,"""Hay un posible futuro donde rompo mi compromiso con George‐sama, luego dejo la isla y desaparezco. En ese mundo, no tendrías que dudar por mi bien... Podrías disfrutar tu juventud al máximo con la señorita."""
Kanon,"""... Si renunciaras a tu compromiso con George‐sama, ese tipo de mundo podría ser posible."""
Shannon,"""Entonces... el mundo donde paso mi vida con George‐sama... y el mundo donde pasas tu vida con ella... pueden existir al mismo tiempo. Eso es lo que permite el interior de una caja del gato."""
Kanon,"""... Es un mundo donde cualquier sueño contradictorio puede existir a la vez."""
Shannon,"""Ese es el mundo en el que seremos guardados como piezas... Así que, no hay necesidad de sentirse solos, no hay necesidad de estar tristes... Aunque la ‘yo’ que está aquí solo puede observar la parte donde acepto el anillo de George‐sama..."""
,"Mi otra “yo” que vive en la caja del gato, en un mundo que no puedo presenciar, seguramente construirá una vida feliz en el futuro..."
,"Esa caja es tan extraña, un lugar donde cualquier pieza, juguete y sueño puede mantenerse."
,No es una jaula que nos encierra.
,"Al contrario, el interior de la caja del gato es un mundo ilimitado que nos libera de todo..."
Kanon,"""Un mundo donde estamos libres de todo, y aun así donde todos nuestros deseos se hacen realidad... Sin embargo, el ‘yo’ en ese mundo no será el ‘yo’ de aquí y ahora... Eso es un poco deprimente."""
Shannon,"""... Oye, Kanon‐kun."""
Kanon,"""¿Sí...?"""
Shannon,"""Hagámoslo."""
Kanon,"""... ¿El qué?"""
Shannon,"""Duelo."""
Kanon,"""... ¿Estás segura?"""
Shannon,"""Ambos deseábamos haber resuelto esto mucho antes. Y, sin embargo, lo hemos pospuesto hasta el último momento, justo antes de que el juego termine."""
Kanon,"""... Claro... El juego está casi terminado de todos modos. Ahora, al final... es hora de que resolvamos las cosas por nosotros mismos."""
Shannon,"""De esa manera, podremos ver nuestro futuro antes de que nos guarden en la caja del gato."""
Kanon,"""... Claro. Hagámoslo. ¿Cómo será esta vez? ¿Una moneda? ¿O con pistolas de nuevo?..."""
Shannon,"""Ummm... bueno, ¿por qué no hacemos nuestro propio torneo de preguntas?"""
Kanon,"""¿Eh?... Te lo estás tomando bastante en serio."""
Shannon,"""De acuerdo, entonces, mmm... ¡Primera pregunta!"""
Ushiromiya Maria,"""¡Kijjijijijijijiji! ¡Te voy a dar una muuuuuy difícil! ¡Te engañaré con mi supermega acertijo requetedifícil, y me aseguraré de que {i:nunca} consigas mi medalla!"""
Ushiromiya Ange,"""Voy a resolverlo. ¡{i:Definitivamente} voy a resolverlo!..."""
,"Tan pronto como María y Ange cruzaron miradas, comenzaron a pelear."
,"Ambas niñas, siendo tan cercanas en edad, eran muy buenas amigas. Pero también peleaban mucho."
,Especialmente cuando eran oponentes en un juego.
Ushiromiya Eva,"""María‐chan probablemente conoce montones de preguntas diferentes. Esto debería ser interesante. Hagámoslo."""
Ushiromiya Maria,"""Kijjijijiji, aún no. María es la estrella, ¡así que iré después de mamá!"""
Ushiromiya Rosa,"""¿En serio? ¿Están bien con que yo vaya primero?"""
Ushiromiya Maria,"""¡Uu!"""
Ushiromiya Rosa,"""Entonces haré la primera pregunta. ¿Listas? Jejejejejej."""
Ushiromiya Eva,"""Mmmmm... Supongo que no necesitas una pista para esta."""
Ushiromiya Rosa,"""*risita*, tienes razón. La hice para Ange‐chan. Probablemente sea bastante fácil para ti, nee‐san."""
Ushiromiya Ange,"""Una hora son 60 minutos, y se tarda 8 minutos por cada viaje de ida y vuelta..."""
Ushiromiya Eva,"""Buena suerte. Sé que puedes resolverlo. Esta vez no te daré una pista."""
Ushiromiya Ange,"""¿Eh? ¿Por qué está mal?..."""
Ushiromiya Rosa,"""Jejej, perdón por eso. Supongo que sí fue un poco cruel."""
Ushiromiya Eva,"""La clave del rompecabezas es la parte sobre cuántos puede {i:sacar de la habitación}."""
,... Oh. Parece que cometí un error bastante simple.
,He estado resolviendo tantos acertijos complicados que me tensé demasiado.
Ushiromiya Rosa,"""Entonces, aquí acaba mi acertijo. Ahora, el que estaban esperando. ¡Buena suerte con el de María!"""
Ushiromiya Ange,"""¡8 lingotes!..."""
Ushiromiya Rosa,"""Jejej, ¿estás segura? Se tarda ocho minutos en llevar cada lingote a la superficie, ¿verdad? 8 × 8 es más de 60."""
Ushiromiya Ange,"""Así es. Después de todo, la pregunta decía ‘cuántos puede sacar de la habitación’. Solo necesitas dar un paso fuera de la habitación para ‘sacarlo de ella’."""
Ushiromiya Eva,"""¡Buen trabajo, Ange‐chan!... Todos esos acertijos realmente te han preparado bien."""
Ushiromiya Rosa,"""Así es. Para hacer 7 viajes, necesitas 8 × 7 = 56 minutos. Solo quedan 4 minutos. Sin embargo, puedes regresar a la habitación subterránea en 3 minutos y luego ‘sacar’ el octavo lingote en el último minuto."""
Ushiromiya Maria,"""Kijijijijijiji... ¡No está mal, Ange! Buen trabajo, uu."""
Ushiromiya Ange,"""¡No voy a perder contra ti, María onee‐chan!"""
Ushiromiya Rosa,"""Felicidades. Aquí tienes mi medalla. Ahora puedes intentar resolver el acertijo que María eligió especialmente para ti."""
Ushiromiya Maria,"""Así que finalmente es mi turno. Kijijijiji, te tomaste tanto tiempo con el acertijo fácil de mamá que me preocupé un poco. ¡No hay forma de que resuelvas este, de ninguna manera!"""
Ushiromiya Ange,"""¡Tengo a la tía Eva conmigo, y lo resolveremos juntas!"""
Ushiromiya Maria,"""¡Kijijijijiji, imposible, imposible, imposible! ¡Ni siquiera la tía Eva resolverá este! ¡Los acertijos de lobos y ovejas son increíblemente difíciles!..."""
,"De su bolso, María sacó un desgastado ""Libro de acertijos de lobos y ovejas"". Tenía un aire majestuoso, como el de un grimorio."
Ushiromiya Maria,"""Sabes lo que es un acertijo de lobos y ovejas, ¿verdad?"""
Ushiromiya Ange,"""Lo sé. Siempre me los muestras."""
Ushiromiya Rosa,"""Son desafíos sobre usar un bote para llevar a todos de una orilla del río a otra."""
Ushiromiya Eva,"""Usualmente tienen algunas reglas extrañas. Cuando hay lobos y ovejas, no puedes dejar que el número de lobos en ninguna orilla sea mayor que el de ovejas, ¿verdad?"""
Ushiromiya Maria,"""¡Sí, correcto! ¡¡Envía un bote de ida y vuelta, moviendo a todos al otro lado mientras te aseguras de que nunca haya más lobos que ovejas!!... ¡Pero los que solo tienen lobos y ovejas son los más simples, fáciles, básicos y de práctica para principiantes!..."""
Ushiromiya Rosa,"""Cuando llegas a niveles más altos, tienes muchas cosas además de lobos y ovejas. Es bastante ingenioso."""
Ushiromiya Eva,"""... ¿Deberíamos escribir esto en un papel?"""
Ushiromiya Rosa,"""Buena idea. Definitivamente te facilitará ordenar tus ideas."""
Ushiromiya Eva,"""*suspiro*... parece que este acertijo será complicado."""
Ushiromiya Maria,"""¡No hay forma de que consigas mi medalla, Ange! ¡¡Kiji{0}ji{0}ji{0}ji{0}jiji!!"""
Ushiromiya Ange,"""No voy a perder. ¡¡Definitivamente no voy a perder!!"""
Ushiromiya Eva,"""E‐Espera un segundo... ¡¿Quién ha oído hablar de un acertijo con reglas tan complicadas?!"""
Ushiromiya Maria,"""¿Solo conocías los de lobos y ovejas? ¡Hay montones de acertijos complicados que tienes que resolver de diferentes maneras! ¿Ves? ¡Tampoco lo entiendes, ¿verdad, Ange?! ¡Kiji{0}ji{0}ji{0}jiji!"""
Ushiromiya Ange,"""¡Por favor, dame una pista!"""
Ushiromiya Maria,"""Tienes que organizar tus ideas cuidadosamente. Solo los tres humanos pueden remar el bote. Luego, tienes que memorizar todas las cosas a tener en cuenta. Cuando el granjero no está, no puedes dejar a su esposa con el pastor. Cuando tanto el granjero como su esposa no están, no puedes dejar al pastor con la carne. Cuando el pastor no está, no puedes dejar a las ovejas con las verduras. También necesitas a alguien para vigilar a la vaca, pero cualquiera de los humanos puede hacerlo. Aun así, supongo que la carne es la clave de todo."""
Ushiromiya Eva,"""... Ah, ya veo. Solo porque no puedes volver a poner algo en el bote una vez que lo saques, eso no significa que solo puedas llevarlo una vez."""
Ushiromiya Maria,"""Lo entendiste. Las verduras realmente solo pueden hacer un viaje, así que una vez que las envías, no puedes recuperarlas. En cuanto a la carne, mientras que no la saques del bote, puedes llevarla de ida y vuelta tantas veces como quieras."""
Ushiromiya Ange,"""... Es muy complicado. Incluso después de pensarlo, no lo entiendo en absoluto..."""
Ushiromiya Eva,"""Tendré que escribirlo y ordenar mis ideas. ¿Qué hay de ti, Ange‐chan? ¿Quieres un bolígrafo y papel?"""
Ushiromiya Maria,"""¡Imposible, imposible! ¡Nunca lo resolverás! ¿Por qué no te rindes? ¡Pensar es una pérdida de tiempo para los incompetentes! ¡Kiji{0}ji{0}ji{0}ji{0}ji{0}ji{0}jiji!..."""
Ushiromiya Eva,"""¿Esto realmente se puede resolver? No me digas que en realidad hay alguna contradicción que lo vuelve imposible..."""
Ushiromiya Maria,"""¿Uuuuuu? ¿Quién sabe? ¡Kiiiji{0}ji{0}ji{0}ji{0}jiji!"""
Ushiromiya Maria,"""¡¡Kijijijijijiji!! ¡Incorrecto! ¡¿Ni siquiera puedes resolver esto?! ¡Apestas, Ange, eres pésima, kijiji{0}ji{0}ji{0}ji{0}ji{0}ji{0}jiji, au!"""
Ushiromiya Rosa,"""¡María! ¡Muestra algo de educación!"""
,"Había pensado tanto antes de llegar a esa respuesta, pero María onee‐chan simplemente se echó a reír."
,"La risa se interrumpió cuando la tía Rosa la golpeó, pero luego volvió a sonreír."
Ushiromiya Eva,"""No entiendo nada. ¿Qué tan difícil era esto?..."""
Ushiromiya Maria,"""¿Unos 20 picarats, supongo? ¡Hay muchos otros acertijos en este libro que son {i:realmente} difíciles!"""
,"No sé qué es un pica‐cosa, pero, aparentemente, incluso este acertijo no cuenta como uno difícil para María onee‐chan..."
,Bajé la cabeza abatida.
,María onee‐chan siguió riendo hasta que la tía Rosa la golpeó de nuevo.
Ushiromiya Eva,"""Este sí que es un problema desagradable. ¿En serio se puede resolver? ¿No hay algún truco, como tirar cosas al río y dejarlas flotar hacia el otro lado sin usar el bote, o hacer que la vaca se coma las verduras para que puedan ser llevadas como un solo pasajero, o algo similar?..."""
Ushiromiya Rosa,"""Bueno, ¿quién sabe? Si pensar más no te lleva a ninguna parte, ¿deberíamos tomar eso como que te das por vencida?..."""
Ushiromiya Maria,"""¡Este es realmente difícil! ¡Ni siquiera mamá pudo resolverlo! ¡Pero María lo resolvió en el primer intento!"""
Ushiromiya Rosa,"""Entonces, ¿lo entiendes? ¿Cuántos viajes se necesitan para cruzar a cada persona?"""
Ushiromiya Eva,"""Esto es un truco barato o un acertijo, ¿verdad? ¡No hay forma de resolver esto de manera directa!"""
Ushiromiya Rosa,"""No, eso no es cierto. Estoy segura de que con lo lista que eres, lo lograrás, nee‐san. ¿Cuántos viajes se necesitan para cruzar a cada persona?"""
Ushiromiya Ange,"""Lo tengo. Tres viajes."""
Ushiromiya Eva,"""... ¿Eh? ¡¿Tres?! ¿Cómo...?"""
Ushiromiya Ange,"""Es fácil. El granjero y su esposa suben al bote, luego la esposa se baja al otro lado en el primer movimiento. Luego, el granjero lleva el bote de vuelta al otro lado en el segundo movimiento. Entonces cruza con el pastor en el tercer movimiento."""
Ushiromiya Eva,"""¡¿Pero qué pasa con la vaca y la oveja?! ¡¿Qué pasa con la carne y las verduras?!"""
Ushiromiya Ange,"""Pero tía Eva, decía llevar a todas las personas, ¿no? Las vacas no son personas."""
Ushiromiya Eva,"""¿Eh? Ah..."""
,"Mientras la tía Eva quedaba boquiabierta, la tía Rosa empezó a aplaudir. Después de chasquear con la lengua, María onee‐chan se unió."
Ushiromiya Rosa,"""Eso es correcto. El problema solo te pregunta cuántos movimientos se necesitarían para llevar a cada persona. Los animales y el equipaje nunca tuvieron nada que ver con ello."""
Ushiromiya Maria,"""Solo lo entendieron porque tú seguías diciendo ‘cada persona’ una y otra vez, mamá. ¡Uu!"""
,"La tía Rosa probablemente había insistido tanto en eso como una especie de pista. Sin eso, ni siquiera yo lo habría descubierto."
Ushiromiya Eva,"""Qué mal. Fui completamente engañada. ¡Esa fue una pregunta cruel!"""
Ushiromiya Rosa,"""Vamos, María. Dale a Ange‐chan su medalla."""
Ushiromiya Maria,"""Uu‐uu‐uu..."""
,"Gimoteando como un perro infeliz, entregó la medalla a regañadientes."
,La agarré y comencé a saltar como un perro feliz.
,"Mientras María onee‐chan me sonreía desde atrás... su rostro estaba radiante, como el de una hermana mayor."
Ushiromiya Rosa,"""Esto marca el final de nuestros acertijos. Juguemos de nuevo alguna otra vez, ¿de acuerdo?"""
Ushiromiya Maria,"""La próxima vez, ¡tendré un acertijo realmente malvado y difícil!... ¡Uno tan complicado que ni siquiera yo podré resolverlo!"""
Ushiromiya Ange,"""¡No quiero! ¡¡No jugaré contigo nunca más!!..."""
Ushiromiya Eva,"""*risita*. Mira, Ange‐chan. Tus padres te están saludando, así que vamos. Nos vemos, Rosa."""
Ushiromiya Rosa,"""Claro. Hasta luego, Ange‐chan. No quedan muchas más personas con acertijos para ti. Sigue así hasta el final. Y asegúrate de seguir animándola, nee‐san."""
Ushiromiya Eva,"""Por supuesto. Conseguimos todas estas medallas trabajando juntas, ¿verdad?"""
Ushiromiya Ange,"""¡Sí!"""
,Salimos corriendo.
,Papá y mamá me están saludando desde allí.
,Estoy segura de que han pensado en algunos problemas muy feos.
,"Aún así, ¡seguro serán más fáciles que los de María onee‐chan!..."
,¡Odio a María onee‐chan! ¡Es muy grosera!
Sakutarou,"""Uryuu. La molestaste demasiado con ese acertijo..."""
Ushiromiya Maria,"""Bueno, quería jugar mucho con Ange. Si fuera uno fácil, lo resolvería de inmediato, ¿no?"""
Sakutarou,"""Realmente quieres a Ange, ¿verdad?"""
Ushiromiya Maria,"""La odio. Se burló de ti y dijo que eras un animal de peluche."""
,"María hizo un puchero al decir esto, pero su expresión no coincidía con sus palabras en absoluto."
Sakutarou,"""Espero que Ange encuentre la felicidad."""
Ushiromiya Maria,"""Estoy segura de que lo hará. Después de todo, mira a todas las personas aquí deseando su felicidad. Y ahora, Battler es el Game Master y ha preparado este juego final solo para ella... Después de todo esto, no hay forma de que no sea feliz."""
Sakutarou,"""... Aún así, aunque todos pueden traer felicidad a una persona, es esa persona la que debe tomarla."""
Ushiromiya Maria,"""Eso es cierto. Esa niña es muy mala para encontrar fragmentos de felicidad. Podemos intentar enseñarle cómo, pero doce años de dolor han sellado herméticamente sus oídos... Este juego podría ser mucho más difícil para Ange de lo que Battler cree."""
Sakutarou,"""... Estoy seguro de que Ange encontrará la felicidad."""
Ushiromiya Maria,"""Sí... Si realmente disfruta de esta fiesta, eso en sí mismo podría ser la mayor lección que podemos enseñarle ahora."""
,"Ange, la chica que no cree en ninguna magia que se le muestre, reduciéndola a simples ""trucos""..."
,"Doce años en el futuro, se convertirá en la última persona en heredar el nombre de {f:5:Beatrice}."
Ushiromiya Maria,"""En algún momento, esa niña entendió mi magia blanca."""
Sakutarou,"""Sí. Y también me entendió a mí."""
Ushiromiya Maria,"""Incluso invocó a todas las Siete Hermanas y entendió la magia en sí misma... Y aun así, todavía no puede usar magia en ella misma."""
{f:5:Beatrice},"""Los invito a creer. Battler solía ser muy parecido."""
Ushiromiya Maria,"""... Beato."""
