Speaker,Spanish (ES)
Ronove,"""Bueno, no hay necesidad de ser tan estricto. De momento, tengamos en cuenta su deseo de divertirse y jugar juntos. Pero más importante aún, ¿por qué no empezamos a preparar el brindis?"""
Kumasawa Chiyo,"""Sí, los preparativos para mi deliciosa comida hecha de caballa están listos. Puedo servirlo cuando quieran."""
Satan,"""¡¡Oigan!! ¡Ustedes! ¡¡Trabajen más como muebles!!"""
Leviathan,"""¡¡Nooooo!! ¡Voy a llenar mi estómago un poco mááás! ¡Wahhhhhhh!"""
Belphegor,"""Bueno, a trabajar. No hagan esperar a los invitados. De momento, tengamos en cuenta su deseo de divertirse y jugar juntos. No dejen que los invitados hagan nada. Háganlos haraganes, llenos de pereza, engórdenlos como cerdos. ¡Ajajaja!"""
{f:5:Virgilia},"""... {f:5:Beatrice}. Battler‐kun. Por aquí."""
,"El abuelo y {f:5:Virgilia} estaban parados en el rellano, sobre las escaleras, invitándonos a seguirlos."
,"Después de que Beato y yo nos volteásemos para ver qué sucedía, subimos las escaleras juntos."
,"Desde el vestíbulo, lucía como un escenario muy alto."
,"Una pequeña mesa había sido situada allí, así como también un trozo de pergamino y una pluma anticuada."
,Vi que extraños caracteres mágicos y japoneses estaban escritos unos junto a otros.{n}... Y debajo habían sido escritos muchos nombres.
,"Había 17... El del abuelo era el primero, y las firmas de todos estaban escritas allí."
,Las personas que llegaron a la Tierra Dorada probablemente firmaron esto una detrás de la otra.
Ushiromiya Kinzo,"""Battler. Ahora que estás aquí, todos estamos reunidos. Escucha atentamente."""
{f:5:Virgilia},"""La Tierra Dorada no es un lugar que se sostiene solo con el poder de la magia. La cooperación y aprobación de todos los humanos que son receptores de felicidad aquí es requerida. Por esa razón, debemos reunir las firmas de todos los presentes."""
Ushiromiya Kinzo,"""La última vez, la puerta de la Tierra Dorada estaba finalmente abierta, pero te negaste a firmar... Aunque probablemente no lo recuerdes. Como te negaste a firmar, este mundo fue una vez más envuelto en oscuridad."""
Ushiromiya Battler,"""... Visto de ese modo... suena un poco a que soy el único terco, y que fui una molestia para todos de muchas maneras..."""
{f:5:Beatrice},"""Eso es porque eres un testarudo certificado. Parece que heredaste algo más que sangre de Kinzo."""
,"Beato rió agradablemente. Debería haber sentido que se burlaba de mí, pero sin pensarlo, le seguí la corriente, riendo y sonriendo."
{f:5:Beatrice},"""La magia es un milagro... Los milagros no pueden concretarse hasta que todo el mundo crea... Y, cuando al final creíste, este milagro... la Tierra Dorada se completó."""
Ushiromiya Battler,"""... Parece que he sido una verdadera molestia... ¿Así que, qué debería hacer?..."""
{f:5:Virgilia},"""Primero, firma aquí. Después, {f:5:Beatrice}, firma aquí."""
Ushiromiya Battler,"""... Es difícil utilizar una de estas plumas... Whoa, chorreó."""
{f:5:Beatrice},"""Torpe. Hacer chorrear tinta es un mal presagio. ¿No puedes siquiera escribir tu propio nombre rápido? Te estás retorciendo como un gusano. ¡*carcajada*carcajada*carcajada*carcajada*!..."""
Ushiromiya Battler,"""¡Como si tú pudieras decirme eso!... ¡No lo escribas en {c:86EF9C:{ruby:katakana:versalillas}}! ¡{f:5:Beatrice} es un nombre elegante, escríbelo en cursiva! ¡Estás haciendo sufrir a la pluma y a tu nombre!"""
{f:5:Beatrice},"""Cá-Cállate, ¿no te dijeron en la escuela que no uses cursiva en las evaluaciones?"""
Ushiromiya Kinzo,"""Esta es una ceremonia solemne... Silencio."""
{f:5:Virgilia},"""Muy bien. Hemos reunido dos firmas, así como el formulario para el convenio... Ambos, sus juramentos por favor. Empezaremos con {f:5:Beatrice}. Pon tu mano en el acuerdo y haz el juramento."""
{f:5:Virgilia},"""... ‘Yo, {f:5:Beatrice}, como bruja buena, juro continuar con mi entrenamiento para traer felicidad a la gente’... Dilo."""
{f:5:Beatrice},"""... M‐Mmm... E-Es un poco embarazoso."""
{f:5:Beatrice},"""... Yo, B‐{f:5:Beatrice}, como bruja buena, juro continuar con mi entrenamiento para traer felicidad a la gente... ¿Está bien así?"""
Ushiromiya Kinzo,"""Bien. Battler es el siguiente."""
{f:5:Virgilia},"""De la misma manera, Battler‐kun. Pon tus manos sobre el acuerdo y haz el juramento... ‘Yo, Ushiromiya Battler, como miembro de la Tierra Dorada, juro servir para traer felicidad a mí mismo y a mi prójimo’."""
Ushiromiya Battler,"""Ah... yo, Ushiromiya Battler, como miembro de la Tierra Dorada, juro servir para traer felicidad a mí mismo y a mi prójimo... Yo también estoy avergonzado..."""
Ushiromiya Kinzo,"""¡¡Escuchen todos!!... ¡¡Aquí y ahora, hemos reunido los juramentos de los 18 humanos que aceptan la Tierra Dorada!!..."""
,"Cuando Kinzo proclamó esto, todos aplaudieron, elogiándonos."
,"... Como había sido el único terco y no había sido más que una molestia, me sentí un poco mal al ser el más ovacionado."
{f:5:Virgilia},"""Y con eso, de acuerdo con nuestros antiguos ritos, le pedimos a Battler-kun la última parte para completar el juramento: que firme la invitación a la Tierra Dorada... Esto es algo que invita a la Bruja Dorada, {f:5:Beatrice}, a la Tierra Dorada. La Tierra Dorada dará la bienvenida a la Bruja Dorada mediante el consenso de todos aquellos que han aceptado, y así se completa."""
Ushiromiya Kinzo,"""Battler, lo leeré en voz alta. Escucha cuidadosamente... ‘Nosotros 18 aceptamos a {f:5:Beatrice} como la Bruja Dorada y le damos la bienvenida a la Tierra Dorada’."""
Ushiromiya Battler,"""¿Qué es lo que sucede contigo? ¿No podrás ser invitada a menos que envíe la invitación?"""
{f:5:Beatrice},"""Parece que así es la ceremonia. Me hace sentir incómoda. ¿Por qué no terminamos con esto rápido? Tengo bastante hambre desde hace un rato."""
Ushiromiya Battler,"""... Ahora que lo pienso, estuve ingiriendo solo comida en lata y no comí nada bueno aún. Resolvamos esto de las firmas rápidamente."""
Ushiromiya Battler,"""Vamos a ver. ""Te acepto como una bruja""... ¿Eh? Eso es muy simple. Maldito seas, abuelo, exagerándolo tanto."""
{f:5:Beatrice},"""Vamos, vamos, rápido."""
{f:5:Virgilia},"""Firma, justo aquí."""
Ushiromiya Battler,"""... ¿Eh?..."""
{f:5:Beatrice},"""Rápido."""
{f:5:Virgilia},"""Firma."""
,"... Con unas sonrisas un tanto extrañas e intimidantes, ambas comenzaron a exigir que firme..."
,"En ese momento, un increíble sonido, como de una ventana de vidrio rompiéndose reverberó por todo el vestíbulo, y el animado tumulto volvió a convertirse en completo silencio."
,"Solté la pluma y volteé, tratando de ver lo que había sucedido."
,Cuando lo hice... ¿de dónde había venido ella?
,... Una humana que claramente no había estado allí poco tiempo atrás se encontraba en el centro mismo del vestíbulo... alzando los ojos hacia nosotros.
,¿Quién es?... ¿Una chica?...{n}Probablemente tenga casi la misma edad que Jessica y yo.
,... Pero no reconocí su cara.{n}Ninguna otra persona de las presentes la reconoció tampoco.
{f:5:Beatrice},"""... ¡¿Qui-Quién eres tú?! ¡¿Quién?! ¡¿De dónde viniste?! Aquellos sin invitación no son bienvenidos a mi fiesta. ¡¡Muebles, atrápenla!!"""
Lucifer,"""¡¡Como usted diga!! ¡¡Atrápenla!!"""
,"Las Siete Hermanas del Purgatorio la rodearon desde siete direcciones, sacando cuchillas mágicas que dibujaban estelas moradas, bloqueándola."
,"Y de la nada, muebles con cabeza de cabra aparecieron de a montones, caminando torpemente y rodeando a la chica."
,"Además, las Hermanas Siesta se encontraban frente a Beato como formando una pared, preparando un arco dorado y tensando la cuerda..."
,"""..."""
,Pero la chica no se movió para nada.
,"... Al contrario, aún continuaba mirándonos mientras nos encontrábamos en el rellano, como si no le importara."
,... ¿A quién está mirando?... ¿A Beato? ¿Al abuelo?
,... ¿Podría ser... a mí?...
,"Sí... La chica miraba directo a mis ojos... con disgusto.{n}Cuando nuestros ojos se encontraron completamente, ella exclamó."
,"""¡¡¡No debes firmar eso!!! ¡¿Vas a aceptar tu propia derrota?! ¡¡¡No te dejes engañar por la bruja!!!"""
Ushiromiya Battler,"""... ¿Eh? Por la bruja... ¡¿eh?!"""
,"En ese momento, algo increíblemente fuerte me levantó tomándome de la nuca."
,... ¡¿Qu-Qué está pasando?!
,"Y luego de que me hicieran voltear... vi a {f:5:Virgilia} con una escalofriante sonrisa en su rostro, y las siluetas de los musculosos monstruos cabra..."
,¡Un monstruo cabra que lucía como si midiese 2 metros de alto me sujetaba con un brazo tan grueso como un tronco!...
{f:5:Virgilia},"""Jojojojojojojojojojojojo... No hay necesidad de escuchar a quien no fue invitado. Vamos, firma tú también. En este juramento escrito. ""Ushiromiya Battler acepta la existencia de las brujas"". ¡¡Vamos, firma el juramento escrito!!..."""
Ushiromiya Battler,"""¡¡Ow... owowowowowowowowowowowow!! ¡¡¡M-Maldición, suéltenme!!!"""
,"Mientras los monstruos cabra me oprimían con una fuerza aplastante, me obligaron a tomar la pluma."
,"... ¡No podía siquiera tocar el suelo con los pies, mucho menos resistirme!..."
{f:5:Beatrice},"""Battleeeer, ¿qué te paaaaasa? ¿No estabas a punto de firmar por voluntad propia?... No cambies de parecer ahora, después de todo esto, ¿de acueeeerdo?"""
{f:5:Beatrice},"""¿No pensaste por un momento... que quizás no estaría mal aceptar a las brujas? Lo pensaste, ¿verdaaaaaad? ¡¡Kukkikikikkajjajajaajakakakakakaka!!"""
Ushiromiya Battler,"""... ¿Me... me han... en‐engañado?... No puede ser... Beato no es ese tipo de—"""
{f:5:Beatrice},"""..."""
{f:5:Beatrice},"""... ¡¡Ji... jijijajajajaaaaaaaaa!!"""
{f:5:Beatrice},"""¡¡Lo siento, Battler, sí soy ese tipo de personaaaaaaa!! ¡¡Aah, es inútil, parece que el sentimentalismo barato no va conmiiiigo!! ¡¡Maestra, cuento con que uses todo tu poder!! ¡Ese fue un rol tan monótono y fue tan aburrido actuarlo!"""
{f:5:Beatrice},"""¡¡No sé quién eres, muchacha!! ¡¡Pero te golpearé hasta que mueras, te aplastaré hasta que seas solo picadillo, ¿está bien?! Te haré desear no haber nacido como mujeeeeeeeeeeeeeer, ¡¡jyahjaaaaaaaaaaaaaaaaaaahh!!"""
,"Cuando Beato agitó su pipa dorada, el gran candelabro colgando en el vestíbulo fue electrificado, y en consecuencia, ¡cayó un terrible rayo púrpura!..."
,"Debería haber sido un golpe directo a la chica, que se encontraba justo debajo, volviéndola cenizas."
,Sin embargo... ni uno de sus cabellos fue chamuscado.
{f:5:Beatrice},"""¡¡Jo!!... ¡¡Así que valía la pena que te presentaras aquí sin ser invitada!!... ¡Habla! ¡¡Di tu nombre!!"""
,"""No tengo ningún nombre que decirte a {i:ti}... Pero más importante aún..."""
,"""... ¡¡¡Idiota!!! ¡¡¿Cuánto tiempo vas a estar engañado?!! ¡¡Deja de ser tan ingenuo y confiado!! ¡¡Date cuenta rápido!! ¡¡Todo esto es parte de la trampa de la bruja!!"""
,Esas palabras estaban dirigidas a mí.
,... ¿Dijo que... todo esto... es parte de la trampa de la bruja?...
,Eso no puede ser...{n} Beato se reformó y juró convertirse en una bruja buena...
Ushiromiya Battler,"""... Beato... El que sea una trampa... es mentira, ¿cierto?... Por favor... dime que es mentira..."""
{f:5:Beatrice},"""... Lo siento, Battleer. Fue bastante interesante."""
{f:5:Beatrice},"""... De todas formas, solo estaba intentando lo que mi maestra sugirió, ¡pero funcionó realmente bien!"""
{f:5:Beatrice},"""He oído que, después de actuar temperamentalmente y explorar las profundidades de la crueldad, si actúas como una auténtica incompetente {ruby:dere:tierna}, puedes conseguir un aumento masivo en eso del medidor de buena voluntad, ¿veeerdad?"""
{f:5:Beatrice},"""¡Escuché que los villanos que se vuelven buenos y luego locos son muy populares últimamente, ¿cieeeerto?! A pesar de mi aspecto, he estudiado mucho manga, anime y {c:86EF9C:galge} que se han popularizado últimamente, ¿sabees?"""
{f:5:Beatrice},"""Y contigo, justo como esperaba, fue solo llorar un poco y ¡¡caíste!!"""
{f:5:Beatrice},"""¡¡Jihjiyajajajajajajajajajajajajajaja, idiooota, qué persona tan simplona!! A esto lo llaman la ""Estrategia del Viento del Norte y el Sol"". ¡¡*carcajada*carcajada*carcajada*!!"""
Ushiromiya Battler,"""... ¿Cómo pudiste?... M‐Maldición... Bastarda... ¡¡Cómo pudiste engañarme!!"""
{f:5:Beatrice},"""..."""
{f:5:Beatrice},"""... Sí, esa expresión es la que mejor te queda. Esa expresión compasiva tuya no va conmigo después de todo. Mi espalda picaba, y yo estaba frenética tratando de soportarlo. ¡¡*carcajada*carcajada*carcajada*carcajada*carcajada*!!"""
{f:5:Beatrice},"""Qué mal, las brujas no se refoooorman{p:0:☆}."""
{f:5:Beatrice},"""¡¡¡Jyaajajajajaaaaaaaaaaaaaaahh!!! ¡Encárgate de esa firma, maestra! ¡¡Esta huésped sin invitación es mi presa!!"""
{f:5:Virgilia},"""Vamos, ya no puedes negarte a firmar... Vamos, firma. ¡¡Fírmalo y ofrece tu cuerpo, tu mente y tu alma!!..."""
,"¡Cuando {f:5:Virgilia} levantó su mentón como señal, los monstruos cabra, con una fuerza aún más extraordinaria, forzaron mi brazo a acercarse al pergamino!..."
,"Owowowow... estos tipos van a intentar hacerme firmar, incluso si tienen que romperme el brazo para lograrlo..."
,"En ese mismo momento, una brillante luz roja surgió conmigo en el centro, derribando a los monstruos cabra y a las brujas."
,¡¿Esa chica me salvó?!...{n}Pe-Pero... ¿quién es ella? ¡No tengo idea!
,"""¿Por cuánto tiempo pretendes seguir jugando en este lugar?... Ya basta. Empiezo hasta a sentir envidia."""
Ushiromiya Battler,"""... Gracias por salvarme, pero esa es una manera muy cruel de decírmelo... Lo siento, pero ¿quién eres tú?"""
,"""... ¡¡Bruja de Rokkenjima!! ¡¡Devuélvelo!!"""
{f:5:Beatrice},"""¡¡Kujajajajajajajaja!! ¡¡¿Quién haría eso, estúpida?!! Battler es mi juguete. ¡¡Mi juguete favorito en todo el mundo!!..."""
{f:5:Beatrice},"""¡¡No me cansaré de él, no lo tiraré, no se lo daré a nadie!! Incluso Battler está disfrutando esto al máximo. Se divierte tanto jugando junto a mí. ¡¡No importa quién seas, no dejaré que interfieras!!..."""
,"""Claro, parece que te estás divirtiendo mucho. ¡¡Me pone tan celosa, es irritante!! ¡En un lugar como este, riendo y pasando un ruidoso y animado momento con todos!"""
,"""Estás rodeado de hermosas brujas y siendo mimado. ¡¡Estoy segura de que te estás divirtiendo tanto que ni siquiera quieres volver!!"""
Ushiromiya Battler,"""... ¿M-Me hablas a mí?... ¡Espera, espera, estás equivocada!... ¡Esto es molesto para mí también! ¿De qué hablas? ¿Divertido? ¡Tú no sabes sobre mis problemas!..."""
,"""¡¡¡¿De qué problemas hablas?!!! Te diviertes viviendo con mamá y papá, juegas alegremente con todos los primos, ¡e incluso puedes jugar con brujas agradables todo el tiempo que quieras por toda la eternidad!"""
,"""¡¿No te das cuenta de toda la felicidad que tienes?! ¡¿No te das cuenta de que estoy celosa de todos ustedes?! ¡¡Tanto que quisiera unirme!!"""
{f:5:Beatrice},"""¡¡*carcajada*carcajada*carcajada*!! Lo siento, pero no. Estoy satisfecha con los juguetes que tengo. ¡Un juguete tosco como tú no encaja en mi caja de juguetes!"""
,"""Sí, soy consciente de ello. ¿Quién querría jugar con alguien como tú?... Pero te agradeceré un poco... Por reunir a todos de esta forma."""
Ushiromiya Battler,"""... ¿Quién... eres?... ¿No serás—"""
{f:5:Beatrice},"""... Ya veo, ¿es eso?... Sí, entiendo, ¡ya sé quién eres! Ya veo, {i:tú} eres la pieza que Lady {f:5:Bernkastel} puso en el juego. ¡¡Me gusta!!"""
{f:5:Beatrice},"""¡¡¿Por qué no te invito formalmente a mi fiesta?!! ¡¡Te recibiré con los brazos abiertos!!... ¡¡Junto con Battler, jugaré dulcemente, te quebraré, mataré, aplastaré, te volveré cenizas, te mezclaré con masa de pan y te hornearé hasta que estés esponjosa!! ¡¡Fujajajajajajajajajajajaaaaaaaaaaahh!!"""
,"""... Aaah, ¡es inútil, es totalmente inútil! ¡No puedes hacer eso! Todo lo que sucedió en 1986 en Rokkenjima... ¡lo expondré a la luz del día!"""
,"""¡Te enseñaré que no eres más que una aguja de hielo, asustada de la primavera de la verdad! ¡Prepárate, Bruja Dorada! ¡¡¡{f:5:Beatrice}!!!"""
