Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Spanish (ES),Arabic (AR)
,"Putting all of that together, it could only be concluded that Ushiromiya Eva had headed to Rokkenjima for a normal family conference, no different from usual, and became involved in an accident...","Putting all of that together, it could only be concluded that Ushiromiya Eva had headed to Rokkenjima for a normal family conference, without any change, and had encountered an accident... ","Putting all of that together, it could only be concluded that Ushiromiya Eva had headed to Rokkenjima for a normal family conference, without any change, and had encountered an accident...",それらを総合的に判断する限り、右代宮絵羽は普段の親族会議と何ら変わることなく、六軒島に向かい、事故に遭遇したと結論するしかないのだ…。,[=JP],"Если объединить всё вместе, то можно сделать вывод, что Уширомия Ева отправилась на Роккенджиму на нормальное собрание семьи, без каких‐либо изменений, и оказалась случайно вовлечена в крайне неприятный инцидент...","Colocando tudo isso junto, pode apenas ser concluído que Ushiromiya Eva foi para Rokkenjima participar de uma conferência de família normal, sem nada diferente do usual, e acabou envolvida no acidente...",只要将这些结合起来判断，就只能导出，“右代宫绘羽与参加以往的亲族会议时无任何不同地去了六轩岛，遭遇了事故”的这一个结论…。,只要將這些結合起來判斷，就只能導出，“右代宮繪羽與參加以往的親族會議時無任何不同地去了六軒島，遭遇了事故”的這一個結論…。,"Mettendo tutto ciò insieme, possiamo concludere dicendo che Ushiromiya Eva si era diretta a Rokkenjima per una normale conferenza di famiglia, senza cambiamenti, per poi incappare nell'incidente...","Juntando todo eso, solo podría concluirse que Eva Ushiromiya se había dirigido a Rokkenjima para una conferencia familiar normal, sin ningún cambio, y se había encontrado con un accidente...",ﻭﺑﻨﺎﺀً ﻋﻠﻰ ﻛﻞ ﺗﻠﻚ ﺍﻟﻤﻌﻄﻴﺎﺕ، ﺇﻳﻔﺎ ﺫﻫﺒﺖ ﺇﻟﻰ ﺭﻭﻛﻴﻨﺠﻴﻤﺎ ﻣﻦ ﺃﺟﻞ ﺍﺟﺘﻤﺎﻉ ﺍﻟﻌﺎﺋﻠﺔ ﻻ ﻏﻴﺮ، ﻭﺣﺪﺛﺖ ﺣﻴﻨﻬﺎ ﺍﻟﺤﺎﺩﺛﺔ...
,"""The police placed her under all that scrutiny, and they still couldn't find evidence that it was a crime. ......That was the police's conclusion. Doesn't that put an end to Rokkenjimagate?""","""The police looked so intensely, and they still couldn't find evidence that it was a crime. ...They reached that conclusion themselves. Doesn't this resolve the Rokkenjima Suspicion?"" ","""The police looked so intensely, and they still couldn't find evidence that it was a crime.  ......The police came to that conclusion.  Doesn't this resolve the Rokkenjima Suspicion?""",「警察が、あれだけ散々調べて、事件性を見出すことが出来なかった。……警察がそう断じた。それで六軒島疑惑は決着じゃないのかなぁ。」,「警察が、あれだけ散々調べて、事件性を見出すことが出来なかった。……警察がそう断じた。それで六軒島疑惑は決着じゃないのかなぁ」,"""Полиция очень тщательно расследовала данное дело, однако они не нашли доказательств того, что это было преступление. ......Вот к какому выводу пришла полиция. Разве это не решение Тайны Роккенджимы?""","""A polícia realizou uma investigação minuciosa, e mesmo assim não foi capaz de encontrar nenhuma evidência que a ligasse ao crime. ......Essa foi a conclusão que a polícia chegou. Isso não resolveu o Caso Rokkenjima, resolveu?""",「警察如此彻底地调查，却并没能找出属于案件的可能性。……警察都这么断定了。那六轩岛疑云，不也就这么结了么？」,「警察如此徹底地調查，卻並沒能找出屬於案件的可能性。……警察都這麼斷定了。那六軒島疑雲，不也就這麼結了麼？」,"""La polizia cercò con tutte le sue forze, e tutt'oggi non possono provare che è stato un crimine. ... La polizia è giunta a questa conclusione. Questo non risolve il mistero di Rokkenjima?""","""La policía buscó tan intensamente, y aun así no pudieron encontrar evidencia de que fuera un crimen... La policía llegó a esa conclusión. ¿No resuelve esto la sospecha de Rokkenjima?""","""ﺣﺘﻰ ﺑﻌﺪ ﺍﻟﻔﺤﺺ ﺍﻟﺪﻗﻴﻖ ﻟﻠﺸﺮﻃﺔ، ﻟﻢ ﻳﻌﺜﺮﻭﺍ ﻋﻠﻰ ﺃﻱّ ﺩﻟﻴﻞ ﻳﺒﺮﻫﻦ ﻋﻠﻰ ﺃﻧّﻬﺎ ﺟﺮﻳﻤﺔ ﻗﺘﻞ. ......ﻛﺎﻥ ﺫﻟﻚ ﺍﻻﺳﺘﻨﺘﺎﺝ ﺍﻟﻨﻬﺎﺋﻲ ﺍﻟﺬﻱ ﺗﻮﺻﻠﻮﺍ ﻟﻪ. ﺑﺮﺃﻳﻚ، ﺃﻻ ﻳﻀﻊ ﻫﺬﺍ ﺣﺪًﺍ ﻟﻠﺸﻜﻮﻙ ﺣﻮﻝ ﺣﺎﺩﺛﺔ ﺭﻭﻛﻴﻨﺠﻴﻤﺎ؟"""
Ushiromiya Ange,"""......That just means that the police {i:couldn't find} the evidence of her crimes, doesn't it?""","""...That just means that the police {i:couldn't find} evidence that it was a crime, right?"" ","""......That just means that the police couldn't find evidence that it was a crime, right?""",「……それは単に、警察は事件性を{i:発見できなかった}、ってだけの話じゃないんですか？」,[=JP],"""......Это просто означает, что полиция {i:не нашла} доказательства того, что это было преступление, верно?""","""......Isso só significa que a polícia {i:não encontrou} evidências de que foi um crime, certo?""",「……这不就仅仅是警察{i:没有发现}属于她犯罪的可能性而已吗？」,「……這不就僅僅是警察{i:沒有發現}屬於她犯罪的可能性而已嗎？」,"""... Significa solamente che la polizia non ha potuto trovare prove del crimine, giusto?"" ""Non posso dire nulla per ribattere.","""... Eso solo significa que la policía {i:no pudo encontrar} evidencia de que eso fuese un crimen, ¿verdad?""","""......ﺃﻻ ﻳﻌﻨﻲ ﻫﺬﺍ ﺑﺄﻥ ﺍﻟﺸﺮﻃﺔ {i:ﻓﺸﻠﺖ} ﻓﻲ ﺍﻟﻌﺜﻮﺭ ﻋﻠﻰ ﺩﻟﻴﻞ؟"""
,"""Oh, come on, you could go on forever that way. It becomes a Devil's Proof. To expose a crime, you just need to find the evidence. But what can you find to show someone's innocence? It's impossible to prove a negative fact.""","""There's nothing I can say to counter that. It becomes a Devil's Proof. To expose it as her crime, you would simply need to find evidence. But what could you possibly find to prove her innocence? It's impossible to prove a negative fact."" ","""There's nothing I can say to counter that.  It becomes a Devil's Proof.  To expose it as a crime, you just need to find evidence.  But what could you find to show that she was innocent?  It is impossible to prove a negative fact.""",「それを言い出したらキリがないなぁ。悪魔の証明になっちまうよ。犯罪を暴くには証拠を見つければいい。でも、無実を示すには何を見つけりゃいいんだい？　消極的事実の証明は不可能だ。」,「それを言い出したらキリがないなぁ。悪魔の証明になっちまうよ。犯罪を暴くには証拠を見つければいい。でも、無実を示すには何を見つけりゃいいんだい？　消極的事実の証明は不可能だ」,"""Мне нечего сказать, чтобы опровергнуть это заявление. Оно становится 'Доказательством дьявола'. Для того чтобы разоблачить это происшествие как преступление, тебе нужно найти доказательства. Но что ты можешь отыскать в качестве доказательства её невиновности? Невозможно доказать и обратный факт.""","""Não há nada que eu posso dizer contra isso. Se tornou uma Prova Diabólica.{n}Para expor um crime, você só precisa encontrar uma evidência. Mas o que você pode encontrar capaz de provar a inocência de alguém? É impossível provar um fato negativo.""",「要把这话说出来，那可就没个完了。成了恶魔的证明。要指证犯罪，只用找出证据就行了。但是，要体现无辜，又该找出什么好呢？消极的事实是无法证明的。」,「要把這話說出來，那可就沒個完了。成了惡魔的證明。要指證犯罪，只用找出證據就行了。但是，要體現無辜，又該找出什麼好呢？消極的事實是無法證明的。」,"""Oh, dai, potresti continuare all'infinito. Diventa una prova del diavolo. {n}Per dimostrare che è un crimine, devi solo trovare delle prove. Ma cosa potresti trovare per dimostrare che è innocente? È impossibile dimostrarlo.""","""Oh, vamos, no hay nada que pueda decir para discutir eso. Se convierte en una Prueba Diabólica. Para exponerlo como un crimen, solo necesitas encontrar evidencia. ¿Pero qué puedes encontrar para demostrar que ella era inocente? Es imposible probar un hecho negativo.""","""ﻳﺒﺪﻭ ﺃﻧﻨﺎ ﻧﺪﻭﺭ ﻓﻲ ﺩﺍﺋﺮﺓ ﻣﻔﺮﻏﺔ. ﺣﺘﻰ ﻧﻘﻊ ﻓﻲ ﺍﻟﻨﻬﺎﻳﺔ ﻓﻲ ﺩﻟﻴﻞ ﺍﻟﺸﻴﻄﺎﻥ. ﻹﺩﺍﻧﺘﻬﺎ ﺑﺎﻟﺠﺮﻳﻤﺔ، ﺳﺘﺤﺘﺎﺟﻴﻦ ﺑﺒﺴﺎﻃﺔ ﺇﻟﻰ ﺩﻟﻴﻞ. ﺃﻣﺎ ﻹﺛﺒﺎﺕ ﺍﻟﺒﺮﺍﺀﺓ... ﻓﻤﺎ ﺍﻟﺬﻱ ﻳﻤﻜﻨﻚ ﺍﻟﻌﺜﻮﺭ ﻋﻠﻴﻪ؟ ﻻ ﺷﻲﺀ. ﺍﻟﺒﺮﺍﺀﺓ ﻻ ﻳﻤﻜﻦ ﺇﺛﺒﺎﺗﻬﺎ."""
Ushiromiya Ange,"""......Did Aunt Eva commit a crime, or did she not... Because we can't find the data to decide that, the truth will remain a mystery, in other words.""","""...Did Aunt Eva commit a crime, or did she not...? Because we can't find any materials that'll let us say for sure, the truth will remain a mystery... That's what you're saying, right?"" ","""......Did Eva oba-san commit a crime, or did she not...  Because we can't find any materials with which to decide that, the truth will remain a mystery...is what you're saying, right?""",「……絵羽伯母さんが、犯罪を犯したか、否か。それを判断する材料が見付からないから、そのまま真相は迷宮入り、ということですね。」,「……絵羽伯母さんが、犯罪を犯したか、否か。それを判断する材料が見付からないから、そのまま真相は迷宮入り、ということですね」,"""......Могла ли тётя Ева совершить преступление или не могла... Поскольку мы не можем найти материалы, дающие чёткий ответ на этот вопрос, правда так и останется загадкой... Ты это хочешь сказать?""","""......Teria a tia Eva cometido um crime, ou não...? Por não termos encontrados dados o suficiente para chegar a uma conclusão, a verdade vai continuar a ser um mistério.""",「……绘羽姑母有没有犯罪。因为找不到可对此下判断的材料，真相就此步入迷宫，就是这么回事吧。」,「……繪羽姑母有沒有犯罪。因為找不到可對此下判斷的材料，真相就此步入迷宮，就是這麼回事吧。」,"""... Eva oba-san ha commesso o no un crimine... poiché non possiamo trovare nulla su cui basarci per deciderlo, la verità rimarrà un mistero... è questo che stai dicendo, giusto?""","""... Cometiera la tía Eva un crimen, o no... Ya que no podemos encontrar ningún material con el cual decidir eso, la verdad permanecerá como un misterio... es eso lo que dices, ¿verdad?""","""......ﺇﺫﻥ، ﺳﻮﺍﺀ ﻛﺎﻧﺖ ﻋﻤّﺘﻲ ﺇﻳﻔﺎ ﻗﺪ ﺍﺭﺗﻜﺒﺖ ﺍﻟﺠﺮﻳﻤﺔ ﺃﻡ ﻻ... ﻷﻧﻨﺎ ﻻ ﻧﺴﺘﻄﻴﻊ ﺍﻟﻌﺜﻮﺭ ﻋﻠﻰ ﺃﻱّ ﺑﺮﺍﻫﻴﻦ ﺗﺴﻤﺢ ﻟﻨﺎ ﺑﺎﻹﺟﺎﺑﺔ ﻋﻠﻰ ﻭﺟﻪ ﺍﻟﻴﻘﻴﻦ، ﺳﺘﺒﻘﻰ ﺍﻟﺤﻘﻴﻘﺔ ﻟﻐﺰًﺍ... ﻫﺬﺍ ﻣﺎ ﺗﻘﺼﺪﻩ، ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟"""
,""".........Well, to put it in the words you're hoping for, that's how it is. Even Eva‐san couldn't conclusively prove her own innocence.""","""......That's it. Phrased in a manner you would prefer, that's what it amounts to. It was impossible even for Eva-san to prove her own innocence. ",""".........That's it.  To put it in the words you are expecting, that's how it is.  It was even impossible for Eva-san to prove her own innocence.  ",「………そうだな。縁寿ちゃんの期待する言い方にするとそうなるな。絵羽さん自身にだって、自分の無実は証明不能なのさ。,「………そうだな。縁寿ちゃんの期待する言い方にするとそうなるな。絵羽さん自身にだって、自分の無実は証明不能なのさ」,""".........Именно. Если выражаться словами, которых ты так ждёшь, то так оно и есть. Для Евы‐сан даже невозможно было доказать свою невиновность.""",""".........Bem, colocando da forma que você quer ouvir, é com funciona. A própria Eva‐san não foi capaz de provar sua inocência.""",「………是的。按缘寿所期待的说法讲，就是这样。绘羽女士自己也是无法证明自己的无辜的。」,「………是的。按緣壽所期待的說法講，就是這樣。繪羽女士自己也是無法證明自己的無辜的。」,"""... Già. Per dirlo a parole tue, è così. Anche per Eva-san era impossibile provare la sua innocenza.","""... Eso es, para ponerlo en las palabras que estás esperando, así es. Era incluso imposible para Eva-san probar su propia inocencia.""",""".........ﻫﺬﺍ ﺻﺤﻴﺢ. ﻭﺇﻥ ﺃﺭﺩﺕ ﻗﻮﻟﻬﺎ ﺑﺎﻟﻄﺮﻳﻘﺔ ﺍﻟﺘﻲ ﺗﻌﺠﺒﻚ ﻳﺎ ﺇﻧﺠﻲ: ﻓﺤﺘﻰ ﺇﻳﻔﺎ-ﺳﺎﻥ ﻟﻢ ﺗﺴﺘﻄﻊ ﺇﺛﺒﺎﺕ ﺑﺮﺍﺀﺗﻬﺎ ﺑﺸﻜﻞٍ ﻗﺎﻃﻊ."""
,"""An unfortunate accident occurred on that island. And Eva‐san survived by chance. And that's literally all we know!""","On that island, an unfortunate accident occurred. And Eva-san survived by chance. And we don't know any more than that!"" ","On that island, an unfortunate accident occurred.  And Eva-san survived by chance.  And we don't know any more than that!",あの島で不幸な事故があった。そしてたまたま絵羽さんが生き残った。しかもそれ以上のことは何もわからない！,「あの島で不幸な事故があった。そしてたまたま絵羽さんが生き残った。しかもそれ以上のことは何もわからない！」,"""На том острове произошёл несчастный случай. И Ева‐сан выжила случайно. И мы не знаем ничего, кроме этого!""","""Um acidente infortúnio ocorreu naquela ilha. E, por sorte, a Eva‐san sobreviveu. E isso é literalmente tudo o que sabemos!""",「那个岛上发生了不幸的事故。碰巧就绘羽女士活了下来。除此之外的事，啥都不知道！」,「那個島上發生了不幸的事故。碰巧就繪羽女士活了下來。除此之外的事，啥都不知道！」,Su quell'isola è avvenuto uno sfortunato incidente. Ed Eva-san è sopravvissuta per caso. E non sappiamo più di tanto!,"""En esa isla, un desafortunado accidente ocurrió. Eva-san sobrevivió por suerte. ¡Y no sabemos nada más que eso!""","""ﺣﺎﺩﺛﺔٌ ﻣﺆﺳﻔﺔ ﺣﺪﺛﺖ ﻋﻠﻰ ﺍﻟﺠﺰﻳﺮﺓ. ﻭﺇﻳﻔﺎ-ﺳﺎﻥ، ﺑﺎﻟﻤﺼﺎﺩﻓﺔ، ﻛﺎﻧﺖ ﺍﻟﻨﺎﺟﻴﺔ ﺍﻟﻮﺣﻴﺪﺓ. ﻭﻫﺬﺍ ﺣﺮﻓﻴًﺎ ﻛﻞ ﻣﺎ ﻧﻌﺮﻓﻪ!"""
,"""In short, as Eva‐san is the only survivor, it all comes down to whether you can believe her story or not.""","""In short, it all comes down to whether you believe the story of the only survivor, Eva-san, or not. ","In short, it all comes down to whether you believe the story of the only survivor, Eva-san, or not.  ",つまるところ、唯一の生存者である、絵羽さんの話を、信じられるか否か、ってことになるわけさ。,「つまるところ、唯一の生存者である、絵羽さんの話を、信じられるか否か、ってことになるわけさ」,"""В общем, всё сводится к тому, веришь ли ты в историю про одну выжившую, Еву‐сан, или нет.""","""Resumindo, com a Eva‐san sendo a única sobrevivente, tudo o que nos resta é acreditar ou não na história dela.""",「归根到底，也就是看相不相信唯一的幸存者绘羽女士说的话了。」,「歸根到底，也就是看相不相信唯一的倖存者繪羽女士說的話了。」,"In breve, dipende tutto dal credere nella storia dell'unico sopravvissuto, Eva-san, o no.","""En resumen, todo se reduce a si crees la historia de la única sobreviviente o no.""","""ﺑﺎﺧﺘﺼﺎﺭ، ﺇﻣﺎ ﺃﻥ ﻧﺼﺪﻕ ﺭﻭﺍﻳﺔ ﺍﻟﻨﺎﺟﻴﺔ ﺍﻟﻮﺣﻴﺪﺓ ﺃﻭ ﻻ ﻧﺼﺪﻗﻬﺎ!"""
,"""......I believed. What she told me about the ring, and her admirable love for her family. And the tears she showed at the funeral. Taking all of that into consideration, I decided I would believe her story.""","...I believed. The ring and her praiseworthy love for her family. And the tears she shed at the funeral. Taking all of that into consideration, I decided to believe her story."" ","......I believed.  The case of the ring and her honorable love for her family.  And the tears she showed at the funeral.  Taking all of that into consideration, I decided I would believe her story.""",……俺は信じたよ。指輪の話や、彼女の尊敬できる家族愛。そして葬儀で見せた涙。それらを加味して考えて、彼女の話を信じようと思ったんだ。」,「……俺は信じたよ。指輪の話や、彼女の尊敬できる家族愛。そして葬儀で見せた涙。それらを加味して考えて、彼女の話を信じようと思ったんだ」,"""......Я верю. Доказательства — кольцо и её честная любовь к семье. И слёзы, которые она проливала на похоронах. Принимая всё это во внимание, я решил, что верю в её историю.""","""......Eu decidi acreditar. O que ela me disse sobre o anel, e seu admirável amor por sua família. Assim como as lágrimas que ela mostrou no funeral. Levando tudo isso em consideração, eu decidi acreditar na história dela.""",「……我是相信的哦。戒指，以及她那值得尊敬的家族爱。还有在葬礼上的泪水。将这些加进去考虑过后，我决定相信她的话。」,「……我是相信的哦。戒指，以及她那值得尊敬的家族愛。還有在葬禮上的淚水。將這些加進去考慮過後，我決定相信她的話。」,"... Ci crederò. La storia dell'anello e dell'incredibile amore per la sua famiglia. {n}E le lacrime che ha versato al funerale. Prendendo in considerazione tutto ciò, ho deciso di crederci.""","""... Yo la creí. Todo lo del anillo y su honorable amor por su familia. Y las lágrimas que mostró en el funeral. Tomando todo eso en consideración, decidí que creería en su historia.""","""......ﺃﻧﺎ ﺻﺪّﻗﺘﻬﺎ. ﺑﺴﺒﺐ ﻗﺼﺔ ﺍﻟﺨﺎﺗﻢ، ﻭﺣﺒﻬﺎ ﺍﻟﻮﺍﺿﺢ ﻟﻌﺎﺋﻠﺘﻬﺎ، ﻭﺍﻟﺪﻣﻮﻉ ﺍﻟﺘﻲ ﺫﺭﻓﺘﻬﺎ ﻓﻲ ﺍﻟﺠﻨﺎﺯﺓ. ﺁﺧﺬًﺍ ﺑﺎﻻﻋﺘﺒﺎﺭ ﻛﻞّ ﻫﺬﻩ ﺍﻟﺪﻻﺋﻞ، ﺃﻗﺮﻳﺖ ﺑﺼﺪﻗﻬﺎ ﻭﺁﻣﻨﺖ ﺑﻪ."""
Ushiromiya Ange,"""......But I don't believe it. If she wanted to steal the ring, there were probably many ways for her to do so, and no one knows whether her relationship with her family really was good. It's impossible to prove that the tears at the funeral were the real thing.""","""...But I don't believe. If she wanted to steal the ring, there were probably many ways for her to do it, and no one knows if her relationship with her family really was that good. No one can prove that tears at a funeral are real."" ","""......But I don't believe.  If she wanted to steal the ring, there were probably many ways for her to do so, and no one knows whether her relationship with her family really was good.  It's impossible to prove that the tears at the funeral were the real thing.",「……でも、私は信じない。指輪なんて奪う気なら方法はいくらでもあるだろうし、家族仲が本当に良かったかなんて誰にもわからない。葬儀の涙が本物かなんて証明不能。,「……でも、私は信じない。指輪なんて奪う気なら方法はいくらでもあるだろうし、家族仲が本当に良かったかなんて誰にもわからない。葬儀の涙が本物かなんて証明不能」,"""......Но я не верю. Если она хотела украсть кольцо, то у неё, вероятно, было много способов сделать это, и никто точно не знает, были ли её семейные отношения настолько хороши. Невозможно доказать, что слёзы на похоронах были настоящими.""","""......Mas eu não acredito nisso. Se ela queria roubar o anel, certamente haviam várias formas para fazer isso, e ninguém sabe se a relação dela com a família era mesmo boa. É impossível provar que as lágrimas no funeral eram verdadeiras.""",「……但是，我不信。戒指若是想夺有的是方法，是否真的与家人关系很好是谁都不知道的事。葬礼上的泪水无法证明是真的。」,「……但是，我不信。戒指若是想奪有的是方法，是否真的與家人關係很好是誰都不知道的事。葬禮上的淚水無法證明是真的。」,"""... Ma non credo. Se avesse voluto rubare l'anello, aveva probabilmente molti modi per farlo, e nessuno sa se i suoi rapporti con la sua famiglia fossero buoni per davvero. È impossibile provarlo in base alle lacrime al funerale.","""... Pero yo no la creo. Si ella quería robar el anillo, probablemente hubo muchas maneras de hacerlo, y nadie sabe si su relación con su familia era realmente buena. Es imposible probar que las lágrimas en el funeral fueran reales.""","""......ﺃﻣﺎ ﺃﻧﺎ، ﻓﻠﻦ ﺃﺻﺪّﻕ. ﻳﻤﻜﻨﻬﺎ ﺳﺮﻗﺔ ﺍﻟﺨﺎﺗﻢ ﺑﻌﺪﺓ ﻃﺮﻕ ﻣﻤﻜﻨﺔ، ﻭﻻ ﺃﺣﺪ ﺑﺈﻣﻜﺎﻧﻪ ﺇﺛﺒﺎﺕ ﺣﻘﻴﻘﺔ ﻣﺪﻯ ﺣﺒُّﻬﺎ ﻟﻌﺎﺋﻠﺘﻬﺎ، ﺃﻭ ﻣﺎ ﺇﺫﺍ ﻛﺎﻧﺖ ﺩﻣﻮﻋﻬﺎ ﻓﻲ ﺍﻟﺠﻨﺎﺯﺓ ﺻﺎﺩﻗﺔً."""
Ushiromiya Ange,"""......Anyway, in the first place, I {i:hate} Aunt Eva. So that doesn't exactly inspire me to believe her story.""","""...Anyway, I hated Aunt Eva from the very beginning. So I don't even want to believe her."" ","......Anyways, I hated Eva oba-san from the very beginning.  So I don't plan on believing her story.""",……というか、私はそもそも絵羽伯母さんなんて大嫌い。だから私は彼女の話を信じようなんて思わない。」,「……というか、私はそもそも絵羽伯母さんなんて大嫌い。だから私は彼女の話を信じようなんて思わない」,"""......В общем, я с самого начала {i:ненавидела} тётю Еву. Поэтому я не намереваюсь верить её истории.""","""......De qualquer forma, em primeiro lugar, eu {i:odeio} a tia Eva. Por isso não quero acreditar na história dela.""",「……再说了，我本就最讨厌绘羽姑母。所以，我才不会去相信她的话。」,「……再說了，我本就最討厭繪羽姑母。所以，我才不會去相信她的話。」,"... In ogni caso, ho odiato Eva oba-san sin dall'inizio. Quindi non ho intenzione di credere alla sua storia.""","""... Igualmente, yo {i:odiaba} a la tía Eva desde un principio. Así que no planeo creer en su historia.""","""......ﻋﻠﻰ ﻛﻞٍ، ﺃﻧﺎ {i:ﺃﻛﺮﻩ} ﻋﻤﺘﻲ ﺇﻳﻔﺎ ﻣﻦ ﺍﻷﺳﺎﺱ. ﻭﻟﻦ ﺃﺻﺪﻗﻬﺎ ﻣﺎ ﺣﻴّﻴﺖ."""
,"""Hahahaha... How does one view the truth of the incident? You and I are at loggerheads on the issue. Even though the information we're given is exactly the same, we develop completely different opinions.""","""Hahahaha... How does one view the truth of the crime? You and I are on completely opposing sides. Even though the information we are given is exactly the same, we interpret it in completely different ways."" ","""Hah-hah-hah-ha...  How does one view the truth of the crime?  You and I are on completely opposing sides.  Even though the information we are given is exactly the same, we interpret it in completely different ways.",「はっはっはっは…。事件の真相をどう見るか。俺と縁寿ちゃんで真っ向から対立しちまったなぁ。俺たちに与えられてる情報はまったく同じなのに、まったく異なる見解を持っちまう。,「はっはっはっは…。事件の真相をどう見るか。俺と縁寿ちゃんで真っ向から対立しちまったなぁ。俺たちに与えられてる情報はまったく同じなのに、まったく異なる見解を持っちまう」,"""Ха‐ха‐ха‐ха... Как люди высматривают правду в преступлении? Мы с тобой совершенно расходимся во мнениях. Хотя мы и получили одинаковую информацию, мы истолковываем её совершенно по‐разному.""","""Hahahaha... Como é possível ver apenas uma verdade no incidente? Eu e você estamos de lados completamente opostos. Mesmo que a informação apresentada a nós seja exatamente a mesma, nós desenvolvemos opiniões completamente diferentes.""",「哈哈哈哈……。怎么去看事件的真相。我与缘寿是站在了截然相反的对立面呢。我们获得的情报明明完全相同，但所得出的见解却完全不同。」,「哈哈哈哈……。怎麼去看事件的真相。我與緣壽是站在了截然相反的對立面呢。我們獲得的情報明明完全相同，但所得出的見解卻完全不同。」,"""Hah-hah-hah-ha... come fa uno a vedere la verità sul crimine? Io e te la pensiamo in maniera totalmente diversa. Anche se abbiamo le stesse informazioni, le interpretiamo in modo completamente differente.","""Jajajaja... ¿Cómo se puede ver la verdad del incidente? Tú y yo somos lados completamente opuestos. Aunque la información que se nos da es exactamente la misma, nosotros la interpretamos de formas completamente distintas.""","""ﺁﻫﺎﻫﺎﻫﺎﻫﺎ... ﻛﻴﻒ ﻳﻤﻜﻦ ﻟﻠﻤﺮﺀ ﺭﺅﻳﺔ ﺍﻟﺤﻘﻴﻘﺔ؟ ﺃﻧﺎ ﻭﺃﻧﺖِ ﻟﻨﺎ ﺭﺃﻳﻴﻦ ﻣﺨﺘﻠﻔﻴﻦ ﺗﻤﺎﻣًﺎ. ﻣﻊ ﺃﻧﻨﺎ ﺃﻣﺎﻡ ﻧﻔﺲ ﺍﻟﻤﻌﻠﻮﻣﺎﺕ، ﺇﻻ ﺃﻧﻨﺎ ﻧﻔﺴﺮﻫﺎ ﺑﻄﺮﻕ ﻣﺨﺘﻠﻔﺔ ﻛﻠﻴًﺎ."""
,""".........This kind of thing happens all the time in politics and economics. No matter the enterprise, it will always result in a division of opinions. Do you know why?""","""......This happens often in politics and business. The exact same enterprise will always be assessed in multiple, differing ways. Do you know why?"" ",".........This kind of thing often happens in politics and economics.  The exact same enterprise will surely have differing criticism.  Do you know why?""",………こういうこと、政治や経済でもよくあるんだ。同じ事業をやっても、必ず評価は分かれちまう。どうしてかわかるかい？」,「………こういうこと、政治や経済でもよくあるんだ。同じ事業をやっても、必ず評価は分かれちまう。どうしてかわかるかい？」,""".........Такого рода вещи частенько случаются в политике и экономике. Одно и тоже предприятие обязательно получит разную критику. Знаешь, почему?""",""".........Esse tipo de coisa acontece com frequência quando se trata de política e economia. Não importa qual seja o empreendimento, sempre resultará em uma divisão de opiniões. Você sabe o motivo?""",「………这种情况，在政治与经济中也是常有的事。即便是做同样的事业，也必然会得到不同的评价。知道为什么吗？」,「………這種情況，在政治與經濟中也是常有的事。即便是做同樣的事業，也必然會得到不同的評價。知道為什麼嗎？」,"... Cose del genere accadono spesso in politica e in economia. La stessa azienda avrà di sicuro pensieri differenti. Sai perché?""","""... Esta clase de cosas pasan con frecuencia en la política y economía. La misma empresa exacta siempre se evaluará de múltiples formas diferentes. ¿Sabes por qué?""",""".........ﻛﺜﻴﺮًﺍ ﻣﺎ ﻳﺤﺪﺙ ﻫﺬﺍ ﻓﻲ ﺍﻷﻣﻮﺭ ﺍﻟﺴﻴﺎﺳﻴﺔ ﻭﺍﻻﻗﺘﺼﺎﺩﻳﺔ. ﺩﺍﺋﻤًﺎ ﻣﺎ ﻳﺘﻢ ﺗﻘﻴﻴﻢ ﻧﻔﺲ ﺍﻟﻤﺸﺮﻭﻉ ﺑﻌﺪﺓ ﻃﺮﻕ ﻭﺃﺳﺎﻟﻴﺐ ﻣﺨﺘﻠﻔﺔ. ﺃﺗﻌﺮﻓﻴﻦ ﻟﻤﺎﺫﺍ؟"""
Ushiromiya Ange,""".........No?""","""......Why?"" ",""".........Why?""",「………いいえ？」,[=JP],""".........Почему?""",""".........Não...""",「………不知道哦？」,[=CN],"""... Perché?""","""... ¿Por qué?""",""".........ﻻ?"""
